Postcode,Month,Installations
2600,2007-01,0
2600,2007-02,0
2600,2007-03,0
2600,2007-04,0
2600,2007-05,0
2600,2007-06,0
2600,2007-07,0
2600,2007-08,0
2600,2007-09,0
2600,2007-10,1
2600,2007-11,0
2600,2007-12,2
2600,2008-01,0
2600,2008-02,0
2600,2008-03,0
2600,2008-04,0
2600,2008-05,0
2600,2008-06,0
2600,2008-07,1
2600,2008-08,2
2600,2008-09,3
2600,2008-10,1
2600,2008-11,1
2600,2008-12,2
2600,2009-01,1
2600,2009-02,3
2600,2009-03,1
2600,2009-04,1
2600,2009-05,0
2600,2009-06,1
2600,2009-07,2
2600,2009-08,1
2600,2009-09,1
2600,2009-10,0
2600,2009-11,2
2600,2009-12,0
2600,2010-01,1
2600,2010-02,5
2600,2010-03,3
2600,2010-04,4
2600,2010-05,6
2600,2010-06,5
2600,2010-07,3
2600,2010-08,3
2600,2010-09,2
2600,2010-10,3
2600,2010-11,0
2600,2010-12,5
2600,2011-01,5
2600,2011-02,8
2600,2011-03,8
2600,2011-04,10
2600,2011-05,17
2600,2011-06,40
2600,2011-07,5
2600,2011-08,5
2600,2011-09,3
2600,2011-10,4
2600,2011-11,5
2600,2011-12,2
2600,2012-01,0
2600,2012-02,1
2600,2012-03,1
2600,2012-04,0
2600,2012-05,3
2600,2012-06,30
2600,2012-07,1
2600,2012-08,3
2600,2012-09,0
2600,2012-10,1
2600,2012-11,3
2600,2012-12,4
2600,2013-01,0
2600,2013-02,0
2600,2013-03,2
2600,2013-04,0
2600,2013-05,1
2600,2013-06,1
2600,2013-07,7
2600,2013-08,5
2600,2013-09,8
2600,2013-10,3
2600,2013-11,5
2600,2013-12,0
2600,2014-01,0
2600,2014-02,1
2600,2014-03,0
2600,2014-04,1
2600,2014-05,2
2600,2014-06,1
2600,2014-07,2
2600,2014-08,3
2600,2014-09,3
2600,2014-10,1
2600,2014-11,2
2600,2014-12,1
2600,2015-01,1
2600,2015-02,1
2600,2015-03,3
2600,2015-04,1
2600,2015-05,0
2600,2015-06,1
2600,2015-07,1
2600,2015-08,1
2600,2015-09,1
2600,2015-10,2
2600,2015-11,2
2600,2015-12,2
2600,2016-01,3
2600,2016-02,1
2600,2016-03,2
2600,2016-04,3
2600,2016-05,1
2600,2016-06,4
2600,2016-07,2
2600,2016-08,2
2600,2016-09,0
2600,2016-10,4
2600,2016-11,2
2600,2016-12,3
2600,2017-01,1
2600,2017-02,3
2600,2017-03,0
2600,2017-04,1
2600,2017-05,3
2600,2017-06,3
2600,2017-07,1
2600,2017-08,3
2600,2017-09,4
2600,2017-10,3
2600,2017-11,5
2600,2017-12,8
2600,2018-01,4
2600,2018-02,4
2600,2018-03,4
2600,2018-04,2
2600,2018-05,9
2600,2018-06,4
2600,2018-07,5
2600,2018-08,2
2600,2018-09,6
2600,2018-10,7
2600,2018-11,3
2600,2018-12,4
2600,2019-01,8
2600,2019-02,4
2600,2019-03,7
2600,2019-04,0
2600,2019-05,3
2600,2019-06,8
2600,2019-07,2
2600,2019-08,9
2600,2019-09,13
2600,2019-10,3
2600,2019-11,6
2600,2019-12,14
2600,2020-01,5
2600,2020-02,8
2600,2020-03,8
2600,2020-04,7
2600,2020-05,8
2600,2020-06,5
2600,2020-07,5
2600,2020-08,5
2600,2020-09,11
2600,2020-10,13
2600,2020-11,14
2600,2020-12,10
2600,2021-01,5
2600,2021-02,9
2600,2021-03,8
2600,2021-04,7
2600,2021-05,10
2600,2021-06,13
2600,2021-07,6
2600,2021-08,3
2600,2021-09,11
2600,2021-10,9
2600,2021-11,8
2600,2021-12,8
2600,2022-01,4
2600,2022-02,8
2600,2022-03,13
2600,2022-04,4
2600,2022-05,7
2600,2022-06,6
2600,2022-07,7
2600,2022-08,15
2600,2022-09,5
2600,2022-10,12
2600,2022-11,10
2600,2022-12,17
2600,2023-01,6
2600,2023-02,6
2600,2023-03,15
2600,2023-04,10
2600,2023-05,10
2600,2023-06,4
2600,2023-07,6
2600,2023-08,13
2600,2023-09,10
2600,2023-10,11
2600,2023-11,7
2600,2023-12,8
2600,2024-01,3
2600,2024-02,10
2600,2024-03,5
2600,2024-04,5
2600,2024-05,7
2600,2024-06,2
2600,2024-07,7
2600,2024-08,5
2600,2024-09,7
2600,2024-10,13
2600,2024-11,15
2600,2024-12,8
2600,2025-01,2
2600,2025-02,1
2600,2025-03,2
2600,2025-04,2
2600,2025-05,8
2600,2025-06,1
2600,2025-07,7
2600,2025-08,7
2600,2025-09,7
2600,2025-10,5
2600,2025-11,10
2600,2025-12,8
2601,2007-01,0
2601,2007-02,0
2601,2007-03,0
2601,2007-04,0
2601,2007-05,0
2601,2007-06,0
2601,2007-07,0
2601,2007-08,0
2601,2007-09,0
2601,2007-10,0
2601,2007-11,0
2601,2007-12,0
2601,2008-01,0
2601,2008-02,0
2601,2008-03,0
2601,2008-04,0
2601,2008-05,0
2601,2008-06,0
2601,2008-07,0
2601,2008-08,0
2601,2008-09,0
2601,2008-10,0
2601,2008-11,0
2601,2008-12,0
2601,2009-01,0
2601,2009-02,0
2601,2009-03,0
2601,2009-04,0
2601,2009-05,0
2601,2009-06,0
2601,2009-07,0
2601,2009-08,0
2601,2009-09,0
2601,2009-10,0
2601,2009-11,0
2601,2009-12,0
2601,2010-01,0
2601,2010-02,0
2601,2010-03,0
2601,2010-04,0
2601,2010-05,0
2601,2010-06,0
2601,2010-07,0
2601,2010-08,1
2601,2010-09,0
2601,2010-10,0
2601,2010-11,1
2601,2010-12,0
2601,2011-01,0
2601,2011-02,0
2601,2011-03,0
2601,2011-04,0
2601,2011-05,0
2601,2011-06,0
2601,2011-07,0
2601,2011-08,0
2601,2011-09,0
2601,2011-10,0
2601,2011-11,0
2601,2011-12,0
2601,2012-01,1
2601,2012-02,0
2601,2012-03,0
2601,2012-04,0
2601,2012-05,0
2601,2012-06,0
2601,2012-07,0
2601,2012-08,0
2601,2012-09,0
2601,2012-10,0
2601,2012-11,0
2601,2012-12,0
2601,2013-01,0
2601,2013-02,0
2601,2013-03,0
2601,2013-04,0
2601,2013-05,0
2601,2013-06,0
2601,2013-07,0
2601,2013-08,0
2601,2013-09,1
2601,2013-10,0
2601,2013-11,0
2601,2013-12,0
2601,2014-01,0
2601,2014-02,0
2601,2014-03,0
2601,2014-04,0
2601,2014-05,1
2601,2014-06,0
2601,2014-07,0
2601,2014-08,0
2601,2014-09,0
2601,2014-10,0
2601,2014-11,0
2601,2014-12,0
2601,2015-01,0
2601,2015-02,0
2601,2015-03,0
2601,2015-04,0
2601,2015-05,0
2601,2015-06,1
2601,2015-07,0
2601,2015-08,0
2601,2015-09,0
2601,2015-10,0
2601,2015-11,0
2601,2015-12,0
2601,2016-01,0
2601,2016-02,0
2601,2016-03,0
2601,2016-04,2
2601,2016-05,1
2601,2016-06,0
2601,2016-07,0
2601,2016-08,0
2601,2016-09,0
2601,2016-10,0
2601,2016-11,0
2601,2016-12,1
2601,2017-01,0
2601,2017-02,0
2601,2017-03,0
2601,2017-04,1
2601,2017-05,1
2601,2017-06,0
2601,2017-07,1
2601,2017-08,0
2601,2017-09,0
2601,2017-10,0
2601,2017-11,0
2601,2017-12,1
2601,2018-01,1
2601,2018-02,0
2601,2018-03,0
2601,2018-04,0
2601,2018-05,0
2601,2018-06,0
2601,2018-07,0
2601,2018-08,0
2601,2018-09,1
2601,2018-10,0
2601,2018-11,0
2601,2018-12,2
2601,2019-01,0
2601,2019-02,0
2601,2019-03,0
2601,2019-04,0
2601,2019-05,0
2601,2019-06,0
2601,2019-07,1
2601,2019-08,0
2601,2019-09,0
2601,2019-10,0
2601,2019-11,0
2601,2019-12,0
2601,2020-01,0
2601,2020-02,0
2601,2020-03,0
2601,2020-04,2
2601,2020-05,0
2601,2020-06,2
2601,2020-07,0
2601,2020-08,1
2601,2020-09,0
2601,2020-10,1
2601,2020-11,0
2601,2020-12,0
2601,2021-01,0
2601,2021-02,0
2601,2021-03,4
2601,2021-04,0
2601,2021-05,0
2601,2021-06,0
2601,2021-07,1
2601,2021-08,1
2601,2021-09,0
2601,2021-10,0
2601,2021-11,0
2601,2021-12,1
2601,2022-01,0
2601,2022-02,1
2601,2022-03,0
2601,2022-04,1
2601,2022-05,0
2601,2022-06,0
2601,2022-07,1
2601,2022-08,0
2601,2022-09,2
2601,2022-10,0
2601,2022-11,0
2601,2022-12,1
2601,2023-01,0
2601,2023-02,0
2601,2023-03,0
2601,2023-04,0
2601,2023-05,1
2601,2023-06,1
2601,2023-07,2
2601,2023-08,0
2601,2023-09,0
2601,2023-10,2
2601,2023-11,2
2601,2023-12,0
2601,2024-01,0
2601,2024-02,0
2601,2024-03,0
2601,2024-04,0
2601,2024-05,0
2601,2024-06,0
2601,2024-07,0
2601,2024-08,0
2601,2024-09,0
2601,2024-10,1
2601,2024-11,0
2601,2024-12,1
2601,2025-01,1
2601,2025-02,0
2601,2025-03,1
2601,2025-04,0
2601,2025-05,0
2601,2025-06,1
2601,2025-07,1
2601,2025-08,1
2601,2025-09,0
2601,2025-10,0
2601,2025-11,0
2601,2025-12,0
2602,2007-01,0
2602,2007-02,0
2602,2007-03,1
2602,2007-04,0
2602,2007-05,0
2602,2007-06,2
2602,2007-07,0
2602,2007-08,1
2602,2007-09,0
2602,2007-10,1
2602,2007-11,0
2602,2007-12,2
2602,2008-01,0
2602,2008-02,2
2602,2008-03,2
2602,2008-04,3
2602,2008-05,4
2602,2008-06,3
2602,2008-07,6
2602,2008-08,8
2602,2008-09,1
2602,2008-10,4
2602,2008-11,3
2602,2008-12,7
2602,2009-01,4
2602,2009-02,4
2602,2009-03,5
2602,2009-04,9
2602,2009-05,4
2602,2009-06,8
2602,2009-07,1
2602,2009-08,14
2602,2009-09,11
2602,2009-10,10
2602,2009-11,12
2602,2009-12,5
2602,2010-01,5
2602,2010-02,11
2602,2010-03,23
2602,2010-04,22
2602,2010-05,24
2602,2010-06,40
2602,2010-07,11
2602,2010-08,6
2602,2010-09,8
2602,2010-10,20
2602,2010-11,19
2602,2010-12,17
2602,2011-01,15
2602,2011-02,22
2602,2011-03,45
2602,2011-04,43
2602,2011-05,91
2602,2011-06,152
2602,2011-07,20
2602,2011-08,30
2602,2011-09,14
2602,2011-10,12
2602,2011-11,6
2602,2011-12,5
2602,2012-01,2
2602,2012-02,11
2602,2012-03,4
2602,2012-04,4
2602,2012-05,7
2602,2012-06,9
2602,2012-07,4
2602,2012-08,5
2602,2012-09,3
2602,2012-10,4
2602,2012-11,7
2602,2012-12,11
2602,2013-01,6
2602,2013-02,7
2602,2013-03,8
2602,2013-04,4
2602,2013-05,7
2602,2013-06,10
2602,2013-07,20
2602,2013-08,40
2602,2013-09,56
2602,2013-10,13
2602,2013-11,19
2602,2013-12,2
2602,2014-01,6
2602,2014-02,4
2602,2014-03,7
2602,2014-04,2
2602,2014-05,7
2602,2014-06,8
2602,2014-07,3
2602,2014-08,6
2602,2014-09,8
2602,2014-10,24
2602,2014-11,10
2602,2014-12,7
2602,2015-01,16
2602,2015-02,8
2602,2015-03,11
2602,2015-04,9
2602,2015-05,10
2602,2015-06,7
2602,2015-07,9
2602,2015-08,7
2602,2015-09,11
2602,2015-10,5
2602,2015-11,7
2602,2015-12,4
2602,2016-01,10
2602,2016-02,9
2602,2016-03,5
2602,2016-04,4
2602,2016-05,7
2602,2016-06,2
2602,2016-07,5
2602,2016-08,7
2602,2016-09,2
2602,2016-10,8
2602,2016-11,5
2602,2016-12,14
2602,2017-01,10
2602,2017-02,6
2602,2017-03,8
2602,2017-04,6
2602,2017-05,17
2602,2017-06,12
2602,2017-07,7
2602,2017-08,14
2602,2017-09,10
2602,2017-10,17
2602,2017-11,17
2602,2017-12,12
2602,2018-01,11
2602,2018-02,12
2602,2018-03,21
2602,2018-04,7
2602,2018-05,28
2602,2018-06,19
2602,2018-07,27
2602,2018-08,18
2602,2018-09,19
2602,2018-10,15
2602,2018-11,28
2602,2018-12,15
2602,2019-01,8
2602,2019-02,19
2602,2019-03,16
2602,2019-04,17
2602,2019-05,19
2602,2019-06,14
2602,2019-07,10
2602,2019-08,16
2602,2019-09,14
2602,2019-10,26
2602,2019-11,14
2602,2019-12,33
2602,2020-01,17
2602,2020-02,19
2602,2020-03,17
2602,2020-04,20
2602,2020-05,31
2602,2020-06,25
2602,2020-07,37
2602,2020-08,32
2602,2020-09,27
2602,2020-10,27
2602,2020-11,33
2602,2020-12,39
2602,2021-01,29
2602,2021-02,29
2602,2021-03,44
2602,2021-04,34
2602,2021-05,33
2602,2021-06,31
2602,2021-07,29
2602,2021-08,21
2602,2021-09,18
2602,2021-10,32
2602,2021-11,50
2602,2021-12,37
2602,2022-01,36
2602,2022-02,33
2602,2022-03,44
2602,2022-04,30
2602,2022-05,42
2602,2022-06,42
2602,2022-07,27
2602,2022-08,48
2602,2022-09,49
2602,2022-10,43
2602,2022-11,48
2602,2022-12,63
2602,2023-01,56
2602,2023-02,68
2602,2023-03,46
2602,2023-04,39
2602,2023-05,45
2602,2023-06,35
2602,2023-07,41
2602,2023-08,57
2602,2023-09,53
2602,2023-10,41
2602,2023-11,40
2602,2023-12,41
2602,2024-01,23
2602,2024-02,33
2602,2024-03,20
2602,2024-04,17
2602,2024-05,25
2602,2024-06,10
2602,2024-07,22
2602,2024-08,18
2602,2024-09,27
2602,2024-10,26
2602,2024-11,35
2602,2024-12,29
2602,2025-01,19
2602,2025-02,16
2602,2025-03,15
2602,2025-04,30
2602,2025-05,16
2602,2025-06,11
2602,2025-07,22
2602,2025-08,19
2602,2025-09,27
2602,2025-10,24
2602,2025-11,26
2602,2025-12,20
2603,2007-01,0
2603,2007-02,0
2603,2007-03,0
2603,2007-04,0
2603,2007-05,0
2603,2007-06,0
2603,2007-07,0
2603,2007-08,0
2603,2007-09,0
2603,2007-10,0
2603,2007-11,0
2603,2007-12,0
2603,2008-01,0
2603,2008-02,0
2603,2008-03,1
2603,2008-04,0
2603,2008-05,2
2603,2008-06,1
2603,2008-07,1
2603,2008-08,1
2603,2008-09,1
2603,2008-10,0
2603,2008-11,0
2603,2008-12,0
2603,2009-01,0
2603,2009-02,0
2603,2009-03,0
2603,2009-04,2
2603,2009-05,0
2603,2009-06,0
2603,2009-07,0
2603,2009-08,1
2603,2009-09,2
2603,2009-10,1
2603,2009-11,0
2603,2009-12,2
2603,2010-01,1
2603,2010-02,3
2603,2010-03,2
2603,2010-04,3
2603,2010-05,1
2603,2010-06,7
2603,2010-07,4
2603,2010-08,3
2603,2010-09,3
2603,2010-10,6
2603,2010-11,2
2603,2010-12,1
2603,2011-01,2
2603,2011-02,9
2603,2011-03,11
2603,2011-04,10
2603,2011-05,11
2603,2011-06,37
2603,2011-07,7
2603,2011-08,8
2603,2011-09,3
2603,2011-10,3
2603,2011-11,3
2603,2011-12,0
2603,2012-01,0
2603,2012-02,2
2603,2012-03,0
2603,2012-04,0
2603,2012-05,0
2603,2012-06,5
2603,2012-07,2
2603,2012-08,1
2603,2012-09,0
2603,2012-10,2
2603,2012-11,0
2603,2012-12,2
2603,2013-01,5
2603,2013-02,1
2603,2013-03,3
2603,2013-04,2
2603,2013-05,1
2603,2013-06,2
2603,2013-07,6
2603,2013-08,9
2603,2013-09,8
2603,2013-10,0
2603,2013-11,4
2603,2013-12,1
2603,2014-01,1
2603,2014-02,4
2603,2014-03,0
2603,2014-04,1
2603,2014-05,1
2603,2014-06,0
2603,2014-07,4
2603,2014-08,3
2603,2014-09,6
2603,2014-10,4
2603,2014-11,4
2603,2014-12,2
2603,2015-01,2
2603,2015-02,0
2603,2015-03,2
2603,2015-04,0
2603,2015-05,2
2603,2015-06,1
2603,2015-07,2
2603,2015-08,3
2603,2015-09,0
2603,2015-10,1
2603,2015-11,0
2603,2015-12,1
2603,2016-01,1
2603,2016-02,2
2603,2016-03,2
2603,2016-04,1
2603,2016-05,0
2603,2016-06,2
2603,2016-07,1
2603,2016-08,1
2603,2016-09,0
2603,2016-10,1
2603,2016-11,1
2603,2016-12,4
2603,2017-01,1
2603,2017-02,2
2603,2017-03,2
2603,2017-04,1
2603,2017-05,8
2603,2017-06,1
2603,2017-07,2
2603,2017-08,9
2603,2017-09,10
2603,2017-10,5
2603,2017-11,6
2603,2017-12,8
2603,2018-01,2
2603,2018-02,3
2603,2018-03,4
2603,2018-04,3
2603,2018-05,5
2603,2018-06,4
2603,2018-07,3
2603,2018-08,2
2603,2018-09,3
2603,2018-10,8
2603,2018-11,5
2603,2018-12,4
2603,2019-01,4
2603,2019-02,7
2603,2019-03,8
2603,2019-04,3
2603,2019-05,7
2603,2019-06,6
2603,2019-07,7
2603,2019-08,8
2603,2019-09,8
2603,2019-10,9
2603,2019-11,6
2603,2019-12,3
2603,2020-01,3
2603,2020-02,8
2603,2020-03,6
2603,2020-04,6
2603,2020-05,13
2603,2020-06,8
2603,2020-07,9
2603,2020-08,10
2603,2020-09,9
2603,2020-10,6
2603,2020-11,6
2603,2020-12,8
2603,2021-01,4
2603,2021-02,13
2603,2021-03,10
2603,2021-04,13
2603,2021-05,7
2603,2021-06,9
2603,2021-07,8
2603,2021-08,4
2603,2021-09,11
2603,2021-10,16
2603,2021-11,13
2603,2021-12,14
2603,2022-01,3
2603,2022-02,14
2603,2022-03,8
2603,2022-04,4
2603,2022-05,15
2603,2022-06,5
2603,2022-07,11
2603,2022-08,20
2603,2022-09,9
2603,2022-10,13
2603,2022-11,11
2603,2022-12,15
2603,2023-01,6
2603,2023-02,14
2603,2023-03,17
2603,2023-04,8
2603,2023-05,9
2603,2023-06,15
2603,2023-07,6
2603,2023-08,6
2603,2023-09,4
2603,2023-10,6
2603,2023-11,9
2603,2023-12,9
2603,2024-01,1
2603,2024-02,8
2603,2024-03,11
2603,2024-04,6
2603,2024-05,6
2603,2024-06,4
2603,2024-07,12
2603,2024-08,7
2603,2024-09,11
2603,2024-10,8
2603,2024-11,11
2603,2024-12,16
2603,2025-01,6
2603,2025-02,7
2603,2025-03,2
2603,2025-04,6
2603,2025-05,5
2603,2025-06,3
2603,2025-07,4
2603,2025-08,8
2603,2025-09,11
2603,2025-10,4
2603,2025-11,9
2603,2025-12,6
2604,2007-01,0
2604,2007-02,0
2604,2007-03,0
2604,2007-04,0
2604,2007-05,0
2604,2007-06,0
2604,2007-07,0
2604,2007-08,0
2604,2007-09,0
2604,2007-10,0
2604,2007-11,2
2604,2007-12,0
2604,2008-01,1
2604,2008-02,0
2604,2008-03,0
2604,2008-04,0
2604,2008-05,1
2604,2008-06,0
2604,2008-07,0
2604,2008-08,0
2604,2008-09,1
2604,2008-10,0
2604,2008-11,1
2604,2008-12,0
2604,2009-01,0
2604,2009-02,1
2604,2009-03,0
2604,2009-04,1
2604,2009-05,1
2604,2009-06,1
2604,2009-07,0
2604,2009-08,2
2604,2009-09,1
2604,2009-10,1
2604,2009-11,1
2604,2009-12,1
2604,2010-01,0
2604,2010-02,4
2604,2010-03,0
2604,2010-04,2
2604,2010-05,0
2604,2010-06,19
2604,2010-07,4
2604,2010-08,0
2604,2010-09,0
2604,2010-10,0
2604,2010-11,3
2604,2010-12,2
2604,2011-01,1
2604,2011-02,3
2604,2011-03,8
2604,2011-04,4
2604,2011-05,18
2604,2011-06,26
2604,2011-07,5
2604,2011-08,5
2604,2011-09,3
2604,2011-10,4
2604,2011-11,1
2604,2011-12,0
2604,2012-01,0
2604,2012-02,1
2604,2012-03,0
2604,2012-04,1
2604,2012-05,1
2604,2012-06,2
2604,2012-07,0
2604,2012-08,3
2604,2012-09,1
2604,2012-10,1
2604,2012-11,2
2604,2012-12,2
2604,2013-01,1
2604,2013-02,0
2604,2013-03,3
2604,2013-04,2
2604,2013-05,2
2604,2013-06,1
2604,2013-07,3
2604,2013-08,11
2604,2013-09,9
2604,2013-10,0
2604,2013-11,4
2604,2013-12,1
2604,2014-01,3
2604,2014-02,0
2604,2014-03,1
2604,2014-04,1
2604,2014-05,0
2604,2014-06,1
2604,2014-07,1
2604,2014-08,0
2604,2014-09,0
2604,2014-10,3
2604,2014-11,3
2604,2014-12,0
2604,2015-01,5
2604,2015-02,1
2604,2015-03,0
2604,2015-04,0
2604,2015-05,1
2604,2015-06,6
2604,2015-07,3
2604,2015-08,1
2604,2015-09,3
2604,2015-10,1
2604,2015-11,0
2604,2015-12,1
2604,2016-01,0
2604,2016-02,1
2604,2016-03,1
2604,2016-04,1
2604,2016-05,0
2604,2016-06,0
2604,2016-07,1
2604,2016-08,5
2604,2016-09,3
2604,2016-10,2
2604,2016-11,1
2604,2016-12,1
2604,2017-01,1
2604,2017-02,1
2604,2017-03,0
2604,2017-04,1
2604,2017-05,2
2604,2017-06,1
2604,2017-07,2
2604,2017-08,1
2604,2017-09,0
2604,2017-10,4
2604,2017-11,0
2604,2017-12,8
2604,2018-01,4
2604,2018-02,2
2604,2018-03,2
2604,2018-04,2
2604,2018-05,8
2604,2018-06,18
2604,2018-07,4
2604,2018-08,1
2604,2018-09,2
2604,2018-10,9
2604,2018-11,7
2604,2018-12,6
2604,2019-01,5
2604,2019-02,3
2604,2019-03,8
2604,2019-04,4
2604,2019-05,5
2604,2019-06,3
2604,2019-07,1
2604,2019-08,2
2604,2019-09,7
2604,2019-10,4
2604,2019-11,51
2604,2019-12,49
2604,2020-01,2
2604,2020-02,3
2604,2020-03,2
2604,2020-04,3
2604,2020-05,8
2604,2020-06,5
2604,2020-07,4
2604,2020-08,2
2604,2020-09,2
2604,2020-10,4
2604,2020-11,7
2604,2020-12,9
2604,2021-01,1
2604,2021-02,8
2604,2021-03,3
2604,2021-04,13
2604,2021-05,4
2604,2021-06,6
2604,2021-07,2
2604,2021-08,1
2604,2021-09,5
2604,2021-10,3
2604,2021-11,10
2604,2021-12,11
2604,2022-01,9
2604,2022-02,3
2604,2022-03,12
2604,2022-04,6
2604,2022-05,27
2604,2022-06,41
2604,2022-07,16
2604,2022-08,4
2604,2022-09,8
2604,2022-10,6
2604,2022-11,18
2604,2022-12,9
2604,2023-01,2
2604,2023-02,10
2604,2023-03,8
2604,2023-04,8
2604,2023-05,9
2604,2023-06,7
2604,2023-07,8
2604,2023-08,10
2604,2023-09,10
2604,2023-10,8
2604,2023-11,10
2604,2023-12,6
2604,2024-01,6
2604,2024-02,6
2604,2024-03,3
2604,2024-04,3
2604,2024-05,10
2604,2024-06,4
2604,2024-07,3
2604,2024-08,3
2604,2024-09,4
2604,2024-10,5
2604,2024-11,6
2604,2024-12,11
2604,2025-01,2
2604,2025-02,3
2604,2025-03,4
2604,2025-04,3
2604,2025-05,6
2604,2025-06,5
2604,2025-07,3
2604,2025-08,6
2604,2025-09,4
2604,2025-10,5
2604,2025-11,5
2604,2025-12,3
2605,2007-01,0
2605,2007-02,0
2605,2007-03,0
2605,2007-04,0
2605,2007-05,0
2605,2007-06,0
2605,2007-07,1
2605,2007-08,0
2605,2007-09,0
2605,2007-10,0
2605,2007-11,0
2605,2007-12,1
2605,2008-01,2
2605,2008-02,0
2605,2008-03,0
2605,2008-04,0
2605,2008-05,0
2605,2008-06,1
2605,2008-07,1
2605,2008-08,1
2605,2008-09,3
2605,2008-10,1
2605,2008-11,1
2605,2008-12,2
2605,2009-01,0
2605,2009-02,3
2605,2009-03,4
2605,2009-04,2
2605,2009-05,0
2605,2009-06,4
2605,2009-07,2
2605,2009-08,3
2605,2009-09,6
2605,2009-10,3
2605,2009-11,2
2605,2009-12,9
2605,2010-01,9
2605,2010-02,5
2605,2010-03,11
2605,2010-04,9
2605,2010-05,12
2605,2010-06,12
2605,2010-07,4
2605,2010-08,9
2605,2010-09,4
2605,2010-10,2
2605,2010-11,7
2605,2010-12,10
2605,2011-01,13
2605,2011-02,12
2605,2011-03,16
2605,2011-04,28
2605,2011-05,38
2605,2011-06,80
2605,2011-07,13
2605,2011-08,7
2605,2011-09,4
2605,2011-10,6
2605,2011-11,2
2605,2011-12,2
2605,2012-01,1
2605,2012-02,1
2605,2012-03,3
2605,2012-04,1
2605,2012-05,3
2605,2012-06,5
2605,2012-07,2
2605,2012-08,1
2605,2012-09,0
2605,2012-10,3
2605,2012-11,0
2605,2012-12,6
2605,2013-01,1
2605,2013-02,3
2605,2013-03,3
2605,2013-04,2
2605,2013-05,2
2605,2013-06,2
2605,2013-07,7
2605,2013-08,12
2605,2013-09,15
2605,2013-10,4
2605,2013-11,2
2605,2013-12,0
2605,2014-01,1
2605,2014-02,1
2605,2014-03,0
2605,2014-04,3
2605,2014-05,4
2605,2014-06,1
2605,2014-07,3
2605,2014-08,3
2605,2014-09,3
2605,2014-10,9
2605,2014-11,5
2605,2014-12,3
2605,2015-01,3
2605,2015-02,4
2605,2015-03,1
2605,2015-04,2
2605,2015-05,5
2605,2015-06,2
2605,2015-07,1
2605,2015-08,3
2605,2015-09,2
2605,2015-10,2
2605,2015-11,2
2605,2015-12,3
2605,2016-01,1
2605,2016-02,0
2605,2016-03,2
2605,2016-04,1
2605,2016-05,1
2605,2016-06,6
2605,2016-07,3
2605,2016-08,3
2605,2016-09,4
2605,2016-10,4
2605,2016-11,3
2605,2016-12,2
2605,2017-01,5
2605,2017-02,2
2605,2017-03,6
2605,2017-04,10
2605,2017-05,4
2605,2017-06,9
2605,2017-07,5
2605,2017-08,3
2605,2017-09,6
2605,2017-10,6
2605,2017-11,8
2605,2017-12,7
2605,2018-01,6
2605,2018-02,7
2605,2018-03,10
2605,2018-04,6
2605,2018-05,7
2605,2018-06,3
2605,2018-07,10
2605,2018-08,7
2605,2018-09,5
2605,2018-10,6
2605,2018-11,8
2605,2018-12,5
2605,2019-01,5
2605,2019-02,10
2605,2019-03,6
2605,2019-04,8
2605,2019-05,12
2605,2019-06,10
2605,2019-07,3
2605,2019-08,8
2605,2019-09,10
2605,2019-10,18
2605,2019-11,9
2605,2019-12,9
2605,2020-01,9
2605,2020-02,14
2605,2020-03,10
2605,2020-04,10
2605,2020-05,5
2605,2020-06,5
2605,2020-07,12
2605,2020-08,8
2605,2020-09,7
2605,2020-10,9
2605,2020-11,10
2605,2020-12,6
2605,2021-01,14
2605,2021-02,9
2605,2021-03,12
2605,2021-04,11
2605,2021-05,12
2605,2021-06,12
2605,2021-07,21
2605,2021-08,3
2605,2021-09,9
2605,2021-10,16
2605,2021-11,17
2605,2021-12,10
2605,2022-01,8
2605,2022-02,14
2605,2022-03,17
2605,2022-04,8
2605,2022-05,18
2605,2022-06,18
2605,2022-07,16
2605,2022-08,14
2605,2022-09,23
2605,2022-10,24
2605,2022-11,22
2605,2022-12,22
2605,2023-01,16
2605,2023-02,24
2605,2023-03,12
2605,2023-04,16
2605,2023-05,17
2605,2023-06,19
2605,2023-07,15
2605,2023-08,14
2605,2023-09,12
2605,2023-10,15
2605,2023-11,7
2605,2023-12,14
2605,2024-01,8
2605,2024-02,15
2605,2024-03,9
2605,2024-04,9
2605,2024-05,6
2605,2024-06,4
2605,2024-07,7
2605,2024-08,4
2605,2024-09,9
2605,2024-10,9
2605,2024-11,11
2605,2024-12,6
2605,2025-01,4
2605,2025-02,5
2605,2025-03,6
2605,2025-04,10
2605,2025-05,5
2605,2025-06,6
2605,2025-07,5
2605,2025-08,5
2605,2025-09,9
2605,2025-10,10
2605,2025-11,10
2605,2025-12,4
2606,2007-01,0
2606,2007-02,0
2606,2007-03,0
2606,2007-04,0
2606,2007-05,0
2606,2007-06,0
2606,2007-07,0
2606,2007-08,1
2606,2007-09,0
2606,2007-10,0
2606,2007-11,1
2606,2007-12,0
2606,2008-01,0
2606,2008-02,0
2606,2008-03,0
2606,2008-04,0
2606,2008-05,0
2606,2008-06,0
2606,2008-07,2
2606,2008-08,0
2606,2008-09,1
2606,2008-10,0
2606,2008-11,0
2606,2008-12,2
2606,2009-01,0
2606,2009-02,0
2606,2009-03,0
2606,2009-04,2
2606,2009-05,1
2606,2009-06,1
