Postcode,Month,Capacity (kW)
2606,2008-09,1
2606,2008-10,0
2606,2008-11,0
2606,2008-12,4
2606,2009-01,0
2606,2009-02,0
2606,2009-03,0
2606,2009-04,3
2606,2009-05,1
2606,2009-06,1
2606,2009-07,3
2606,2009-08,8
2606,2009-09,5
2606,2009-10,4
2606,2009-11,4
2606,2009-12,4
2606,2010-01,11
2606,2010-02,7
2606,2010-03,5
2606,2010-04,8
2606,2010-05,6
2606,2010-06,35
2606,2010-07,2
2606,2010-08,10
2606,2010-09,5
2606,2010-10,3
2606,2010-11,8
2606,2010-12,27
2606,2011-01,16
2606,2011-02,13
2606,2011-03,15
2606,2011-04,54
2606,2011-05,44
2606,2011-06,125
2606,2011-07,34
2606,2011-08,26
2606,2011-09,12
2606,2011-10,4
2606,2011-11,3
2606,2011-12,2
2606,2012-01,0
2606,2012-02,0
2606,2012-03,3
2606,2012-04,17
2606,2012-05,11
2606,2012-06,72
2606,2012-07,2
2606,2012-08,5
2606,2012-09,15
2606,2012-10,9
2606,2012-11,15
2606,2012-12,8
2606,2013-01,27
2606,2013-02,28
2606,2013-03,15
2606,2013-04,9
2606,2013-05,5
2606,2013-06,4
2606,2013-07,5
2606,2013-08,31
2606,2013-09,35
2606,2013-10,7
2606,2013-11,3
2606,2013-12,5
2606,2014-01,6
2606,2014-02,0
2606,2014-03,11
2606,2014-04,21
2606,2014-05,9
2606,2014-06,9
2606,2014-07,8
2606,2014-08,20
2606,2014-09,95
2606,2014-10,26
2606,2014-11,3
2606,2014-12,0
2606,2015-01,10
2606,2015-02,5
2606,2015-03,14
2606,2015-04,22
2606,2015-05,0
2606,2015-06,10
2606,2015-07,3
2606,2015-08,11
2606,2015-09,6
2606,2015-10,100
2606,2015-11,0
2606,2015-12,0
2606,2016-01,0
2606,2016-02,136
2606,2016-03,103
2606,2016-04,0
2606,2016-05,9
2606,2016-06,45
2606,2016-07,2
2606,2016-08,14
2606,2016-09,25
2606,2016-10,21
2606,2016-11,13
2606,2016-12,0
2606,2017-01,0
2606,2017-02,6
2606,2017-03,5
2606,2017-04,5
2606,2017-05,17
2606,2017-06,4
2606,2017-07,2
2606,2017-08,34
2606,2017-09,26
2606,2017-10,29
2606,2017-11,23
2606,2017-12,10
2606,2018-01,13
2606,2018-02,48
2606,2018-03,30
2606,2018-04,0
2606,2018-05,61
2606,2018-06,27
2606,2018-07,3
2606,2018-08,37
2606,2018-09,29
2606,2018-10,43
2606,2018-11,27
2606,2018-12,65
2606,2019-01,34
2606,2019-02,135
2606,2019-03,32
2606,2019-04,27
2606,2019-05,13
2606,2019-06,35
2606,2019-07,24
2606,2019-08,51
2606,2019-09,30
2606,2019-10,36
2606,2019-11,77
2606,2019-12,74
2606,2020-01,29
2606,2020-02,88
2606,2020-03,13
2606,2020-04,76
2606,2020-05,38
2606,2020-06,74
2606,2020-07,50
2606,2020-08,23
2606,2020-09,85
2606,2020-10,132
2606,2020-11,31
2606,2020-12,145
2606,2021-01,19
2606,2021-02,138
2606,2021-03,72
2606,2021-04,25
2606,2021-05,84
2606,2021-06,76
2606,2021-07,112
2606,2021-08,13
2606,2021-09,39
2606,2021-10,228
2606,2021-11,75
2606,2021-12,77
2606,2022-01,51
2606,2022-02,162
2606,2022-03,85
2606,2022-04,23
2606,2022-05,118
2606,2022-06,94
2606,2022-07,193
2606,2022-08,110
2606,2022-09,135
2606,2022-10,164
2606,2022-11,61
2606,2022-12,158
2606,2023-01,47
2606,2023-02,73
2606,2023-03,148
2606,2023-04,58
2606,2023-05,100
2606,2023-06,119
2606,2023-07,129
2606,2023-08,147
2606,2023-09,129
2606,2023-10,140
2606,2023-11,114
2606,2023-12,198
2606,2024-01,81
2606,2024-02,105
2606,2024-03,28
2606,2024-04,66
2606,2024-05,146
2606,2024-06,61
2606,2024-07,40
2606,2024-08,52
2606,2024-09,81
2606,2024-10,51
2606,2024-11,31
2606,2024-12,143
2606,2025-01,41
2606,2025-02,0
2606,2025-03,108
2606,2025-04,66
2606,2025-05,81
2606,2025-06,166
2606,2025-07,138
2606,2025-08,78
2606,2025-09,123
2606,2025-10,40
2606,2025-11,92
2606,2025-12,60
2607,2007-01,0
2607,2007-02,0
2607,2007-03,0
2607,2007-04,0
2607,2007-05,0
2607,2007-06,0
2607,2007-07,0
2607,2007-08,1
2607,2007-09,0
2607,2007-10,0
2607,2007-11,0
2607,2007-12,0
2607,2008-01,3
2607,2008-02,0
2607,2008-03,1
2607,2008-04,0
2607,2008-05,1
2607,2008-06,0
2607,2008-07,5
2607,2008-08,2
2607,2008-09,0
2607,2008-10,0
2607,2008-11,0
2607,2008-12,4
2607,2009-01,1
2607,2009-02,1
2607,2009-03,2
2607,2009-04,0
2607,2009-05,4
2607,2009-06,6
2607,2009-07,3
2607,2009-08,4
2607,2009-09,5
2607,2009-10,8
2607,2009-11,2
2607,2009-12,9
2607,2010-01,9
2607,2010-02,7
2607,2010-03,11
2607,2010-04,28
2607,2010-05,14
2607,2010-06,18
2607,2010-07,11
2607,2010-08,15
2607,2010-09,16
2607,2010-10,17
2607,2010-11,25
2607,2010-12,37
2607,2011-01,29
2607,2011-02,48
2607,2011-03,99
2607,2011-04,66
2607,2011-05,113
2607,2011-06,262
2607,2011-07,33
2607,2011-08,31
2607,2011-09,13
2607,2011-10,24
2607,2011-11,9
2607,2011-12,5
2607,2012-01,0
2607,2012-02,4
2607,2012-03,8
2607,2012-04,3
2607,2012-05,27
2607,2012-06,28
2607,2012-07,15
2607,2012-08,8
2607,2012-09,42
2607,2012-10,13
2607,2012-11,27
2607,2012-12,28
2607,2013-01,13
2607,2013-02,26
2607,2013-03,39
2607,2013-04,29
2607,2013-05,21
2607,2013-06,38
2607,2013-07,46
2607,2013-08,93
2607,2013-09,101
2607,2013-10,28
2607,2013-11,32
2607,2013-12,13
2607,2014-01,5
2607,2014-02,5
2607,2014-03,0
2607,2014-04,12
2607,2014-05,20
2607,2014-06,12
2607,2014-07,31
2607,2014-08,30
2607,2014-09,30
2607,2014-10,23
2607,2014-11,29
2607,2014-12,22
2607,2015-01,19
2607,2015-02,20
2607,2015-03,8
2607,2015-04,3
2607,2015-05,10
2607,2015-06,10
2607,2015-07,25
2607,2015-08,22
2607,2015-09,11
2607,2015-10,30
2607,2015-11,32
2607,2015-12,10
2607,2016-01,17
2607,2016-02,13
2607,2016-03,10
2607,2016-04,4
2607,2016-05,6
2607,2016-06,29
2607,2016-07,20
2607,2016-08,14
2607,2016-09,25
2607,2016-10,12
2607,2016-11,9
2607,2016-12,0
2607,2017-01,3
2607,2017-02,3
2607,2017-03,29
2607,2017-04,45
2607,2017-05,29
2607,2017-06,28
2607,2017-07,16
2607,2017-08,23
2607,2017-09,49
2607,2017-10,32
2607,2017-11,43
2607,2017-12,63
2607,2018-01,24
2607,2018-02,4
2607,2018-03,55
2607,2018-04,57
2607,2018-05,39
2607,2018-06,88
2607,2018-07,58
2607,2018-08,101
2607,2018-09,63
2607,2018-10,73
2607,2018-11,60
2607,2018-12,55
2607,2019-01,38
2607,2019-02,63
2607,2019-03,78
2607,2019-04,63
2607,2019-05,45
2607,2019-06,25
2607,2019-07,52
2607,2019-08,84
2607,2019-09,40
2607,2019-10,100
2607,2019-11,90
2607,2019-12,114
2607,2020-01,65
2607,2020-02,84
2607,2020-03,135
2607,2020-04,191
2607,2020-05,95
2607,2020-06,84
2607,2020-07,114
2607,2020-08,99
2607,2020-09,83
2607,2020-10,186
2607,2020-11,156
2607,2020-12,145
2607,2021-01,39
2607,2021-02,151
2607,2021-03,128
2607,2021-04,146
2607,2021-05,141
2607,2021-06,89
2607,2021-07,120
2607,2021-08,99
2607,2021-09,149
2607,2021-10,125
2607,2021-11,232
2607,2021-12,188
2607,2022-01,147
2607,2022-02,172
2607,2022-03,225
2607,2022-04,151
2607,2022-05,206
2607,2022-06,217
2607,2022-07,172
2607,2022-08,228
2607,2022-09,259
2607,2022-10,236
2607,2022-11,544
2607,2022-12,561
2607,2023-01,235
2607,2023-02,283
2607,2023-03,243
2607,2023-04,109
2607,2023-05,315
2607,2023-06,192
2607,2023-07,294
2607,2023-08,372
2607,2023-09,203
2607,2023-10,247
2607,2023-11,249
2607,2023-12,246
2607,2024-01,110
2607,2024-02,134
2607,2024-03,135
2607,2024-04,112
2607,2024-05,149
2607,2024-06,68
2607,2024-07,107
2607,2024-08,158
2607,2024-09,95
2607,2024-10,186
2607,2024-11,162
2607,2024-12,120
2607,2025-01,39
2607,2025-02,106
2607,2025-03,173
2607,2025-04,26
2607,2025-05,132
2607,2025-06,100
2607,2025-07,144
2607,2025-08,76
2607,2025-09,156
2607,2025-10,152
2607,2025-11,127
2607,2025-12,255
2609,2007-01,0
2609,2007-02,0
2609,2007-03,0
2609,2007-04,0
2609,2007-05,0
2609,2007-06,0
2609,2007-07,0
2609,2007-08,0
2609,2007-09,0
2609,2007-10,0
2609,2007-11,0
2609,2007-12,0
2609,2008-01,0
2609,2008-02,0
2609,2008-03,0
2609,2008-04,0
2609,2008-05,0
2609,2008-06,0
2609,2008-07,0
2609,2008-08,0
2609,2008-09,0
2609,2008-10,0
2609,2008-11,0
2609,2008-12,0
2609,2009-01,0
2609,2009-02,0
2609,2009-03,0
2609,2009-04,0
2609,2009-05,0
2609,2009-06,0
2609,2009-07,0
2609,2009-08,0
2609,2009-09,0
2609,2009-10,0
2609,2009-11,0
2609,2009-12,0
2609,2010-01,0
2609,2010-02,0
2609,2010-03,2
2609,2010-04,2
2609,2010-05,0
2609,2010-06,0
2609,2010-07,0
2609,2010-08,0
2609,2010-09,0
2609,2010-10,0
2609,2010-11,0
2609,2010-12,0
2609,2011-01,30
2609,2011-02,0
2609,2011-03,3
2609,2011-04,0
2609,2011-05,130
2609,2011-06,15
2609,2011-07,32
2609,2011-08,0
2609,2011-09,0
2609,2011-10,0
2609,2011-11,0
2609,2011-12,0
2609,2012-01,0
2609,2012-02,0
2609,2012-03,0
2609,2012-04,0
2609,2012-05,0
2609,2012-06,0
2609,2012-07,0
2609,2012-08,0
2609,2012-09,0
2609,2012-10,0
2609,2012-11,0
2609,2012-12,0
2609,2013-01,0
2609,2013-02,0
2609,2013-03,5
2609,2013-04,0
2609,2013-05,0
2609,2013-06,0
2609,2013-07,0
2609,2013-08,0
2609,2013-09,0
2609,2013-10,0
2609,2013-11,0
2609,2013-12,5
2609,2014-01,6
2609,2014-02,144
2609,2014-03,0
2609,2014-04,0
2609,2014-05,29
2609,2014-06,0
2609,2014-07,25
2609,2014-08,0
2609,2014-09,0
2609,2014-10,0
2609,2014-11,0
2609,2014-12,0
2609,2015-01,0
2609,2015-02,5
2609,2015-03,69
2609,2015-04,0
2609,2015-05,104
2609,2015-06,0
2609,2015-07,0
2609,2015-08,10
2609,2015-09,0
2609,2015-10,10
2609,2015-11,0
2609,2015-12,0
2609,2016-01,0
2609,2016-02,0
2609,2016-03,0
2609,2016-04,0
2609,2016-05,5
2609,2016-06,97
2609,2016-07,5
2609,2016-08,16
2609,2016-09,2648
2609,2016-10,0
2609,2016-11,0
2609,2016-12,56
2609,2017-01,3
2609,2017-02,18
2609,2017-03,50
2609,2017-04,0
2609,2017-05,24
2609,2017-06,0
2609,2017-07,0
2609,2017-08,30
2609,2017-09,58
2609,2017-10,0
2609,2017-11,0
2609,2017-12,100
2609,2018-01,0
2609,2018-02,0
2609,2018-03,0
2609,2018-04,730
2609,2018-05,214
2609,2018-06,99
2609,2018-07,9
2609,2018-08,54
2609,2018-09,50
2609,2018-10,0
2609,2018-11,300
2609,2018-12,36
2609,2019-01,77
2609,2019-02,7
2609,2019-03,6
2609,2019-04,0
2609,2019-05,70
2609,2019-06,6
2609,2019-07,19
2609,2019-08,21
2609,2019-09,81
2609,2019-10,137
2609,2019-11,65
2609,2019-12,861
2609,2020-01,130
2609,2020-02,48
2609,2020-03,373
2609,2020-04,160
2609,2020-05,26
2609,2020-06,0
2609,2020-07,21
2609,2020-08,68
2609,2020-09,39
2609,2020-10,33
2609,2020-11,157
2609,2020-12,175
2609,2021-01,6
2609,2021-02,0
2609,2021-03,40
2609,2021-04,130
2609,2021-05,40
2609,2021-06,0
2609,2021-07,1272
2609,2021-08,11
2609,2021-09,119
2609,2021-10,123
2609,2021-11,384
2609,2021-12,447
2609,2022-01,109
2609,2022-02,309
2609,2022-03,120
2609,2022-04,100
2609,2022-05,130
2609,2022-06,163
2609,2022-07,101
2609,2022-08,303
2609,2022-09,102
2609,2022-10,70
2609,2022-11,118
2609,2022-12,38
2609,2023-01,8
2609,2023-02,20
2609,2023-03,355
2609,2023-04,0
2609,2023-05,37
2609,2023-06,68
2609,2023-07,73
2609,2023-08,139
2609,2023-09,307
2609,2023-10,0
2609,2023-11,0
2609,2023-12,632
2609,2024-01,26
2609,2024-02,56
2609,2024-03,36
2609,2024-04,69
2609,2024-05,24
2609,2024-06,38
2609,2024-07,0
2609,2024-08,0
2609,2024-09,72
2609,2024-10,73
2609,2024-11,180
2609,2024-12,0
2609,2025-01,0
2609,2025-02,54
2609,2025-03,108
2609,2025-04,33
2609,2025-05,32
2609,2025-06,31
2609,2025-07,33
2609,2025-08,86
2609,2025-09,40
2609,2025-10,109
2609,2025-11,0
2609,2025-12,0
2611,2007-01,0
2611,2007-02,0
2611,2007-03,0
2611,2007-04,0
2611,2007-05,2
2611,2007-06,2
2611,2007-07,0
2611,2007-08,0
2611,2007-09,4
2611,2007-10,0
2611,2007-11,0
2611,2007-12,2
2611,2008-01,8
2611,2008-02,6
2611,2008-03,0
2611,2008-04,3
2611,2008-05,0
2611,2008-06,0
2611,2008-07,7
2611,2008-08,5
2611,2008-09,9
2611,2008-10,5
2611,2008-11,6
2611,2008-12,6
2611,2009-01,2
2611,2009-02,4
2611,2009-03,2
2611,2009-04,7
2611,2009-05,13
2611,2009-06,8
2611,2009-07,2
2611,2009-08,9
2611,2009-09,14
2611,2009-10,22
2611,2009-11,26
2611,2009-12,8
2611,2010-01,14
2611,2010-02,22
2611,2010-03,39
2611,2010-04,46
2611,2010-05,57
2611,2010-06,67
2611,2010-07,53
2611,2010-08,35
2611,2010-09,39
2611,2010-10,53
2611,2010-11,33
2611,2010-12,26
2611,2011-01,32
2611,2011-02,77
2611,2011-03,142
2611,2011-04,134
2611,2011-05,213
2611,2011-06,493
2611,2011-07,87
2611,2011-08,106
2611,2011-09,25
2611,2011-10,21
2611,2011-11,18
2611,2011-12,16
2611,2012-01,9
2611,2012-02,18
2611,2012-03,29
2611,2012-04,12
2611,2012-05,43
2611,2012-06,28
2611,2012-07,34
2611,2012-08,28
2611,2012-09,24
2611,2012-10,26
2611,2012-11,57
2611,2012-12,82
2611,2013-01,40
2611,2013-02,30
2611,2013-03,52
2611,2013-04,36
2611,2013-05,43
2611,2013-06,70
2611,2013-07,118
2611,2013-08,169
2611,2013-09,187
2611,2013-10,34
2611,2013-11,68
2611,2013-12,105
2611,2014-01,42
2611,2014-02,18
2611,2014-03,9
2611,2014-04,21
2611,2014-05,24
2611,2014-06,22
2611,2014-07,30
2611,2014-08,37
2611,2014-09,29
2611,2014-10,55
2611,2014-11,62
2611,2014-12,40
2611,2015-01,32
2611,2015-02,59
2611,2015-03,31
2611,2015-04,27
2611,2015-05,29
2611,2015-06,144
2611,2015-07,15
2611,2015-08,25
2611,2015-09,151
2611,2015-10,49
2611,2015-11,38
2611,2015-12,243
2611,2016-01,12
2611,2016-02,67
2611,2016-03,25
2611,2016-04,41
2611,2016-05,61
2611,2016-06,101
2611,2016-07,34
2611,2016-08,45
2611,2016-09,38
2611,2016-10,38
2611,2016-11,57
2611,2016-12,174
2611,2017-01,38
2611,2017-02,85
2611,2017-03,111
2611,2017-04,103
2611,2017-05,122
2611,2017-06,98
2611,2017-07,195
2611,2017-08,101
2611,2017-09,132
2611,2017-10,120
2611,2017-11,89
2611,2017-12,160
2611,2018-01,128
2611,2018-02,200
2611,2018-03,210
2611,2018-04,129
2611,2018-05,206
2611,2018-06,181
2611,2018-07,214
2611,2018-08,97
2611,2018-09,192
2611,2018-10,231
2611,2018-11,379
2611,2018-12,145
2611,2019-01,111
2611,2019-02,135
2611,2019-03,134
2611,2019-04,204
2611,2019-05,279
2611,2019-06,185
2611,2019-07,220
2611,2019-08,242
2611,2019-09,201
2611,2019-10,291
2611,2019-11,262
2611,2019-12,344
2611,2020-01,192
2611,2020-02,459
2611,2020-03,270
2611,2020-04,247
2611,2020-05,432
2611,2020-06,402
2611,2020-07,419
2611,2020-08,335
2611,2020-09,526
2611,2020-10,368
2611,2020-11,473
2611,2020-12,554
2611,2021-01,401
2611,2021-02,410
2611,2021-03,339
2611,2021-04,329
2611,2021-05,376
2611,2021-06,471
2611,2021-07,418
2611,2021-08,249
2611,2021-09,644
2611,2021-10,649
2611,2021-11,779
2611,2021-12,1005
2611,2022-01,382
2611,2022-02,642
2611,2022-03,792
2611,2022-04,443
2611,2022-05,637
2611,2022-06,600
2611,2022-07,672
2611,2022-08,763
2611,2022-09,638
2611,2022-10,833
2611,2022-11,999
2611,2022-12,1345
2611,2023-01,663
2611,2023-02,929
2611,2023-03,952
2611,2023-04,780
2611,2023-05,967
2611,2023-06,817
2611,2023-07,1090
2611,2023-08,1092
2611,2023-09,1093
2611,2023-10,705
2611,2023-11,700
2611,2023-12,723
2611,2024-01,363
2611,2024-02,411
2611,2024-03,580
2611,2024-04,538
2611,2024-05,578
2611,2024-06,449
2611,2024-07,828
2611,2024-08,535
2611,2024-09,480
2611,2024-10,362
2611,2024-11,411
2611,2024-12,851
2611,2025-01,269
2611,2025-02,522
2611,2025-03,814
2611,2025-04,440
2611,2025-05,563
2611,2025-06,329
2611,2025-07,655
2611,2025-08,617
2611,2025-09,671
2611,2025-10,672
2611,2025-11,691
2611,2025-12,242
2612,2007-01,3
2612,2007-02,0
2612,2007-03,0
2612,2007-04,0
2612,2007-05,0
2612,2007-06,2
2612,2007-07,0
2612,2007-08,0
2612,2007-09,0
2612,2007-10,0
2612,2007-11,2
2612,2007-12,0
2612,2008-01,4
2612,2008-02,0
2612,2008-03,2
2612,2008-04,0
2612,2008-05,0
2612,2008-06,0
2612,2008-07,4
2612,2008-08,1
2612,2008-09,0
2612,2008-10,0
2612,2008-11,6
2612,2008-12,1
2612,2009-01,0
2612,2009-02,1
2612,2009-03,1
2612,2009-04,2
2612,2009-05,2
2612,2009-06,0
2612,2009-07,1
2612,2009-08,4
2612,2009-09,5
2612,2009-10,6
2612,2009-11,3
2612,2009-12,0
2612,2010-01,0
2612,2010-02,6
2612,2010-03,12
2612,2010-04,14
2612,2010-05,32
2612,2010-06,18
2612,2010-07,6
2612,2010-08,3
2612,2010-09,2
2612,2010-10,5
2612,2010-11,10
2612,2010-12,7
2612,2011-01,8
2612,2011-02,13
2612,2011-03,23
2612,2011-04,29
2612,2011-05,50
2612,2011-06,102
2612,2011-07,7
2612,2011-08,20
2612,2011-09,8
2612,2011-10,39
2612,2011-11,0
2612,2011-12,0
2612,2012-01,10
2612,2012-02,46
2612,2012-03,0
2612,2012-04,0
2612,2012-05,0
2612,2012-06,13
2612,2012-07,5
2612,2012-08,4
2612,2012-09,13
2612,2012-10,3
2612,2012-11,5
2612,2012-12,14
2612,2013-01,3
2612,2013-02,0
2612,2013-03,11
2612,2013-04,8
2612,2013-05,13
2612,2013-06,15
2612,2013-07,31
2612,2013-08,8
2612,2013-09,20
2612,2013-10,7
2612,2013-11,0
2612,2013-12,0
2612,2014-01,3
2612,2014-02,2
2612,2014-03,5
2612,2014-04,0
2612,2014-05,0
2612,2014-06,3
2612,2014-07,9
2612,2014-08,5
2612,2014-09,0
2612,2014-10,8
2612,2014-11,9
2612,2014-12,0
2612,2015-01,4
2612,2015-02,0
2612,2015-03,3
2612,2015-04,4
2612,2015-05,14
2612,2015-06,6
2612,2015-07,18
2612,2015-08,8
2612,2015-09,0
2612,2015-10,8
2612,2015-11,5
2612,2015-12,28
2612,2016-01,6
2612,2016-02,0
2612,2016-03,0
2612,2016-04,0
2612,2016-05,4
2612,2016-06,5
2612,2016-07,14
2612,2016-08,6
2612,2016-09,25
2612,2016-10,22
2612,2016-11,6
2612,2016-12,16
2612,2017-01,21
2612,2017-02,10
2612,2017-03,11
2612,2017-04,5
2612,2017-05,19
2612,2017-06,8
2612,2017-07,8
2612,2017-08,3
2612,2017-09,0
2612,2017-10,31
2612,2017-11,15
2612,2017-12,14
2612,2018-01,14
2612,2018-02,38
2612,2018-03,15
2612,2018-04,43
2612,2018-05,67
2612,2018-06,38
2612,2018-07,22
2612,2018-08,4
2612,2018-09,19
2612,2018-10,7
2612,2018-11,31
2612,2018-12,37
2612,2019-01,9
2612,2019-02,139
2612,2019-03,6
2612,2019-04,24
2612,2019-05,80
2612,2019-06,73
2612,2019-07,51
2612,2019-08,45
2612,2019-09,117
2612,2019-10,110
2612,2019-11,77
2612,2019-12,90
2612,2020-01,106
2612,2020-02,151
2612,2020-03,218
2612,2020-04,61
2612,2020-05,78
2612,2020-06,32
2612,2020-07,20
2612,2020-08,50
2612,2020-09,35
2612,2020-10,70
2612,2020-11,172
2612,2020-12,77
2612,2021-01,57
2612,2021-02,38
2612,2021-03,53
2612,2021-04,68
2612,2021-05,51
2612,2021-06,62
2612,2021-07,40
2612,2021-08,16
2612,2021-09,53
2612,2021-10,106
2612,2021-11,99
2612,2021-12,259
2612,2022-01,71
2612,2022-02,96
2612,2022-03,163
2612,2022-04,204
2612,2022-05,68
2612,2022-06,42
2612,2022-07,24
2612,2022-08,67
2612,2022-09,35
2612,2022-10,53
2612,2022-11,260
2612,2022-12,213
2612,2023-01,42
2612,2023-02,91
2612,2023-03,122
2612,2023-04,73
2612,2023-05,110
2612,2023-06,117
2612,2023-07,76
2612,2023-08,63
2612,2023-09,152
2612,2023-10,46
2612,2023-11,240
2612,2023-12,139
2612,2024-01,73
2612,2024-02,72
2612,2024-03,107
2612,2024-04,69
2612,2024-05,80
2612,2024-06,50
2612,2024-07,157
2612,2024-08,13
2612,2024-09,62
2612,2024-10,50
2612,2024-11,151
2612,2024-12,256
2612,2025-01,47
2612,2025-02,86
2612,2025-03,136
2612,2025-04,64
2612,2025-05,107
2612,2025-06,174
2612,2025-07,60
2612,2025-08,21
2612,2025-09,63
2612,2025-10,143
2612,2025-11,112
2612,2025-12,123
2614,2007-01,0
2614,2007-02,0
2614,2007-03,0
2614,2007-04,0
2614,2007-05,0
2614,2007-06,0
2614,2007-07,0
2614,2007-08,2
2614,2007-09,1
2614,2007-10,2
2614,2007-11,0
2614,2007-12,1
2614,2008-01,1
2614,2008-02,1
2614,2008-03,1
2614,2008-04,0
2614,2008-05,1
2614,2008-06,2
2614,2008-07,9
2614,2008-08,7
2614,2008-09,15
2614,2008-10,3
2614,2008-11,5
2614,2008-12,5
2614,2009-01,6
2614,2009-02,8
2614,2009-03,0
2614,2009-04,12
2614,2009-05,6
2614,2009-06,11
2614,2009-07,2
2614,2009-08,8
2614,2009-09,12
2614,2009-10,17
2614,2009-11,14
2614,2009-12,16
2614,2010-01,11
2614,2010-02,32
2614,2010-03,33
2614,2010-04,42
2614,2010-05,63
2614,2010-06,66
2614,2010-07,7
2614,2010-08,23
2614,2010-09,17
2614,2010-10,12
2614,2010-11,28
2614,2010-12,27
2614,2011-01,32
2614,2011-02,60
2614,2011-03,99
2614,2011-04,74
2614,2011-05,185
2614,2011-06,311
2614,2011-07,53
2614,2011-08,45
2614,2011-09,36
2614,2011-10,10
2614,2011-11,9
2614,2011-12,12
2614,2012-01,3
2614,2012-02,6
2614,2012-03,20
2614,2012-04,22
2614,2012-05,39
2614,2012-06,44
2614,2012-07,11
2614,2012-08,5
2614,2012-09,4
2614,2012-10,17
2614,2012-11,16
2614,2012-12,33
2614,2013-01,33
2614,2013-02,23
2614,2013-03,58
2614,2013-04,29
2614,2013-05,52
2614,2013-06,24
2614,2013-07,95
2614,2013-08,129
2614,2013-09,167
2614,2013-10,33
2614,2013-11,45
2614,2013-12,29
2614,2014-01,19
2614,2014-02,3
2614,2014-03,0
2614,2014-04,9
2614,2014-05,8
2614,2014-06,25
2614,2014-07,20
2614,2014-08,16
2614,2014-09,49
2614,2014-10,27
2614,2014-11,33
2614,2014-12,19
2614,2015-01,23
2614,2015-02,12
2614,2015-03,11
2614,2015-04,20
2614,2015-05,27
2614,2015-06,8
2614,2015-07,47
2614,2015-08,20
2614,2015-09,18
2614,2015-10,2
2614,2015-11,19
2614,2015-12,30
2614,2016-01,19
2614,2016-02,23
2614,2016-03,24
2614,2016-04,84
2614,2016-05,30
2614,2016-06,16
2614,2016-07,41
2614,2016-08,7
2614,2016-09,130
2614,2016-10,46
2614,2016-11,10
2614,2016-12,23
2614,2017-01,31
2614,2017-02,38
2614,2017-03,40
2614,2017-04,34
2614,2017-05,31
2614,2017-06,20
2614,2017-07,42
2614,2017-08,38
2614,2017-09,129
2614,2017-10,87
2614,2017-11,61
2614,2017-12,64
2614,2018-01,28
2614,2018-02,70
2614,2018-03,131
2614,2018-04,80
2614,2018-05,73
2614,2018-06,62
2614,2018-07,111
2614,2018-08,122
2614,2018-09,74
2614,2018-10,54
2614,2018-11,71
2614,2018-12,147
2614,2019-01,87
2614,2019-02,97
2614,2019-03,76
2614,2019-04,74
2614,2019-05,86
2614,2019-06,72
2614,2019-07,82
2614,2019-08,67
2614,2019-09,68
2614,2019-10,127
2614,2019-11,103
2614,2019-12,129
2614,2020-01,83
2614,2020-02,93
2614,2020-03,107
2614,2020-04,98
2614,2020-05,234
2614,2020-06,166
2614,2020-07,204
2614,2020-08,163
2614,2020-09,174
2614,2020-10,155
2614,2020-11,239
2614,2020-12,223
2614,2021-01,159
2614,2021-02,250
2614,2021-03,226
2614,2021-04,146
2614,2021-05,239
2614,2021-06,144
2614,2021-07,402
2614,2021-08,173
2614,2021-09,221
2614,2021-10,279
2614,2021-11,177
2614,2021-12,258
2614,2022-01,222
2614,2022-02,320
2614,2022-03,335
2614,2022-04,372
2614,2022-05,360
2614,2022-06,295
2614,2022-07,276
2614,2022-08,303
2614,2022-09,392
2614,2022-10,238
2614,2022-11,320
2614,2022-12,270
2614,2023-01,296
2614,2023-02,251
2614,2023-03,313
2614,2023-04,257
2614,2023-05,436
2614,2023-06,256
2614,2023-07,343
2614,2023-08,248
2614,2023-09,318
2614,2023-10,252
2614,2023-11,242
2614,2023-12,289
2614,2024-01,96
2614,2024-02,151
2614,2024-03,111
2614,2024-04,165
2614,2024-05,162
2614,2024-06,167
2614,2024-07,189
2614,2024-08,178
2614,2024-09,189
2614,2024-10,168
2614,2024-11,251
2614,2024-12,147
2614,2025-01,86
2614,2025-02,133
2614,2025-03,194
2614,2025-04,228
2614,2025-05,90
2614,2025-06,119
2614,2025-07,244
2614,2025-08,206
2614,2025-09,172
2614,2025-10,231
2614,2025-11,195
2614,2025-12,159
2615,2007-01,0
2615,2007-02,0
2615,2007-03,0
2615,2007-04,0
2615,2007-05,3
2615,2007-06,0
2615,2007-07,2
2615,2007-08,0
2615,2007-09,3
2615,2007-10,2
2615,2007-11,4
2615,2007-12,2
2615,2008-01,7
2615,2008-02,3
2615,2008-03,0
2615,2008-04,4
2615,2008-05,0
2615,2008-06,1
2615,2008-07,0
2615,2008-08,3
2615,2008-09,6
2615,2008-10,5
2615,2008-11,12
2615,2008-12,1
2615,2009-01,8
2615,2009-02,3
2615,2009-03,9
2615,2009-04,10
2615,2009-05,6
2615,2009-06,2
2615,2009-07,10
2615,2009-08,25
2615,2009-09,22
2615,2009-10,30
2615,2009-11,19
2615,2009-12,23
2615,2010-01,11
2615,2010-02,23
2615,2010-03,30
2615,2010-04,52
2615,2010-05,62
2615,2010-06,70
2615,2010-07,35
2615,2010-08,40
2615,2010-09,52
2615,2010-10,32
2615,2010-11,47
2615,2010-12,45
2615,2011-01,78
