Postcode,Month,Capacity (kW)
2615,2011-02,168
2615,2011-03,184
2615,2011-04,160
2615,2011-05,424
2615,2011-06,676
2615,2011-07,140
2615,2011-08,93
2615,2011-09,56
2615,2011-10,27
2615,2011-11,42
2615,2011-12,31
2615,2012-01,22
2615,2012-02,16
2615,2012-03,58
2615,2012-04,37
2615,2012-05,65
2615,2012-06,144
2615,2012-07,42
2615,2012-08,50
2615,2012-09,27
2615,2012-10,61
2615,2012-11,86
2615,2012-12,97
2615,2013-01,52
2615,2013-02,126
2615,2013-03,43
2615,2013-04,67
2615,2013-05,71
2615,2013-06,77
2615,2013-07,157
2615,2013-08,275
2615,2013-09,281
2615,2013-10,79
2615,2013-11,47
2615,2013-12,46
2615,2014-01,22
2615,2014-02,27
2615,2014-03,47
2615,2014-04,14
2615,2014-05,40
2615,2014-06,42
2615,2014-07,53
2615,2014-08,33
2615,2014-09,64
2615,2014-10,75
2615,2014-11,72
2615,2014-12,54
2615,2015-01,44
2615,2015-02,71
2615,2015-03,34
2615,2015-04,40
2615,2015-05,40
2615,2015-06,32
2615,2015-07,38
2615,2015-08,48
2615,2015-09,19
2615,2015-10,46
2615,2015-11,36
2615,2015-12,49
2615,2016-01,49
2615,2016-02,23
2615,2016-03,39
2615,2016-04,128
2615,2016-05,46
2615,2016-06,39
2615,2016-07,44
2615,2016-08,38
2615,2016-09,16
2615,2016-10,56
2615,2016-11,37
2615,2016-12,38
2615,2017-01,41
2615,2017-02,56
2615,2017-03,75
2615,2017-04,71
2615,2017-05,27
2615,2017-06,68
2615,2017-07,133
2615,2017-08,121
2615,2017-09,136
2615,2017-10,123
2615,2017-11,222
2615,2017-12,102
2615,2018-01,113
2615,2018-02,118
2615,2018-03,132
2615,2018-04,176
2615,2018-05,193
2615,2018-06,104
2615,2018-07,245
2615,2018-08,234
2615,2018-09,230
2615,2018-10,227
2615,2018-11,249
2615,2018-12,167
2615,2019-01,113
2615,2019-02,289
2615,2019-03,163
2615,2019-04,372
2615,2019-05,166
2615,2019-06,240
2615,2019-07,234
2615,2019-08,164
2615,2019-09,229
2615,2019-10,350
2615,2019-11,422
2615,2019-12,406
2615,2020-01,228
2615,2020-02,1387
2615,2020-03,373
2615,2020-04,392
2615,2020-05,444
2615,2020-06,423
2615,2020-07,498
2615,2020-08,546
2615,2020-09,652
2615,2020-10,560
2615,2020-11,608
2615,2020-12,568
2615,2021-01,360
2615,2021-02,452
2615,2021-03,662
2615,2021-04,625
2615,2021-05,509
2615,2021-06,549
2615,2021-07,421
2615,2021-08,295
2615,2021-09,874
2615,2021-10,611
2615,2021-11,704
2615,2021-12,925
2615,2022-01,556
2615,2022-02,766
2615,2022-03,835
2615,2022-04,563
2615,2022-05,807
2615,2022-06,960
2615,2022-07,865
2615,2022-08,937
2615,2022-09,938
2615,2022-10,888
2615,2022-11,1093
2615,2022-12,1043
2615,2023-01,659
2615,2023-02,931
2615,2023-03,927
2615,2023-04,793
2615,2023-05,1010
2615,2023-06,650
2615,2023-07,1026
2615,2023-08,722
2615,2023-09,689
2615,2023-10,918
2615,2023-11,641
2615,2023-12,632
2615,2024-01,472
2615,2024-02,562
2615,2024-03,498
2615,2024-04,544
2615,2024-05,548
2615,2024-06,331
2615,2024-07,596
2615,2024-08,662
2615,2024-09,758
2615,2024-10,556
2615,2024-11,578
2615,2024-12,557
2615,2025-01,404
2615,2025-02,367
2615,2025-03,436
2615,2025-04,390
2615,2025-05,456
2615,2025-06,381
2615,2025-07,444
2615,2025-08,387
2615,2025-09,495
2615,2025-10,482
2615,2025-11,573
2615,2025-12,357
2616,2007-01,0
2616,2007-02,0
2616,2007-03,0
2616,2007-04,0
2616,2007-05,0
2616,2007-06,0
2616,2007-07,0
2616,2007-08,0
2616,2007-09,0
2616,2007-10,0
2616,2007-11,0
2616,2007-12,0
2616,2008-01,0
2616,2008-02,0
2616,2008-03,0
2616,2008-04,0
2616,2008-05,0
2616,2008-06,0
2616,2008-07,0
2616,2008-08,0
2616,2008-09,0
2616,2008-10,0
2616,2008-11,0
2616,2008-12,0
2616,2009-01,0
2616,2009-02,0
2616,2009-03,0
2616,2009-04,0
2616,2009-05,0
2616,2009-06,0
2616,2009-07,0
2616,2009-08,0
2616,2009-09,0
2616,2009-10,0
2616,2009-11,0
2616,2009-12,0
2616,2010-01,0
2616,2010-02,0
2616,2010-03,0
2616,2010-04,0
2616,2010-05,0
2616,2010-06,0
2616,2010-07,10
2616,2010-08,0
2616,2010-09,0
2616,2010-10,0
2616,2010-11,0
2616,2010-12,0
2616,2011-01,30
2616,2011-02,0
2616,2011-03,2
2616,2011-04,0
2616,2011-05,0
2616,2011-06,3
2616,2011-07,0
2616,2011-08,0
2616,2011-09,0
2616,2011-10,0
2616,2011-11,0
2616,2011-12,0
2616,2012-01,0
2616,2012-02,0
2616,2012-03,0
2616,2012-04,0
2616,2012-05,0
2616,2012-06,0
2616,2012-07,0
2616,2012-08,0
2616,2012-09,0
2616,2012-10,0
2616,2012-11,0
2616,2012-12,0
2616,2013-01,0
2616,2013-02,0
2616,2013-03,0
2616,2013-04,0
2616,2013-05,0
2616,2013-06,0
2616,2013-07,0
2616,2013-08,0
2616,2013-09,0
2616,2013-10,0
2616,2013-11,0
2616,2013-12,0
2616,2014-01,0
2616,2014-02,0
2616,2014-03,0
2616,2014-04,0
2616,2014-05,0
2616,2014-06,0
2616,2014-07,0
2616,2014-08,0
2616,2014-09,0
2616,2014-10,0
2616,2014-11,0
2616,2014-12,0
2616,2015-01,0
2616,2015-02,0
2616,2015-03,0
2616,2015-04,0
2616,2015-05,0
2616,2015-06,0
2616,2015-07,0
2616,2015-08,0
2616,2015-09,0
2616,2015-10,0
2616,2015-11,0
2616,2015-12,0
2616,2016-01,0
2616,2016-02,0
2616,2016-03,0
2616,2016-04,0
2616,2016-05,3
2616,2016-06,4
2616,2016-07,0
2616,2016-08,0
2616,2016-09,0
2616,2016-10,0
2616,2016-11,0
2616,2016-12,0
2616,2017-01,0
2616,2017-02,0
2616,2017-03,0
2616,2017-04,0
2616,2017-05,0
2616,2017-06,0
2616,2017-07,0
2616,2017-08,0
2616,2017-09,0
2616,2017-10,0
2616,2017-11,0
2616,2017-12,0
2616,2018-01,0
2616,2018-02,0
2616,2018-03,0
2616,2018-04,0
2616,2018-05,0
2616,2018-06,0
2616,2018-07,0
2616,2018-08,0
2616,2018-09,6
2616,2018-10,6
2616,2018-11,0
2616,2018-12,0
2616,2019-01,0
2616,2019-02,0
2616,2019-03,0
2616,2019-04,0
2616,2019-05,0
2616,2019-06,0
2616,2019-07,0
2616,2019-08,0
2616,2019-09,0
2616,2019-10,0
2616,2019-11,0
2616,2019-12,0
2616,2020-01,0
2616,2020-02,0
2616,2020-03,0
2616,2020-04,0
2616,2020-05,0
2616,2020-06,0
2616,2020-07,0
2616,2020-08,0
2616,2020-09,0
2616,2020-10,0
2616,2020-11,0
2616,2020-12,0
2616,2021-01,0
2616,2021-02,0
2616,2021-03,0
2616,2021-04,0
2616,2021-05,0
2616,2021-06,0
2616,2021-07,0
2616,2021-08,0
2616,2021-09,0
2616,2021-10,0
2616,2021-11,0
2616,2021-12,0
2616,2022-01,0
2616,2022-02,0
2616,2022-03,0
2616,2022-04,7
2616,2022-05,0
2616,2022-06,0
2616,2022-07,0
2616,2022-08,0
2616,2022-09,0
2616,2022-10,0
2616,2022-11,0
2616,2022-12,0
2616,2023-01,0
2616,2023-02,0
2616,2023-03,0
2616,2023-04,0
2616,2023-05,0
2616,2023-06,0
2616,2023-07,106
2616,2023-08,0
2616,2023-09,0
2616,2023-10,8
2616,2023-11,0
2616,2023-12,0
2616,2024-01,0
2616,2024-02,0
2616,2024-03,0
2616,2024-04,0
2616,2024-05,0
2616,2024-06,0
2616,2024-07,0
2616,2024-08,0
2616,2024-09,0
2616,2024-10,0
2616,2024-11,0
2616,2024-12,0
2616,2025-01,0
2616,2025-02,0
2616,2025-03,0
2616,2025-04,0
2616,2025-05,0
2616,2025-06,0
2616,2025-07,0
2616,2025-08,0
2616,2025-09,0
2616,2025-10,0
2616,2025-11,0
2616,2025-12,0
2617,2007-01,0
2617,2007-02,0
2617,2007-03,0
2617,2007-04,0
2617,2007-05,0
2617,2007-06,0
2617,2007-07,2
2617,2007-08,0
2617,2007-09,0
2617,2007-10,0
2617,2007-11,0
2617,2007-12,2
2617,2008-01,1
2617,2008-02,9
2617,2008-03,2
2617,2008-04,5
2617,2008-05,1
2617,2008-06,4
2617,2008-07,0
2617,2008-08,9
2617,2008-09,2
2617,2008-10,15
2617,2008-11,3
2617,2008-12,4
2617,2009-01,1
2617,2009-02,2
2617,2009-03,1
2617,2009-04,15
2617,2009-05,4
2617,2009-06,6
2617,2009-07,5
2617,2009-08,9
2617,2009-09,21
2617,2009-10,42
2617,2009-11,6
2617,2009-12,11
2617,2010-01,8
2617,2010-02,21
2617,2010-03,62
2617,2010-04,42
2617,2010-05,42
2617,2010-06,71
2617,2010-07,11
2617,2010-08,72
2617,2010-09,28
2617,2010-10,36
2617,2010-11,38
2617,2010-12,26
2617,2011-01,39
2617,2011-02,70
2617,2011-03,116
2617,2011-04,154
2617,2011-05,301
2617,2011-06,471
2617,2011-07,97
2617,2011-08,56
2617,2011-09,57
2617,2011-10,39
2617,2011-11,33
2617,2011-12,10
2617,2012-01,15
2617,2012-02,9
2617,2012-03,25
2617,2012-04,62
2617,2012-05,70
2617,2012-06,109
2617,2012-07,14
2617,2012-08,22
2617,2012-09,55
2617,2012-10,24
2617,2012-11,44
2617,2012-12,59
2617,2013-01,24
2617,2013-02,32
2617,2013-03,46
2617,2013-04,40
2617,2013-05,29
2617,2013-06,23
2617,2013-07,112
2617,2013-08,160
2617,2013-09,159
2617,2013-10,34
2617,2013-11,21
2617,2013-12,21
2617,2014-01,12
2617,2014-02,23
2617,2014-03,21
2617,2014-04,13
2617,2014-05,16
2617,2014-06,24
2617,2014-07,40
2617,2014-08,15
2617,2014-09,35
2617,2014-10,59
2617,2014-11,44
2617,2014-12,30
2617,2015-01,35
2617,2015-02,11
2617,2015-03,26
2617,2015-04,25
2617,2015-05,23
2617,2015-06,14
2617,2015-07,20
2617,2015-08,20
2617,2015-09,20
2617,2015-10,69
2617,2015-11,34
2617,2015-12,20
2617,2016-01,27
2617,2016-02,71
2617,2016-03,9
2617,2016-04,13
2617,2016-05,15
2617,2016-06,20
2617,2016-07,21
2617,2016-08,47
2617,2016-09,26
2617,2016-10,28
2617,2016-11,40
2617,2016-12,37
2617,2017-01,30
2617,2017-02,26
2617,2017-03,80
2617,2017-04,37
2617,2017-05,68
2617,2017-06,41
2617,2017-07,67
2617,2017-08,81
2617,2017-09,44
2617,2017-10,50
2617,2017-11,58
2617,2017-12,78
2617,2018-01,81
2617,2018-02,60
2617,2018-03,153
2617,2018-04,109
2617,2018-05,133
2617,2018-06,131
2617,2018-07,118
2617,2018-08,106
2617,2018-09,208
2617,2018-10,72
2617,2018-11,130
2617,2018-12,135
2617,2019-01,115
2617,2019-02,251
2617,2019-03,97
2617,2019-04,166
2617,2019-05,131
2617,2019-06,162
2617,2019-07,166
2617,2019-08,106
2617,2019-09,143
2617,2019-10,118
2617,2019-11,222
2617,2019-12,478
2617,2020-01,153
2617,2020-02,170
2617,2020-03,285
2617,2020-04,91
2617,2020-05,270
2617,2020-06,176
2617,2020-07,265
2617,2020-08,547
2617,2020-09,214
2617,2020-10,304
2617,2020-11,317
2617,2020-12,511
2617,2021-01,151
2617,2021-02,363
2617,2021-03,239
2617,2021-04,242
2617,2021-05,424
2617,2021-06,294
2617,2021-07,220
2617,2021-08,167
2617,2021-09,224
2617,2021-10,172
2617,2021-11,465
2617,2021-12,678
2617,2022-01,209
2617,2022-02,376
2617,2022-03,605
2617,2022-04,377
2617,2022-05,467
2617,2022-06,515
2617,2022-07,359
2617,2022-08,302
2617,2022-09,683
2617,2022-10,613
2617,2022-11,645
2617,2022-12,385
2617,2023-01,353
2617,2023-02,345
2617,2023-03,608
2617,2023-04,370
2617,2023-05,479
2617,2023-06,485
2617,2023-07,412
2617,2023-08,475
2617,2023-09,445
2617,2023-10,522
2617,2023-11,201
2617,2023-12,532
2617,2024-01,150
2617,2024-02,261
2617,2024-03,153
2617,2024-04,231
2617,2024-05,149
2617,2024-06,127
2617,2024-07,218
2617,2024-08,670
2617,2024-09,203
2617,2024-10,326
2617,2024-11,283
2617,2024-12,469
2617,2025-01,199
2617,2025-02,191
2617,2025-03,149
2617,2025-04,209
2617,2025-05,114
2617,2025-06,74
2617,2025-07,291
2617,2025-08,320
2617,2025-09,451
2617,2025-10,338
2617,2025-11,167
2617,2025-12,160
2900,2007-01,0
2900,2007-02,0
2900,2007-03,0
2900,2007-04,0
2900,2007-05,0
2900,2007-06,0
2900,2007-07,0
2900,2007-08,0
2900,2007-09,0
2900,2007-10,0
2900,2007-11,0
2900,2007-12,0
2900,2008-01,0
2900,2008-02,0
2900,2008-03,0
2900,2008-04,0
2900,2008-05,0
2900,2008-06,0
2900,2008-07,0
2900,2008-08,0
2900,2008-09,0
2900,2008-10,0
2900,2008-11,0
2900,2008-12,0
2900,2009-01,0
2900,2009-02,0
2900,2009-03,0
2900,2009-04,0
2900,2009-05,0
2900,2009-06,0
2900,2009-07,0
2900,2009-08,0
2900,2009-09,0
2900,2009-10,0
2900,2009-11,0
2900,2009-12,0
2900,2010-01,0
2900,2010-02,0
2900,2010-03,7
2900,2010-04,2
2900,2010-05,2
2900,2010-06,0
2900,2010-07,0
2900,2010-08,0
2900,2010-09,0
2900,2010-10,0
2900,2010-11,3
2900,2010-12,3
2900,2011-01,8
2900,2011-02,0
2900,2011-03,2
2900,2011-04,5
2900,2011-05,17
2900,2011-06,18
2900,2011-07,2
2900,2011-08,0
2900,2011-09,6
2900,2011-10,3
2900,2011-11,0
2900,2011-12,0
2900,2012-01,4
2900,2012-02,0
2900,2012-03,0
2900,2012-04,0
2900,2012-05,4
2900,2012-06,2
2900,2012-07,2
2900,2012-08,2
2900,2012-09,4
2900,2012-10,0
2900,2012-11,0
2900,2012-12,0
2900,2013-01,0
2900,2013-02,0
2900,2013-03,0
2900,2013-04,0
2900,2013-05,0
2900,2013-06,0
2900,2013-07,2
2900,2013-08,31
2900,2013-09,11
2900,2013-10,0
2900,2013-11,0
2900,2013-12,0
2900,2014-01,0
2900,2014-02,0
2900,2014-03,0
2900,2014-04,0
2900,2014-05,5
2900,2014-06,7
2900,2014-07,0
2900,2014-08,0
2900,2014-09,8
2900,2014-10,0
2900,2014-11,0
2900,2014-12,0
2900,2015-01,0
2900,2015-02,0
2900,2015-03,0
2900,2015-04,0
2900,2015-05,0
2900,2015-06,0
2900,2015-07,0
2900,2015-08,6
2900,2015-09,0
2900,2015-10,0
2900,2015-11,0
2900,2015-12,0
2900,2016-01,0
2900,2016-02,3
2900,2016-03,0
2900,2016-04,15
2900,2016-05,5
2900,2016-06,89
2900,2016-07,0
2900,2016-08,0
2900,2016-09,0
2900,2016-10,0
2900,2016-11,0
2900,2016-12,0
2900,2017-01,6
2900,2017-02,20
2900,2017-03,3
2900,2017-04,0
2900,2017-05,0
2900,2017-06,0
2900,2017-07,0
2900,2017-08,9
2900,2017-09,36
2900,2017-10,36
2900,2017-11,11
2900,2017-12,0
2900,2018-01,0
2900,2018-02,6
2900,2018-03,0
2900,2018-04,13
2900,2018-05,5
2900,2018-06,42
2900,2018-07,0
2900,2018-08,18
2900,2018-09,10
2900,2018-10,7
2900,2018-11,0
2900,2018-12,6
2900,2019-01,0
2900,2019-02,10
2900,2019-03,10
2900,2019-04,5
2900,2019-05,7
2900,2019-06,10
2900,2019-07,11
2900,2019-08,131
2900,2019-09,8
2900,2019-10,7
2900,2019-11,0
2900,2019-12,7
2900,2020-01,19
2900,2020-02,13
2900,2020-03,22
2900,2020-04,0
2900,2020-05,7
2900,2020-06,15
2900,2020-07,112
2900,2020-08,10
2900,2020-09,80
2900,2020-10,720
2900,2020-11,128
2900,2020-12,32
2900,2021-01,12
2900,2021-02,8
2900,2021-03,26
2900,2021-04,13
2900,2021-05,20
2900,2021-06,41
2900,2021-07,35
2900,2021-08,0
2900,2021-09,116
2900,2021-10,22
2900,2021-11,58
2900,2021-12,34
2900,2022-01,34
2900,2022-02,23
2900,2022-03,57
2900,2022-04,8
2900,2022-05,26
2900,2022-06,118
2900,2022-07,10
2900,2022-08,40
2900,2022-09,174
2900,2022-10,149
2900,2022-11,15
2900,2022-12,24
2900,2023-01,29
2900,2023-02,46
2900,2023-03,0
2900,2023-04,37
2900,2023-05,14
2900,2023-06,24
2900,2023-07,142
2900,2023-08,14
2900,2023-09,21
2900,2023-10,28
2900,2023-11,69
2900,2023-12,0
2900,2024-01,11
2900,2024-02,0
2900,2024-03,17
2900,2024-04,15
2900,2024-05,7
2900,2024-06,0
2900,2024-07,12
2900,2024-08,17
2900,2024-09,94
2900,2024-10,29
2900,2024-11,14
2900,2024-12,5
2900,2025-01,0
2900,2025-02,18
2900,2025-03,102
2900,2025-04,0
2900,2025-05,7
2900,2025-06,7
2900,2025-07,47
2900,2025-08,4
2900,2025-09,0
2900,2025-10,126
2900,2025-11,0
2900,2025-12,7
2901,2007-01,0
2901,2007-02,0
2901,2007-03,0
2901,2007-04,0
2901,2007-05,0
2901,2007-06,0
2901,2007-07,0
2901,2007-08,0
2901,2007-09,0
2901,2007-10,0
2901,2007-11,0
2901,2007-12,0
2901,2008-01,0
2901,2008-02,0
2901,2008-03,0
2901,2008-04,0
2901,2008-05,0
2901,2008-06,0
2901,2008-07,0
2901,2008-08,0
2901,2008-09,0
2901,2008-10,0
2901,2008-11,0
2901,2008-12,0
2901,2009-01,0
2901,2009-02,0
2901,2009-03,0
2901,2009-04,0
2901,2009-05,0
2901,2009-06,0
2901,2009-07,0
2901,2009-08,0
2901,2009-09,0
2901,2009-10,0
2901,2009-11,0
2901,2009-12,0
2901,2010-01,0
2901,2010-02,0
2901,2010-03,0
2901,2010-04,0
2901,2010-05,0
2901,2010-06,0
2901,2010-07,0
2901,2010-08,0
2901,2010-09,0
2901,2010-10,0
2901,2010-11,0
2901,2010-12,0
2901,2011-01,0
2901,2011-02,0
2901,2011-03,0
2901,2011-04,0
2901,2011-05,0
2901,2011-06,0
2901,2011-07,0
2901,2011-08,0
2901,2011-09,0
2901,2011-10,0
2901,2011-11,0
2901,2011-12,0
2901,2012-01,0
2901,2012-02,0
2901,2012-03,0
2901,2012-04,0
2901,2012-05,0
2901,2012-06,0
2901,2012-07,0
2901,2012-08,0
2901,2012-09,0
2901,2012-10,0
2901,2012-11,0
2901,2012-12,0
2901,2013-01,0
2901,2013-02,0
2901,2013-03,0
2901,2013-04,0
2901,2013-05,4
2901,2013-06,0
2901,2013-07,0
2901,2013-08,0
2901,2013-09,0
2901,2013-10,0
2901,2013-11,0
2901,2013-12,0
2901,2014-01,0
2901,2014-02,0
2901,2014-03,0
2901,2014-04,0
2901,2014-05,20000
2901,2014-06,0
2901,2014-07,0
2901,2014-08,0
2901,2014-09,0
2901,2014-10,0
2901,2014-11,0
2901,2014-12,0
2901,2015-01,0
2901,2015-02,0
2901,2015-03,0
2901,2015-04,0
2901,2015-05,0
2901,2015-06,0
2901,2015-07,0
2901,2015-08,0
2901,2015-09,0
2901,2015-10,0
2901,2015-11,0
2901,2015-12,0
2901,2016-01,0
2901,2016-02,0
2901,2016-03,0
2901,2016-04,0
2901,2016-05,0
2901,2016-06,0
2901,2016-07,0
2901,2016-08,0
2901,2016-09,0
2901,2016-10,0
2901,2016-11,0
2901,2016-12,11138
2901,2017-01,0
2901,2017-02,0
2901,2017-03,0
2901,2017-04,0
2901,2017-05,0
2901,2017-06,0
2901,2017-07,0
2901,2017-08,0
2901,2017-09,0
2901,2017-10,0
2901,2017-11,0
2901,2017-12,0
2901,2018-01,0
2901,2018-02,0
2901,2018-03,0
2901,2018-04,0
2901,2018-05,0
2901,2018-06,0
2901,2018-07,0
2901,2018-08,0
2901,2018-09,0
2901,2018-10,0
2901,2018-11,0
2901,2018-12,0
2901,2019-01,0
2901,2019-02,0
2901,2019-03,0
2901,2019-04,0
2901,2019-05,0
2901,2019-06,0
2901,2019-07,0
2901,2019-08,0
2901,2019-09,0
2901,2019-10,0
2901,2019-11,0
2901,2019-12,0
2901,2020-01,0
2901,2020-02,0
2901,2020-03,0
2901,2020-04,0
2901,2020-05,0
2901,2020-06,0
2901,2020-07,0
2901,2020-08,0
2901,2020-09,0
2901,2020-10,0
2901,2020-11,0
2901,2020-12,0
2901,2021-01,0
2901,2021-02,0
2901,2021-03,0
2901,2021-04,0
2901,2021-05,0
2901,2021-06,0
2901,2021-07,0
2901,2021-08,0
2901,2021-09,0
2901,2021-10,0
2901,2021-11,0
2901,2021-12,0
2901,2022-01,0
2901,2022-02,0
2901,2022-03,0
2901,2022-04,0
2901,2022-05,0
2901,2022-06,0
2901,2022-07,0
2901,2022-08,0
2901,2022-09,0
2901,2022-10,0
2901,2022-11,0
2901,2022-12,0
2901,2023-01,0
2901,2023-02,0
2901,2023-03,0
2901,2023-04,0
2901,2023-05,0
2901,2023-06,0
2901,2023-07,0
2901,2023-08,0
2901,2023-09,0
2901,2023-10,0
2901,2023-11,0
2901,2023-12,0
2901,2024-01,0
2901,2024-02,0
2901,2024-03,0
2901,2024-04,0
2901,2024-05,0
2901,2024-06,0
2901,2024-07,0
2901,2024-08,0
2901,2024-09,0
2901,2024-10,0
2901,2024-11,0
2901,2024-12,0
2901,2025-01,0
2901,2025-02,0
2901,2025-03,0
2901,2025-04,0
2901,2025-05,0
2901,2025-06,0
2901,2025-07,0
2901,2025-08,0
2901,2025-09,0
2901,2025-10,0
2901,2025-11,0
2901,2025-12,0
2902,2007-01,0
2902,2007-02,0
2902,2007-03,0
2902,2007-04,0
2902,2007-05,0
2902,2007-06,0
2902,2007-07,0
2902,2007-08,0
2902,2007-09,0
2902,2007-10,0
2902,2007-11,0
2902,2007-12,3
2902,2008-01,0
2902,2008-02,1
2902,2008-03,0
2902,2008-04,2
2902,2008-05,1
2902,2008-06,2
2902,2008-07,3
2902,2008-08,2
2902,2008-09,1
2902,2008-10,2
2902,2008-11,0
2902,2008-12,4
2902,2009-01,0
2902,2009-02,8
2902,2009-03,1
2902,2009-04,2
2902,2009-05,6
2902,2009-06,3
2902,2009-07,1
2902,2009-08,12
2902,2009-09,9
2902,2009-10,12
2902,2009-11,11
2902,2009-12,4
2902,2010-01,9
2902,2010-02,10
2902,2010-03,20
2902,2010-04,13
2902,2010-05,36
2902,2010-06,37
2902,2010-07,16
2902,2010-08,35
2902,2010-09,18
2902,2010-10,22
2902,2010-11,37
2902,2010-12,50
2902,2011-01,26
2902,2011-02,63
2902,2011-03,94
2902,2011-04,66
2902,2011-05,193
2902,2011-06,347
2902,2011-07,53
2902,2011-08,38
2902,2011-09,26
2902,2011-10,14
2902,2011-11,16
2902,2011-12,11
2902,2012-01,4
2902,2012-02,8
2902,2012-03,8
2902,2012-04,5
2902,2012-05,28
2902,2012-06,44
2902,2012-07,30
2902,2012-08,24
2902,2012-09,24
2902,2012-10,19
2902,2012-11,22
2902,2012-12,14
2902,2013-01,16
2902,2013-02,46
2902,2013-03,11
2902,2013-04,65
2902,2013-05,27
2902,2013-06,25
2902,2013-07,56
2902,2013-08,112
2902,2013-09,124
2902,2013-10,42
2902,2013-11,6
2902,2013-12,7
2902,2014-01,24
2902,2014-02,29
2902,2014-03,11
2902,2014-04,14
2902,2014-05,27
2902,2014-06,17
2902,2014-07,36
2902,2014-08,10
2902,2014-09,16
2902,2014-10,39
2902,2014-11,20
2902,2014-12,13
2902,2015-01,16
2902,2015-02,16
2902,2015-03,19
2902,2015-04,3
2902,2015-05,0
2902,2015-06,3
2902,2015-07,8
2902,2015-08,20
2902,2015-09,19
2902,2015-10,0
2902,2015-11,26
2902,2015-12,3
2902,2016-01,14
2902,2016-02,4
2902,2016-03,7
2902,2016-04,5
2902,2016-05,16
2902,2016-06,0
2902,2016-07,17
2902,2016-08,15
2902,2016-09,16
2902,2016-10,12
2902,2016-11,34
2902,2016-12,20
2902,2017-01,5
2902,2017-02,10
2902,2017-03,27
2902,2017-04,23
2902,2017-05,64
2902,2017-06,18
2902,2017-07,33
2902,2017-08,53
2902,2017-09,18
2902,2017-10,51
2902,2017-11,89
2902,2017-12,51
2902,2018-01,59
2902,2018-02,48
2902,2018-03,74
2902,2018-04,45
2902,2018-05,355
2902,2018-06,78
2902,2018-07,172
2902,2018-08,64
2902,2018-09,66
2902,2018-10,65
2902,2018-11,51
2902,2018-12,49
2902,2019-01,100
2902,2019-02,66
2902,2019-03,86
2902,2019-04,100
2902,2019-05,101
2902,2019-06,141
2902,2019-07,78
2902,2019-08,152
2902,2019-09,115
2902,2019-10,116
2902,2019-11,125
2902,2019-12,180
2902,2020-01,118
2902,2020-02,118
2902,2020-03,77
2902,2020-04,83
2902,2020-05,122
2902,2020-06,207
2902,2020-07,134
2902,2020-08,141
2902,2020-09,151
2902,2020-10,189
2902,2020-11,143
2902,2020-12,231
2902,2021-01,132
2902,2021-02,158
2902,2021-03,165
2902,2021-04,202
2902,2021-05,141
2902,2021-06,188
2902,2021-07,172
2902,2021-08,66
2902,2021-09,132
2902,2021-10,184
2902,2021-11,285
2902,2021-12,300
2902,2022-01,166
2902,2022-02,257
2902,2022-03,165
2902,2022-04,201
2902,2022-05,184
2902,2022-06,358
2902,2022-07,324
2902,2022-08,295
2902,2022-09,324
2902,2022-10,345
2902,2022-11,417
2902,2022-12,357
2902,2023-01,304
2902,2023-02,377
2902,2023-03,250
2902,2023-04,286
2902,2023-05,360
2902,2023-06,348
2902,2023-07,405
2902,2023-08,294
2902,2023-09,292
2902,2023-10,259
2902,2023-11,213
2902,2023-12,236
2902,2024-01,117
2902,2024-02,102
2902,2024-03,114
2902,2024-04,99
2902,2024-05,113
2902,2024-06,143
2902,2024-07,137
2902,2024-08,110
2902,2024-09,190
2902,2024-10,183
2902,2024-11,130
2902,2024-12,159
2902,2025-01,125
2902,2025-02,195
2902,2025-03,109
2902,2025-04,126
2902,2025-05,97
2902,2025-06,52
2902,2025-07,137
2902,2025-08,96
2902,2025-09,149
2902,2025-10,195
2902,2025-11,89
2902,2025-12,156
2903,2007-01,0
2903,2007-02,0
2903,2007-03,0
2903,2007-04,0
2903,2007-05,0
2903,2007-06,0
2903,2007-07,0
2903,2007-08,0
2903,2007-09,0
2903,2007-10,2
2903,2007-11,0
2903,2007-12,3
2903,2008-01,2
2903,2008-02,2
2903,2008-03,0
2903,2008-04,0
2903,2008-05,1
2903,2008-06,0
2903,2008-07,0
2903,2008-08,0
2903,2008-09,0
2903,2008-10,4
2903,2008-11,2
2903,2008-12,1
2903,2009-01,1
2903,2009-02,1
2903,2009-03,0
2903,2009-04,5
2903,2009-05,1
2903,2009-06,0
2903,2009-07,0
2903,2009-08,6
2903,2009-09,1
2903,2009-10,5
2903,2009-11,8
2903,2009-12,9
2903,2010-01,2
2903,2010-02,4
2903,2010-03,9
2903,2010-04,7
2903,2010-05,30
2903,2010-06,26
2903,2010-07,7
2903,2010-08,17
2903,2010-09,10
2903,2010-10,25
2903,2010-11,8
2903,2010-12,23
2903,2011-01,28
2903,2011-02,13
2903,2011-03,44
2903,2011-04,60
2903,2011-05,94
2903,2011-06,154
2903,2011-07,34
2903,2011-08,28
2903,2011-09,13
2903,2011-10,3
2903,2011-11,5
2903,2011-12,4
2903,2012-01,3
2903,2012-02,9
2903,2012-03,2
2903,2012-04,12
2903,2012-05,9
2903,2012-06,18
2903,2012-07,3
2903,2012-08,0
2903,2012-09,3
2903,2012-10,3
2903,2012-11,23
2903,2012-12,41
2903,2013-01,17
2903,2013-02,8
2903,2013-03,28
2903,2013-04,5
2903,2013-05,22
2903,2013-06,7
