,model,traing_window size,using_exog,eval_date,model aicc,peak_actual_afternoon,peak_predicted_afternoon_mean,peak_predicted_afternoon_hi,peak_predicted_afternoon_lo,time_of_peak_actual_afternoon,time_of_peak_predicted_afternoon,peak_actual_morning,peak_predicted_morning_mean,peak_predicted_morning_hi,peak_predicted_morning_lo,time_of_peak_actual_morning,time_of_peak_predicted_morning,mse,r2,mae,mape,stats
89,"(1, 5, 3, 0, 48, 0, 1)",2688,True,2020-03-30,29723.039156872557,8317.5,7718.337718227742,8872.238236588113,6564.43719986737,2020-03-30 05:30:00,2020-03-30 06:00:00,7853.23,7039.3629172409255,8016.244802066558,6333.419555714421,2020-03-30 08:30:00,2020-03-30 08:30:00,417527.90326629736,0.22573295180291242,600.4564642140252,0.08142148707866727,"           label      value  std_error     z_score       p_value significance
0            ar1   0.967112   0.001258  768.833376  0.000000e+00          ***
1            ma1   0.417555   0.019462   21.454339  0.000000e+00          ***
2            ma2   0.410827   0.019462   21.108654  0.000000e+00          ***
3            ma3   0.305488   0.019462   15.696260  0.000000e+00          ***
4            ma4   0.163652   0.019462    8.408618  0.000000e+00          ***
5            ma5   0.121359   0.019462    6.235546  4.502052e-10          ***
6           sar1  -0.634112   0.023998  -26.423914  0.000000e+00          ***
7           sar2  -0.414885   0.022541  -18.405786  0.000000e+00          ***
8           sar3  -0.208480   0.018620  -11.196300  0.000000e+00          ***
9       rainfall   0.053510   0.019462    2.749381  5.970801e-03           **
10   pv_capacity  -0.444092   0.019462  -22.817880  0.000000e+00          ***
11   temperature  -2.863113   0.019462 -147.109407  0.000000e+00          ***
12   solar_power  -0.222633   0.019462  -11.439084  0.000000e+00          ***
13  total_demand   0.943855   0.019462   48.496164  0.000000e+00          ***
14        temp_1   3.718303   0.019462  191.049856  0.000000e+00          ***
15        temp_9   0.177282   0.019462    9.108924  0.000000e+00          ***
16       solar_4   0.112430   0.019462    5.776745  7.615944e-09          ***
17      solar_16   0.250346   0.019462   12.863029  0.000000e+00          ***
18      lag_48*7   3.304101   0.019462  169.767798  0.000000e+00          ***
19     sin_336_1  10.654212   0.019462  547.423309  0.000000e+00          ***"
90,"(1, 5, 3, 0, 48, 0, 1)",2688,True,2020-03-31,29660.92296113756,8523.36,8104.8418097447175,9245.600699861929,6964.082919627507,2020-03-31 05:30:00,2020-03-31 06:00:00,7533.12,7506.064598246465,8472.006920312524,6851.010911886924,2020-03-31 08:00:00,2020-03-31 08:30:00,53291.26854270597,0.8769378341227156,187.021973972369,0.025030826823833032,"           label      value  std_error     z_score       p_value significance
0            ar1   0.967036   0.001261  767.022534  0.000000e+00          ***
1            ma1   0.412783   0.019462   21.209194  0.000000e+00          ***
2            ma2   0.413179   0.019462   21.229528  0.000000e+00          ***
3            ma3   0.306684   0.019462   15.757708  0.000000e+00          ***
4            ma4   0.165841   0.019462    8.521041  0.000000e+00          ***
5            ma5   0.124225   0.019462    6.382782  1.738991e-10          ***
6           sar1  -0.640254   0.024036  -26.637675  0.000000e+00          ***
7           sar2  -0.420438   0.022658  -18.555563  0.000000e+00          ***
8           sar3  -0.217465   0.018546  -11.725644  0.000000e+00          ***
9       rainfall   0.044434   0.019462    2.283058  2.242692e-02            *
10   pv_capacity   0.298559   0.019462   15.340218  0.000000e+00          ***
11   temperature  -2.531975   0.019462 -130.095229  0.000000e+00          ***
12   solar_power  -0.224927   0.019462  -11.556961  0.000000e+00          ***
13  total_demand   1.836076   0.019462   94.339287  0.000000e+00          ***
14        temp_1   3.062420   0.019462  157.349982  0.000000e+00          ***
15        temp_9   0.169375   0.019462    8.702628  0.000000e+00          ***
16       solar_4   0.109266   0.019462    5.614208  1.974651e-08          ***
17      solar_16   0.259948   0.019462   13.356352  0.000000e+00          ***
18      lag_48*7   4.731702   0.019462  243.119245  0.000000e+00          ***
19     sin_336_1  10.469291   0.019462  537.921907  0.000000e+00          ***"
91,"(1, 5, 3, 0, 48, 0, 1)",2688,True,2020-04-01,29673.826101775132,8324.82,8246.588758828482,9371.390140153977,7121.787377502987,2020-04-01 05:30:00,2020-04-01 06:00:00,7615.68,7449.415752008837,8405.372406769457,6940.154461732188,2020-04-01 08:00:00,2020-04-01 08:30:00,36732.690672506,0.9072066920250181,162.35204394125824,0.021823477325671164,"           label     value  std_error     z_score       p_value significance
0            ar1  0.966281   0.001289  749.560732  0.000000e+00          ***
1            ma1  0.404767   0.019462   20.797310  0.000000e+00          ***
2            ma2  0.407955   0.019462   20.961111  0.000000e+00          ***
3            ma3  0.297164   0.019462   15.268539  0.000000e+00          ***
4            ma4  0.171139   0.019462    8.793286  0.000000e+00          ***
5            ma5  0.123774   0.019462    6.359636  2.022322e-10          ***
6           sar1 -0.633483   0.024189  -26.188998  0.000000e+00          ***
7           sar2 -0.423961   0.022546  -18.804563  0.000000e+00          ***
8           sar3 -0.219779   0.018526  -11.862964  0.000000e+00          ***
9       rainfall -0.048388   0.019462   -2.486240  1.291008e-02            *
10   pv_capacity  0.774477   0.019462   39.793325  0.000000e+00          ***
11   temperature -3.035550   0.019462 -155.969407  0.000000e+00          ***
12   solar_power -0.243896   0.019462  -12.531612  0.000000e+00          ***
13  total_demand  1.420685   0.019462   72.996136  0.000000e+00          ***
14        temp_1  3.086791   0.019462  158.602218  0.000000e+00          ***
15        temp_9  0.162329   0.019462    8.340616  0.000000e+00          ***
16       solar_4  0.114769   0.019462    5.896946  3.702903e-09          ***
17      solar_16  0.248936   0.019462   12.790551  0.000000e+00          ***
18      lag_48*7  4.864494   0.019462  249.942223  0.000000e+00          ***
19     sin_336_1  9.566622   0.019462  491.541964  0.000000e+00          ***"
92,"(1, 5, 3, 0, 48, 0, 1)",2688,True,2020-04-02,29668.574658140536,8398.97,8313.708716238496,9434.3471245622,7193.070307914792,2020-04-02 05:00:00,2020-04-02 06:00:00,7936.57,7556.6527426451485,8507.21890657553,6890.285665155818,2020-04-02 08:00:00,2020-04-02 08:30:00,96599.80307154702,0.8058326429659902,224.98339766133677,0.029017558230279624,"           label     value  std_error     z_score       p_value significance
0            ar1  0.966736   0.001272  759.994110  0.000000e+00          ***
1            ma1  0.400869   0.019462   20.597014  0.000000e+00          ***
2            ma2  0.406802   0.019462   20.901851  0.000000e+00          ***
3            ma3  0.290458   0.019462   14.924025  0.000000e+00          ***
4            ma4  0.166448   0.019462    8.552264  0.000000e+00          ***
5            ma5  0.120121   0.019462    6.171919  6.746614e-10          ***
6           sar1 -0.635354   0.024129  -26.331984  0.000000e+00          ***
7           sar2 -0.422134   0.022545  -18.723771  0.000000e+00          ***
8           sar3 -0.215640   0.018561  -11.617649  0.000000e+00          ***
9       rainfall  0.025118   0.019462    1.290563  1.968552e-01             
10   pv_capacity  2.880752   0.019462  148.015696  0.000000e+00          ***
11   temperature -2.762333   0.019462 -141.931216  0.000000e+00          ***
12   solar_power -0.233416   0.019462  -11.993120  0.000000e+00          ***
13  total_demand  0.475860   0.019462   24.450123  0.000000e+00          ***
14        temp_1  3.213955   0.019462  165.136007  0.000000e+00          ***
15        temp_9  0.153804   0.019462    7.902618  2.664535e-15          ***
16       solar_4  0.114746   0.019462    5.895752  3.729785e-09          ***
17      solar_16  0.253438   0.019462   13.021889  0.000000e+00          ***
18      lag_48*7  2.240153   0.019462  115.101154  0.000000e+00          ***
19     sin_336_1  9.859564   0.019462  506.593564  0.000000e+00          ***"
93,"(1, 5, 3, 0, 48, 0, 1)",2688,True,2020-04-03,29687.821979107477,8414.49,8297.458251679105,9396.69651349256,7198.219989865652,2020-04-03 05:30:00,2020-04-03 05:30:00,7815.69,7762.429666037474,8684.915180784315,6877.779750663321,2020-04-03 12:00:00,2020-04-03 08:00:00,33215.465550559864,0.9350551901711769,153.66741355444626,0.02100623660597482,"           label     value  std_error     z_score       p_value significance
0            ar1  0.965785   0.001308  738.506878  0.000000e+00          ***
1            ma1  0.389739   0.019462   20.025130  0.000000e+00          ***
2            ma2  0.396206   0.019462   20.357412  0.000000e+00          ***
3            ma3  0.286745   0.019462   14.733210  0.000000e+00          ***
4            ma4  0.168218   0.019462    8.643198  0.000000e+00          ***
5            ma5  0.124335   0.019462    6.388457  1.675675e-10          ***
6           sar1 -0.634738   0.023968  -26.482729  0.000000e+00          ***
7           sar2 -0.413789   0.022546  -18.353288  0.000000e+00          ***
8           sar3 -0.206956   0.018633  -11.107109  0.000000e+00          ***
9       rainfall  0.382285   0.019462   19.642137  0.000000e+00          ***
10   pv_capacity  2.698821   0.019462  138.667946  0.000000e+00          ***
11   temperature -2.577757   0.019462 -132.447544  0.000000e+00          ***
12   solar_power -0.251495   0.019462  -12.922060  0.000000e+00          ***
13  total_demand  0.196346   0.019462   10.088459  0.000000e+00          ***
14        temp_1  3.577025   0.019462  183.790858  0.000000e+00          ***
15        temp_9  0.159907   0.019462    8.216172  2.220446e-16          ***
16       solar_4  0.104279   0.019462    5.357930  8.418078e-08          ***
17      solar_16  0.253726   0.019462   13.036700  0.000000e+00          ***
18      lag_48*7  2.974627   0.019462  152.839126  0.000000e+00          ***
19     sin_336_1  8.408564   0.019462  432.039842  0.000000e+00          ***"
94,"(1, 5, 3, 0, 48, 0, 1)",2688,True,2020-04-04,29686.43510593804,7730.94,8340.212088045697,9385.93979808956,7294.4843780018355,2020-04-04 06:00:00,2020-04-04 05:30:00,7098.92,7410.891249567147,8304.11326471854,6931.238892022049,2020-04-04 00:00:00,2020-04-04 08:00:00,495833.4328783309,-1.0285431529086568,578.6915862792412,0.0881532537401724,"           label     value  std_error     z_score       p_value significance
0            ar1  0.962067   0.001447  664.802920  0.000000e+00          ***
1            ma1  0.383021   0.019462   19.679972  0.000000e+00          ***
2            ma2  0.389749   0.019462   20.025689  0.000000e+00          ***
3            ma3  0.280121   0.019462   14.392887  0.000000e+00          ***
4            ma4  0.166677   0.019462    8.564012  0.000000e+00          ***
5            ma5  0.129172   0.019462    6.636981  3.201728e-11          ***
6           sar1 -0.647472   0.023966  -27.016341  0.000000e+00          ***
7           sar2 -0.421469   0.022606  -18.644394  0.000000e+00          ***
8           sar3 -0.206456   0.018637  -11.077894  0.000000e+00          ***
9       rainfall  0.770705   0.019462   39.599518  0.000000e+00          ***
10   pv_capacity  2.916316   0.019462  149.843013  0.000000e+00          ***
11   temperature -2.788217   0.019462 -143.261159  0.000000e+00          ***
12   solar_power -0.281618   0.019462  -14.469818  0.000000e+00          ***
13  total_demand  0.589379   0.019462   30.282820  0.000000e+00          ***
14        temp_1  3.496669   0.019462  179.662122  0.000000e+00          ***
15        temp_9  0.183899   0.019462    9.448887  0.000000e+00          ***
16       solar_4  0.124187   0.019462    6.380820  1.761427e-10          ***
17      solar_16  0.271761   0.019462   13.963317  0.000000e+00          ***
18      lag_48*7  3.825015   0.019462  196.532854  0.000000e+00          ***
19     sin_336_1  8.690341   0.019462  446.517823  0.000000e+00          ***"
95,"(1, 5, 3, 0, 48, 0, 1)",2688,True,2020-04-05,29679.429989298904,8088.95,7947.59548273374,8984.896243807843,6910.294721659637,2020-04-05 06:00:00,2020-04-05 06:00:00,6324.7,6784.254850332469,7700.4549346607755,6140.984880024433,2020-04-05 00:00:00,2020-04-05 09:00:00,310166.74680154613,0.43076824298913763,439.88548896670517,0.07356495609558837,"           label     value  std_error     z_score       p_value significance
0            ar1  0.961178   0.001480  649.273351  0.000000e+00          ***
1            ma1  0.387445   0.019462   19.907277  0.000000e+00          ***
2            ma2  0.389356   0.019462   20.005487  0.000000e+00          ***
3            ma3  0.276190   0.019462   14.190919  0.000000e+00          ***
4            ma4  0.164172   0.019462    8.435289  0.000000e+00          ***
5            ma5  0.133251   0.019462    6.846569  7.564172e-12          ***
6           sar1 -0.656045   0.024130  -27.187444  0.000000e+00          ***
7           sar2 -0.435014   0.022669  -19.190018  0.000000e+00          ***
8           sar3 -0.217458   0.018546  -11.725238  0.000000e+00          ***
9       rainfall  0.754361   0.019462   38.759785  0.000000e+00          ***
10   pv_capacity  2.364744   0.019462  121.502733  0.000000e+00          ***
11   temperature -2.771821   0.019462 -142.418720  0.000000e+00          ***
12   solar_power -0.333240   0.019462  -17.122193  0.000000e+00          ***
13  total_demand  0.357357   0.019462   18.361330  0.000000e+00          ***
14        temp_1  3.605674   0.019462  185.262877  0.000000e+00          ***
15        temp_9  0.163992   0.019462    8.426046  0.000000e+00          ***
16       solar_4  0.142739   0.019462    7.334063  2.233769e-13          ***
17      solar_16  0.282634   0.019462   14.521990  0.000000e+00          ***
18      lag_48*7  3.173549   0.019462  163.059912  0.000000e+00          ***
19     sin_336_1  9.788974   0.019462  502.966590  0.000000e+00          ***"
96,"(1, 5, 3, 0, 48, 0, 1)",2688,True,2020-04-06,29709.098465924955,8725.82,8199.807747169027,9235.182594302896,7164.432900035157,2020-04-06 06:00:00,2020-04-06 06:00:00,7061.67,7130.945341869658,8029.703588385023,6437.2400429506215,2020-04-06 08:30:00,2020-04-06 08:00:00,58904.15575488525,0.9009085741968513,188.24946114424873,0.026123636964296548,"           label     value  std_error     z_score       p_value significance
0            ar1  0.960876   0.001492  644.158722  0.000000e+00          ***
1            ma1  0.390618   0.019462   20.070337  0.000000e+00          ***
2            ma2  0.382047   0.019462   19.629915  0.000000e+00          ***
3            ma3  0.264465   0.019462   13.588457  0.000000e+00          ***
4            ma4  0.165439   0.019462    8.500404  0.000000e+00          ***
5            ma5  0.138287   0.019462    7.105300  1.200595e-12          ***
6           sar1 -0.646981   0.024107  -26.838051  0.000000e+00          ***
7           sar2 -0.428056   0.022742  -18.821948  0.000000e+00          ***
8           sar3 -0.225374   0.018478  -12.196815  0.000000e+00          ***
9       rainfall  0.677792   0.019462   34.825579  0.000000e+00          ***
10   pv_capacity  1.819260   0.019462   93.475287  0.000000e+00          ***
11   temperature -3.384434   0.019462 -173.895377  0.000000e+00          ***
12   solar_power -0.341233   0.019462  -17.532844  0.000000e+00          ***
13  total_demand -0.558115   0.019462  -28.676461  0.000000e+00          ***
14        temp_1  3.617743   0.019462  185.883006  0.000000e+00          ***
15        temp_9  0.169302   0.019462    8.698883  0.000000e+00          ***
16       solar_4  0.147549   0.019462    7.581201  3.419487e-14          ***
17      solar_16  0.286239   0.019462   14.707232  0.000000e+00          ***
18      lag_48*7  3.826609   0.019462  196.614714  0.000000e+00          ***
19     sin_336_1  8.942364   0.019462  459.466988  0.000000e+00          ***"
97,"(1, 5, 3, 0, 48, 0, 1)",2688,True,2020-04-07,29718.349249416522,8723.16,8431.69241976703,9462.421716877274,7400.963122656786,2020-04-07 06:00:00,2020-04-07 06:00:00,7367.35,7253.370215701119,8153.730966598331,7024.156067191026,2020-04-07 08:30:00,2020-04-07 08:30:00,33536.62981519207,0.9181969894201079,157.97635354270818,0.022044658350149137,"           label     value  std_error     z_score       p_value significance
0            ar1  0.960179   0.001518  632.656011  0.000000e+00          ***
1            ma1  0.394837   0.019462   20.287098  0.000000e+00          ***
2            ma2  0.378270   0.019462   19.435839  0.000000e+00          ***
3            ma3  0.258527   0.019462   13.283340  0.000000e+00          ***
4            ma4  0.172695   0.019462    8.873226  0.000000e+00          ***
5            ma5  0.139596   0.019462    7.172575  7.360779e-13          ***
6           sar1 -0.633049   0.024009  -26.366938  0.000000e+00          ***
7           sar2 -0.414719   0.022624  -18.330887  0.000000e+00          ***
8           sar3 -0.216189   0.018557  -11.650091  0.000000e+00          ***
9       rainfall  1.026820   0.019462   52.758975  0.000000e+00          ***
10   pv_capacity  1.973522   0.019462  101.401392  0.000000e+00          ***
11   temperature -3.053789   0.019462 -156.906517  0.000000e+00          ***
12   solar_power -0.341156   0.019462  -17.528901  0.000000e+00          ***
13  total_demand -0.777757   0.019462  -39.961861  0.000000e+00          ***
14        temp_1  4.140056   0.019462  212.719920  0.000000e+00          ***
15        temp_9  0.176080   0.019462    9.047140  0.000000e+00          ***
16       solar_4  0.152630   0.019462    7.842273  4.440892e-15          ***
17      solar_16  0.283491   0.019462   14.566040  0.000000e+00          ***
18      lag_48*7  5.535720   0.019462  284.430460  0.000000e+00          ***
19     sin_336_1  7.466245   0.019462  383.622619  0.000000e+00          ***"
98,"(1, 5, 3, 0, 48, 0, 1)",2688,True,2020-04-08,29725.672003171177,8639.7,8405.344992060018,9432.247901107261,7378.442083012776,2020-04-08 06:00:00,2020-04-08 06:00:00,7432.41,7321.149838524127,8220.33742041131,7094.319134513377,2020-04-08 12:00:00,2020-04-08 08:30:00,91556.89092853804,0.7939338309052186,240.65925611690577,0.03280776289148834,"           label     value  std_error     z_score       p_value significance
0            ar1  0.959606   0.001539  623.480218  0.000000e+00          ***
1            ma1  0.393978   0.019462   20.242956  0.000000e+00          ***
2            ma2  0.383112   0.019462   19.684641  0.000000e+00          ***
3            ma3  0.259020   0.019462   13.308707  0.000000e+00          ***
4            ma4  0.172191   0.019462    8.847341  0.000000e+00          ***
5            ma5  0.137801   0.019462    7.080357  1.437739e-12          ***
6           sar1 -0.624615   0.023927  -26.105171  0.000000e+00          ***
7           sar2 -0.405580   0.022563  -17.975180  0.000000e+00          ***
8           sar3 -0.210321   0.018605  -11.304258  0.000000e+00          ***
9       rainfall  1.023369   0.019462   52.581630  0.000000e+00          ***
10   pv_capacity  1.869937   0.019462   96.079085  0.000000e+00          ***
11   temperature -2.374070   0.019462 -121.981937  0.000000e+00          ***
12   solar_power -0.325802   0.019462  -16.740006  0.000000e+00          ***
13  total_demand -0.921335   0.019462  -47.339062  0.000000e+00          ***
14        temp_1  4.270979   0.019462  219.446897  0.000000e+00          ***
15        temp_9  0.204674   0.019462   10.516319  0.000000e+00          ***
16       solar_4  0.170387   0.019462    8.754663  0.000000e+00          ***
17      solar_16  0.264579   0.019462   13.594326  0.000000e+00          ***
18      lag_48*7  5.706117   0.019462  293.185588  0.000000e+00          ***
19     sin_336_1  6.992539   0.019462  359.283163  0.000000e+00          ***"
99,"(1, 5, 3, 0, 48, 0, 1)",2688,True,2020-04-09,29722.508809824492,8536.62,8621.911178330798,9643.686211162654,7600.136145498942,2020-04-09 06:00:00,2020-04-09 06:00:00,7376.72,7323.047153404372,8218.090818148443,7053.868877111091,2020-04-09 08:30:00,2020-04-09 08:30:00,6418.678646757828,0.9839689276434536,66.46763820358905,0.009407266399515614,"           label     value  std_error     z_score       p_value significance
0            ar1  0.959507   0.001543  621.921067  0.000000e+00          ***
1            ma1  0.391588   0.019462   20.120151  0.000000e+00          ***
2            ma2  0.378662   0.019462   19.455998  0.000000e+00          ***
3            ma3  0.254922   0.019462   13.098127  0.000000e+00          ***
4            ma4  0.175880   0.019462    9.036858  0.000000e+00          ***
5            ma5  0.137253   0.019462    7.052201  1.761036e-12          ***
6           sar1 -0.622001   0.023847  -26.083024  0.000000e+00          ***
7           sar2 -0.399982   0.022600  -17.698139  0.000000e+00          ***
8           sar3 -0.210034   0.018608  -11.287401  0.000000e+00          ***
9       rainfall  0.990740   0.019462   50.905125  0.000000e+00          ***
10   pv_capacity  1.832275   0.019462   94.143983  0.000000e+00          ***
11   temperature -2.497431   0.019462 -128.320331  0.000000e+00          ***
12   solar_power -0.358753   0.019462  -18.433043  0.000000e+00          ***
13  total_demand -1.160354   0.019462  -59.620047  0.000000e+00          ***
14        temp_1  3.907601   0.019462  200.776158  0.000000e+00          ***
15        temp_9  0.192683   0.019462    9.900229  0.000000e+00          ***
16       solar_4  0.152595   0.019462    7.840483  4.440892e-15          ***
17      solar_16  0.260674   0.019462   13.393685  0.000000e+00          ***
18      lag_48*7  4.811076   0.019462  247.197558  0.000000e+00          ***
19     sin_336_1  7.322866   0.019462  376.255661  0.000000e+00          ***"
100,"(1, 5, 3, 0, 48, 0, 1)",2688,True,2020-04-10,29716.12147110695,8115.61,8608.633100106494,9623.068380202114,7594.197820010873,2020-04-10 06:00:00,2020-04-10 06:00:00,7201.84,7364.860313432736,8252.536673753815,7079.048389903164,2020-04-10 00:00:00,2020-04-10 08:30:00,243970.45910653935,0.3178975382548467,407.67277527496,0.06077493381881516,"           label     value  std_error     z_score       p_value significance
0            ar1  0.959806   0.001532  626.655411  0.000000e+00          ***
1            ma1  0.383973   0.019462   19.728915  0.000000e+00          ***
2            ma2  0.374169   0.019462   19.225164  0.000000e+00          ***
3            ma3  0.248397   0.019462   12.762890  0.000000e+00          ***
4            ma4  0.177401   0.019462    9.115031  0.000000e+00          ***
5            ma5  0.132269   0.019462    6.796117  1.074763e-11          ***
6           sar1 -0.620200   0.023722  -26.144737  0.000000e+00          ***
7           sar2 -0.392701   0.022594  -17.381102  0.000000e+00          ***
8           sar3 -0.203533   0.018660  -10.907410  0.000000e+00          ***
9       rainfall  1.020732   0.019462   52.446177  0.000000e+00          ***
10   pv_capacity  1.722700   0.019462   88.513914  0.000000e+00          ***
11   temperature -2.372999   0.019462 -121.926908  0.000000e+00          ***
12   solar_power -0.399894   0.019462  -20.546903  0.000000e+00          ***
13  total_demand -0.871468   0.019462  -44.776843  0.000000e+00          ***
14        temp_1  4.175893   0.019462  214.561262  0.000000e+00          ***
15        temp_9  0.143821   0.019462    7.389642  1.472156e-13          ***
16       solar_4  0.169256   0.019462    8.696556  0.000000e+00          ***
17      solar_16  0.258865   0.019462   13.300724  0.000000e+00          ***
18      lag_48*7  4.655456   0.019462  239.201678  0.000000e+00          ***
19     sin_336_1  6.598569   0.019462  339.040591  0.000000e+00          ***"
101,"(1, 5, 3, 0, 48, 0, 1)",2688,True,2020-04-11,29743.26291563173,8093.91,8305.920985434484,9327.777172007478,7284.064798861491,2020-04-11 06:00:00,2020-04-11 06:00:00,6881.91,6971.3008316806245,7646.218570358338,6839.965142605746,2020-04-11 00:00:00,2020-04-11 00:00:00,227448.3293809863,0.5901051232914972,392.7266030682056,0.06531073962249632,"           label     value  std_error     z_score       p_value significance
0            ar1  0.959839   0.001530  627.182642  0.000000e+00          ***
1            ma1  0.382418   0.019462   19.648999  0.000000e+00          ***
2            ma2  0.378555   0.019462   19.450520  0.000000e+00          ***
3            ma3  0.255366   0.019462   13.120955  0.000000e+00          ***
4            ma4  0.176080   0.019462    9.047129  0.000000e+00          ***
5            ma5  0.127195   0.019462    6.535372  6.345147e-11          ***
6           sar1 -0.615478   0.023514  -26.175150  0.000000e+00          ***
7           sar2 -0.379447   0.022634  -16.764575  0.000000e+00          ***
8           sar3 -0.197824   0.018705  -10.576274  0.000000e+00          ***
9       rainfall  1.248032   0.019462   64.125047  0.000000e+00          ***
10   pv_capacity  0.903934   0.019462   46.444988  0.000000e+00          ***
11   temperature -5.786002   0.019462 -297.290159  0.000000e+00          ***
12   solar_power -0.377156   0.019462  -19.378613  0.000000e+00          ***
13  total_demand -0.926202   0.019462  -47.589111  0.000000e+00          ***
14        temp_1  3.660668   0.019462  188.088507  0.000000e+00          ***
15        temp_9  0.142267   0.019462    7.309816  2.675637e-13          ***
16       solar_4  0.140157   0.019462    7.201390  5.959677e-13          ***
17      solar_16  0.247095   0.019462   12.695992  0.000000e+00          ***
18      lag_48*7  8.604347   0.019462  442.099354  0.000000e+00          ***
19     sin_336_1  7.545750   0.019462  387.707677  0.000000e+00          ***"
102,"(1, 5, 3, 0, 48, 0, 1)",2688,True,2020-04-12,29731.920806559054,8122.55,8325.757845170723,9344.914844067618,7306.600846273828,2020-04-12 06:00:00,2020-04-12 06:00:00,6729.58,6788.830890927731,7181.955253883769,6657.759270090987,2020-04-12 00:00:00,2020-04-12 00:00:00,121412.10904627386,0.7865596959022023,273.24746405655554,0.0456312261264592,"           label     value  std_error     z_score       p_value significance
0            ar1  0.959488   0.001543  621.634641  0.000000e+00          ***
1            ma1  0.374304   0.019462   19.232098  0.000000e+00          ***
2            ma2  0.379781   0.019462   19.513485  0.000000e+00          ***
3            ma3  0.271671   0.019462   13.958686  0.000000e+00          ***
4            ma4  0.180316   0.019462    9.264813  0.000000e+00          ***
5            ma5  0.121036   0.019462    6.218943  5.005143e-10          ***
6           sar1 -0.601712   0.023519  -25.583823  0.000000e+00          ***
7           sar2 -0.371785   0.022539  -16.495343  0.000000e+00          ***
8           sar3 -0.196727   0.018713  -10.512884  0.000000e+00          ***
9       rainfall -0.122082   0.019462   -6.272694  3.548530e-10          ***
10   pv_capacity  1.106089   0.019462   56.831881  0.000000e+00          ***
11   temperature -6.240813   0.019462 -320.658782  0.000000e+00          ***
12   solar_power -0.385119   0.019462  -19.787771  0.000000e+00          ***
13  total_demand -1.581875   0.019462  -81.278191  0.000000e+00          ***
14        temp_1  4.152115   0.019462  213.339517  0.000000e+00          ***
15        temp_9  0.159039   0.019462    8.171586  2.220446e-16          ***
16       solar_4  0.154015   0.019462    7.913409  2.442491e-15          ***
17      solar_16  0.243071   0.019462   12.489200  0.000000e+00          ***
18      lag_48*7  9.302472   0.019462  477.969665  0.000000e+00          ***
19     sin_336_1  8.612995   0.019462  442.543686  0.000000e+00          ***"
103,"(1, 5, 3, 0, 48, 0, 1)",2688,True,2020-04-13,29710.715989123917,8237.26,8334.99343714676,9348.894128997816,7321.092745295706,2020-04-13 06:00:00,2020-04-13 06:00:00,6776.14,6786.155995545449,7172.580926196905,6655.600987954687,2020-04-13 00:00:00,2020-04-13 00:00:00,25087.71603447713,0.9519498237303345,125.10973743200704,0.020386115303353332,"           label     value  std_error     z_score       p_value significance
0            ar1  0.959780   0.001533  626.246055  0.000000e+00          ***
1            ma1  0.372491   0.019462   19.138913  0.000000e+00          ***
2            ma2  0.380254   0.019462   19.537785  0.000000e+00          ***
3            ma3  0.269592   0.019462   13.851870  0.000000e+00          ***
4            ma4  0.177476   0.019462    9.118896  0.000000e+00          ***
5            ma5  0.116523   0.019462    5.987056  2.136735e-09          ***
6           sar1 -0.599250   0.023434  -25.572099  0.000000e+00          ***
7           sar2 -0.366037   0.022564  -16.221866  0.000000e+00          ***
8           sar3 -0.195539   0.018722  -10.444383  0.000000e+00          ***
9       rainfall  0.199070   0.019462   10.228378  0.000000e+00          ***
10   pv_capacity  1.477128   0.019462   75.896197  0.000000e+00          ***
11   temperature -6.168760   0.019462 -316.956630  0.000000e+00          ***
12   solar_power -0.392431   0.019462  -20.163490  0.000000e+00          ***
13  total_demand -1.680797   0.019462  -86.360927  0.000000e+00          ***
14        temp_1  5.148877   0.019462  264.554106  0.000000e+00          ***
15        temp_9  0.154690   0.019462    7.948125  1.998401e-15          ***
16       solar_4  0.159384   0.019462    8.189284  2.220446e-16          ***
17      solar_16  0.243236   0.019462   12.497677  0.000000e+00          ***
18      lag_48*7  8.795060   0.019462  451.898372  0.000000e+00          ***
19     sin_336_1  6.266945   0.019462  322.001475  0.000000e+00          ***"
