year,month,train_start,train_end,train_obs,arima_order,seasonal_order,aic,loglik,mse_oob,mape_oob,coef_intercept,coef_ex_1,coef_ex_2,coef_ex_3,coef_ex_4,coef_ex_5,coef_ex_6,coef_ex_7,coef_ex_8,coef_ex_9,coef_ex_10,coef_ex_11,coef_sma1,coef_sma2,coef_sar1,coef_sar2,coef_ma1,coef_ma2,coef_ar1,coef_ar2
2017,1,2017-01-01,2017-02-26,2688,"(0, 0, 0)","(0, 0, 0, 48)",42795.15123966342,-21384.507557004486,1036461.1750094915,0.1405327013047787,-13981.185614690346,-33.336065594981335,36.074720644655486,97.60425018402435,1.5956434816600904,42.78572083861831,124.11170249723733,-0.3474638999247155,0.9730645670653472,0.32247302979157094,16.583979143355407,-3.4251652003596726,,,,,,,,
2017,1,2017-01-01,2017-02-26,2688,"(0, 0, 0)","(0, 0, 1, 48)",42119.67514188001,-21045.759007528108,211646.54731656998,0.060004097838054826,-13981.205374304904,-16.91814788931218,37.85049345696291,79.44317028699902,0.9778567086733574,50.36929461211012,107.0382145677233,0.21133558931041918,0.8242125202798525,0.3298865283175435,15.863886835327056,-3.082884952632081,0.4940053665150541,,,,,,,
2017,1,2017-01-01,2017-02-26,2688,"(0, 0, 0)","(0, 0, 2, 48)",41995.27029820456,-20982.545328743,307327.687262824,0.07149093405260427,-13981.188547953581,-22.974658913616295,38.588732102873564,62.79168814692116,0.847672433582602,61.38044606143909,102.83636738916209,0.36031883259250463,0.8194801594047714,0.3272428228538899,16.977854352591045,-3.406937848111328,0.5689978168154999,0.2147473139311707,,,,,,
2017,1,2017-01-01,2017-02-26,2688,"(0, 0, 0)","(1, 0, 0, 48)",41938.82535951843,-20955.334116347316,417733.91789757094,0.08436513567989923,-13981.167053790256,-26.768704941875512,38.756463980887474,71.07127472876311,0.5301755488591198,53.93561175115594,102.7066435665871,0.5948643321023681,0.7808754676707332,0.3218957435802542,17.656963188165854,-4.551227394829876,,,0.5722111654846753,,,,,
2017,1,2017-01-01,2017-02-26,2688,"(0, 0, 0)","(1, 0, 1, 48)",41939.70618141586,-20954.76327034865,353328.430097912,0.07713218496005401,-13981.211387126406,-24.916968410188957,38.92394332390603,72.18655859923291,0.5692085845938664,46.4367788328512,106.14374885460005,0.6017318599680266,0.7708818482610428,0.32197927787649006,17.451397476862105,-4.295784917824627,0.05801832028136883,,0.5364448089692071,,,,,
2017,1,2017-01-01,2017-02-26,2688,"(0, 0, 0)","(1, 0, 2, 48)",41920.044744140476,-20943.92053755133,247354.25631445134,0.06421394365164211,-13981.235563551994,-21.303497454997114,39.1959725322597,53.08645312808653,0.31318391572244764,69.1181857729462,104.89501429909389,0.760205022674306,0.725359370570271,0.30591424361526,18.566353162693172,-4.984047409876235,-0.23965728807107492,-0.22292604003696298,0.8241657355277066,,,,,
2017,1,2017-01-01,2017-02-26,2688,"(0, 0, 0)","(2, 0, 0, 48)",41938.12817927481,-20953.974269278126,348771.27027555124,0.07641972567297696,-13981.062031184496,-24.86630504147996,38.872709506964156,57.11080188820927,0.5585115009170067,66.75502062710385,101.77082214644912,0.5825916975356922,0.7795543930188766,0.32225409845885467,17.732013857348182,-4.793293893639606,,,0.5904438762993088,-0.026785098195155604,,,,
2017,1,2017-01-01,2017-02-26,2688,"(0, 0, 0)","(2, 0, 1, 48)",41938.68757653516,-20953.24195374867,334325.20689380163,0.07491015420136643,-13981.190607847226,-24.24726489046246,38.8651357603693,70.58450655121578,0.5489829794490788,48.83428870139577,106.8905539944142,0.6099858930038771,0.7578476463954078,0.3207061122002567,17.499078895568907,-4.369057783630608,0.6072462081609887,,-0.010304261179212043,0.3138657942073146,,,,
2017,1,2017-01-01,2017-02-26,2688,"(0, 0, 0)","(2, 0, 2, 48)",41889.8800141705,-20927.825400343678,298178.73659208324,0.069441590411703,-13981.168876763812,-22.443909659288124,39.44890278391409,84.94478432133513,0.06796226180813392,34.17995879563828,108.06045976951673,0.9643974895200103,0.7044051135009199,0.29923409573683685,16.900500739565917,-3.6234209171770795,-0.8596395078957343,-0.14009845391238646,1.4220780650088867,-0.4220782763652418,,,,
2017,1,2017-01-01,2017-02-26,2688,"(0, 0, 1)","(0, 0, 0, 48)",39558.9905789225,-19765.416726049352,643346.2336099948,0.1074968868828546,-13981.174009202656,-28.26531020968872,36.78888735969986,109.12836782821853,1.2523413692384793,58.171546632819044,85.48980411425023,-0.18315601034969298,1.0739092091146956,0.3272207304370194,16.14004812458419,-3.9153433476927244,,,,,0.9401877829348433,,,
