,eval_date,model aicc,peak_actual_afternoon,peak_predicted_afternoon_mean,peak_predicted_afternoon_hi,peak_predicted_afternoon_lo,time_of_peak_actual_afternoon,time_of_peak_predicted_afternoon,peak_actual_morning,peak_predicted_morning_mean,peak_predicted_morning_hi,peak_predicted_morning_lo,time_of_peak_actual_morning,time_of_peak_predicted_morning,mse,r2,mae,mape
190,2020-07-09,-17905.69747616078,9.317546782920559,9.299790416564266,9.417371370567466,9.182209462561065,2020-07-09 06:00:00,2020-07-09 06:00:00,9.242636201836998,9.189084183620698,9.294586816081598,9.0835815511598,2020-07-09 08:30:00,2020-07-09 08:30:00,0.0007394376705337468,0.9549696065490133,0.023487623375610205,0.0025778261969113332
191,2020-07-10,-17897.482719917465,9.28658541610688,9.315149588122512,9.434049495923507,9.196249680321518,2020-07-10 05:30:00,2020-07-10 05:30:00,9.208297286297286,9.223300285643962,9.329626050319057,9.116974520968867,2020-07-10 08:30:00,2020-07-10 08:30:00,0.0012433893341392713,0.9140803445471388,0.029021642152180654,0.003183057060460961
192,2020-07-11,-17941.048734455366,9.230479217254565,9.294706794769693,9.412476628733287,9.176936960806099,2020-07-11 05:30:00,2020-07-11 05:30:00,9.118614261714507,9.186811680145352,9.29371430850355,9.079909051787155,2020-07-11 09:30:00,2020-07-11 09:00:00,0.0031308114999039176,0.7770322550950859,0.045901775541307,0.005075142192312304
193,2020-07-12,-17951.510625119558,9.271335748583978,9.270666620927674,9.389936336855277,9.151396905000071,2020-07-12 06:00:00,2020-07-12 06:00:00,9.041564260020182,9.124816994066938,9.234290760879471,9.015343227254405,2020-07-12 09:30:00,2020-07-12 09:30:00,0.0027339553275461136,0.860785888480057,0.04128140988029305,0.004614207758895352
194,2020-07-13,-17965.83420189578,9.346845713029033,9.288410596578546,9.406889910845292,9.169931282311799,2020-07-13 06:00:00,2020-07-13 05:30:00,9.217683346231441,9.14387463997955,9.251134326075386,9.037932000087368,2020-07-13 08:30:00,2020-07-13 08:30:00,0.004149364114854889,0.8763204167126448,0.050967651992068395,0.005661941824038709
195,2020-07-14,-17564.189433448857,9.364775868382205,9.322840690825407,9.439699292357249,9.205982089293565,2020-07-14 06:00:00,2020-07-14 05:30:00,9.245024850418035,9.194279127190306,9.301966194573371,9.086592059807241,2020-07-14 09:30:00,2020-07-14 09:00:00,0.002009689477630775,0.9037396832996525,0.04008084002388849,0.004392075925379642
196,2020-07-15,-17492.632491716122,9.351724476195969,9.322808453922292,9.442795196786381,9.202821711058203,2020-07-15 06:00:00,2020-07-15 05:30:00,9.212065882426405,9.184648058390948,9.296005680997176,9.07329043578472,2020-07-15 08:30:00,2020-07-15 09:30:00,0.0009326338606823803,0.9491781378128775,0.025951892246691994,0.002851453131862322
197,2020-07-16,-17500.16374483023,9.341633511580227,9.340300612292893,9.45990399169756,9.220697232888226,2020-07-16 06:00:00,2020-07-16 06:00:00,9.217638674457294,9.206024465835108,9.314645999022524,9.097402932647693,2020-07-16 08:30:00,2020-07-16 08:30:00,0.0002575218697709253,0.9856248350016255,0.01201628937827807,0.0013261694379912425
198,2020-07-17,-17500.71850690748,9.302718074450537,9.356211595931264,9.474566154750633,9.237857037111894,2020-07-17 06:00:00,2020-07-17 06:00:00,9.211121067154384,9.232080804240958,9.339647559384465,9.124514049097451,2020-07-17 08:30:00,2020-07-17 08:30:00,0.0011842271963990218,0.9178380551975198,0.030102740899764575,0.0033014539164409745
199,2020-07-18,-17507.938005591273,9.230081232658963,9.32205154373532,9.43964539394997,9.20445769352067,2020-07-18 06:00:00,2020-07-18 06:00:00,9.083382753246502,9.176797548188059,9.28510394340008,9.068491152976039,2020-07-18 00:00:00,2020-07-18 09:00:00,0.012575263683665306,0.11116658553657077,0.0944178267052852,0.010497630055616535
