year,month,train_start,train_end,train_obs,arima_order,seasonal_order,aic,loglik,mse_oob,mape_oob,coef_ar1,coef_ar2,coef_ar3,coef_ma1,coef_ma2,coef_ma3,coef_sar1,coef_sar2,coef_intercept,coef_ex_1,coef_ex_2,coef_ex_3,coef_ex_4,coef_ex_5,coef_ex_6,coef_ex_7,coef_ex_8,coef_ex_9,coef_ex_10,coef_ex_11
2017,1,2017-01-01,2017-02-26,2688,"(3, 0, 3)","(2, 0, 0, 48)",,,154882.3800802142,0.0484442588437872,1.5274946534642553,-0.2920143292528526,-0.23557172915288116,0.0031703816518886805,0.001981905302576789,0.11230664317272086,0.2506130160306315,0.19153883510180877,-13981.309435213267,11.249598028011633,-8.19992667756361,13.52779797649714,0.09920215756039852,27.945870191440264,-1.395500455287003,0.11714701724552512,0.10678819311913146,0.48374752803548215,16.361282245954573,-4.1839089021515035
2017,3,2017-03-01,2017-04-26,2688,"(3, 0, 3)","(2, 0, 0, 48)",32150.295882945986,-16053.974648149662,884920.8885451173,0.0943267840676556,-0.9632386124005917,0.9833478957266144,0.9798894469499345,2.540901453885236,4.063028679577583,2.566086703992802,0.13877161378917877,0.29394491087591185,-8143.163207294216,2.4981075535004607,22.20076576984991,16.718145077607375,0.2664144666991888,22.25628762932545,61.42191337732976,-0.49279724489774424,0.03159472561977095,0.7061248057512562,2.8305055629225526,4.184229806078203
2017,6,2017-06-01,2017-07-27,2688,"(3, 0, 3)","(2, 0, 0, 48)",32435.955104020413,-16196.804258686876,168476.19441005413,0.02962179968543815,0.1393873715170358,0.32634185486119405,0.4040982893732886,0.6021707703076498,0.3055212653726526,0.4358105709053256,0.08148325036759711,0.09209220359917268,38796.02483827229,1.112954526133933,-98.00169554181062,13.220742658092945,0.1935607424020418,-31.918304152845273,-39.71456594130953,0.08715187717087503,1.6690105010334473,0.8472156782777033,8.629510158068143,-3.329360393966277
2017,9,2017-09-01,2017-10-27,2688,"(3, 0, 3)","(2, 0, 0, 48)",29799.36865002107,-14878.511031687205,39034.68971461742,0.023806519237119877,0.8756070595651527,0.5761377449274024,-0.5024068467313021,0.41652087100978136,-0.14372857831703814,0.14210405427655334,0.28114345128654317,0.1981292766577675,-11311.990357016593,0.6368759243511875,36.48415089391921,-2.5049084858499953,-0.06851261042311307,-1.9719830619425736,1.2822829702550056,-0.05846394947167255,0.09139880989338321,0.6335838530835605,7.273629315272026,2.894092819347589
2018,1,2018-01-01,2018-02-26,2688,"(3, 0, 3)","(2, 0, 0, 48)",34641.98184751092,-17299.817630432128,4633903.817374221,0.28093559684780095,0.3459709061728788,0.11968165881022513,0.4028977618782876,0.8046055167332337,0.5807310200442747,0.23521969304928894,0.2796980243332672,0.19296591721972695,402.38769385115916,66.17704457855032,0.1742788203578982,166.88393171638222,0.9975299860707629,-38.54102380236443,102.9607949828145,-0.19585000085515514,0.9152130070341088,0.2647237597868082,-4.246802065625107,4.79256343066911
2018,3,2018-03-01,2018-04-26,2688,"(3, 0, 3)","(2, 0, 0, 48)",31919.7239565987,-15938.68868497602,100409.52138216025,0.03464864274072302,0.06942061979133807,0.36863667653605936,0.4508864792646539,0.7361804382110284,0.567993987817137,0.4303479706683186,0.3215731794329939,0.19215801794319598,1064.2073710222064,-11.775398129289089,0.6569907355900284,43.37131457517385,0.8565036753237365,8.018164721974845,46.825260056376635,-0.30156310358195304,0.7482334049153045,0.5253570695366976,-0.4582078446464837,0.7961394016188338
2018,6,2018-06-01,2018-07-27,2688,"(3, 0, 3)","(2, 0, 0, 48)",30870.535831914985,-15414.094622634162,89077.52842458595,0.02709206542684038,0.44226476497919426,-0.011782106638156209,0.4706036029813506,0.719563899600345,0.7536748067184901,0.1712715857295738,0.3248363733034144,0.17283909200020822,32080.069331167146,-1.2053256550094318,-69.45965758392859,-7.020389184019535,0.5058631732460981,-9.304260967799232,-1.1845244624750517,-0.8562470284415582,0.6932722963212756,0.7752409208285089,4.9028601713057816,-2.230492478377774
2018,9,2018-09-01,2018-10-27,2688,"(3, 0, 3)","(2, 0, 0, 48)",31482.432269576926,-15720.042841465132,97134.95721385173,0.04058172452943384,-0.9719165671546871,0.9783137173155374,0.9936009352236767,3.9689201027341676,4.640518782512764,1.6920674103712359,0.1777664415754416,0.43392599512407815,-7746.936085025208,6.1275803070650525,23.095314902822167,-23.25995075723054,-0.722473546647393,2.905975754436417,-20.978856049781044,-0.5266214901062582,-0.43630362921474874,0.5773525189310623,1.6627593008432686,1.7306488004949014
