year,month,train_start,train_end,train_obs,arima_order,seasonal_order,aic,loglik,mse_oob,mape_oob,coef_ar1,coef_ar2,coef_sar1,coef_ex_1,coef_ex_2,coef_ex_3,coef_ex_4,coef_ex_5,coef_ex_6,coef_ex_7,coef_ex_8,coef_ex_9,coef_ex_10,coef_ex_11,coef_ex_12,coef_ex_13,coef_ex_14,coef_ex_15,coef_ex_16,coef_ex_17
2019,1,2019-01-01,2020-01-01,17520,"(2, 1, 0)","(1, 0, 0, 48)",-115956.9243434653,57999.46217173265,200334.49372447134,0.05065212726098012,0.40929497130038517,0.2609200551767827,0.3054300824575097,0.0022831382903127527,0.0005935289012837282,0.00039950043093655956,0.17188903935859665,-0.028340021833737968,-0.015032507334556256,0.013883747606897342,-0.005759729248411863,0.015112427496873363,-0.0009399769715263247,-0.0033392595507657913,-0.0010427382399314715,0.004061531415195497,0.004761997023085121,0.6979764046561231,-0.0003265369259212949,0.0005532611304128193
