year,month,train_start,train_end,train_obs,arima_order,seasonal_order,aic,loglik,mse_oob,mape_oob,coef_ar1,coef_ma1,coef_sar1,coef_sma1,coef_sma2,coef_intercept,coef_ex_1,coef_ex_2,coef_ex_3,coef_ex_4,coef_ex_5,coef_ex_6,coef_ex_7,coef_ex_8,coef_ex_9,coef_ex_10,coef_ex_11
2017,1,2017-01-01,2017-02-26,2688,"(1, 0, 1)","(1, 0, 2, 48)",31255.737876341675,-15609.740800291482,177435.92923570154,0.04692996553460319,0.9956284818363356,0.49266663165073765,0.9996905838371648,-0.7734541826393677,-0.2001429553531094,-13981.189387957353,-1.890641106308422,34.99483285032733,15.07122246785309,-0.007487108510758844,18.636360984629036,5.461159061284009,0.503358794818034,0.19053657130553603,0.2847100804218528,14.898213574357598,-2.086440963130437
2017,3,2017-03-01,2017-04-26,2688,"(1, 0, 1)","(1, 0, 2, 48)",29722.13554843779,-14842.939636339539,547756.5677317644,0.08059730527217522,0.9846711578750637,0.3163952666370547,0.9873454480837482,-0.6719514379688494,-0.11846022418299074,-8143.11481307548,0.08180715777394987,33.97361356163515,0.19053526477449623,-0.2907627155780119,0.40669187632934056,1.9082154178780861,0.0390060794172129,0.11604280277655736,0.3961419748417587,10.520207106873539,5.906741709352934
2017,6,2017-06-01,2017-07-27,2688,"(1, 0, 1)","(1, 0, 2, 48)",30197.959758416513,-15080.851741328901,77236.25564778394,0.02852790598874827,0.9766904032978538,0.345078433751832,0.9997549158558169,-0.78749391321011,-0.18202953883963796,38796.01198019998,1.0296447364839594,-89.75148584367741,-10.755203580892498,-0.22779270562637066,-8.910732034611307,-1.9036910938154445,-1.0700830209562966,0.2800871471154336,0.5397095263780484,15.633149542422482,-6.688721715342722
2017,9,2017-09-01,2017-10-27,2688,"(1, 0, 1)","(1, 0, 2, 48)",29837.33900595181,-14900.54136509655,20014.19807129986,0.016255559248352782,0.974291234368784,0.29421712347007567,0.9916794169976979,-0.7202368360470032,-0.12313611082692366,-11311.963943723784,-2.0909121627897207,39.58138238442427,-2.6954763688171397,-0.2661052583187029,-1.8192653711363107,0.8611393222843997,-0.05413188267730007,0.09100020921218424,0.4569491377632645,12.329817602287283,2.32768837315629
2018,1,2018-01-01,2018-02-26,2688,"(1, 0, 1)","(1, 0, 2, 48)",30885.087689121126,-15424.415706681208,97976.73483779782,0.03545227456754815,0.9936540999144208,0.41990335078215196,0.9993033165398384,-0.741824025437472,-0.20768883719247275,402.3985124785094,13.530342492446094,7.463616209132869,7.5285800803473,-0.264215139897221,15.735369457024323,11.732630544686897,0.41347604537591554,0.28103880045986834,0.14365933000860517,3.461266878957902,9.585831150722793
2018,3,2018-03-01,2018-04-26,2688,"(1, 0, 1)","(1, 0, 2, 48)",30319.41952461565,-15141.581624428469,208218.2077510731,0.050452827619497896,0.982135595096042,0.31809306380439956,0.9896312723144003,-0.6348599456711439,-0.18551292025092933,1064.2292297001638,0.3994891908637763,8.682239861370757,10.891931695381604,-0.3587643626596204,7.47095210922619,8.759886728017674,0.1323842744085404,0.4017645749763069,0.29448627362384105,7.590964702370281,3.2685766625070025
2018,6,2018-06-01,2018-07-27,2688,"(1, 0, 1)","(1, 0, 2, 48)",30560.466900321608,-15262.105312281448,107447.4927437082,0.027591580686227985,0.9757836673131756,0.3274217151572851,0.9999289591524393,-0.7796729369650854,-0.2016428191475077,32080.06289614391,0.04189636593326895,-60.16583210838493,-9.69367140024761,-0.09842542567798773,-11.76804853760515,1.0163133727048397,-1.090976790093361,0.31009366732012245,0.4522532164697134,14.666370422017973,-5.939741389152501
2018,9,2018-09-01,2018-10-27,2688,"(1, 0, 1)","(1, 0, 2, 48)",30278.55168005206,-15121.147702146674,218650.2975724564,0.05653033772154148,0.9749143447039545,0.3341716200564266,0.9933780974756969,-0.6980499764953401,-0.1566245182865833,-7746.892562433611,0.11529938427826636,27.480751120147062,-5.40270620891792,-0.38346851957044237,0.13315170916757135,3.387939828487692,-0.23628865110900854,-0.08053265937323931,0.38175951163834165,12.436451499199588,4.741113058175856
