,DAILY_RAINFALL,DATE
3900,7.8,2020-09-05
3901,0.0,2020-09-06
3902,0.0,2020-09-07
3903,0.0,2020-09-08
3904,1.2,2020-09-09
3905,6.2,2020-09-10
3906,0.0,2020-09-11
3907,0.0,2020-09-12
3908,0.0,2020-09-13
3909,0.2,2020-09-14
3910,0.0,2020-09-15
3911,0.0,2020-09-16
3912,0.0,2020-09-17
3913,0.0,2020-09-18
3914,0.4,2020-09-19
3915,4.8,2020-09-20
3916,9.0,2020-09-21
3917,0.0,2020-09-22
3918,0.0,2020-09-23
3919,0.0,2020-09-24
3920,0.0,2020-09-25
3921,1.4,2020-09-26
3922,0.0,2020-09-27
3923,0.0,2020-09-28
3924,0.0,2020-09-29
3925,0.0,2020-09-30
3926,1.4,2020-10-01
3927,0.0,2020-10-02
3928,0.0,2020-10-03
3929,0.0,2020-10-04
3930,0.0,2020-10-05
3931,0.0,2020-10-06
3932,0.0,2020-10-07
3933,0.8,2020-10-08
3934,0.0,2020-10-09
3935,0.0,2020-10-10
3936,0.0,2020-10-11
3937,0.0,2020-10-12
3938,0.0,2020-10-13
3939,0.0,2020-10-14
3940,0.0,2020-10-15
3941,0.0,2020-10-16
3942,0.0,2020-10-17
3943,1.8,2020-10-18
3944,3.2,2020-10-19
3945,0.0,2020-10-20
3946,0.0,2020-10-21
3947,0.0,2020-10-22
3948,0.0,2020-10-23
3949,4.0,2020-10-24
3950,22.6,2020-10-25
3951,15.8,2020-10-26
3952,11.4,2020-10-27
3953,0.0,2020-10-28
3954,4.0,2020-10-29
3955,0.4,2020-10-30
3956,2.4,2020-10-31
3957,10.8,2020-11-01
3958,3.8,2020-11-02
3959,0.0,2020-11-03
3960,0.0,2020-11-04
3961,3.2,2020-11-05
3962,16.0,2020-11-06
3963,0.0,2020-11-07
3964,0.0,2020-11-08
3965,0.0,2020-11-09
3966,0.0,2020-11-10
3967,0.0,2020-11-11
3968,0.0,2020-11-12
3969,4.2,2020-11-13
3970,5.4,2020-11-14
3971,0.0,2020-11-15
3972,0.0,2020-11-16
3973,0.0,2020-11-17
3974,0.0,2020-11-18
3975,0.0,2020-11-19
3976,0.0,2020-11-20
3977,0.0,2020-11-21
3978,0.2,2020-11-22
3979,1.2,2020-11-23
3980,1.2,2020-11-24
3981,1.2,2020-11-25
3982,0.0,2020-11-26
3983,0.0,2020-11-27
3984,0.0,2020-11-28
3985,0.0,2020-11-29
3986,0.0,2020-11-30
3987,0.0,2020-12-01
3988,2.2,2020-12-02
3989,0.4,2020-12-03
3990,0.0,2020-12-04
3991,0.0,2020-12-05
3992,7.0,2020-12-06
3993,0.0,2020-12-07
3994,0.0,2020-12-08
3995,0.0,2020-12-09
3996,0.0,2020-12-10
3997,0.0,2020-12-11
3998,0.0,2020-12-12
3999,3.6,2020-12-13
4000,0.8,2020-12-14
4001,7.4,2020-12-15
4002,7.0,2020-12-16
4003,1.8,2020-12-17
4004,8.2,2020-12-18
4005,0.4,2020-12-19
4006,0.32,2020-12-20
4007,0.24000000000000002,2020-12-21
4008,0.16000000000000003,2020-12-22
4009,0.08000000000000002,2020-12-23
4010,0.0,2020-12-24
4011,0.0,2020-12-25
4012,1.2,2020-12-26
4013,3.2,2020-12-27
4014,0.2,2020-12-28
4015,16.8,2020-12-29
4016,2.8,2020-12-30
4017,0.0,2020-12-31
4018,0.0,2021-01-01
4019,0.2,2021-01-02
4020,2.6,2021-01-03
4021,0.4,2021-01-04
4022,6.0,2021-01-05
4023,7.0,2021-01-06
4024,0.0,2021-01-07
4025,3.6,2021-01-08
4026,0.2,2021-01-09
4027,0.0,2021-01-10
4028,0.0,2021-01-11
4029,0.0,2021-01-12
4030,0.0,2021-01-13
4031,0.0,2021-01-14
4032,0.0,2021-01-15
4033,0.0,2021-01-16
4034,0.0,2021-01-17
4035,0.0,2021-01-18
4036,0.0,2021-01-19
4037,0.6,2021-01-20
4038,0.0,2021-01-21
4039,0.0,2021-01-22
4040,0.0,2021-01-23
4041,0.0,2021-01-24
4042,0.0,2021-01-25
4043,0.0,2021-01-26
4044,0.0,2021-01-27
4045,5.6,2021-01-28
4046,5.6,2021-01-29
4047,8.0,2021-01-30
4048,0.8,2021-01-31
4049,0.0,2021-02-01
4050,28.2,2021-02-02
4051,0.0,2021-02-03
4052,0.0,2021-02-04
4053,0.0,2021-02-05
4054,0.0,2021-02-06
4055,1.4,2021-02-07
4056,0.0,2021-02-08
4057,0.0,2021-02-09
4058,0.0,2021-02-10
4059,0.0,2021-02-11
4060,0.0,2021-02-12
4061,16.4,2021-02-13
4062,12.6,2021-02-14
4063,0.0,2021-02-15
4064,6.0,2021-02-16
4065,4.0,2021-02-17
4066,0.6,2021-02-18
4067,3.0,2021-02-19
4068,0.4,2021-02-20
4069,0.0,2021-02-21
4070,0.0,2021-02-22
4071,0.0,2021-02-23
4072,4.4,2021-02-24
4073,3.0,2021-02-25
4074,1.8,2021-02-26
4075,0.0,2021-02-27
4076,0.2,2021-02-28
4077,0.0,2021-03-01
4078,0.0,2021-03-02
4079,0.0,2021-03-03
4080,0.0,2021-03-04
4081,0.0,2021-03-05
4082,0.0,2021-03-06
4083,0.0,2021-03-07
4084,0.0,2021-03-08
4085,1.0,2021-03-09
4086,0.0,2021-03-10
4087,0.0,2021-03-11
4088,1.0,2021-03-12
4089,2.0,2021-03-13
4090,15.8,2021-03-14
4091,9.4,2021-03-15
4092,0.0,2021-03-16
4093,7.0,2021-03-17
4094,7.4,2021-03-18
