,DAILY_RAINFALL,DATE
0,0.2,2010-01-01
1,0.0,2010-01-02
2,15.2,2010-01-03
3,0.2,2010-01-04
4,0.0,2010-01-05
5,0.0,2010-01-06
6,0.0,2010-01-07
7,0.4,2010-01-08
8,0.0,2010-01-09
9,0.0,2010-01-10
10,0.0,2010-01-11
11,0.0,2010-01-12
12,0.0,2010-01-13
13,8.2,2010-01-14
14,0.0,2010-01-15
15,0.0,2010-01-16
16,0.0,2010-01-17
17,0.2,2010-01-18
18,0.0,2010-01-19
19,0.0,2010-01-20
20,0.0,2010-01-21
21,0.0,2010-01-22
22,0.0,2010-01-23
23,3.2,2010-01-24
24,0.0,2010-01-25
25,0.0,2010-01-26
26,0.0,2010-01-27
27,0.8,2010-01-28
28,13.4,2010-01-29
29,0.4,2010-01-30
30,0.0,2010-01-31
31,0.6,2010-02-01
32,0.0,2010-02-02
33,23.0,2010-02-03
34,10.6,2010-02-04
35,7.8,2010-02-05
36,37.0,2010-02-06
37,21.7,2010-02-07
38,6.4,2010-02-08
39,1.0,2010-02-09
40,0.5,2010-02-10
41,0.0,2010-02-11
42,0.0,2010-02-12
43,3.533333333333333,2010-02-13
44,7.066666666666666,2010-02-14
45,10.6,2010-02-15
46,0.0,2010-02-16
47,0.0,2010-02-17
48,0.0,2010-02-18
49,0.0,2010-02-19
50,0.0,2010-02-20
51,0.0,2010-02-21
52,0.0,2010-02-22
53,0.0,2010-02-23
54,0.0,2010-02-24
55,0.0,2010-02-25
56,0.0,2010-02-26
57,0.0,2010-02-27
58,0.0,2010-02-28
59,4.4,2010-03-01
60,1.4,2010-03-02
61,0.0,2010-03-03
62,7.3999999999999995,2010-03-04
63,14.799999999999999,2010-03-05
64,22.2,2010-03-06
65,0.2,2010-03-07
66,0.8,2010-03-08
67,0.2,2010-03-09
68,0.0,2010-03-10
69,0.0,2010-03-11
70,0.0,2010-03-12
71,0.0,2010-03-13
72,1.4,2010-03-14
73,0.0,2010-03-15
74,0.0,2010-03-16
75,0.0,2010-03-17
76,0.0,2010-03-18
77,0.0,2010-03-19
78,0.0,2010-03-20
79,0.0,2010-03-21
80,0.0,2010-03-22
81,0.0,2010-03-23
82,0.0,2010-03-24
83,0.0,2010-03-25
84,0.0,2010-03-26
85,0.0,2010-03-27
86,0.0,2010-03-28
87,0.0,2010-03-29
88,6.0,2010-03-30
89,63.0,2010-03-31
90,0.0,2010-04-01
91,0.0,2010-04-02
92,0.0,2010-04-03
93,2.6,2010-04-04
94,0.4,2010-04-05
95,0.0,2010-04-06
96,0.6666666666666666,2010-04-07
97,1.3333333333333333,2010-04-08
98,2.0,2010-04-09
99,0.0,2010-04-10
100,0.0,2010-04-11
101,0.0,2010-04-12
102,0.0,2010-04-13
103,0.0,2010-04-14
104,0.0,2010-04-15
105,0.0,2010-04-16
106,0.0,2010-04-17
107,0.0,2010-04-18
108,0.0,2010-04-19
109,0.0,2010-04-20
110,0.0,2010-04-21
111,0.0,2010-04-22
112,0.0,2010-04-23
113,0.0,2010-04-24
114,0.0,2010-04-25
115,0.0,2010-04-26
116,0.0,2010-04-27
117,0.0,2010-04-28
118,0.0,2010-04-29
119,0.0,2010-04-30
120,0.0,2010-05-01
121,0.0,2010-05-02
122,0.0,2010-05-03
123,0.0,2010-05-04
124,0.0,2010-05-05
125,1.0,2010-05-06
126,0.0,2010-05-07
127,0.0,2010-05-08
128,0.0,2010-05-09
129,0.0,2010-05-10
130,0.0,2010-05-11
131,0.0,2010-05-12
132,0.0,2010-05-13
133,0.0,2010-05-14
134,0.0,2010-05-15
135,0.0,2010-05-16
136,0.2,2010-05-17
137,20.6,2010-05-18
138,7.4,2010-05-19
139,3.7,2010-05-20
140,0.0,2010-05-21
141,0.4,2010-05-22
142,0.0,2010-05-23
143,0.0,2010-05-24
144,2.4,2010-05-25
145,9.0,2010-05-26
146,35.2,2010-05-27
147,2.4,2010-05-28
148,3.2,2010-05-29
149,8.5,2010-05-30
150,13.8,2010-05-31
151,6.9,2010-06-01
152,0.0,2010-06-02
153,17.6,2010-06-03
154,35.2,2010-06-04
155,19.8,2010-06-05
156,0.0,2010-06-06
157,0.2,2010-06-07
158,0.0,2010-06-08
159,0.0,2010-06-09
160,0.0,2010-06-10
161,0.0,2010-06-11
162,0.0,2010-06-12
163,0.0,2010-06-13
164,0.0,2010-06-14
165,0.0,2010-06-15
166,0.0,2010-06-16
167,0.0,2010-06-17
168,0.0,2010-06-18
169,0.0,2010-06-19
170,0.0,2010-06-20
171,0.0,2010-06-21
172,0.0,2010-06-22
173,0.2,2010-06-23
174,18.8,2010-06-24
175,0.0,2010-06-25
176,3.4,2010-06-26
177,0.0,2010-06-27
178,0.0,2010-06-28
179,0.0,2010-06-29
180,0.0,2010-06-30
181,0.0,2010-07-01
182,0.0,2010-07-02
183,0.8,2010-07-03
184,0.0,2010-07-04
185,0.0,2010-07-05
186,0.6,2010-07-06
187,0.0,2010-07-07
188,0.0,2010-07-08
189,0.6,2010-07-09
190,1.4,2010-07-10
191,0.0,2010-07-11
192,0.6,2010-07-12
193,0.0,2010-07-13
194,2.8,2010-07-14
195,0.0,2010-07-15
196,0.0,2010-07-16
197,0.0,2010-07-17
198,0.0,2010-07-18
199,0.0,2010-07-19
200,1.0,2010-07-20
201,2.0,2010-07-21
202,0.0,2010-07-22
203,0.0,2010-07-23
204,0.4,2010-07-24
205,0.2,2010-07-25
206,6.2,2010-07-26
207,0.0,2010-07-27
208,3.6,2010-07-28
209,21.2,2010-07-29
210,4.2,2010-07-30
211,2.1,2010-07-31
212,0.0,2010-08-01
213,0.0,2010-08-02
214,9.0,2010-08-03
215,0.0,2010-08-04
216,0.0,2010-08-05
217,0.0,2010-08-06
218,0.0,2010-08-07
219,0.0,2010-08-08
220,0.0,2010-08-09
221,4.2,2010-08-10
222,5.8,2010-08-11
223,0.0,2010-08-12
224,0.0,2010-08-13
225,0.0,2010-08-14
226,0.0,2010-08-15
227,0.8,2010-08-16
228,0.0,2010-08-17
229,0.0,2010-08-18
230,5.0,2010-08-19
231,0.0,2010-08-20
232,0.0,2010-08-21
233,0.0,2010-08-22
234,0.0,2010-08-23
235,0.0,2010-08-24
236,0.0,2010-08-25
237,0.0,2010-08-26
238,0.0,2010-08-27
239,0.0,2010-08-28
240,0.0,2010-08-29
241,0.0,2010-08-30
242,0.0,2010-08-31
243,0.0,2010-09-01
244,0.4,2010-09-02
245,4.2,2010-09-03
246,16.4,2010-09-04
247,0.4,2010-09-05
248,0.0,2010-09-06
249,0.0,2010-09-07
250,0.0,2010-09-08
251,0.0,2010-09-09
252,4.4,2010-09-10
253,0.2,2010-09-11
254,0.0,2010-09-12
255,0.0,2010-09-13
256,0.0,2010-09-14
257,18.8,2010-09-15
258,0.0,2010-09-16
259,0.0,2010-09-17
260,0.0,2010-09-18
261,0.0,2010-09-19
262,0.0,2010-09-20
263,0.4,2010-09-21
264,0.0,2010-09-22
265,0.0,2010-09-23
266,0.0,2010-09-24
267,0.0,2010-09-25
268,0.0,2010-09-26
269,0.0,2010-09-27
270,0.2,2010-09-28
271,0.0,2010-09-29
272,0.0,2010-09-30
273,0.0,2010-10-01
274,0.0,2010-10-02
275,15.4,2010-10-03
276,16.8,2010-10-04
277,4.0,2010-10-05
278,0.0,2010-10-06
279,0.2,2010-10-07
280,0.0,2010-10-08
281,0.0,2010-10-09
282,0.6,2010-10-10
283,1.0,2010-10-11
284,1.2,2010-10-12
285,0.0,2010-10-13
286,2.0,2010-10-14
287,0.0,2010-10-15
288,0.6,2010-10-16
289,0.0,2010-10-17
290,0.0,2010-10-18
291,4.6,2010-10-19
292,0.0,2010-10-20
293,0.0,2010-10-21
294,0.0,2010-10-22
295,0.0,2010-10-23
296,7.6,2010-10-24
297,11.2,2010-10-25
298,0.0,2010-10-26
299,0.0,2010-10-27
300,4.2,2010-10-28
301,0.0,2010-10-29
302,0.0,2010-10-30
303,0.0,2010-10-31
304,0.0,2010-11-01
305,45.4,2010-11-02
306,0.0,2010-11-03
307,0.4,2010-11-04
308,9.8,2010-11-05
309,4.2,2010-11-06
310,2.6,2010-11-07
311,0.0,2010-11-08
312,22.4,2010-11-09
313,0.0,2010-11-10
314,2.6,2010-11-11
315,0.2,2010-11-12
316,0.0,2010-11-13
317,0.0,2010-11-14
318,0.0,2010-11-15
319,20.0,2010-11-16
320,0.0,2010-11-17
321,0.0,2010-11-18
322,0.0,2010-11-19
323,0.0,2010-11-20
324,0.0,2010-11-21
325,0.0,2010-11-22
326,0.0,2010-11-23
327,0.0,2010-11-24
328,0.0,2010-11-25
329,0.0,2010-11-26
330,0.0,2010-11-27
331,0.0,2010-11-28
332,6.4,2010-11-29
333,9.8,2010-11-30
334,16.6,2010-12-01
335,15.8,2010-12-02
336,1.4,2010-12-03
337,0.2,2010-12-04
338,0.4,2010-12-05
339,0.0,2010-12-06
340,3.0,2010-12-07
341,0.0,2010-12-08
342,0.6,2010-12-09
343,1.4,2010-12-10
344,0.4,2010-12-11
345,0.0,2010-12-12
346,0.0,2010-12-13
347,0.0,2010-12-14
348,0.0,2010-12-15
349,0.0,2010-12-16
350,14.4,2010-12-17
351,0.0,2010-12-18
352,0.0,2010-12-19
353,5.0,2010-12-20
354,0.0,2010-12-21
355,0.0,2010-12-22
356,0.0,2010-12-23
357,0.0,2010-12-24
358,0.0,2010-12-25
359,2.2,2010-12-26
360,14.4,2010-12-27
361,1.2,2010-12-28
362,0.0,2010-12-29
363,0.0,2010-12-30
364,0.0,2010-12-31
365,0.0,2011-01-01
366,0.0,2011-01-02
367,2.2,2011-01-03
368,3.8,2011-01-04
369,0.0,2011-01-05
370,0.0,2011-01-06
371,0.0,2011-01-07
372,4.6,2011-01-08
373,6.4,2011-01-09
374,7.8,2011-01-10
375,0.4,2011-01-11
376,8.0,2011-01-12
377,0.0,2011-01-13
378,0.0,2011-01-14
379,1.0,2011-01-15
380,0.0,2011-01-16
381,0.0,2011-01-17
382,0.0,2011-01-18
383,0.0,2011-01-19
384,0.0,2011-01-20
385,0.0,2011-01-21
386,0.0,2011-01-22
387,0.0,2011-01-23
388,0.0,2011-01-24
389,0.0,2011-01-25
390,0.0,2011-01-26
391,0.0,2011-01-27
392,0.0,2011-01-28
393,0.0,2011-01-29
394,0.0,2011-01-30
395,0.0,2011-01-31
396,0.0,2011-02-01
397,0.0,2011-02-02
398,0.0,2011-02-03
399,0.0,2011-02-04
400,0.0,2011-02-05
401,0.0,2011-02-06
402,0.2,2011-02-07
403,0.0,2011-02-08
404,0.0,2011-02-09
405,0.0,2011-02-10
406,0.0,2011-02-11
407,1.2,2011-02-12
408,15.2,2011-02-13
409,0.0,2011-02-14
410,0.4,2011-02-15
411,0.8,2011-02-16
412,0.0,2011-02-17
413,0.0,2011-02-18
414,0.0,2011-02-19
415,0.0,2011-02-20
416,0.0,2011-02-21
417,0.0,2011-02-22
418,0.0,2011-02-23
419,0.0,2011-02-24
420,0.0,2011-02-25
421,0.0,2011-02-26
422,0.0,2011-02-27
423,0.8,2011-02-28
424,0.2,2011-03-01
425,0.0,2011-03-02
426,0.2,2011-03-03
427,0.0,2011-03-04
428,0.0,2011-03-05
429,0.4,2011-03-06
430,0.0,2011-03-07
431,0.0,2011-03-08
432,0.0,2011-03-09
433,0.0,2011-03-10
434,0.0,2011-03-11
435,0.2,2011-03-12
436,0.0,2011-03-13
437,0.0,2011-03-14
438,0.0,2011-03-15
439,0.6,2011-03-16
440,3.8,2011-03-17
441,0.0,2011-03-18
442,2.2,2011-03-19
443,54.4,2011-03-20
444,13.8,2011-03-21
445,11.4,2011-03-22
446,8.8,2011-03-23
447,0.0,2011-03-24
448,0.0,2011-03-25
449,0.2,2011-03-26
450,0.0,2011-03-27
451,2.0,2011-03-28
452,0.2,2011-03-29
453,0.0,2011-03-30
454,2.2,2011-03-31
455,0.4,2011-04-01
456,0.2,2011-04-02
457,0.0,2011-04-03
458,0.0,2011-04-04
459,8.2,2011-04-05
460,3.6,2011-04-06
461,0.4,2011-04-07
462,0.0,2011-04-08
463,0.0,2011-04-09
464,0.0,2011-04-10
465,8.4,2011-04-11
466,0.0,2011-04-12
467,0.0,2011-04-13
468,0.0,2011-04-14
469,0.0,2011-04-15
470,12.0,2011-04-16
471,18.0,2011-04-17
472,0.0,2011-04-18
473,0.0,2011-04-19
474,0.0,2011-04-20
475,0.0,2011-04-21
476,0.0,2011-04-22
477,0.4,2011-04-23
478,0.0,2011-04-24
479,6.8,2011-04-25
480,6.2,2011-04-26
481,4.2,2011-04-27
482,10.6,2011-04-28
483,11.4,2011-04-29
484,9.2,2011-04-30
485,6.4,2011-05-01
486,0.0,2011-05-02
487,0.4,2011-05-03
488,0.0,2011-05-04
489,0.0,2011-05-05
490,0.0,2011-05-06
491,0.0,2011-05-07
492,0.0,2011-05-08
493,0.0,2011-05-09
494,0.0,2011-05-10
495,0.0,2011-05-11
496,0.0,2011-05-12
497,0.0,2011-05-13
498,0.0,2011-05-14
499,0.0,2011-05-15
500,0.0,2011-05-16
501,0.0,2011-05-17
502,0.0,2011-05-18
503,0.0,2011-05-19
504,0.0,2011-05-20
505,0.0,2011-05-21
506,0.0,2011-05-22
507,1.0,2011-05-23
508,0.0,2011-05-24
509,1.4,2011-05-25
510,0.0,2011-05-26
511,0.0,2011-05-27
512,0.0,2011-05-28
513,0.0,2011-05-29
514,13.6,2011-05-30
515,60.0,2011-05-31
516,16.6,2011-06-01
517,2.4,2011-06-02
518,0.0,2011-06-03
519,0.0,2011-06-04
520,0.2,2011-06-05
521,0.0,2011-06-06
522,0.0,2011-06-07
523,0.4,2011-06-08
524,0.0,2011-06-09
525,0.0,2011-06-10
526,1.4,2011-06-11
527,1.2,2011-06-12
528,3.6,2011-06-13
529,7.0,2011-06-14
530,4.6,2011-06-15
531,9.2,2011-06-16
532,0.0,2011-06-17
533,0.0,2011-06-18
534,0.0,2011-06-19
535,0.0,2011-06-20
536,0.0,2011-06-21
537,0.0,2011-06-22
538,0.0,2011-06-23
539,0.0,2011-06-24
540,0.0,2011-06-25
541,0.0,2011-06-26
542,0.0,2011-06-27
543,0.0,2011-06-28
544,0.8,2011-06-29
545,2.6,2011-06-30
546,1.2,2011-07-01
547,1.2,2011-07-02
548,0.0,2011-07-03
549,0.0,2011-07-04
550,2.2,2011-07-05
551,0.0,2011-07-06
552,0.0,2011-07-07
553,0.0,2011-07-08
554,0.0,2011-07-09
555,0.0,2011-07-10
556,0.0,2011-07-11
557,0.0,2011-07-12
558,0.0,2011-07-13
559,0.0,2011-07-14
560,0.0,2011-07-15
561,2.4,2011-07-16
562,1.0,2011-07-17
563,0.0,2011-07-18
564,0.0,2011-07-19
565,21.4,2011-07-20
566,7.6,2011-07-21
567,50.0,2011-07-22
568,23.6,2011-07-23
569,1.0,2011-07-24
570,0.2,2011-07-25
571,0.0,2011-07-26
572,0.0,2011-07-27
573,0.0,2011-07-28
574,0.0,2011-07-29
575,0.0,2011-07-30
576,0.0,2011-07-31
577,0.0,2011-08-01
578,0.0,2011-08-02
579,0.0,2011-08-03
580,0.0,2011-08-04
581,0.0,2011-08-05
582,0.0,2011-08-06
583,1.2,2011-08-07
584,1.2,2011-08-08
585,0.0,2011-08-09
586,0.0,2011-08-10
587,0.0,2011-08-11
588,8.4,2011-08-12
589,0.0,2011-08-13
590,0.4,2011-08-14
591,0.0,2011-08-15
592,0.0,2011-08-16
593,0.0,2011-08-17
594,8.4,2011-08-18
595,0.8,2011-08-19
596,13.6,2011-08-20
597,2.0,2011-08-21
598,0.0,2011-08-22
599,0.2,2011-08-23
600,0.0,2011-08-24
601,0.0,2011-08-25
602,0.0,2011-08-26
603,0.0,2011-08-27
604,0.0,2011-08-28
605,0.0,2011-08-29
606,0.0,2011-08-30
607,0.0,2011-08-31
608,0.0,2011-09-01
609,0.0,2011-09-02
610,0.0,2011-09-03
611,0.0,2011-09-04
612,0.0,2011-09-05
613,0.0,2011-09-06
614,1.2,2011-09-07
615,0.0,2011-09-08
616,13.8,2011-09-09
617,1.6,2011-09-10
618,0.0,2011-09-11
619,0.2,2011-09-12
620,0.0,2011-09-13
621,0.0,2011-09-14
622,0.0,2011-09-15
623,0.0,2011-09-16
624,0.0,2011-09-17
625,0.0,2011-09-18
626,0.0,2011-09-19
627,0.0,2011-09-20
628,0.0,2011-09-21
629,0.0,2011-09-22
630,0.0,2011-09-23
631,0.0,2011-09-24
632,15.6,2011-09-25
633,27.8,2011-09-26
634,0.0,2011-09-27
635,0.0,2011-09-28
636,5.6,2011-09-29
637,0.0,2011-09-30
638,0.0,2011-10-01
639,3.4,2011-10-02
640,8.2,2011-10-03
641,0.0,2011-10-04
642,0.0,2011-10-05
643,0.0,2011-10-06
644,2.2,2011-10-07
645,0.6,2011-10-08
646,0.8,2011-10-09
647,0.0,2011-10-10
648,0.0,2011-10-11
649,0.0,2011-10-12
650,0.0,2011-10-13
651,0.0,2011-10-14
652,0.6,2011-10-15
653,0.0,2011-10-16
654,0.0,2011-10-17
655,0.0,2011-10-18
656,0.0,2011-10-19
657,0.0,2011-10-20
658,0.0,2011-10-21
659,0.0,2011-10-22
660,0.0,2011-10-23
661,0.0,2011-10-24
662,3.0,2011-10-25
663,5.4,2011-10-26
664,3.4,2011-10-27
665,0.0,2011-10-28
666,0.0,2011-10-29
667,0.0,2011-10-30
668,0.0,2011-10-31
669,0.0,2011-11-01
670,0.0,2011-11-02
671,7.0,2011-11-03
672,6.6,2011-11-04
673,0.2,2011-11-05
674,0.0,2011-11-06
675,0.6,2011-11-07
676,7.8,2011-11-08
677,9.2,2011-11-09
678,0.2,2011-11-10
679,0.4,2011-11-11
680,0.0,2011-11-12
681,0.0,2011-11-13
682,0.0,2011-11-14
683,0.0,2011-11-15
684,0.0,2011-11-16
685,10.2,2011-11-17
686,2.2,2011-11-18
687,0.0,2011-11-19
688,0.0,2011-11-20
689,3.2,2011-11-21
690,6.4,2011-11-22
691,33.6,2011-11-23
692,13.0,2011-11-24
693,7.4,2011-11-25
694,31.6,2011-11-26
695,5.6,2011-11-27
696,0.0,2011-11-28
697,0.0,2011-11-29
698,0.0,2011-11-30
699,1.8,2011-12-01
700,1.0,2011-12-02
701,0.2,2011-12-03
702,0.0,2011-12-04
703,3.2,2011-12-05
704,2.8,2011-12-06
705,0.0,2011-12-07
706,15.6,2011-12-08
707,1.0,2011-12-09
708,0.0,2011-12-10
709,0.0,2011-12-11
710,28.6,2011-12-12
711,5.8,2011-12-13
712,0.0,2011-12-14
713,0.0,2011-12-15
714,0.0,2011-12-16
715,0.0,2011-12-17
716,0.0,2011-12-18
717,0.0,2011-12-19
718,15.8,2011-12-20
719,0.0,2011-12-21
720,0.0,2011-12-22
721,5.2,2011-12-23
722,30.8,2011-12-24
723,0.0,2011-12-25
724,0.0,2011-12-26
725,0.0,2011-12-27
726,0.0,2011-12-28
727,0.0,2011-12-29
728,0.0,2011-12-30
729,0.0,2011-12-31
730,0.0,2012-01-01
731,0.0,2012-01-02
732,0.0,2012-01-03
733,0.0,2012-01-04
734,0.0,2012-01-05
735,0.0,2012-01-06
736,0.0,2012-01-07
737,0.2,2012-01-08
738,11.8,2012-01-09
739,0.0,2012-01-10
740,0.0,2012-01-11
741,0.0,2012-01-12
742,0.2,2012-01-13
743,3.2,2012-01-14
744,5.0,2012-01-15
745,2.2,2012-01-16
746,25.2,2012-01-17
747,0.0,2012-01-18
748,0.0,2012-01-19
749,0.0,2012-01-20
750,0.0,2012-01-21
751,5.8,2012-01-22
752,0.8,2012-01-23
753,0.0,2012-01-24
754,1.6,2012-01-25
755,31.6,2012-01-26
756,2.6,2012-01-27
757,0.8,2012-01-28
758,0.0,2012-01-29
759,3.6,2012-01-30
760,0.0,2012-01-31
761,20.6,2012-02-01
762,4.4,2012-02-02
763,27.4,2012-02-03
764,29.4,2012-02-04
765,0.2,2012-02-05
766,0.0,2012-02-06
767,0.2,2012-02-07
768,0.0,2012-02-08
769,0.6,2012-02-09
770,8.4,2012-02-10
771,0.2,2012-02-11
772,13.8,2012-02-12
773,15.8,2012-02-13
774,0.0,2012-02-14
775,0.0,2012-02-15
776,0.0,2012-02-16
777,0.0,2012-02-17
778,5.2,2012-02-18
779,0.2,2012-02-19
780,16.0,2012-02-20
781,5.2,2012-02-21
782,0.2,2012-02-22
783,0.0,2012-02-23
784,0.0,2012-02-24
785,0.0,2012-02-25
786,0.0,2012-02-26
787,0.0,2012-02-27
788,0.0,2012-02-28
789,5.2,2012-02-29
790,24.2,2012-03-01
791,12.0,2012-03-02
792,11.4,2012-03-03
793,3.0,2012-03-04
794,10.6,2012-03-05
795,0.0,2012-03-06
796,0.0,2012-03-07
797,89.6,2012-03-08
798,4.8,2012-03-09
799,0.0,2012-03-10
800,0.0,2012-03-11
801,0.0,2012-03-12
802,0.0,2012-03-13
803,0.0,2012-03-14
804,0.0,2012-03-15
805,0.0,2012-03-16
806,37.8,2012-03-17
807,1.2,2012-03-18
808,2.8,2012-03-19
809,6.2,2012-03-20
810,0.2,2012-03-21
811,0.0,2012-03-22
812,4.0,2012-03-23
813,0.2,2012-03-24
814,0.0,2012-03-25
815,0.0,2012-03-26
816,0.0,2012-03-27
817,0.0,2012-03-28
818,0.0,2012-03-29
819,0.2,2012-03-30
820,0.0,2012-03-31
821,0.0,2012-04-01
822,2.6,2012-04-02
823,0.0,2012-04-03
824,0.0,2012-04-04
825,0.0,2012-04-05
826,0.0,2012-04-06
827,0.0,2012-04-07
828,0.0,2012-04-08
829,9.4,2012-04-09
830,0.0,2012-04-10
831,0.0,2012-04-11
832,2.4,2012-04-12
833,0.2,2012-04-13
834,0.0,2012-04-14
835,0.0,2012-04-15
836,0.0,2012-04-16
837,3.2,2012-04-17
838,56.6,2012-04-18
839,77.4,2012-04-19
840,6.2,2012-04-20
841,0.0,2012-04-21
842,0.0,2012-04-22
843,0.8,2012-04-23
844,2.4,2012-04-24
845,1.8,2012-04-25
846,0.0,2012-04-26
847,0.0,2012-04-27
848,0.0,2012-04-28
849,0.0,2012-04-29
850,0.0,2012-04-30
851,0.0,2012-05-01
852,0.0,2012-05-02
853,2.2,2012-05-03
854,0.0,2012-05-04
855,0.0,2012-05-05
856,0.0,2012-05-06
857,0.0,2012-05-07
858,0.0,2012-05-08
859,0.0,2012-05-09
860,0.0,2012-05-10
861,0.0,2012-05-11
862,0.0,2012-05-12
863,0.0,2012-05-13
864,0.0,2012-05-14
865,0.0,2012-05-15
866,0.0,2012-05-16
867,0.0,2012-05-17
868,0.0,2012-05-18
869,0.0,2012-05-19
870,0.0,2012-05-20
871,0.0,2012-05-21
872,0.0,2012-05-22
873,0.0,2012-05-23
874,0.0,2012-05-24
875,10.4,2012-05-25
876,0.0,2012-05-26
877,0.0,2012-05-27
878,0.0,2012-05-28
879,1.4,2012-05-29
880,0.0,2012-05-30
881,0.2,2012-05-31
882,0.0,2012-06-01
883,0.0,2012-06-02
884,8.0,2012-06-03
885,6.4,2012-06-04
886,0.0,2012-06-05
887,15.8,2012-06-06
888,0.6,2012-06-07
889,0.0,2012-06-08
890,0.0,2012-06-09
891,0.4,2012-06-10
892,28.8,2012-06-11
893,56.4,2012-06-12
894,2.6,2012-06-13
895,0.4,2012-06-14
896,0.0,2012-06-15
897,0.2,2012-06-16
898,9.2,2012-06-17
899,0.0,2012-06-18
900,0.0,2012-06-19
901,0.0,2012-06-20
902,0.0,2012-06-21
903,0.0,2012-06-22
904,0.0,2012-06-23
905,0.0,2012-06-24
906,0.0,2012-06-25
907,0.0,2012-06-26
908,0.0,2012-06-27
909,0.0,2012-06-28
910,0.0,2012-06-29
911,0.0,2012-06-30
912,0.0,2012-07-01
913,0.0,2012-07-02
914,0.0,2012-07-03
915,0.0,2012-07-04
916,0.0,2012-07-05
917,10.8,2012-07-06
918,1.2,2012-07-07
919,0.0,2012-07-08
920,0.0,2012-07-09
921,0.0,2012-07-10
922,6.8,2012-07-11
923,0.0,2012-07-12
924,1.0,2012-07-13
925,0.0,2012-07-14
926,0.0,2012-07-15
927,0.0,2012-07-16
928,0.0,2012-07-17
929,0.0,2012-07-18
930,0.0,2012-07-19
931,0.0,2012-07-20
932,0.0,2012-07-21
933,0.0,2012-07-22
934,2.2,2012-07-23
935,4.4,2012-07-24
936,1.6,2012-07-25
937,0.0,2012-07-26
938,0.0,2012-07-27
939,0.0,2012-07-28
940,0.0,2012-07-29
941,0.0,2012-07-30
942,0.0,2012-07-31
943,0.0,2012-08-01
944,0.0,2012-08-02
945,0.0,2012-08-03
946,0.0,2012-08-04
947,0.0,2012-08-05
948,0.0,2012-08-06
949,0.0,2012-08-07
950,0.0,2012-08-08
951,0.0,2012-08-09
952,0.0,2012-08-10
953,0.0,2012-08-11
954,0.0,2012-08-12
955,0.0,2012-08-13
956,0.0,2012-08-14
957,0.0,2012-08-15
958,0.0,2012-08-16
959,0.0,2012-08-17
960,0.0,2012-08-18
961,0.0,2012-08-19
962,0.0,2012-08-20
963,0.0,2012-08-21
964,0.0,2012-08-22
965,0.0,2012-08-23
966,6.8,2012-08-24
967,0.0,2012-08-25
968,0.0,2012-08-26
969,0.0,2012-08-27
970,0.0,2012-08-28
971,0.0,2012-08-29
972,0.0,2012-08-30
973,0.0,2012-08-31
974,1.2,2012-09-01
975,0.0,2012-09-02
976,0.0,2012-09-03
977,0.0,2012-09-04
978,0.0,2012-09-05
979,0.0,2012-09-06
980,0.0,2012-09-07
981,0.0,2012-09-08
982,0.0,2012-09-09
983,0.0,2012-09-10
984,0.0,2012-09-11
985,0.0,2012-09-12
986,0.0,2012-09-13
987,2.0,2012-09-14
988,0.0,2012-09-15
989,0.0,2012-09-16
990,0.0,2012-09-17
991,0.0,2012-09-18
992,1.2,2012-09-19
993,0.0,2012-09-20
994,0.0,2012-09-21
995,0.4,2012-09-22
996,0.0,2012-09-23
997,0.0,2012-09-24
998,0.0,2012-09-25
999,0.0,2012-09-26
1000,0.0,2012-09-27
1001,0.0,2012-09-28
1002,15.6,2012-09-29
1003,0.0,2012-09-30
1004,0.0,2012-10-01
1005,0.0,2012-10-02
1006,0.0,2012-10-03
1007,0.0,2012-10-04
1008,0.0,2012-10-05
1009,0.0,2012-10-06
1010,2.0,2012-10-07
1011,0.0,2012-10-08
1012,2.4,2012-10-09
1013,0.0,2012-10-10
1014,7.2,2012-10-11
1015,10.6,2012-10-12
1016,10.4,2012-10-13
1017,0.0,2012-10-14
1018,0.0,2012-10-15
1019,0.0,2012-10-16
1020,0.0,2012-10-17
1021,0.0,2012-10-18
1022,0.0,2012-10-19
1023,0.0,2012-10-20
1024,0.0,2012-10-21
1025,0.0,2012-10-22
1026,1.0,2012-10-23
1027,0.0,2012-10-24
1028,0.0,2012-10-25
1029,0.0,2012-10-26
1030,0.0,2012-10-27
1031,0.0,2012-10-28
1032,0.0,2012-10-29
1033,0.0,2012-10-30
1034,0.0,2012-10-31
1035,0.0,2012-11-01
1036,0.0,2012-11-02
1037,0.2,2012-11-03
1038,0.0,2012-11-04
1039,0.0,2012-11-05
1040,0.4,2012-11-06
1041,0.0,2012-11-07
1042,0.0,2012-11-08
1043,3.6,2012-11-09
1044,5.0,2012-11-10
1045,0.0,2012-11-11
1046,0.0,2012-11-12
1047,0.0,2012-11-13
1048,1.0,2012-11-14
1049,0.0,2012-11-15
1050,2.2,2012-11-16
1051,5.8,2012-11-17
1052,0.0,2012-11-18
1053,0.0,2012-11-19
1054,2.6,2012-11-20
1055,0.0,2012-11-21
1056,0.0,2012-11-22
1057,0.0,2012-11-23
1058,0.0,2012-11-24
1059,0.0,2012-11-25
1060,0.0,2012-11-26
1061,0.8,2012-11-27
1062,10.6,2012-11-28
1063,0.0,2012-11-29
1064,0.0,2012-11-30
1065,0.8,2012-12-01
1066,0.0,2012-12-02
1067,1.6,2012-12-03
