,date,true_peak,true_peak_time,pred_peak,pred_peak_time,Total Train MSE,Total Train MAE,Total Train MAPE,Total Val MSE,Total Val MAE,Total Val MAPE,Peak Val MSE,Peak Val MAE,Peak Val MAPE
0,2010-03-16,10262.78,15:30:00,10082.735,14:00:00,4605.886013922347,54.191046956380184,0.006352155140573531,48538.56026354924,177.06089477539066,0.020924113986090426,32416.07543098321,180.04464843750065,0.017543457858153505
1,2010-04-05,8838.39,18:30:00,8224.986,18:30:00,619.1910069070202,19.51035888671883,0.0027958868719952603,100598.6063142715,271.0349296061199,0.035017128391032985,376264.06466973195,613.4036718749994,0.06940219563461213
2,2010-04-25,8702.75,18:30:00,8927.605,18:30:00,569.5751594168731,18.66028767903644,0.002409154961114408,193898.1731050196,382.4775891113281,0.05106080822686653,50559.98182678223,224.85546875,0.02583728921892505
3,2010-05-15,9732.1,18:00:00,10393.19,18:00:00,829.541880085861,22.742494710286547,0.002505633366022295,528256.5776651964,617.1059875488281,0.07212076108086406,437040.5562244029,661.0904296874996,0.06792885704909522
4,2010-06-04,11191.34,18:00:00,11238.977,18:00:00,673.7770482107367,21.586927490234302,0.002397016464422156,21500.82349314078,128.88092041015625,0.013691933529870188,2269.242086816392,47.636562499999854,0.004256555738633609
5,2010-06-24,11362.0,18:00:00,11775.507,18:00:00,1100.430211239682,25.446966145833283,0.0026409595436215996,79948.23071060832,197.5982202148438,0.020363990651769543,170987.90336704254,413.5068359375,0.036393842275787715
6,2010-07-14,11364.2,18:30:00,11420.813,18:30:00,1188.195526126796,27.204031575520805,0.002869733413499815,141866.50156854137,342.7683528645832,0.03738187103661964,3205.0857284926547,56.61347656249927,0.00498173884325331
7,2010-08-03,11991.47,18:30:00,12494.53,18:30:00,1352.234955723548,26.712215576171843,0.002966341588912106,224537.50311355456,369.88796874999997,0.039580081739997816,253069.63871101293,503.06027343750065,0.04195150998480592
8,2010-08-23,11866.99,18:30:00,10621.967,18:30:00,689.1298978260419,21.556494547526068,0.002555153700422027,1734792.4626214441,1127.909150390625,0.11144059757244189,1550082.7763196344,1245.0232031249998,0.10491482702226933
9,2010-09-12,9477.37,19:00:00,9386.55,19:00:00,310.2464570422932,13.682962646484498,0.0016642605720153757,132609.14766463605,300.70324381510426,0.03862045149183963,8248.307876600793,90.8201953125008,0.009582847911657009
10,2010-10-02,8982.51,18:30:00,9658.871,09:30:00,569.2747424956821,19.126191406250104,0.0022208717902587067,718013.9042443448,772.915343424479,0.09856111290202162,457464.329138696,676.3610937499998,0.0752975608989024
11,2010-10-22,9467.29,09:30:00,9277.554,13:00:00,465.83821452489957,17.0173881022136,0.00205403111364888,28415.398964628028,117.64868774414066,0.013382296236083885,35999.85938720889,189.73628906250087,0.020041246128776117
12,2010-11-11,10086.74,16:00:00,9993.044,14:00:00,375.8840713898265,15.686286214192743,0.0018655886432489277,42923.76446131286,150.36982503255217,0.016978314282600507,8778.95066400295,93.69605468749978,0.009289032401697653
13,2010-12-01,9693.99,10:30:00,9541.372,11:30:00,326.7030718777881,14.80678670247399,0.001791187758107005,10529.259802256698,84.24034220377611,0.009646212115345191,23292.232462098626,152.61792968749978,0.01574356170034215
14,2010-12-21,9213.57,15:30:00,8933.638,09:30:00,222.29273741675433,11.149430745442809,0.001445220902982696,114030.31640269374,283.1622115071615,0.03479335666374362,78362.09520765518,279.9323046874997,0.03038261007269709
15,2011-01-10,10326.02,11:30:00,8965.34,17:00:00,261.4601352890723,12.383407796223898,0.0015746665080341542,1056379.1999233654,850.1511678059895,0.09127770703353984,1851450.4876125257,1360.6801562500004,0.1317719853583472
16,2011-01-30,10772.16,17:30:00,9071.364,16:00:00,166.846965750632,10.278940429687603,0.001258989158684442,882521.8728241896,754.0438533528646,0.08138327722423874,2892706.1566431285,1700.7957421874999,0.15788808764328602
17,2011-02-19,11298.29,16:00:00,10810.198,15:30:00,616.587130349809,19.79036865234366,0.0020989125696525327,617888.5695626292,648.1392456054688,0.07031110181105647,238233.564044497,488.0917578125009,0.04320049828890043
18,2011-03-11,10320.32,10:30:00,10322.78,13:30:00,257.0305070490581,13.501755777994731,0.0015153760671577563,26141.562295382162,110.80996175130207,0.011979941710277475,6.0529453872694985,2.460273437500291,0.00023839119692996836
19,2011-03-31,9662.37,10:00:00,10072.15,13:00:00,239.89032192698483,12.266257731119785,0.001431577140934763,55309.19166680729,158.77246500651043,0.01735107448647005,167919.96854077693,409.7803906249992,0.04240992537286392
20,2011-04-20,9986.76,18:30:00,10092.307,18:30:00,377.4579703350499,15.050006510416608,0.0017567387930644551,7291.538205817637,64.39830810546879,0.007364599190298831,11140.093347222853,105.54664062499978,0.010568656964320739
21,2011-05-10,11084.76,18:30:00,11153.988,18:30:00,347.2256783690295,14.9487084960939,0.0016575304460093897,130248.65217912511,279.3690311686198,0.03234645165630578,4792.554924829072,69.22828124999978,0.0062453568006884935
22,2011-05-30,12114.34,18:00:00,10770.666,18:00:00,279.8638651835535,12.779027913411463,0.00146834757089187,1389253.6504377183,1015.9047233072915,0.09846325410072206,1805459.776286188,1343.6739843750001,0.11091598753006768
23,2011-06-19,10985.96,18:30:00,10832.983,18:00:00,296.35439501438935,13.61028849283855,0.0015298058712855695,146792.83485579933,341.1924930826822,0.04018429403034812,23401.84062561161,152.97660156249913,0.013924736806114271
24,2011-07-09,11274.29,18:30:00,11497.614,18:30:00,700.8269196067,19.65944254557286,0.001996210993962658,465217.9393804019,565.3775618489583,0.061803128968175504,49873.72412750358,223.32425781249913,0.01980827686821069
25,2011-07-29,11314.46,18:30:00,11555.616,18:30:00,219.73250344079352,11.610756022135396,0.0012001044900866557,18039.797631513444,102.5533162434898,0.010301473594977453,58156.318073732415,241.15621093750087,0.021313983251299743
26,2011-08-18,11169.73,18:30:00,11510.097,18:00:00,529.862316738347,17.817461344401142,0.001817832507973517,235601.31750341563,354.64808105468734,0.03796207773302166,115849.47664149353,340.36667968750044,0.030472238781734245
27,2011-09-07,10160.66,19:00:00,10154.7,18:30:00,179.05456676492793,10.507784016927133,0.0012406045179387973,37309.73046898916,174.44066609700528,0.020027676960210728,35.51927191314524,5.9598046874998545,0.000586556846454842
28,2011-09-27,9793.67,19:00:00,10022.923,19:00:00,202.56098159380699,11.374835205078094,0.001386517875582875,116414.69754916233,276.52067179361984,0.03435532025858402,52556.86994953763,229.25285156249993,0.023408267948838376
29,2011-10-17,9307.79,09:30:00,8334.442,19:00:00,93.74526066474034,7.909328206380167,0.0011276827325136178,1393247.7869855848,1044.4312605794269,0.12087957098416736,947405.5838845858,973.3476171875009,0.10457343979478488
30,2011-11-06,8761.23,19:30:00,8534.593,09:30:00,189.0817075520299,10.508524983723987,0.0013419460451856602,104540.76759899229,291.2009749348959,0.03829235695779585,51364.43246394176,226.63722656249956,0.025868197337873742
31,2011-11-26,8924.59,09:30:00,9476.694,09:30:00,186.12552555053153,9.992434488932323,0.0012260789982902918,504186.94652606983,631.1676151529948,0.0801678956339586,304819.1977609877,552.1043359374999,0.06186327169511427
32,2011-12-16,9225.96,09:30:00,9174.153,10:00:00,112.4614573281616,8.301496582031348,0.0010571352287523166,27664.862410930975,138.8355301920573,0.01724103825673774,2683.932060243135,51.80667968749913,0.005615315879052059
33,2012-01-05,9740.3,16:00:00,11223.769,14:30:00,585.1754551911299,19.239956868489497,0.002182987003383165,715432.1137248212,644.6967574055989,0.07139829677432562,2200678.9527466223,1483.4685546875007,0.15230214209906273
34,2012-01-25,10161.24,11:30:00,9888.355,11:30:00,247.95769675422403,12.21815063476557,0.0014111934136146753,29943.750660914666,137.03173746744795,0.015216869334622985,74465.9673955321,272.8845312499998,0.026855436073746883
35,2012-02-14,9608.3,15:30:00,9694.699,13:00:00,94.79200723385111,7.251847737630271,0.0008948150057330723,30112.40827592892,144.51832804361973,0.018243112220144058,7464.825000610477,86.39921875000073,0.008992144161818504
36,2012-03-05,9736.7,15:00:00,9133.775,17:30:00,555.4521935026389,17.338805745442738,0.00231351377170926,1029318.0994444428,774.6114457194011,0.08682458427001687,363518.0845899972,602.9246093750007,0.06192289064826899
37,2012-03-25,8157.52,19:00:00,8153.2188,09:00:00,176.21778863015868,9.328272705078158,0.0012438847750489165,64818.91942705051,207.82584594726563,0.029450589418086915,18.500751562503755,4.301250000000437,0.0005272742205965093
