,model,traing_window size,using_exog,eval_date,model aicc,peak_actual_afternoon,peak_predicted_afternoon_mean,peak_predicted_afternoon_hi,peak_predicted_afternoon_lo,time_of_peak_actual_afternoon,time_of_peak_predicted_afternoon,peak_actual_morning,peak_predicted_morning_mean,peak_predicted_morning_hi,peak_predicted_morning_lo,time_of_peak_actual_morning,time_of_peak_predicted_morning,mse,r2,mae,mape
57,"(1, 1, 1, 1, 48, 0, 0)",2688,True,2020-02-27,31656.58300676473,9024.06,9167.353436747944,10593.199482143104,7755.59717211908,2020-02-27 05:30:00,2020-02-27 05:30:00,8296.81,8238.476191737856,9324.724196600066,7260.873401674945,2020-02-27 07:30:00,2020-02-27 08:30:00,55173.643506959896,0.9020992285707874,183.83554432140605,0.02352084098039334
58,"(1, 1, 1, 1, 48, 0, 0)",2688,True,2020-02-28,31652.733383268464,8559.55,9252.35349864003,10595.461477229077,7909.245520050983,2020-02-28 04:30:00,2020-02-28 04:30:00,8030.79,8340.611921812819,9484.076429326324,7197.147414299314,2020-02-28 07:00:00,2020-02-28 12:00:00,322152.37130618794,0.18470709109132566,477.2822870514121,0.06153567820841518
59,"(1, 1, 1, 1, 48, 0, 0)",2688,True,2020-02-29,31690.188477088206,8329.8,8918.597505889196,10325.30742536521,7511.887586413183,2020-02-29 06:00:00,2020-02-29 05:30:00,7253.97,7927.785449054132,9089.451954981194,6957.61136474038,2020-02-29 08:30:00,2020-02-29 12:00:00,366939.30425376195,0.0838328587944076,509.0780991638314,0.06962775657576882
60,"(1, 1, 1, 1, 48, 0, 0)",2688,True,2020-03-01,31717.44465939978,9781.28,9230.611065254478,10622.390306913385,7848.024437423634,2020-03-01 05:30:00,2020-03-01 05:30:00,7047.34,8130.043667963759,9274.378957542798,7164.286925760079,2020-03-01 12:00:00,2020-03-01 12:00:00,479384.07309482765,0.6513298006401156,579.3012497942083,0.0817217615843733
61,"(1, 1, 1, 1, 48, 0, 0)",2688,True,2020-03-02,31739.090963507642,11344.04,9511.769050210572,10876.24310519603,8181.226445640295,2020-03-02 03:00:00,2020-03-02 05:30:00,9412.32,8408.382600616373,9540.221260312315,7276.54394092043,2020-03-02 12:00:00,2020-03-02 12:00:00,786077.660460319,0.6765134457491658,632.8777871923476,0.06548301763049481
62,"(1, 1, 1, 1, 48, 0, 0)",2688,True,2020-03-03,31773.397419177676,8786.32,9108.095448101694,10454.696210030965,7761.494686172423,2020-03-03 04:30:00,2020-03-03 04:30:00,8623.18,8121.117613790808,9226.718702679766,7192.276843516884,2020-03-03 10:00:00,2020-03-03 08:30:00,92922.15959260597,0.8516366659468759,254.94715508502486,0.030672999037991977
63,"(1, 1, 1, 1, 48, 0, 0)",2688,True,2020-03-04,31662.28612139013,8827.24,9147.77568748665,10540.524652026148,7755.026722947153,2020-03-04 04:30:00,2020-03-04 04:30:00,8803.05,8202.974659969386,9376.862307893958,7047.411461274491,2020-03-04 09:30:00,2020-03-04 12:00:00,122297.22931371459,0.8428845213993652,264.3473945953601,0.031347055941683466
64,"(1, 1, 1, 1, 48, 0, 0)",2688,True,2020-03-05,31729.3160883711,8986.57,8649.549285015462,10058.838896101179,7274.545644940823,2020-03-05 04:30:00,2020-03-05 05:30:00,9021.99,8187.484532710043,9167.377799151229,7244.459976138523,2020-03-05 10:00:00,2020-03-05 08:30:00,230499.6123918047,0.7241471111770502,382.5998517532373,0.04483716819643099
65,"(1, 1, 1, 1, 48, 0, 0)",2688,True,2020-03-06,31647.940252353397,8680.04,9257.72216576448,10638.318450344856,7877.125881184105,2020-03-06 04:30:00,2020-03-06 04:30:00,8581.29,8332.178641542327,9497.573503275175,7293.835831093099,2020-03-06 12:00:00,2020-03-06 12:00:00,99339.57911577768,0.8446330813197278,270.3463078067611,0.03391924493370618
66,"(1, 1, 1, 1, 48, 0, 0)",2688,True,2020-03-07,31625.509848590347,7680.05,8410.327960736282,9667.567581070836,7153.088340401728,2020-03-07 06:30:00,2020-03-07 04:30:00,7374.46,7627.045418341026,8676.43529429701,6779.514688861485,2020-03-07 08:30:00,2020-03-07 11:00:00,263899.52356499684,-0.23769570038416488,416.78009235751955,0.059161576362726516
67,"(1, 1, 1, 1, 48, 0, 0)",2688,True,2020-03-08,31569.412697548953,7691.79,8415.740988538568,9635.5337261685,7195.948250908636,2020-03-08 07:00:00,2020-03-08 05:30:00,6835.26,7302.218372579575,8327.260304339537,6422.952901538146,2020-03-08 08:30:00,2020-03-08 08:30:00,398834.9380465038,-0.34255311714515324,527.7655349475658,0.07743139864414157
68,"(1, 1, 1, 1, 48, 0, 0)",2688,True,2020-03-09,31697.14614054198,8220.92,8738.380544803333,10090.480072870738,7386.2810167359285,2020-03-09 05:30:00,2020-03-09 04:30:00,7824.63,7824.874109280093,8965.98441600572,6710.374397438947,2020-03-09 08:00:00,2020-03-09 12:00:00,152149.06013151107,0.7009468391692977,279.40139446933046,0.03729767879807109
