,eval_date,model aicc,peak_actual_afternoon,peak_predicted_afternoon_mean,peak_predicted_afternoon_hi,peak_predicted_afternoon_lo,time_of_peak_actual_afternoon,time_of_peak_predicted_afternoon,peak_actual_morning,peak_predicted_morning_mean,peak_predicted_morning_hi,peak_predicted_morning_lo,time_of_peak_actual_morning,time_of_peak_predicted_morning,mse,r2,mae,mape
83,2020-03-24,-17143.226696874368,9.034887571173819,9.067022857204943,9.236071434752475,8.897974279657412,2020-03-24 05:30:00,2020-03-24 05:30:00,8.970524862702545,8.930496931895211,9.066803945862299,8.836764079771436,2020-03-24 08:30:00,2020-03-24 07:30:00,0.000771120822282226,0.9101043187915832,0.02416847640897783,0.0027062335750326623
84,2020-03-25,-17220.756052677865,9.029814402150645,9.01194414325637,9.176162623648034,8.847725662864706,2020-03-25 04:30:00,2020-03-25 05:30:00,8.947696868525115,8.898457537050088,9.034941873494288,8.818440949797134,2020-03-25 10:00:00,2020-03-25 08:30:00,0.001887043159537819,0.785196047245141,0.035569190589357626,0.003988288370797745
85,2020-03-26,-17196.47038714879,9.026870556185123,9.03804701008607,9.201378711249253,8.874715308922886,2020-03-26 06:00:00,2020-03-26 05:30:00,8.974126778566225,8.938681361964045,9.073418535912957,8.842649246291215,2020-03-26 08:30:00,2020-03-26 08:00:00,0.0004993314763752848,0.9407752641403898,0.01843047826122246,0.002074637726166577
86,2020-03-27,-17211.674173768904,8.982252115733434,9.038303863542101,9.198043160701106,8.878564566383096,2020-03-27 06:00:00,2020-03-27 05:30:00,8.937069950999687,8.987485305844343,9.119233329011589,8.857550009623635,2020-03-27 08:00:00,2020-03-27 08:00:00,0.0027753896223378267,0.5128052258462076,0.04876859339353087,0.005492915148619259
87,2020-03-28,-17245.185762872778,8.9671254822662,9.00643795542945,9.157466810236311,8.855409100622587,2020-03-28 06:00:00,2020-03-28 06:00:00,8.836215488143436,8.948934043642584,9.074716480260838,8.829202451907305,2020-03-28 00:00:00,2020-03-28 08:00:00,0.008662612874216331,-0.38041329260550083,0.08115996885183137,0.009230252425284953
88,2020-03-29,-17273.942933298287,8.981838741760432,8.975299861250022,9.126959216934972,8.823640505565072,2020-03-29 06:00:00,2020-03-29 06:00:00,8.80348129274156,8.864232620541474,8.99250035541932,8.77533677477,2020-03-29 09:30:00,2020-03-29 08:30:00,0.002203505105291759,0.7544115414512761,0.0346467233560707,0.0039537299238196905
89,2020-03-30,-17340.279017025652,9.026237229099797,8.968159270164561,9.117732647293286,8.818585893035836,2020-03-30 05:30:00,2020-03-30 06:00:00,8.968807519150223,8.822435700152132,8.949105288159666,8.755564787112418,2020-03-30 08:30:00,2020-03-30 08:30:00,0.009830070311065172,0.12853902298609632,0.08889927870422272,0.009985082960334445
90,2020-03-31,-17346.398193242418,9.050683226019792,9.010151611916674,9.160243399299127,8.860059824534222,2020-03-31 05:30:00,2020-03-31 06:00:00,8.927197315919141,8.9238124511985,9.05072946937342,8.836282897562322,2020-03-31 08:00:00,2020-03-31 08:30:00,0.0007406809823568,0.9138474460415309,0.022928051775573555,0.002574320271020446
91,2020-04-01,-17347.244502703998,9.027116808496485,9.018284872061566,9.167161923388505,8.869484216038892,2020-04-01 05:30:00,2020-04-01 06:00:00,8.938095858199755,8.89892955797317,9.024720727435742,8.841232326386352,2020-04-01 08:00:00,2020-04-01 08:30:00,0.0014971490091831641,0.8127100295281184,0.03217290900828862,0.003609559087016084
92,2020-04-02,-17354.055310486943,9.035983413396456,9.02543296568992,9.173746923981373,8.877119007398466,2020-04-02 05:00:00,2020-04-02 06:00:00,8.979362462059699,8.918214609181474,9.04348422212471,8.840918912303428,2020-04-02 08:00:00,2020-04-02 08:30:00,0.0019516190280318806,0.8033510819521021,0.03254568330226045,0.0036357572335991317
