year,month,train_start,train_end,train_obs,arima_order,seasonal_order,aic,loglik,mse_oob,mape_oob,coef_ar1,coef_ma1,coef_ma2,coef_ma3,coef_ma4,coef_sar1,coef_sar2,coef_sar3
2018,1,2018-01-01,2018-02-26,2688,"(1, 0, 4)","(3, 1, 0, 48)",-17701.181612725813,8859.590806362907,214281.21269575637,0.03843551520518559,0.9761593862314544,0.4818395461293742,0.49258399139775955,0.36006611549239675,0.1986226818783618,-0.5908721914123242,-0.402802488550238,-0.23530669031824306
2018,3,2018-03-01,2018-04-26,2688,"(1, 0, 4)","(3, 1, 0, 48)",-17466.890859804138,8742.445429902069,278028.45128152793,0.05817232152933863,0.9638325290906885,0.41943724750183103,0.4339720871314229,0.28262071051823934,0.09394358964304624,-0.5519935453007232,-0.409754060624749,-0.20476249088789347
2018,6,2018-06-01,2018-07-27,2688,"(1, 0, 4)","(3, 1, 0, 48)",-17735.46716509995,8876.733582549976,41947.682687120185,0.01791281427581044,0.9347015037994028,0.5771345454140151,0.5698264523811383,0.3591544400653402,0.18245260283308343,-0.4737187841180234,-0.33493655814133005,-0.21052958851322076
2018,9,2018-09-01,2018-10-27,2688,"(1, 0, 4)","(3, 1, 0, 48)",-17111.88733157589,8564.943665787945,469860.6357622803,0.08633394757043354,0.9549816896669207,0.47837964146835915,0.3925576792672553,0.2419874786137162,0.1165427995820429,-0.549232170709907,-0.37363170421936887,-0.21135478611866956
2019,1,2019-01-01,2019-02-26,2688,"(1, 0, 4)","(3, 1, 0, 48)",-17629.816736210858,8823.908368105429,210041.6470388888,0.04076462369399388,0.9824168459828492,0.44325195009819707,0.512848259628892,0.32555723980785356,0.16095145499030405,-0.6038095533974563,-0.48071726424501804,-0.23633489903467395
2019,3,2019-03-01,2019-04-26,2688,"(1, 0, 4)","(3, 1, 0, 48)",-17561.172598541445,8789.586299270723,83640.4856378998,0.032200896655755464,0.9617376569509695,0.5022489571154353,0.43215321430851195,0.25303284722273656,0.14171957470934737,-0.5492978620470089,-0.34475573661671044,-0.21150530857428046
2019,6,2019-06-01,2019-07-27,2688,"(1, 0, 4)","(3, 1, 0, 48)",-17827.52041224423,8922.760206122115,671036.1471403787,0.08739866919704077,0.9428360493698466,0.5620365410741248,0.6202281940460085,0.3936069437405565,0.17294497680967533,-0.4910631902414423,-0.31865172422349053,-0.18102227441454527
2019,9,2019-09-01,2019-10-27,2688,"(1, 0, 4)","(3, 1, 0, 48)",-16874.366289651465,8446.183144825733,614296.5799815735,0.09985893890387247,0.9621378055810234,0.43657779085517145,0.36933729328068127,0.24567490168051448,0.1518561743132502,-0.5362052268822951,-0.3891678145170512,-0.20654105379313095
