year,month,train_start,train_end,train_obs,arima_order,seasonal_order,aic,loglik,mse_oob,mape_oob,coef_ex_1,coef_ex_2,coef_ex_3,coef_ex_4,coef_ex_5,coef_ex_6,coef_ex_7,coef_ex_8,coef_ex_9,coef_ex_10,coef_ex_11,coef_ex_12,coef_ex_13,coef_ex_14,coef_ex_15,coef_ex_16,coef_ex_17
2018,1,2018-01-01,2019-01-01,17520,"(0, 0, 0)","(0, 1, 0, 48)",-499861.040883034,249948.520441517,3.554012929351453e-13,2.470462731339123e-07,1.531161505515347e-10,-1.4510783835390432e-12,5.551152805656848e-09,-1.8927629396052225e-10,-1.5170562589271104e-07,-2.3255625549539776e-07,1.83896305949704e-09,-1.664310076500672e-09,6.3022135641553044e-12,-6.5736317759428146e-12,7.844523686892696e-10,6.270504483886962e-10,-4.123007158668593e-11,-3.61102448324275e-11,6.902488947511129e-11,1.1681475433324228e-09,3.3989145600273353e-09
