,eval_date,model aic,peak_actual,peak_predicted,time_of_peak_actual,time_of_peak_predicted,mse,r2,mae,mape
32,2020-02-02,-17431.59812833366,9.300113432006269,9.499970027603794,2020-02-02 15:00:00,2020-02-02 17:00:00,0.026858129062589692,-0.9651214023656136,0.13866877337459207,0.015148078736612844
33,2020-02-03,-17415.32137856327,9.281947290529752,9.34377739337374,2020-02-03 16:30:00,2020-02-03 17:00:00,0.011421100805742893,0.4593331808522163,0.09216863040109362,0.010153808528804898
34,2020-02-04,-17355.70834070797,9.007909572884472,9.299596502880938,2020-02-04 18:00:00,2020-02-04 17:00:00,0.03430555908724516,-4.163811919610236,0.14934465959642984,0.01668077526154228
35,2020-02-05,-17378.254464501646,9.071056465323739,9.102474725440025,2020-02-05 17:00:00,2020-02-05 17:00:00,0.0008372914693521178,0.9291033674342528,0.02460706159647119,0.002747266883029518
36,2020-02-06,-17369.514559123185,9.058718325791828,9.115295545490952,2020-02-06 17:30:00,2020-02-06 17:00:00,0.0008479589102248649,0.9273413987141813,0.022259499302208236,0.0024689849913634037
37,2020-02-07,-17360.94871161526,9.05406777580927,9.063592050982004,2020-02-07 08:30:00,2020-02-07 18:00:00,0.0012119035154738644,0.8799304441540674,0.02838310328095872,0.0031603108568482516
38,2020-02-08,-17359.229380059376,8.971386239535729,9.051708894540084,2020-02-08 18:00:00,2020-02-08 17:00:00,0.00872040007136073,-0.13089047746304594,0.08583634914221165,0.009664591927028595
39,2020-02-09,-17347.522811152747,8.9773497469776,8.933851440982664,2020-02-09 18:00:00,2020-02-09 09:30:00,0.0014712674776427715,0.8624669094925079,0.034491701230057514,0.00388740234412892
40,2020-02-10,-17355.442987216797,9.142849229472459,8.967516699235773,2020-02-10 17:00:00,2020-02-10 18:00:00,0.012248427837595286,0.41415806520282783,0.09706305682953657,0.010755262201530552
41,2020-02-11,-17339.7777973727,9.212453138512313,9.028924273394228,2020-02-11 17:00:00,2020-02-11 17:00:00,0.013232531410408435,0.33464089667076513,0.0956880418033984,0.0105215518067949
42,2020-02-12,-17304.44757791795,9.148270268454255,9.153034383771628,2020-02-12 17:00:00,2020-02-12 17:00:00,0.00021215406693305883,0.9847318878439149,0.012578434277387881,0.0013976794095055289
43,2020-02-13,-17315.61676805919,9.159390176618166,9.16579715830036,2020-02-13 17:00:00,2020-02-13 17:00:00,0.0003233712009179295,0.9799596368505047,0.013799412858036245,0.0015235535246294937
44,2020-02-14,-17340.753389750498,9.126846800247794,9.169252992922644,2020-02-14 17:00:00,2020-02-14 17:00:00,0.0021016904700645717,0.7951677901257783,0.03445949059706799,0.0038126840685978047
45,2020-02-15,-17341.266666336363,9.09178991692885,9.120353578249873,2020-02-15 18:00:00,2020-02-15 17:00:00,0.006236033844893953,0.4289934002712359,0.06320858326803787,0.007094728564588076
46,2020-02-16,-17335.87332037429,9.05904993109613,9.094011025599084,2020-02-16 17:30:00,2020-02-16 18:00:00,0.00339373994399619,0.7063728509079887,0.046181476468110404,0.005196467558351959
47,2020-02-17,-17326.070061699313,9.13312449837302,9.107579868426757,2020-02-17 17:00:00,2020-02-17 18:00:00,0.007414009620054902,0.5449726204530041,0.06743135683447281,0.007461432641017503
48,2020-02-18,-17306.020919305534,9.31292674325126,9.15480881320378,2020-02-18 16:30:00,2020-02-18 17:30:00,0.008959540564725388,0.6889308673768034,0.07381604311839855,0.008037525682261635
49,2020-02-19,-17258.97997420447,9.116593269929083,9.1938185997304,2020-02-19 18:00:00,2020-02-19 17:00:00,0.0036538788766835497,0.7037335921721506,0.050044206182985586,0.005564637001549925
50,2020-02-20,-17235.50812084638,9.073786129426672,9.12117000633277,2020-02-20 18:00:00,2020-02-20 17:30:00,0.003063299299483848,0.6360086017114929,0.04771795453935812,0.0053485337977575605
51,2020-02-21,-17172.55785393883,9.037755657901892,9.160166743330777,2020-02-21 16:30:00,2020-02-21 17:30:00,0.0038925637105740323,0.5131219683449317,0.049648700144749536,0.005540608400944051
52,2020-02-22,-17142.278815813326,8.962258427870122,9.045192973302434,2020-02-22 19:00:00,2020-02-22 18:00:00,0.0034784285843763355,0.36740055401126004,0.0510816784047942,0.00574915568380929
53,2020-02-23,-17124.68217654474,9.004646191023681,8.999371095320104,2020-02-23 19:30:00,2020-02-23 18:00:00,0.0009382277546721751,0.8816897828388105,0.022571538453125244,0.0025555920871195965
54,2020-02-24,-17090.60636629752,9.150507561594317,9.01303350136563,2020-02-24 17:00:00,2020-02-24 18:00:00,0.008518813324998568,0.4983006665718227,0.08096073547517187,0.008951951768957127
55,2020-02-25,-17073.822535874977,9.235346106270544,9.131271602626326,2020-02-25 17:00:00,2020-02-25 17:00:00,0.0034108694989981488,0.8193078069814778,0.04841722285436748,0.005314830162902535
56,2020-02-26,-17090.022117287903,9.229858645122063,9.137541965964312,2020-02-26 17:00:00,2020-02-26 18:00:00,0.004734626822339909,0.7696595157955968,0.05321721638126864,0.005833277725978157
57,2020-02-27,-17085.12692972434,9.107760431378429,9.180309701100356,2020-02-27 18:00:00,2020-02-27 17:00:00,0.003405230635345874,0.6540177988515348,0.043096192530800694,0.0047873849827626
58,2020-02-28,-17057.868639624445,9.054919719408144,9.133882960433157,2020-02-28 17:00:00,2020-02-28 17:00:00,0.004035280377720571,0.4534158700701779,0.05167972608813768,0.005764996355196716
59,2020-02-29,-17050.53254105729,9.027714768964861,9.09036034725034,2020-02-29 18:30:00,2020-02-29 17:00:00,0.005669446340738095,0.2671257729001081,0.06247232295189057,0.007032208177879505
60,2020-03-01,-17103.047134919536,9.188327864692916,9.04778966727755,2020-03-01 18:00:00,2020-03-01 18:00:00,0.0054006808478402534,0.7648915194223284,0.05981913222846521,0.006660275632385814
61,2020-03-02,-17110.05392967425,9.33653592299001,9.13790550777887,2020-03-02 15:30:00,2020-03-02 18:00:00,0.02468614796449876,0.27148702351757137,0.12309041957309182,0.013443488692704083
62,2020-03-03,-17122.100838595536,9.081065052267592,9.215942177393508,2020-03-03 17:00:00,2020-03-03 17:00:00,0.0055203407747905385,0.49408132898247437,0.060988775968217133,0.006755234750919285
63,2020-03-04,-17106.487114016047,9.085710953232734,9.185127454518154,2020-03-04 17:00:00,2020-03-04 17:00:00,0.002714726127063695,0.801394185391037,0.04125187367358518,0.004561282435895466
64,2020-03-05,-17099.748502038397,9.107531043715044,9.120934101030887,2020-03-05 10:00:00,2020-03-05 17:00:00,0.00030708124136714395,0.9785040858553014,0.01344152365237905,0.0014858962170172941
65,2020-03-06,-17095.00365850822,9.068896616145274,9.07324402112207,2020-03-06 17:00:00,2020-03-06 17:00:00,0.00016081613314400782,0.9858140106309247,0.010220087290923644,0.0011360935137985039
66,2020-03-07,-17113.862460852666,8.946511535546561,9.04248984061151,2020-03-07 19:00:00,2020-03-07 17:00:00,0.012004600069963872,-1.5697678060798457,0.09477115155222604,0.010696889933636882
67,2020-03-08,-17091.036164941208,8.94803880554313,9.017487242470665,2020-03-08 19:30:00,2020-03-08 18:00:00,0.0074002508503816684,-0.09533536669713882,0.07303978114941856,0.008281469824778384
68,2020-03-09,-17089.66749031058,9.014559037417785,8.98621799058512,2020-03-09 18:00:00,2020-03-09 17:00:00,0.0019172477124585845,0.8194062028459199,0.03622536558223677,0.004074093273821754
69,2020-03-10,-17076.225492935315,9.03523312932516,8.969438648244303,2020-03-10 19:00:00,2020-03-10 19:00:00,0.0017243163809166518,0.8044248421898427,0.03351806717332181,0.0037449581377845993
70,2020-03-11,-17052.80464333453,9.049012497596452,9.002303287230363,2020-03-11 19:00:00,2020-03-11 19:00:00,0.0009110700418081518,0.8935941441072948,0.02564750233372474,0.00286638689270168
71,2020-03-12,-17061.601246353996,9.063339239781474,9.050078257997363,2020-03-12 19:00:00,2020-03-12 19:00:00,0.00024217734644518634,0.9727663243585877,0.013703975188958792,0.0015387927703984384
72,2020-03-13,-17105.16825312526,9.023534776892165,9.0526674865255,2020-03-13 18:00:00,2020-03-13 19:00:00,0.0006026386643624375,0.919339378426902,0.020957785868710554,0.0023528910574572635
73,2020-03-14,-17128.466406758525,8.949809026685557,8.99518027526248,2020-03-14 18:30:00,2020-03-14 19:00:00,0.002311942606396569,0.6071422411636742,0.03746976941239818,0.004239617756514956
74,2020-03-15,-17108.097226640413,8.97973026518337,8.973609913403767,2020-03-15 19:00:00,2020-03-15 19:00:00,0.0016909301466006869,0.7907663368668758,0.03299838177359667,0.0037595093581204893
75,2020-03-16,-17140.504861844165,9.045121329864806,8.986893600129283,2020-03-16 19:00:00,2020-03-16 19:00:00,0.004710040199518822,0.5696746586299675,0.06198532755237648,0.0069471383009929895
76,2020-03-17,-17157.54372487541,9.043053623885344,9.035835758776194,2020-03-17 19:00:00,2020-03-17 18:00:00,0.0002466632916756231,0.9694106365947233,0.011274208740342425,0.0012645111867768202
77,2020-03-18,-17164.519683043836,9.04780967770332,9.055221552365376,2020-03-18 18:00:00,2020-03-18 19:00:00,0.0004092439397991327,0.9494044205622149,0.01562907335426385,0.0017618428951404052
78,2020-03-19,-17162.355468858666,9.163264487589164,9.057486993039745,2020-03-19 18:00:00,2020-03-19 19:00:00,0.004207420747246686,0.7430743102564681,0.04743294958460087,0.0052534981368049126
79,2020-03-20,-17191.989947882626,9.2328569602053,9.082416018939847,2020-03-20 17:00:00,2020-03-20 18:00:00,0.009472135533790711,0.5766262827704545,0.0751077150332095,0.008277791221124703
80,2020-03-21,-17220.983609480565,9.003595376361346,9.126397589301716,2020-03-21 19:00:00,2020-03-21 17:30:00,0.00960112625289706,-0.7090165212246227,0.08217025578407673,0.009257103360153542
81,2020-03-22,-17211.78092648313,9.022682200752326,9.069714315802889,2020-03-22 18:00:00,2020-03-22 18:00:00,0.002543764382871959,0.7628137798439404,0.045555898209441247,0.005160769391192426
82,2020-03-23,-17222.450971148668,9.014954244112987,9.070661661391048,2020-03-23 18:00:00,2020-03-23 18:00:00,0.003197596563993294,0.653709233603045,0.046847737823741485,0.005249294794006227
83,2020-03-24,-17251.571303351062,9.034887571173819,9.025012781419216,2020-03-24 18:00:00,2020-03-24 18:00:00,0.0012032036921366032,0.8597329855301,0.025991777354305207,0.0029128011364267605
84,2020-03-25,-17338.6335965169,9.029814402150645,9.026171851994874,2020-03-25 17:00:00,2020-03-25 18:00:00,0.0010746790864700274,0.8776682374486431,0.026225720870084197,0.002940320566572152
85,2020-03-26,-17313.478807992156,9.026870556185123,9.06977123229553,2020-03-26 18:30:00,2020-03-26 18:00:00,0.0018142461372185874,0.7848157920244274,0.03429935856721263,0.003854245119853965
86,2020-03-27,-17330.403310926078,8.982252115733434,9.077337910879653,2020-03-27 18:30:00,2020-03-27 18:00:00,0.0052911238143220594,0.0711906353649211,0.0619343675234828,0.00696977116579309
87,2020-03-28,-17373.937514586876,8.9671254822662,8.960633163194531,2020-03-28 18:30:00,2020-03-28 18:30:00,0.0037424177386507617,0.4036345306053535,0.04729690704220035,0.005390311457546294
88,2020-03-29,-17406.12555896757,8.981838741760432,8.956614445316223,2020-03-29 18:30:00,2020-03-29 18:30:00,0.0006933497854672519,0.9227237074971765,0.018629337506996357,0.0021190458867791154
89,2020-03-30,-17479.06700456232,9.026237229099797,8.94472258198634,2020-03-30 18:00:00,2020-03-30 18:30:00,0.00936644966869612,0.16964018352489274,0.08943467041244435,0.010038184930714105
90,2020-03-31,-17502.10232834742,9.050683226019792,9.01878041246815,2020-03-31 18:00:00,2020-03-31 18:30:00,0.0005707156225958893,0.9336170231964344,0.02006882662722446,0.0022538526627147288
91,2020-04-01,-17480.41037078247,9.027116808496485,9.024825826247064,2020-04-01 18:00:00,2020-04-01 18:00:00,0.00030560960529873565,0.9617689264052934,0.014342203330201605,0.0016101078244730675
92,2020-04-02,-17484.370330418,9.035983413396456,9.038862558545082,2020-04-02 17:30:00,2020-04-02 18:00:00,0.0009229909592148415,0.9069976409890665,0.022620468226757267,0.0025285013382730045
93,2020-04-03,-17470.634153778607,9.03782933428199,9.016805167775164,2020-04-03 18:00:00,2020-04-03 18:00:00,0.000790476738306201,0.9238566020397714,0.022195779466763616,0.0024867373556593493
94,2020-04-04,-17469.43694167008,8.953115080339499,9.024570840607954,2020-04-04 18:30:00,2020-04-04 18:00:00,0.010551798473576601,-0.9208123344095245,0.08268625264406482,0.009410395617045117
95,2020-04-05,-17444.367892689872,8.998377829563722,8.96987713291708,2020-04-05 18:30:00,2020-04-05 18:30:00,0.0067521551060088225,0.47458902655468227,0.06367113178541813,0.007321912183859639
96,2020-04-06,-17394.100432413878,9.074156321306049,9.01416454032963,2020-04-06 18:30:00,2020-04-06 18:30:00,0.0010906073550906073,0.9107290803499852,0.02653620441951199,0.002985656691238476
97,2020-04-07,-17379.914598615876,9.073851467364252,9.03815088258963,2020-04-07 18:30:00,2020-04-07 18:30:00,0.0019096895045570565,0.763406266843459,0.03528983801217026,0.003972222666198103
98,2020-04-08,-17364.51904413476,9.064238877034796,9.056995896571422,2020-04-08 18:30:00,2020-04-08 18:30:00,0.0012411322486627853,0.8614356190475936,0.025420805010167708,0.0028578241794496723
99,2020-04-09,-17358.041559130987,9.052237559417161,9.072806409135058,2020-04-09 18:30:00,2020-04-09 18:30:00,0.00013857091720522507,0.9830539179006605,0.009288573033067219,0.001043925585591652
100,2020-04-10,-17360.27722019195,9.001667858298749,9.058862292766648,2020-04-10 18:30:00,2020-04-10 18:30:00,0.005028744530257269,0.35937796442392267,0.05833515971974242,0.006622050752193162
101,2020-04-11,-17316.501284768907,8.998990748075872,9.014942315080331,2020-04-11 18:30:00,2020-04-11 18:30:00,0.004781857419446336,0.6301061967330193,0.054229849986604926,0.006239486236053606
102,2020-04-12,-17313.13299539328,9.002522529733321,9.017524019210425,2020-04-12 18:30:00,2020-04-12 18:30:00,0.001883867558101552,0.8587024947111298,0.03358055218221897,0.003866042772946981
103,2020-04-13,-17320.32455795993,9.016544435556495,9.022475777082647,2020-04-13 18:30:00,2020-04-13 18:30:00,0.0002944944470132671,0.9745896126160061,0.012813997316198108,0.0014712956505885755
104,2020-04-14,-17330.155562146443,9.077312852386319,9.023010035299174,2020-04-14 18:30:00,2020-04-14 18:30:00,0.005731958407464232,0.46302795453818757,0.06462123851715247,0.007308345989027768
105,2020-04-15,-17376.910788843532,9.083263532405649,9.046885190003769,2020-04-15 18:30:00,2020-04-15 18:30:00,0.0021111822546359235,0.7868194355624459,0.037310699223354504,0.004204324007687867
106,2020-04-16,-17419.244401603733,9.06838272079578,9.052090933749211,2020-04-16 18:30:00,2020-04-16 18:30:00,0.002229947341032563,0.7536069555097514,0.03443024025720324,0.0038747141100612067
107,2020-04-17,-17443.039035861293,9.0453926129055,9.067972274146086,2020-04-17 18:30:00,2020-04-17 18:30:00,0.00035459751145088805,0.9545003794351075,0.015531776578801485,0.0017585279232183728
108,2020-04-18,-17451.17297960393,9.00378595688865,9.050689337414244,2020-04-18 18:30:00,2020-04-18 18:30:00,0.0024376875713787004,0.7494442263653815,0.04067367455986152,0.004635231872326084
109,2020-04-19,-17442.296501858364,9.020264024366169,9.023754629568032,2020-04-19 18:30:00,2020-04-19 18:30:00,0.000908397783044777,0.9211436596330542,0.0229330287402153,0.002629101428109909
110,2020-04-20,-17485.66940147533,9.090329732050694,9.019661372788718,2020-04-20 18:30:00,2020-04-20 18:30:00,0.009425270328325436,0.21081653413113777,0.08053741922405606,0.009048399190723701
111,2020-04-21,-17491.558987842116,9.069517316819933,9.078898730667976,2020-04-21 18:30:00,2020-04-21 18:30:00,0.00019567560366786884,0.9772149883028746,0.0117149879571814,0.001326371960804696
112,2020-04-22,-17500.44235819357,9.063459701474223,9.081780193641112,2020-04-22 18:30:00,2020-04-22 18:30:00,0.0003965874692304918,0.9570058514122743,0.016007856617167932,0.001810468873164767
113,2020-04-23,-17533.816242810884,9.07771713827905,9.072930484961457,2020-04-23 18:30:00,2020-04-23 18:30:00,0.0006132279672990557,0.930766435551999,0.01863659998600235,0.002112930376783116
114,2020-04-24,-17528.262452809613,9.04704231550839,9.061784400774101,2020-04-24 18:30:00,2020-04-24 18:30:00,0.00042556974554151746,0.9461248003427641,0.016557280983458583,0.00187039791133067
115,2020-04-25,-17558.41973386643,8.996198682058179,9.03791097275028,2020-04-25 18:30:00,2020-04-25 18:30:00,0.004438253030427488,0.5583940694493914,0.05826471043367565,0.0066607797175835095
116,2020-04-26,-17563.90212577446,9.010996351646831,9.005201448814606,2020-04-26 18:30:00,2020-04-26 18:30:00,0.0017680606452609863,0.859554436349511,0.032265732742345156,0.00368848693022808
117,2020-04-27,-17577.151528231436,9.091319195139254,9.028022870150505,2020-04-27 18:30:00,2020-04-27 18:30:00,0.004382185140596485,0.6524218777903751,0.05998566830772841,0.006745984886413964
118,2020-04-28,-17626.435691949024,9.079128572727923,9.061915423801118,2020-04-28 18:30:00,2020-04-28 18:30:00,0.0013913595634060059,0.8441020673372064,0.027667734973459535,0.003113070923850564
119,2020-04-29,-17604.65428497047,9.088621224987271,9.071563951099037,2020-04-29 18:00:00,2020-04-29 18:30:00,0.0012109640845434236,0.8893177776743536,0.02545204723337983,0.0028542544541394943
120,2020-04-30,-17596.428814451967,9.156099580087844,9.101941433258055,2020-04-30 18:00:00,2020-04-30 18:00:00,0.003045848492149882,0.8093754616961528,0.045611982020149565,0.005059347284158428
121,2020-05-01,-17573.642918138255,9.192945962594091,9.136480855720407,2020-05-01 18:30:00,2020-05-01 18:00:00,0.002158003391155885,0.8545188553531923,0.037353650671358506,0.0041510532712563395
122,2020-05-02,-17583.975362353165,9.125633972846517,9.155997566917028,2020-05-02 18:30:00,2020-05-02 18:30:00,0.0055511865542522245,0.5892968613280501,0.058360960597927024,0.006604458721472646
123,2020-05-03,-17577.484377096953,9.113972633153402,9.14997038471039,2020-05-03 18:30:00,2020-05-03 18:30:00,0.006272980774770944,0.6264943299921628,0.056866245434423535,0.006464237108821647
124,2020-05-04,-17604.44963324794,9.192618258908563,9.148352638479352,2020-05-04 18:30:00,2020-05-04 18:30:00,0.0038405752695848255,0.7596025610894215,0.05096829517429561,0.005688874543021254
125,2020-05-05,-17597.372271986198,9.160575382819228,9.160956528725889,2020-05-05 18:30:00,2020-05-05 18:30:00,0.0008285933194671202,0.9252628535727172,0.021772218184669418,0.002443948841454189
126,2020-05-06,-17594.80020614098,9.136931693721017,9.161898329348912,2020-05-06 18:30:00,2020-05-06 18:30:00,0.00031937940504754185,0.9708305043470729,0.014912087425323869,0.001664223185746169
127,2020-05-07,-17609.385776466617,9.121005206170425,9.166610569828839,2020-05-07 18:00:00,2020-05-07 18:30:00,0.0010990492143739484,0.8771789016403335,0.025223480819222988,0.0028113390646395202
128,2020-05-08,-17609.780782325033,9.065567747072233,9.145905957772571,2020-05-08 18:00:00,2020-05-08 18:30:00,0.0026375688936500358,0.6696860856264024,0.04279943208237617,0.004801869159376596
129,2020-05-09,-17622.820705871105,9.029656273814798,9.075537390015782,2020-05-09 18:30:00,2020-05-09 18:00:00,0.002743049368770206,0.6775188822387002,0.040249614283508595,0.004560907154775132
130,2020-05-10,-17597.422367363004,9.113884536158553,9.053292636967221,2020-05-10 18:30:00,2020-05-10 18:30:00,0.003211910004362653,0.8500890527748144,0.046936069592837804,0.0052805920842093025
131,2020-05-11,-17633.765556289007,9.235156879330306,9.101789249567029,2020-05-11 18:30:00,2020-05-11 18:30:00,0.012641495494663467,0.3287671741103595,0.0992285095361537,0.011004666175426767
132,2020-05-12,-17611.514423815643,9.21130490666301,9.165521281549912,2020-05-12 18:30:00,2020-05-12 18:30:00,0.003159856801813026,0.7519415861191762,0.04861298850294493,0.005393211869143019
133,2020-05-13,-17599.023791659136,9.229805687487177,9.195497908149262,2020-05-13 18:00:00,2020-05-13 18:30:00,0.002790205482433573,0.8062444398683858,0.040771846389387544,0.0045199009298010386
134,2020-05-14,-17600.569816309056,9.247373116347447,9.22146908967645,2020-05-14 18:00:00,2020-05-14 18:00:00,0.0006071545609684191,0.955376419332893,0.022546415838285688,0.002494761893097896
135,2020-05-15,-17617.420249052957,9.234427923505242,9.21748925099505,2020-05-15 18:00:00,2020-05-15 18:00:00,0.00042859051514486265,0.9690936766343545,0.016070909889984275,0.0017764506919481938
136,2020-05-16,-17646.35685860175,9.13303159038535,9.232600020244725,2020-05-16 18:30:00,2020-05-16 18:00:00,0.008154080906366655,0.20618671821863377,0.07856434164739445,0.008793729301895434
137,2020-05-17,-17592.02285880509,9.13903876598299,9.194291542271484,2020-05-17 18:30:00,2020-05-17 18:30:00,0.004003128435911304,0.6852935522468717,0.05572233822735525,0.006254852789928512
138,2020-05-18,-17622.95316130969,9.22398979334434,9.167391976835464,2020-05-18 18:00:00,2020-05-18 18:30:00,0.0060321119786960935,0.6358341312032729,0.062187685718554785,0.006892462072094011
139,2020-05-19,-17615.028895736126,9.18216926643803,9.191723953022535,2020-05-19 18:00:00,2020-05-19 18:00:00,0.00023428687565023735,0.9800587273365521,0.012134570623023514,0.0013508504775274549
140,2020-05-20,-17641.587762848518,9.143690824188969,9.186239947370833,2020-05-20 18:00:00,2020-05-20 18:00:00,0.0006407376086458161,0.9370298722270017,0.02082068359581768,0.0023210379717158746
141,2020-05-21,-17650.394349749222,9.220829171690355,9.172017970107351,2020-05-21 18:00:00,2020-05-21 18:00:00,0.002393283393397471,0.8616503943770893,0.03980686181767742,0.004391858173035831
