year,month,train_start,train_end,train_obs,arima_order,seasonal_order,aic,loglik,mse_oob,mape_oob,coef_ma1,coef_ma2,coef_ma3,coef_ma4,coef_sma1,coef_ar1,coef_sar1,coef_sar2,coef_sar3,coef_ma5,coef_ar2,coef_ar3
2018,1,2018-01-01,2018-02-26,2688,"(0, 0, 4)","(0, 1, 1, 48)",-14140.845248998094,7076.422624499047,63942011.5788599,887.5236867239349,1.8877933892941878,2.162229945009897,1.5472819961013926,0.6135996667446333,-0.5733812426359912,,,,,,,
2018,3,2018-03-01,2018-04-26,2688,"(1, 0, 0)","(3, 1, 0, 48)",-16514.63381508977,8262.316907544886,48284557.11512724,774.6665807563287,,,,,,0.9881654146146144,-0.4235851047497799,-0.38765877584159847,-0.15770137694125916,,,
2018,6,2018-06-01,2018-07-27,2688,"(1, 0, 5)","(3, 1, 0, 48)",-17743.58512061619,8881.792560308095,77492706.68176918,964.2120162352345,0.6023781523113193,0.6120006086026819,0.41957206229258004,0.23521253891401558,,0.9240329222625303,-0.4789083069947907,-0.3366824543692643,-0.20988009836311322,0.06749943941777868,,
2018,9,2018-09-01,2018-10-27,2688,"(1, 0, 4)","(3, 1, 0, 48)",-17111.887338428285,8564.943669214143,55672270.39148644,841.8291834278343,0.47837975701087543,0.3925578374558573,0.24198766694774357,0.11654295872717853,,0.9549816684886033,-0.5492321985345386,-0.37363166064011455,-0.21135474610723118,,,
2019,1,2019-01-01,2019-02-26,2688,"(1, 0, 5)","(2, 1, 0, 48)",-17531.120542554912,8774.560271277456,59254776.28005091,854.0640313335565,0.4482942752054037,0.5258591934345188,0.3703752968572649,0.2198940723370168,,0.9795693002115526,-0.5235391279856347,-0.3533199185748743,,0.12198003735023467,,
2019,3,2019-03-01,2019-04-26,2688,"(1, 0, 4)","(3, 1, 0, 48)",-17561.172593597083,8789.586296798541,49125900.25387219,785.4598728261238,0.502248890750376,0.4321531143644393,0.25303269151887714,0.14171947343757943,,0.9617376615801306,-0.549297857409815,-0.34475572072035887,-0.21150533656198245,,,
2019,6,2019-06-01,2019-07-27,2688,"(1, 0, 5)","(3, 1, 0, 48)",-17837.742073722613,8928.871036861306,77356398.04069568,971.4741766890071,0.5889075279838367,0.6711020837679598,0.461439978439678,0.2369227008729854,,0.9320668801827192,-0.4956388756543308,-0.3198773684662374,-0.17975119101233245,0.07886371646360796,,
2019,9,2019-09-01,2019-10-27,2688,"(3, 0, 3)","(2, 1, 1, 48)",-17018.5605426243,8519.28027131215,49394394.28837046,797.3265549176309,0.8043479217758266,-0.05940907913956865,0.11117238731849305,,-0.6052248500388788,0.5895417969227879,-0.053761601432004785,-0.20380279797459472,,,0.9355161955508466,-0.5616943485629547
