,model,traing_window size,using_exog,eval_date,model aicc,peak_actual_afternoon,peak_predicted_afternoon_mean,peak_predicted_afternoon_hi,peak_predicted_afternoon_lo,time_of_peak_actual_afternoon,time_of_peak_predicted_afternoon,peak_actual_morning,peak_predicted_morning_mean,peak_predicted_morning_hi,peak_predicted_morning_lo,time_of_peak_actual_morning,time_of_peak_predicted_morning,mse,r2,mae,mape,stats
10,"(2, 0, 0, 0, 48, 0, 0)",2688,True,2020-01-11,30662.8512719691,7716.93,10363.480295827874,11889.627647274963,8837.332944380785,2020-01-11 05:00:00,2020-01-11 04:00:00,8302.9,9345.619425359851,10824.146705455521,8061.096064397646,2020-01-11 00:00:00,2020-01-11 12:00:00,3029817.7815762535,-20.25515546907699,1372.0236216807036,0.18730007317400285,"           label        value  ...       p_value  significance
0            ar1     1.694919  ...  0.000000e+00           ***
1            ar2    -0.709357  ...  0.000000e+00           ***
2      intercept  6478.982052  ...  0.000000e+00           ***
3       rainfall     4.318046  ...  2.503761e-02             *
4    pv_capacity    -6.952902  ...  0.000000e+00           ***
5    temperature     4.989726  ...  6.034498e-02             .
6    solar_power    -0.099444  ...  8.137562e-02             .
7   total_demand    13.639749  ...  6.533261e-05           ***
8         temp_1     4.984782  ...  1.672322e-02             *
9         temp_9     0.214135  ...  1.224773e-04           ***
10       solar_4     0.288520  ...  4.952794e-07           ***
11      solar_16     0.577631  ...  0.000000e+00           ***
12      lag_48*7     7.174879  ...  0.000000e+00           ***
13     sin_336_1     6.729852  ...  0.000000e+00           ***

[14 rows x 6 columns]"
11,"(2, 0, 0, 0, 48, 0, 0)",2688,True,2020-01-12,30700.164655011482,7690.59,7841.944011996532,9432.707352176487,6251.180671816578,2020-01-12 05:30:00,2020-01-12 04:30:00,7040.43,7160.105016874275,8699.51854734081,6500.868981042389,2020-01-12 09:30:00,2020-01-12 12:00:00,98741.0885335772,0.7013304431730855,244.0116587324466,0.0367117572834712,"           label        value  ...       p_value  significance
0            ar1     1.706675  ...  0.000000e+00           ***
1            ar2    -0.720777  ...  0.000000e+00           ***
2      intercept  8566.467749  ...  0.000000e+00           ***
3       rainfall     3.730490  ...  2.626099e-11           ***
4    pv_capacity   -10.527762  ...  0.000000e+00           ***
5    temperature     5.258408  ...  8.881784e-16           ***
6    solar_power    -0.102409  ...  2.123487e-02             *
7   total_demand    13.441203  ...  0.000000e+00           ***
8         temp_1     5.695844  ...  0.000000e+00           ***
9         temp_9     0.222730  ...  3.872286e-06           ***
10       solar_4     0.307704  ...  2.936540e-12           ***
11      solar_16     0.552324  ...  0.000000e+00           ***
12      lag_48*7     8.127971  ...  0.000000e+00           ***
13     sin_336_1     5.440446  ...  0.000000e+00           ***

[14 rows x 6 columns]"
12,"(2, 0, 0, 0, 48, 0, 0)",2688,True,2020-01-13,30705.76906943797,8671.97,8473.714559626585,10068.439447944764,6878.989671308407,2020-01-13 05:30:00,2020-01-13 04:30:00,7640.2,7806.181366107841,9348.974992947697,6424.776769065071,2020-01-13 11:00:00,2020-01-13 12:00:00,32368.384860042774,0.9530934071557021,155.04019043738663,0.02100849118691363,"           label        value  ...       p_value  significance
0            ar1     1.706672  ...  0.000000e+00           ***
1            ar2    -0.720724  ...  0.000000e+00           ***
2      intercept  9839.210313  ...  0.000000e+00           ***
3       rainfall     3.574074  ...  7.086842e-11           ***
4    pv_capacity   -12.860556  ...  0.000000e+00           ***
5    temperature     5.186939  ...  0.000000e+00           ***
6    solar_power    -0.098045  ...  7.643374e-02             .
7   total_demand    13.433455  ...  0.000000e+00           ***
8         temp_1     6.006952  ...  0.000000e+00           ***
9         temp_9     0.212666  ...  8.620285e-05           ***
10       solar_4     0.313270  ...  9.105976e-08           ***
11      solar_16     0.550792  ...  0.000000e+00           ***
12      lag_48*7     7.332303  ...  0.000000e+00           ***
13     sin_336_1     4.444026  ...  0.000000e+00           ***

[14 rows x 6 columns]"
13,"(2, 0, 0, 0, 48, 0, 0)",2688,True,2020-01-14,30704.58464814734,9412.35,9438.494884698152,11038.623882650629,7838.365886745674,2020-01-14 04:30:00,2020-01-14 04:30:00,8267.39,8036.308257525526,9586.53644681036,6963.888494047163,2020-01-14 12:00:00,2020-01-14 12:00:00,51549.71614361622,0.9466969539345824,196.1276050302259,0.025132165534362566,"           label        value  ...       p_value  significance
0            ar1     1.710081  ...  0.000000e+00           ***
1            ar2    -0.724243  ...  0.000000e+00           ***
2      intercept  9891.436837  ...  0.000000e+00           ***
3       rainfall     3.719660  ...  1.532552e-12           ***
4    pv_capacity   -12.837782  ...  0.000000e+00           ***
5    temperature     4.767048  ...  1.893912e-02             *
6    solar_power    -0.094218  ...  5.754772e-02             .
7   total_demand    13.521744  ...  1.599102e-09           ***
8         temp_1     5.764336  ...  0.000000e+00           ***
9         temp_9     0.200084  ...  9.888507e-05           ***
10       solar_4     0.308401  ...  2.205002e-09           ***
11      solar_16     0.544937  ...  0.000000e+00           ***
12      lag_48*7     9.136664  ...  9.154899e-13           ***
13     sin_336_1     5.738036  ...  0.000000e+00           ***

[14 rows x 6 columns]"
14,"(2, 0, 0, 0, 48, 0, 0)",2688,True,2020-01-15,30668.36391184647,9524.55,8968.200004774717,10577.911276680728,7358.4887328687055,2020-01-15 04:30:00,2020-01-15 04:30:00,8450.73,8290.631196533259,9852.436469642038,7170.982947742742,2020-01-15 12:00:00,2020-01-15 12:00:00,161580.51898070684,0.8507617864821102,358.28968245211405,0.04381022690886143,"           label         value  ...       p_value  significance
0            ar1      1.716399  ...  0.000000e+00           ***
1            ar2     -0.730566  ...  0.000000e+00           ***
2      intercept  10253.494886  ...  0.000000e+00           ***
3       rainfall      3.571551  ...  4.863773e-03            **
4    pv_capacity    -13.414332  ...  0.000000e+00           ***
5    temperature      2.987140  ...  2.439576e-01              
6    solar_power     -0.083868  ...  1.144261e-01              
7   total_demand     13.872709  ...  0.000000e+00           ***
8         temp_1      6.436313  ...  6.132471e-05           ***
9         temp_9      0.191867  ...  1.633531e-04           ***
10       solar_4      0.282450  ...  7.388338e-08           ***
11      solar_16      0.541678  ...  0.000000e+00           ***
12      lag_48*7      8.005956  ...  4.227755e-08           ***
13     sin_336_1      6.604567  ...  0.000000e+00           ***

[14 rows x 6 columns]"
15,"(2, 0, 0, 0, 48, 0, 0)",2688,True,2020-01-16,30678.06419361395,9316.72,8616.853842680932,10222.94954469962,7010.758140662244,2020-01-16 04:30:00,2020-01-16 04:30:00,8814.88,7987.6254018999725,9546.241492118043,7495.086869874676,2020-01-16 11:30:00,2020-01-16 12:00:00,277880.53762552614,0.6207961928976593,448.78228256448205,0.053023984480228346,"           label        value  ...       p_value  significance
0            ar1     1.715462  ...  0.000000e+00           ***
1            ar2    -0.729702  ...  0.000000e+00           ***
2      intercept  8267.679283  ...  0.000000e+00           ***
3       rainfall     3.616896  ...  8.260910e-04           ***
4    pv_capacity    -9.687083  ...  0.000000e+00           ***
5    temperature     2.978020  ...  2.408740e-12           ***
6    solar_power    -0.073618  ...  1.444096e-01              
7   total_demand    13.473671  ...  3.774758e-15           ***
8         temp_1     6.148887  ...  2.220446e-16           ***
9         temp_9     0.198085  ...  1.848206e-04           ***
10       solar_4     0.290108  ...  7.011475e-09           ***
11      solar_16     0.536872  ...  0.000000e+00           ***
12      lag_48*7     8.160581  ...  0.000000e+00           ***
13     sin_336_1     7.598177  ...  0.000000e+00           ***

[14 rows x 6 columns]"
16,"(2, 0, 0, 0, 48, 0, 0)",2688,True,2020-01-17,30705.155445881872,8264.99,9995.12450315762,11578.24685606962,8412.00215024562,2020-01-17 04:30:00,2020-01-17 04:30:00,8401.15,8513.340460057238,10049.943738387537,7194.602336460651,2020-01-17 11:00:00,2020-01-17 12:00:00,962360.7825076027,-1.0487889234674785,789.6472451603913,0.10118742100026383,"           label        value  ...       p_value  significance
0            ar1     1.709653  ...  0.000000e+00           ***
1            ar2    -0.724158  ...  0.000000e+00           ***
2      intercept  4573.753170  ...  0.000000e+00           ***
3       rainfall     3.801769  ...  0.000000e+00           ***
4    pv_capacity    -2.945597  ...  0.000000e+00           ***
5    temperature     2.935900  ...  5.030677e-02             .
6    solar_power    -0.051390  ...  3.631715e-01              
7   total_demand    14.175296  ...  0.000000e+00           ***
8         temp_1     5.605698  ...  3.142348e-06           ***
9         temp_9     0.157519  ...  2.282316e-03            **
10       solar_4     0.283075  ...  1.236007e-07           ***
11      solar_16     0.539015  ...  0.000000e+00           ***
12      lag_48*7     6.180785  ...  1.552310e-01              
13     sin_336_1     7.392299  ...  1.492799e-05           ***

[14 rows x 6 columns]"
17,"(2, 0, 0, 0, 48, 0, 0)",2688,True,2020-01-18,30777.10913038649,7744.74,6814.014740290354,9759.71780872189,4057.599938145968,2020-01-18 07:00:00,2020-01-18 05:00:00,7708.16,7086.875429674047,8856.57987575507,6942.021202430879,2020-01-18 09:30:00,2020-01-18 00:00:00,531819.9299250157,-0.840583205663689,637.2278942470558,0.08653950738380152,"           label        value  ...       p_value  significance
0            ar1     1.719560  ...  0.000000e+00           ***
1            ar2    -0.719738  ...  0.000000e+00           ***
2      intercept  1308.021231  ...  0.000000e+00           ***
3       rainfall     3.678879  ...  0.000000e+00           ***
4    pv_capacity    -9.307792  ...  4.884981e-15           ***
5    temperature     3.170457  ...  6.333323e-03            **
6    solar_power    -0.037525  ...  1.998696e-01              
7   total_demand    13.110804  ...  0.000000e+00           ***
8         temp_1     5.433718  ...  6.678797e-05           ***
9         temp_9     0.132219  ...  6.999600e-04           ***
10       solar_4     0.308956  ...  2.225400e-10           ***
11      solar_16     0.548149  ...  0.000000e+00           ***
12      lag_48*7    10.690037  ...  0.000000e+00           ***
13     sin_336_1     9.071337  ...  0.000000e+00           ***

[14 rows x 6 columns]"
18,"(2, 0, 0, 0, 48, 0, 0)",2688,True,2020-01-19,30786.29813791826,8025.98,7140.873126471155,10148.887930949059,4269.848060341159,2020-01-19 07:00:00,2020-01-19 06:00:00,7185.49,6709.16128717826,8960.791549650938,6564.057298465161,2020-01-19 11:00:00,2020-01-19 00:00:00,300782.6291833809,0.29910671838065206,463.7622992565312,0.06270953084137214,"           label       value  std_error      z_score       p_value significance
0            ar1    1.714599   0.013213   129.770257  0.000000e+00          ***
1            ar2   -0.714775   0.013225   -54.047671  0.000000e+00          ***
2      intercept  182.875997   0.019289  9480.605730  0.000000e+00          ***
3       rainfall    2.766604   0.094981    29.127886  0.000000e+00          ***
4    pv_capacity   -8.459920   1.048505    -8.068556  6.661338e-16          ***
5    temperature    2.926785   1.228505     2.382395  1.720043e-02            *
6    solar_power   -0.039567   0.050773    -0.779296  4.358052e-01             
7   total_demand   13.275305   0.047645   278.632097  0.000000e+00          ***
8         temp_1    5.835545   1.411107     4.135439  3.542769e-05          ***
9         temp_9    0.147010   0.048117     3.055257  2.248681e-03           **
10       solar_4    0.316052   0.053566     5.900287  3.628700e-09          ***
11      solar_16    0.552373   0.016001    34.520123  0.000000e+00          ***
12      lag_48*7   10.078832   0.336698    29.934338  0.000000e+00          ***
13     sin_336_1    9.790561   0.147944    66.177331  0.000000e+00          ***"
19,"(2, 0, 0, 0, 48, 0, 0)",2688,True,2020-01-20,30793.042732511312,9787.26,8040.0812296460235,10928.825091682436,5226.17889748326,2020-01-20 03:30:00,2020-01-20 05:30:00,8905.03,7336.941280722876,9650.746479945949,6663.001095575942,2020-01-20 12:00:00,2020-01-20 12:00:00,1434765.536140015,-0.02028100155977053,1015.7718844311744,0.11585982370002339,"           label       value  ...       p_value  significance
0            ar1    1.713319  ...  0.000000e+00           ***
1            ar2   -0.713493  ...  0.000000e+00           ***
2      intercept  652.164627  ...  0.000000e+00           ***
3       rainfall    1.486763  ...  2.404972e-06           ***
4    pv_capacity   -9.252258  ...  0.000000e+00           ***
5    temperature    2.644178  ...  2.507582e-02             *
6    solar_power   -0.040343  ...  3.928179e-01              
7   total_demand   13.379525  ...  0.000000e+00           ***
8         temp_1    5.557198  ...  1.011523e-04           ***
9         temp_9    0.156459  ...  1.445026e-03            **
10       solar_4    0.310388  ...  1.054955e-08           ***
11      solar_16    0.555070  ...  0.000000e+00           ***
12      lag_48*7   10.209327  ...  0.000000e+00           ***
13     sin_336_1   10.191224  ...  0.000000e+00           ***

[14 rows x 6 columns]"
20,"(2, 0, 0, 0, 48, 0, 0)",2688,True,2020-01-21,30864.662459497325,9925.09,8803.943217756758,11531.57508802808,6084.277490120772,2020-01-21 04:30:00,2020-01-21 04:30:00,8209.52,7965.048645025595,10221.08169801389,7184.129562784293,2020-01-21 12:00:00,2020-01-21 12:00:00,366787.5156723926,0.6970763559863677,499.62907909250504,0.058005001978546605,"           label        value  ...       p_value  significance
0            ar1     1.700299  ...  0.000000e+00           ***
1            ar2    -0.700465  ...  0.000000e+00           ***
2      intercept -2312.910210  ...  0.000000e+00           ***
3       rainfall     2.640649  ...  0.000000e+00           ***
4    pv_capacity    -5.487871  ...  1.441431e-01              
5    temperature     1.848567  ...  8.945039e-02             .
6    solar_power     0.049863  ...  1.958167e-01              
7   total_demand    16.151450  ...  0.000000e+00           ***
8         temp_1     7.321540  ...  1.188485e-10           ***
9         temp_9     0.080626  ...  3.827561e-02             *
10       solar_4     0.349221  ...  1.098011e-12           ***
11      solar_16     0.555956  ...  0.000000e+00           ***
12      lag_48*7     9.239672  ...  3.653353e-09           ***
13     sin_336_1    10.731422  ...  0.000000e+00           ***

[14 rows x 6 columns]"
21,"(2, 0, 0, 0, 48, 0, 0)",2688,True,2020-01-22,30804.421574371743,11679.1,9094.229986487047,11868.768488486005,6389.62141451615,2020-01-22 04:30:00,2020-01-22 04:30:00,9196.29,8184.308317939729,10421.044154648025,7482.601434150429,2020-01-22 12:00:00,2020-01-22 12:00:00,1539489.2411980934,0.41669807553549576,964.1129236158463,0.0971756425189086,"           label        value  ...       p_value  significance
0            ar1     1.701200  ...  0.000000e+00           ***
1            ar2    -0.701367  ...  0.000000e+00           ***
2      intercept -1338.710292  ...  0.000000e+00           ***
3       rainfall     2.024941  ...  0.000000e+00           ***
4    pv_capacity    -6.206880  ...  1.670513e-03            **
5    temperature     1.992196  ...  1.348257e-01              
6    solar_power    -0.006194  ...  9.035938e-01              
7   total_demand    13.803533  ...  0.000000e+00           ***
8         temp_1     7.608722  ...  7.772418e-10           ***
9         temp_9     0.096817  ...  3.665269e-02             *
10       solar_4     0.381561  ...  4.740652e-13           ***
11      solar_16     0.561606  ...  0.000000e+00           ***
12      lag_48*7     9.225108  ...  0.000000e+00           ***
13     sin_336_1    10.852938  ...  0.000000e+00           ***

[14 rows x 6 columns]"
22,"(2, 0, 0, 0, 48, 0, 0)",2688,True,2020-01-23,30812.649655924994,13330.14,9239.138229244909,12052.475952940908,6444.399436353575,2020-01-23 04:30:00,2020-01-23 04:30:00,11712.42,8535.05186904957,10837.781522377954,7700.48343447183,2020-01-23 12:00:00,2020-01-23 12:00:00,6792522.708226378,-0.28535284677123296,2117.011452895641,0.18233160146411617,"           label        value  ...       p_value  significance
0            ar1     1.708892  ...  0.000000e+00           ***
1            ar2    -0.708892  ...  0.000000e+00           ***
2      intercept -4355.929076  ...  0.000000e+00           ***
3       rainfall     1.935942  ...  2.457196e-04           ***
4    pv_capacity    -6.649897  ...  1.528405e-02             *
5    temperature     1.405694  ...  5.473386e-03            **
6    solar_power     0.006245  ...  9.089897e-01              
7   total_demand    15.188316  ...  0.000000e+00           ***
8         temp_1    10.540998  ...  3.484637e-02             *
9         temp_9     0.070207  ...  1.557810e-01              
10       solar_4     0.386501  ...  8.948398e-14           ***
11      solar_16     0.560337  ...  0.000000e+00           ***
12      lag_48*7     9.035361  ...  0.000000e+00           ***
13     sin_336_1    11.401479  ...  0.000000e+00           ***

[14 rows x 6 columns]"
