year,month,train_start,train_end,train_obs,arima_order,seasonal_order,aic,loglik,mse_oob,mape_oob,coef_ar1,coef_ar2,coef_sar1,coef_sar2
2019,1,2019-01-01,2020-01-01,17520,"(2, 0, 0)","(2, 1, 0, 48)",-114068.59298356756,57039.29649178378,2247460.075708004,0.16128558102403007,1.5656435326093678,-0.5807888125195988,-0.4942206635554644,-0.29079774736510794
