year,month,train_start,train_end,train_obs,arima_order,seasonal_order,aic,loglik,mse_oob,mape_oob,coef_ar1,coef_ar2,coef_sar1,coef_sar2
2018,1,2018-01-01,2019-01-01,17520,"(2, 0, 0)","(2, 1, 0, 48)",-144038.5752598918,72024.2876299459,122.706665,0.02299094758927822,1.5470083842790467,-0.5651939608881678,-0.48425138287349856,-0.2845469382661474
