year,month,train_start,train_end,train_obs,arima_order,seasonal_order,aic,loglik,mse_oob,mape_oob,coef_ar1,coef_ar2,coef_ar3,coef_ar4,coef_ar5,coef_sar1,coef_intercept,coef_ex_1,coef_ex_2,coef_ex_3,coef_ex_4,coef_ex_5,coef_ex_6,coef_ex_7,coef_ex_8,coef_ex_9,coef_ex_10,coef_ex_11,coef_ex_12,coef_ex_13,coef_ex_14,coef_ex_15,coef_ex_16,coef_ex_17
2018,1,2018-01-01,2020-01-01,35040,"(5, 0, 0)","(1, 0, 0, 48)",-232714.03887473847,116382.01943736924,165022.5820477544,0.04831140357286782,1.3646717432322732,-0.13389652355332118,-0.19416443123932317,-0.06927836553929291,0.009859704284692022,0.3270656213201486,2.936502346070163,-0.0011797544125047605,-0.0017343900799325893,-4.760793846160509e-05,-0.08949689170661979,-0.025024957836111764,-0.008819120854830496,0.004339747501019814,-0.00023742973326210354,0.011000709316839434,-0.0025351948540772882,0.006670098067258193,0.0002756631505386588,-0.004545188818751262,0.0009088040471868211,0.6808427423517697,-0.00032544583154047363,0.0006402553588095058
