,eval_date,aic,peak_actual,peak_predicted,time_of_peak_actual,time_of_peak_predicted,mse,r2,mae,mape
136,2020-07-12,-17854.797245258735,9.271335748583978,9.273424894297879,2020-07-12 18:30:00,2020-07-12 18:30:00,0.002726602131096746,0.8611603162185852,0.0417357874300606,0.004662209609845425
137,2020-07-13,-17864.8473212983,9.346845713029033,9.284922510798944,2020-07-13 18:30:00,2020-07-13 18:00:00,0.004387972914618062,0.8692082337114581,0.05078214628921914,0.0056326750650423875
138,2020-07-14,-17460.18430726692,9.364775868382205,9.312748714608588,2020-07-14 18:30:00,2020-07-14 18:00:00,0.0034837895608958794,0.8331330834032393,0.05411356438392734,0.005932416223251471
139,2020-07-15,-17365.603672778998,9.351724476195969,9.334232501975757,2020-07-15 18:30:00,2020-07-15 18:00:00,0.0008964124956184586,0.9511519426478866,0.02512455764653417,0.0027706480123765357
140,2020-07-16,-17355.758104078304,9.341633511580227,9.34288222018096,2020-07-16 18:30:00,2020-07-16 18:30:00,0.0004135618268216546,0.9769145063179342,0.01500436977372055,0.001658343689473308
141,2020-07-17,-17337.273636435602,9.302718074450537,9.338518757440307,2020-07-17 18:30:00,2020-07-17 18:30:00,0.0004763090031476079,0.9669535760160402,0.01785372614423812,0.0019517797349240193
142,2020-07-18,-17356.338698864012,9.230081232658963,9.304503209190772,2020-07-18 18:30:00,2020-07-18 18:30:00,0.008584461952403545,0.3932408241747276,0.07976760732721551,0.008868011417612112
143,2020-07-19,-17363.32698638631,9.222403321164064,9.270153771966761,2020-07-19 18:30:00,2020-07-19 18:30:00,0.005284643678727413,0.7033666584314286,0.06579978346904784,0.007361688214140533
144,2020-07-20,-17377.192597842557,9.325778438117188,9.26773694782767,2020-07-20 19:00:00,2020-07-20 18:30:00,0.0032846732450496617,0.880109239189576,0.0510814254822296,0.005630616203855861
145,2020-07-21,-17317.622771455855,9.37075879695815,9.307745873115099,2020-07-21 18:30:00,2020-07-21 18:30:00,0.004658556903561422,0.7802008114114897,0.06004712555552616,0.006573246419028023
146,2020-07-22,-17310.10783145119,9.342580180865419,9.32651801857608,2020-07-22 18:30:00,2020-07-22 18:30:00,0.002136725112969908,0.8837041693447912,0.03851941675498768,0.004228495613961638
147,2020-07-23,-17301.52447761948,9.330599450817168,9.341960611927101,2020-07-23 18:30:00,2020-07-23 18:30:00,0.0002110735404332161,0.9886697088378015,0.01160241436695264,0.0012718787873032952
148,2020-07-24,-17318.852286720736,9.290946613142582,9.329731344317937,2020-07-24 08:30:00,2020-07-24 18:30:00,0.0005533170585074672,0.9657281402482082,0.019643435387950475,0.0021541552689081176
149,2020-07-25,-17305.322831280617,9.24487608919305,9.279081020549313,2020-07-25 18:00:00,2020-07-25 18:30:00,0.004670623478348509,0.6181306452455373,0.05399404659426984,0.005966877826677877
150,2020-07-26,-17233.52200699578,9.280191941343224,9.246332824646457,2020-07-26 18:30:00,2020-07-26 18:30:00,0.010012456343188885,0.653866045207618,0.07681802713120285,0.00849608368637734
151,2020-07-27,-17224.08277128997,9.354681379628806,9.290292194193135,2020-07-27 18:00:00,2020-07-27 18:30:00,0.003332772251044893,0.8798369486943662,0.048847567785907264,0.005335551075520244
152,2020-07-28,-17230.53467897589,9.285569358415676,9.326875007674344,2020-07-28 18:30:00,2020-07-28 18:00:00,0.0022786118548311883,0.8590167984182716,0.036164628247116005,0.003976769449921148
153,2020-07-29,-17224.72426506145,9.264100072282522,9.304519165935897,2020-07-29 18:30:00,2020-07-29 18:30:00,0.008815210518644048,0.4802552733128651,0.06801340096205899,0.007567652257808625
154,2020-07-30,-17191.640967497915,9.294628210165438,9.291690059253199,2020-07-30 18:30:00,2020-07-30 18:30:00,0.0009986036341257864,0.9441254756563058,0.023759951938620832,0.0026359464664884296
155,2020-07-31,-17201.367098237177,9.28015090908347,9.28550035318424,2020-07-31 18:30:00,2020-07-31 18:30:00,0.00040727474861926316,0.9761326806577799,0.017340261832531085,0.0019172249706095382
156,2020-08-01,-17221.127328507457,9.216074898106323,9.25120320791671,2020-08-01 18:30:00,2020-08-01 18:30:00,0.0033404431800934595,0.8060060052607532,0.04607344894123929,0.005152753760501984
157,2020-08-02,-17204.800475259777,9.243665857757764,9.251394835872919,2020-08-02 18:30:00,2020-08-02 18:30:00,0.002313953221351708,0.8824914654989555,0.03546710880157263,0.003982849094133921
158,2020-08-03,-17188.3929144765,9.29339116620208,9.267110618280931,2020-08-03 18:30:00,2020-08-03 18:30:00,0.004354239988821459,0.785382601318206,0.05108380402934295,0.005635073565813608
159,2020-08-04,-17184.01674973293,9.278328872584856,9.24644684101117,2020-08-04 18:30:00,2020-08-04 18:30:00,0.0008708077724398634,0.9554145010621731,0.025691616607513845,0.0028412201230056076
160,2020-08-05,-17177.35188673268,9.354026777475376,9.267348100805519,2020-08-05 19:00:00,2020-08-05 18:30:00,0.005678803192944046,0.7587804644146499,0.06523517764121867,0.0071639419110815705
161,2020-08-06,-17175.617160567766,9.385069848390524,9.341533234486691,2020-08-06 18:30:00,2020-08-06 19:00:00,0.0015721006720765443,0.9322411534532427,0.03565887382085083,0.003902188382886508
162,2020-08-07,-17189.310770632503,9.382749630527053,9.348754841962862,2020-08-07 18:00:00,2020-08-07 18:30:00,0.01983139740527881,0.2624427626379485,0.09514061418434976,0.010257571033774658
163,2020-08-08,-17121.111202214684,9.246406113436162,9.340858684775188,2020-08-08 18:30:00,2020-08-08 18:30:00,0.010422898059432579,0.36614746760102346,0.08727977414753119,0.00967196434514109
164,2020-08-09,-17117.546049666264,9.369236346491078,9.31514296970961,2020-08-09 18:30:00,2020-08-09 18:30:00,0.0033815821736050983,0.8897312086702958,0.04763861184261745,0.00526595428483492
165,2020-08-10,-17209.56754852367,9.370468295295519,9.351181171357121,2020-08-10 18:30:00,2020-08-10 18:30:00,0.003274201291378438,0.8762606797839421,0.04411242217822039,0.004849386949352501
166,2020-08-11,-17182.124779459307,9.311580209288504,9.341809352107447,2020-08-11 19:00:00,2020-08-11 18:30:00,0.002816771546595665,0.8445309392961879,0.043445839326784585,0.004794637636900866
167,2020-08-12,-17137.951626305752,9.293239304445686,9.356702159262827,2020-08-12 18:30:00,2020-08-12 18:30:00,0.0011676758265462826,0.9279766289036606,0.026906396682733497,0.002941157270511051
168,2020-08-13,-17122.27271811822,9.199459388199895,9.324646183365038,2020-08-13 19:00:00,2020-08-13 18:30:00,0.010117649750425268,0.3055715954611803,0.08541542041887899,0.009491970646153538
169,2020-08-14,-17107.63007077267,9.258899080790462,9.252321793395184,2020-08-14 18:00:00,2020-08-14 18:30:00,0.000351699610701315,0.9762975285051129,0.015911197154350926,0.0017564575882475723
170,2020-08-15,-17108.746457535257,9.169116213265415,9.222889151450378,2020-08-15 18:30:00,2020-08-15 18:30:00,0.00470643515353645,0.5558007972491463,0.05909273052467382,0.006595472320443923
171,2020-08-16,-17101.703925123722,9.179031318938938,9.211536435485327,2020-08-16 18:30:00,2020-08-16 18:30:00,0.006647202711947776,0.6359049547261886,0.07271826118262026,0.00820918089918535
172,2020-08-17,-17154.83583089366,9.234898341356223,9.206476364269115,2020-08-17 18:30:00,2020-08-17 18:30:00,0.0018317607134603726,0.9107293011505743,0.027072109633916003,0.003002986768983827
173,2020-08-18,-17123.31151107044,9.203807076402654,9.193867621675961,2020-08-18 18:30:00,2020-08-18 18:30:00,0.0024887561954733675,0.8245649171570011,0.03665348789820314,0.004078844551242435
174,2020-08-19,-17093.007962285672,9.262369095869149,9.200681168495892,2020-08-19 18:30:00,2020-08-19 18:30:00,0.0021113563009709686,0.8780247220467068,0.04129052961629746,0.004571352258430433
175,2020-08-20,-17040.40628624394,9.276748706422799,9.216543493274132,2020-08-20 18:30:00,2020-08-20 19:00:00,0.002251407151550571,0.8799767538724571,0.04037254466220811,0.00446176529971747
176,2020-08-21,-17037.739460975456,9.254840394252064,9.256165227228434,2020-08-21 18:30:00,2020-08-21 18:30:00,0.0003377645371118603,0.9771198913235937,0.01483407879979759,0.0016414313441889868
177,2020-08-22,-17044.395791535186,9.284233749677592,9.250959543253636,2020-08-22 18:30:00,2020-08-22 18:30:00,0.0012998666455634128,0.9303759578964866,0.028115715184774553,0.0031123416428714967
178,2020-08-23,-17029.015991044405,9.2745847873689,9.269898508590801,2020-08-23 18:30:00,2020-08-23 18:30:00,0.0007220816081591109,0.9652574097604383,0.019899302539290804,0.0022280474890675798
179,2020-08-24,-17042.87493687658,9.319277284695165,9.287965006896735,2020-08-24 19:00:00,2020-08-24 19:00:00,0.0034137604524526097,0.8485453857497066,0.04624619430681983,0.005106294639555871
180,2020-08-25,-17033.447747823266,9.350235348980103,9.30115939923456,2020-08-25 19:00:00,2020-08-25 19:00:00,0.001547810878146533,0.9239726009905781,0.03131635682817827,0.0034318347011532894
181,2020-08-26,-17025.736920029398,9.299710215595658,9.335016844718917,2020-08-26 19:00:00,2020-08-26 19:00:00,0.001315060646452135,0.9323012080775099,0.030664831493968814,0.0033786357047932685
182,2020-08-27,-17025.957189817236,9.25251920557383,9.32158674280067,2020-08-27 19:00:00,2020-08-27 19:00:00,0.001601436545455609,0.9124436799684018,0.03235296764372001,0.0035778745663279103
183,2020-08-28,-17046.673251937646,9.21903744257917,9.2967782781459,2020-08-28 19:00:00,2020-08-28 19:00:00,0.00416644465859291,0.7816324743874086,0.05864017534893532,0.006531642122531871
184,2020-08-29,-17059.499807453,9.120911165299756,9.242654986898117,2020-08-29 19:00:00,2020-08-29 19:00:00,0.01055787727958714,0.3850123053235781,0.09168818424800847,0.010295750359160123
185,2020-08-30,-17036.53835623093,9.072439446833718,9.159059166056451,2020-08-30 18:30:00,2020-08-30 19:00:00,0.00781069676166322,0.45792294502762776,0.08046716913763874,0.009084552081524455
186,2020-08-31,-17036.611321961565,9.219478491887207,9.136962476537239,2020-08-31 18:30:00,2020-08-31 19:00:00,0.004473271167650232,0.782501379754094,0.05345704059457638,0.005975144986789816
187,2020-09-01,-17026.183977223096,9.215043295873043,9.172563911110032,2020-09-01 19:00:00,2020-09-01 18:30:00,0.0018015790861753433,0.8813322402886914,0.035047921451727415,0.003908592290934518
188,2020-09-02,-17004.51742695261,9.153006766320456,9.155033261459872,2020-09-02 18:30:00,2020-09-02 19:00:00,0.0016187962366518533,0.8625776288894549,0.031681791044635456,0.003543981831661227
