,model,full_set_index,full_set_mean,full_set_hi,full_set_lo,using_exog,eval_date,model aicc,peak_actual_afternoon,peak_predicted_afternoon_mean,peak_predicted_afternoon_hi,peak_predicted_afternoon_lo,time_of_peak_actual_afternoon,time_of_peak_predicted_afternoon,peak_actual_morning,peak_predicted_morning_mean,peak_predicted_morning_hi,peak_predicted_morning_lo,time_of_peak_actual_morning,time_of_peak_predicted_morning,mse,r2,mae,mape
0,"(1, 1, 1, 1, 48, 0, 0)","['2017-01-01T00:00:00.000000000' '2017-01-01T00:30:00.000000000'
 '2017-01-01T01:00:00.000000000' '2017-01-01T01:30:00.000000000'
 '2017-01-01T02:00:00.000000000' '2017-01-01T02:30:00.000000000'
 '2017-01-01T03:00:00.000000000' '2017-01-01T03:30:00.000000000'
 '2017-01-01T04:00:00.000000000' '2017-01-01T04:30:00.000000000'
 '2017-01-01T05:00:00.000000000' '2017-01-01T05:30:00.000000000'
 '2017-01-01T06:00:00.000000000' '2017-01-01T06:30:00.000000000'
 '2017-01-01T07:00:00.000000000' '2017-01-01T07:30:00.000000000'
 '2017-01-01T08:00:00.000000000' '2017-01-01T08:30:00.000000000'
 '2017-01-01T09:00:00.000000000' '2017-01-01T09:30:00.000000000'
 '2017-01-01T10:00:00.000000000' '2017-01-01T10:30:00.000000000'
 '2017-01-01T11:00:00.000000000' '2017-01-01T11:30:00.000000000'
 '2017-01-01T12:00:00.000000000' '2017-01-01T12:30:00.000000000'
 '2017-01-01T13:00:00.000000000' '2017-01-01T13:30:00.000000000'
 '2017-01-01T14:00:00.000000000' '2017-01-01T14:30:00.000000000'
 '2017-01-01T15:00:00.000000000' '2017-01-01T15:30:00.000000000'
 '2017-01-01T16:00:00.000000000' '2017-01-01T16:30:00.000000000'
 '2017-01-01T17:00:00.000000000' '2017-01-01T17:30:00.000000000'
 '2017-01-01T18:00:00.000000000' '2017-01-01T18:30:00.000000000'
 '2017-01-01T19:00:00.000000000' '2017-01-01T19:30:00.000000000'
 '2017-01-01T20:00:00.000000000' '2017-01-01T20:30:00.000000000'
 '2017-01-01T21:00:00.000000000' '2017-01-01T21:30:00.000000000'
 '2017-01-01T22:00:00.000000000' '2017-01-01T22:30:00.000000000'
 '2017-01-01T23:00:00.000000000' '2017-01-01T23:30:00.000000000']","[ 9069.27129546  8896.05825826  8705.17796609  8416.35267841
  8238.13148467  8100.41919716  8028.07456494  7999.60581483
  8004.11706485  8083.79284559  8137.67553581  8333.20016571
  8539.31121268  8797.01476149  9072.45076461  9339.36441428
  9537.40990551  9752.29456331  9905.09005826 10019.76512063
 10073.26996846 10198.01122067 10286.11955159 10309.00504098
 10367.71883685 10410.7558561  10451.44738298 10492.32240193
 10541.72639418 10617.91192924 10710.11474709 10731.73016514
 10796.72692493 10792.32701943 10799.54600317 10677.68719154
 10596.1226676  10446.88786432 10317.93070871 10267.41350625
 10284.92327059 10155.56311611  9943.02852436  9850.48117192
  9647.63318714  9574.09508728  9369.79384323  9168.93913091]","0      9212.542566
1      9138.333491
2      9014.961268
3      8780.156472
4      8647.863869
5      8550.495085
6      8514.321500
7      8518.742924
8      8553.470316
9      8661.124229
10     8741.073389
11     8961.005021
12     9190.063564
13     9469.417033
14     9765.338856
15    10051.685902
16    10268.207023
17    10500.690673
18    10670.278746
19    10801.001286
20    10869.862455
21    11009.316665
22    11111.537194
23    11147.972317
24    11219.707595
25    11275.269098
26    11328.016432
27    11380.504427
28    11441.102238
29    11528.084190
30    11630.706078
31    11662.381755
32    11737.097146
33    11742.090210
34    11758.391369
35    11645.317815
36    11572.254609
37    11431.249343
38    11310.261359
39    11267.463692
40    11292.453461
41    11170.343313
42    10964.837729
43    10879.106898
44    10682.871009
45    10615.748221
46    10417.672755
47    10222.861179
Name: 95%, dtype: float64","0     8926.000025
1     8653.783026
2     8395.394664
3     8052.548885
4     7828.399100
5     7650.343309
6     7541.827630
7     7480.468706
8     7454.763814
9     7506.461463
10    7534.277683
11    7705.395310
12    7888.558862
13    8124.612489
14    8379.562673
15    8627.042926
16    8806.612788
17    9003.898454
18    9139.901370
19    9238.528955
20    9276.677482
21    9386.705777
22    9460.701909
23    9470.037765
24    9515.730079
25    9546.242614
26    9574.878334
27    9604.140377
28    9642.350550
29    9707.739668
30    9789.523417
31    9801.078575
32    9856.356703
33    9842.563829
34    9840.700637
35    9710.056568
36    9619.990726
37    9462.526385
38    9325.600059
39    9267.363321
40    9277.393080
41    9140.782919
42    8921.219320
43    8821.855445
44    8612.395365
45    8532.441954
46    8321.914932
47    8115.017083
Name: 95%, dtype: float64",True,2017-01-01,30833.594518692717,8205.1,10799.54600316548,11758.391368919794,9856.356703371386,2017-01-01 04:30:00,2017-01-01 04:30:00,7985.04,10367.718836847587,11219.707594979525,9515.73007871565,2017-01-01 12:00:00,2017-01-01 12:00:00,5208061.461544848,-9.249926438838116,2255.387924692813,0.30612802732550376
1,"(1, 1, 1, 1, 48, 0, 0)","['2017-01-02T00:00:00.000000000' '2017-01-02T00:30:00.000000000'
 '2017-01-02T01:00:00.000000000' '2017-01-02T01:30:00.000000000'
 '2017-01-02T02:00:00.000000000' '2017-01-02T02:30:00.000000000'
 '2017-01-02T03:00:00.000000000' '2017-01-02T03:30:00.000000000'
 '2017-01-02T04:00:00.000000000' '2017-01-02T04:30:00.000000000'
 '2017-01-02T05:00:00.000000000' '2017-01-02T05:30:00.000000000'
 '2017-01-02T06:00:00.000000000' '2017-01-02T06:30:00.000000000'
 '2017-01-02T07:00:00.000000000' '2017-01-02T07:30:00.000000000'
 '2017-01-02T08:00:00.000000000' '2017-01-02T08:30:00.000000000'
 '2017-01-02T09:00:00.000000000' '2017-01-02T09:30:00.000000000'
 '2017-01-02T10:00:00.000000000' '2017-01-02T10:30:00.000000000'
 '2017-01-02T11:00:00.000000000' '2017-01-02T11:30:00.000000000'
 '2017-01-02T12:00:00.000000000' '2017-01-02T12:30:00.000000000'
 '2017-01-02T13:00:00.000000000' '2017-01-02T13:30:00.000000000'
 '2017-01-02T14:00:00.000000000' '2017-01-02T14:30:00.000000000'
 '2017-01-02T15:00:00.000000000' '2017-01-02T15:30:00.000000000'
 '2017-01-02T16:00:00.000000000' '2017-01-02T16:30:00.000000000'
 '2017-01-02T17:00:00.000000000' '2017-01-02T17:30:00.000000000'
 '2017-01-02T18:00:00.000000000' '2017-01-02T18:30:00.000000000'
 '2017-01-02T19:00:00.000000000' '2017-01-02T19:30:00.000000000'
 '2017-01-02T20:00:00.000000000' '2017-01-02T20:30:00.000000000'
 '2017-01-02T21:00:00.000000000' '2017-01-02T21:30:00.000000000'
 '2017-01-02T22:00:00.000000000' '2017-01-02T22:30:00.000000000'
 '2017-01-02T23:00:00.000000000' '2017-01-02T23:30:00.000000000']","[6836.86207463 6668.01728007 6499.11243986 6231.25751301 6054.30786806
 5919.07509798 5850.22548109 5825.74776669 5810.86036281 5876.40303524
 5931.57432254 6116.21399059 6293.44176773 6527.49692822 6777.00850542
 7062.84319254 7290.44204253 7523.18883276 7671.4223776  7808.18449679
 7922.57415049 8028.55936923 8164.61020947 8283.4445031  8407.8340703
 8511.10831869 8575.27760693 8663.16431266 8754.37405574 8812.41938274
 8892.06751987 8928.29202749 8992.3922112  8989.82666868 9016.1701807
 8896.91829875 8827.03320248 8666.78742644 8513.18665256 8450.30517407
 8430.9998874  8269.07505099 8074.34448738 7993.12178133 7798.73177772
 7722.95763582 7514.01221898 7287.16185546]","0     6978.309496
1     6908.138948
2     6806.369258
3     6592.192446
4     6460.855972
5     6365.672650
6     6332.717127
7     6340.866632
8     6355.944132
9     6449.223694
10    6530.228883
11    6739.050619
12    6939.007763
13    7194.500845
14    7464.291819
15    7769.358593
16    8015.236488
17    8265.390080
18    8430.228123
19    8582.853506
20    8712.418919
21    8832.939999
22    8982.929242
23    9115.142527
24    9252.385959
25    9368.019980
26    9444.083165
27    9543.423643
28    9645.670620
29    9714.358319
30    9804.273948
31    9850.409537
32    9924.081512
33    9930.764380
34    9966.047735
35    9855.440957
36    9793.919155
37    9641.766980
38    9496.001486
39    9440.707657
40    9428.752459
41    9273.949646
42    9086.122006
43    9011.591606
44    8823.691318
45    8754.211914
46    8551.373481
47    8330.449210
Name: 95%, dtype: float64","0     6695.414653
1     6427.895612
2     6191.855622
3     5870.322580
4     5647.759764
5     5472.477546
6     5367.733835
7     5310.628901
8     5265.776594
9     5303.582377
10    5332.919762
11    5493.377362
12    5647.875773
13    5860.493011
14    6089.725192
15    6356.327792
16    6565.647597
17    6780.987586
18    6912.616632
19    7033.515488
20    7132.729382
21    7224.178740
22    7346.291177
23    7451.746479
24    7563.282182
25    7654.196657
26    7706.472049
27    7782.904982
28    7863.077491
29    7910.480446
30    7979.861092
31    8006.174518
32    8060.702910
33    8048.888957
34    8066.292626
35    7938.395640
36    7860.147250
37    7691.807873
38    7530.371819
39    7459.902691
40    7433.247315
41    7264.200456
42    7062.566969
43    6974.651957
44    6773.772237
45    6691.703357
46    6476.650957
47    6243.874501
Name: 95%, dtype: float64",True,2017-01-02,30758.581449004643,7800.92,9016.17018069991,9966.047735489308,8066.292625910511,2017-01-02 05:30:00,2017-01-02 04:30:00,7474.09,8407.834070296305,9252.385958661263,7563.282181931346,2017-01-02 10:30:00,2017-01-02 12:00:00,609223.685907124,-0.6244050210877903,616.4979071803064,0.08321358840179088
2,"(1, 1, 1, 1, 48, 0, 0)","['2017-01-03T00:00:00.000000000' '2017-01-03T00:30:00.000000000'
 '2017-01-03T01:00:00.000000000' '2017-01-03T01:30:00.000000000'
 '2017-01-03T02:00:00.000000000' '2017-01-03T02:30:00.000000000'
 '2017-01-03T03:00:00.000000000' '2017-01-03T03:30:00.000000000'
 '2017-01-03T04:00:00.000000000' '2017-01-03T04:30:00.000000000'
 '2017-01-03T05:00:00.000000000' '2017-01-03T05:30:00.000000000'
 '2017-01-03T06:00:00.000000000' '2017-01-03T06:30:00.000000000'
 '2017-01-03T07:00:00.000000000' '2017-01-03T07:30:00.000000000'
 '2017-01-03T08:00:00.000000000' '2017-01-03T08:30:00.000000000'
 '2017-01-03T09:00:00.000000000' '2017-01-03T09:30:00.000000000'
 '2017-01-03T10:00:00.000000000' '2017-01-03T10:30:00.000000000'
 '2017-01-03T11:00:00.000000000' '2017-01-03T11:30:00.000000000'
 '2017-01-03T12:00:00.000000000' '2017-01-03T12:30:00.000000000'
 '2017-01-03T13:00:00.000000000' '2017-01-03T13:30:00.000000000'
 '2017-01-03T14:00:00.000000000' '2017-01-03T14:30:00.000000000'
 '2017-01-03T15:00:00.000000000' '2017-01-03T15:30:00.000000000'
 '2017-01-03T16:00:00.000000000' '2017-01-03T16:30:00.000000000'
 '2017-01-03T17:00:00.000000000' '2017-01-03T17:30:00.000000000'
 '2017-01-03T18:00:00.000000000' '2017-01-03T18:30:00.000000000'
 '2017-01-03T19:00:00.000000000' '2017-01-03T19:30:00.000000000'
 '2017-01-03T20:00:00.000000000' '2017-01-03T20:30:00.000000000'
 '2017-01-03T21:00:00.000000000' '2017-01-03T21:30:00.000000000'
 '2017-01-03T22:00:00.000000000' '2017-01-03T22:30:00.000000000'
 '2017-01-03T23:00:00.000000000' '2017-01-03T23:30:00.000000000']","[7472.42231097 7284.44160098 7053.09205388 6776.5606144  6552.99807625
 6425.27283741 6373.75143666 6326.20071549 6354.00493514 6433.99616761
 6495.35181917 6655.02431745 6815.97172447 7034.00647019 7309.15875976
 7548.23652342 7762.66854359 8008.43231827 8177.02338723 8336.72287481
 8462.66257359 8553.29625477 8636.18608417 8725.12683982 8809.05145919
 8899.99080872 8944.69440913 8982.08610219 9034.46456667 9153.87268861
 9223.62518506 9320.84883461 9417.57025083 9461.54869384 9510.31474845
 9376.98396053 9252.45417763 9102.66646531 8947.77877003 8899.25850575
 8885.03231793 8727.06085738 8564.57159338 8461.89018032 8263.73131973
 8173.66346099 7979.65596471 7751.26825574]","0      7617.490877
1      7529.117436
2      7367.200727
3      7147.288125
4      6972.748195
5      6888.865438
6      6877.361119
7      6866.852188
8      6929.297922
9      7041.940856
10     7134.263550
11     7323.452624
12     7512.650533
13     7757.817977
14     8059.106504
15     8323.424851
16     8562.286630
17     8831.741527
18     9023.347124
19     9205.438327
20     9353.193920
21     9465.109014
22     9568.782371
23     9678.041355
24     9781.848068
25     9892.259598
26     9956.049150
27    10012.162043
28    10082.916501
29    10220.373261
30    10307.863393
31    10422.528705
32    10536.409659
33    10597.278308
34    10662.677086
35    10545.732539
36    10437.352744
37    10303.488306
38    10164.306080
39    10131.281814
40    10132.349967
41     9989.478524
42     9841.901851
43     9753.952099
44     9570.350092
45     9494.670066
46     9314.886849
47     9100.565044
Name: 95%, dtype: float64","0     7327.353745
1     7039.765766
2     6738.983380
3     6405.833104
4     6133.247957
5     5961.680237
6     5870.141754
7     5785.549243
8     5778.711948
9     5826.051479
10    5856.440088
11    5986.596011
12    6119.292916
13    6310.194964
14    6559.211015
15    6773.048195
16    6963.050457
17    7185.123109
18    7330.699651
19    7468.007422
20    7572.131227
21    7641.483496
22    7703.589797
23    7772.212324
24    7836.254851
25    7907.722020
26    7933.339668
27    7952.010161
28    7986.012632
29    8087.372116
30    8139.386977
31    8219.168964
32    8298.730843
33    8325.819080
34    8357.952410
35    8208.235382
36    8067.555611
37    7901.844624
38    7731.251460
39    7667.235197
40    7637.714669
41    7464.643191
42    7287.241335
43    7169.828262
44    6957.112547
45    6852.656856
46    6644.425080
47    6401.971467
Name: 95%, dtype: float64",True,2017-01-03,30889.13602619884,8527.72,9510.314748447992,10662.677086480122,8357.952410415863,2017-01-03 04:30:00,2017-01-03 04:30:00,8116.11,8809.05145919267,9781.848067630879,7836.25485075446,2017-01-03 12:00:00,2017-01-03 12:00:00,441304.06346183043,0.4371718392870192,606.8781836716861,0.0805639765933261
3,"(1, 1, 1, 1, 48, 0, 0)","['2017-01-04T00:00:00.000000000' '2017-01-04T00:30:00.000000000'
 '2017-01-04T01:00:00.000000000' '2017-01-04T01:30:00.000000000'
 '2017-01-04T02:00:00.000000000' '2017-01-04T02:30:00.000000000'
 '2017-01-04T03:00:00.000000000' '2017-01-04T03:30:00.000000000'
 '2017-01-04T04:00:00.000000000' '2017-01-04T04:30:00.000000000'
 '2017-01-04T05:00:00.000000000' '2017-01-04T05:30:00.000000000'
 '2017-01-04T06:00:00.000000000' '2017-01-04T06:30:00.000000000'
 '2017-01-04T07:00:00.000000000' '2017-01-04T07:30:00.000000000'
 '2017-01-04T08:00:00.000000000' '2017-01-04T08:30:00.000000000'
 '2017-01-04T09:00:00.000000000' '2017-01-04T09:30:00.000000000'
 '2017-01-04T10:00:00.000000000' '2017-01-04T10:30:00.000000000'
 '2017-01-04T11:00:00.000000000' '2017-01-04T11:30:00.000000000'
 '2017-01-04T12:00:00.000000000' '2017-01-04T12:30:00.000000000'
 '2017-01-04T13:00:00.000000000' '2017-01-04T13:30:00.000000000'
 '2017-01-04T14:00:00.000000000' '2017-01-04T14:30:00.000000000'
 '2017-01-04T15:00:00.000000000' '2017-01-04T15:30:00.000000000'
 '2017-01-04T16:00:00.000000000' '2017-01-04T16:30:00.000000000'
 '2017-01-04T17:00:00.000000000' '2017-01-04T17:30:00.000000000'
 '2017-01-04T18:00:00.000000000' '2017-01-04T18:30:00.000000000'
 '2017-01-04T19:00:00.000000000' '2017-01-04T19:30:00.000000000'
 '2017-01-04T20:00:00.000000000' '2017-01-04T20:30:00.000000000'
 '2017-01-04T21:00:00.000000000' '2017-01-04T21:30:00.000000000'
 '2017-01-04T22:00:00.000000000' '2017-01-04T22:30:00.000000000'
 '2017-01-04T23:00:00.000000000' '2017-01-04T23:30:00.000000000']","[6977.1504192  6774.84812015 6560.09540008 6252.56233932 6060.91460687
 5940.64450764 5891.49221964 5875.56846586 5879.66172286 5959.36254007
 6032.15294741 6252.73763401 6446.27125154 6734.33421284 7015.93191404
 7302.71761024 7533.73015427 7767.80454521 7872.46417125 7972.54474014
 8045.32549157 8170.93889298 8277.91573848 8334.94902518 8437.1824557
 8561.18299288 8707.52746304 8817.62099642 8918.66325656 9019.02619855
 9108.12694645 9142.96064782 9246.08396734 9234.233603   9232.905141
 9056.89213051 8978.00728084 8794.87648967 8643.54731288 8587.07692097
 8594.27538123 8414.82907507 8166.01093541 8056.00082482 7822.57832839
 7720.03866706 7515.47759995 7264.19178289]","0      7118.479832
1      7014.849037
2      6868.472010
3      6616.514998
4      6472.857692
5      6395.400803
6      6385.233583
7      6405.313019
8      6442.999994
9      6554.293734
10     6656.980196
11     6905.997417
12     7126.683865
13     7440.767843
14     7747.375846
15     8058.261796
16     8312.549313
17     8569.145580
18     8695.636063
19     8816.910324
20     8910.294688
21     9055.963075
22     9182.483007
23     9258.580203
24     9379.427677
25     9521.618765
26     9685.754135
27     9813.260551
28     9931.357381
29    10048.434591
30    10153.925819
31    10204.841400
32    10323.752006
33    10327.407284
34    10341.314825
35    10180.279330
36    10116.123890
37     9947.484092
38     9810.416544
39     9767.986898
40     9789.013176
41     9623.189232
42     9387.795036
43     9291.017079
44     9070.641205
45     8980.968549
46     8789.100467
47     8550.338919
Name: 95%, dtype: float64","0     6835.821007
1     6534.847203
2     6251.718790
3     5888.609680
4     5648.971521
5     5485.888213
6     5397.750857
7     5345.823913
8     5316.323452
9     5364.431346
10    5407.325698
11    5599.477851
12    5765.858638
13    6027.900583
14    6284.487982
15    6547.173424
16    6754.910995
17    6966.463511
18    7049.292280
19    7128.179156
20    7180.356295
21    7285.914711
22    7373.348470
23    7411.317847
24    7494.937235
25    7600.747220
26    7729.300791
27    7821.981442
28    7905.969132
29    7989.617807
30    8062.328074
31    8081.079895
32    8168.415929
33    8141.059922
34    8124.495457
35    7933.504931
36    7839.890671
37    7642.268888
38    7476.678081
39    7406.166944
40    7399.537587
41    7206.468918
42    6944.226835
43    6820.984570
44    6574.515452
45    6459.108785
46    6241.854733
47    5978.044646
Name: 95%, dtype: float64",True,2017-01-04,30770.63498889742,8524.76,9246.083967335766,10341.314824995969,8168.415928899535,2017-01-04 04:30:00,2017-01-04 03:30:00,8195.77,8437.182455699787,9379.427676761386,7494.937234638188,2017-01-04 10:00:00,2017-01-04 12:00:00,185161.03346646667,0.7327143894088968,344.208855018364,0.04328623435718349
4,"(1, 1, 1, 1, 48, 0, 0)","['2017-01-05T00:00:00.000000000' '2017-01-05T00:30:00.000000000'
 '2017-01-05T01:00:00.000000000' '2017-01-05T01:30:00.000000000'
 '2017-01-05T02:00:00.000000000' '2017-01-05T02:30:00.000000000'
 '2017-01-05T03:00:00.000000000' '2017-01-05T03:30:00.000000000'
 '2017-01-05T04:00:00.000000000' '2017-01-05T04:30:00.000000000'
 '2017-01-05T05:00:00.000000000' '2017-01-05T05:30:00.000000000'
 '2017-01-05T06:00:00.000000000' '2017-01-05T06:30:00.000000000'
 '2017-01-05T07:00:00.000000000' '2017-01-05T07:30:00.000000000'
 '2017-01-05T08:00:00.000000000' '2017-01-05T08:30:00.000000000'
 '2017-01-05T09:00:00.000000000' '2017-01-05T09:30:00.000000000'
 '2017-01-05T10:00:00.000000000' '2017-01-05T10:30:00.000000000'
 '2017-01-05T11:00:00.000000000' '2017-01-05T11:30:00.000000000'
 '2017-01-05T12:00:00.000000000' '2017-01-05T12:30:00.000000000'
 '2017-01-05T13:00:00.000000000' '2017-01-05T13:30:00.000000000'
 '2017-01-05T14:00:00.000000000' '2017-01-05T14:30:00.000000000'
 '2017-01-05T15:00:00.000000000' '2017-01-05T15:30:00.000000000'
 '2017-01-05T16:00:00.000000000' '2017-01-05T16:30:00.000000000'
 '2017-01-05T17:00:00.000000000' '2017-01-05T17:30:00.000000000'
 '2017-01-05T18:00:00.000000000' '2017-01-05T18:30:00.000000000'
 '2017-01-05T19:00:00.000000000' '2017-01-05T19:30:00.000000000'
 '2017-01-05T20:00:00.000000000' '2017-01-05T20:30:00.000000000'
 '2017-01-05T21:00:00.000000000' '2017-01-05T21:30:00.000000000'
 '2017-01-05T22:00:00.000000000' '2017-01-05T22:30:00.000000000'
 '2017-01-05T23:00:00.000000000' '2017-01-05T23:30:00.000000000']","[6985.53779787 6798.70593113 6601.59169993 6333.4378397  6149.33063353
 6022.73117924 5985.36031318 5974.88074578 5996.19120117 6085.43175094
 6171.16192051 6404.77279068 6640.20680466 6940.69780746 7242.84096075
 7547.7908803  7783.38804701 8068.43806052 8216.08628473 8385.04416809
 8547.72346862 8613.3865216  8685.71412853 8770.9691792  8897.68272085
 9054.89138871 9167.69541792 9265.4880498  9364.73130614 9444.08023121
 9514.76379269 9574.75113462 9665.46402431 9721.41656398 9773.00024057
 9611.46324062 9533.49513978 9373.69780259 9236.7462895  9146.32310606
 9111.5333796  8910.82555362 8673.2442618  8558.86011627 8307.70496224
 8179.47558172 7986.16044559 7751.01409675]","0      7127.181194
1      7038.772283
2      6908.534524
3      6693.763957
4      6554.941460
5      6468.033519
6      6466.173107
7      6487.914623
8      6538.764070
9      6655.298157
10     6766.403457
11     7023.723976
12     7281.402854
13     7602.836589
14     7924.754513
15     8248.423589
16     8501.779589
17     8803.709846
18     8967.430518
19     9151.714904
20     9329.029215
21     9408.684058
22     9494.403288
23     9592.488411
24     9731.505288
25     9900.522080
26    10024.667692
27    10133.361544
28    10243.089638
29    10332.529064
30    10412.929115
31    10482.277726
32    10582.014085
33    10646.668483
34    10706.647480
35    10553.213335
36    10483.068782
37    10330.828013
38    10201.177658
39    10117.811099
40    10089.843704
41     9895.733571
42     9664.534449
43     9556.325569
44     9311.146934
45     9188.703054
46     9000.989735
47     8771.268483
Name: 95%, dtype: float64","0     6843.894402
1     6558.639580
2     6294.648876
3     5973.111722
4     5743.719808
5     5577.428840
6     5504.547519
7     5461.846869
8     5453.618332
9     5515.565345
10    5575.920384
11    5785.821606
12    5999.010756
13    6278.559026
14    6560.927408
15    6847.158171
16    7064.996505
17    7333.166275
18    7464.742052
19    7618.373432
20    7766.417722
21    7818.088986
22    7877.024970
23    7949.449947
24    8063.860154
25    8209.260698
26    8310.723143
27    8397.614556
28    8486.372974
29    8555.631398
30    8616.598471
31    8667.224543
32    8748.913963
33    8796.164645
34    8839.353001
35    8669.713146
36    8583.921497
37    8416.567592
38    8272.314921
39    8174.835113
40    8133.223055
41    7925.917537
42    7681.954075
43    7561.394663
44    7304.262991
45    7170.248109
46    6971.331156
47    6730.759711
Name: 95%, dtype: float64",True,2017-01-05,30757.38232815122,8755.62,9773.00024056831,10706.647480121763,8839.353001014857,2017-01-05 04:30:00,2017-01-05 04:30:00,8378.17,8897.682720848024,9731.505288117729,8063.860153578319,2017-01-05 10:30:00,2017-01-05 12:00:00,361832.76471616334,0.5425596734833298,473.5686490718156,0.05769538343670433
5,"(1, 1, 1, 1, 48, 0, 0)","['2017-01-06T00:00:00.000000000' '2017-01-06T00:30:00.000000000'
 '2017-01-06T01:00:00.000000000' '2017-01-06T01:30:00.000000000'
 '2017-01-06T02:00:00.000000000' '2017-01-06T02:30:00.000000000'
 '2017-01-06T03:00:00.000000000' '2017-01-06T03:30:00.000000000'
 '2017-01-06T04:00:00.000000000' '2017-01-06T04:30:00.000000000'
 '2017-01-06T05:00:00.000000000' '2017-01-06T05:30:00.000000000'
 '2017-01-06T06:00:00.000000000' '2017-01-06T06:30:00.000000000'
 '2017-01-06T07:00:00.000000000' '2017-01-06T07:30:00.000000000'
 '2017-01-06T08:00:00.000000000' '2017-01-06T08:30:00.000000000'
 '2017-01-06T09:00:00.000000000' '2017-01-06T09:30:00.000000000'
 '2017-01-06T10:00:00.000000000' '2017-01-06T10:30:00.000000000'
 '2017-01-06T11:00:00.000000000' '2017-01-06T11:30:00.000000000'
 '2017-01-06T12:00:00.000000000' '2017-01-06T12:30:00.000000000'
 '2017-01-06T13:00:00.000000000' '2017-01-06T13:30:00.000000000'
 '2017-01-06T14:00:00.000000000' '2017-01-06T14:30:00.000000000'
 '2017-01-06T15:00:00.000000000' '2017-01-06T15:30:00.000000000'
 '2017-01-06T16:00:00.000000000' '2017-01-06T16:30:00.000000000'
 '2017-01-06T17:00:00.000000000' '2017-01-06T17:30:00.000000000'
 '2017-01-06T18:00:00.000000000' '2017-01-06T18:30:00.000000000'
 '2017-01-06T19:00:00.000000000' '2017-01-06T19:30:00.000000000'
 '2017-01-06T20:00:00.000000000' '2017-01-06T20:30:00.000000000'
 '2017-01-06T21:00:00.000000000' '2017-01-06T21:30:00.000000000'
 '2017-01-06T22:00:00.000000000' '2017-01-06T22:30:00.000000000'
 '2017-01-06T23:00:00.000000000' '2017-01-06T23:30:00.000000000']","[7315.79354668 7087.79095045 6857.0082189  6548.10885798 6339.85829142
 6193.18338329 6116.35196676 6074.13015589 6085.62654014 6208.7405827
 6311.73341406 6534.05013114 6741.92418273 7024.903631   7313.70152736
 7560.72130634 7772.5338005  7990.30085134 8096.27342726 8223.90094119
 8300.99506232 8419.59113103 8530.18403741 8617.4133597  8710.06158522
 8768.92516478 8821.08756685 8821.36346617 8867.51232197 8984.04566726
 9119.67471285 9239.21393038 9404.01810286 9433.63165981 9416.63089772
 9261.95918632 9158.00105373 8983.13482981 8860.53364477 8794.94779429
 8772.0225445  8634.80745467 8400.29400489 8309.10316715 8076.91507923
 7957.9115897  7750.07680091 7474.8937286 ]","0      7455.536796
1      7327.803329
2      7166.241601
3      6913.603446
4      6753.970666
5      6650.713348
6      6613.463838
7      6607.842419
8      6653.534507
9      6808.850855
10     6942.358112
11     7193.735706
12     7429.401508
13     7739.051824
14     8053.521002
15     8325.313222
16     8561.084091
17     8802.067585
18     8930.576665
19     9080.114488
20     9178.539677
21     9317.928885
22     9448.813578
23     9555.865903
24     9667.897498
25     9745.731030
26     9816.473648
27     9834.961503
28     9898.973602
29    10033.039334
30    10185.886272
31    10322.343925
32    10503.780935
33    10549.754539
34    10548.852895
35    10410.030389
36    10321.681795
37    10162.194999
38    10054.752056
39    10004.111617
40     9995.926777
41     9873.254452
42     9653.093037
43     9576.070020
44     9357.871684
45     9252.685681
46     9058.501603
47     8796.807666
Name: 95%, dtype: float64","0     7176.050298
1     6847.778572
2     6547.774836
3     6182.614270
4     5925.745917
5     5735.653419
6     5619.240096
7     5540.417893
8     5517.718573
9     5608.630310
10    5681.108717
11    5874.364557
12    6054.446858
13    6310.755438
14    6573.882053
15    6796.129390
16    6983.983510
17    7178.534118
18    7261.970189
19    7367.687395
20    7423.450448
21    7521.253377
22    7611.554497
23    7678.960816
24    7752.225673
25    7792.119299
26    7825.701485
27    7807.765429
28    7836.051042
29    7935.052000
30    8053.463154
31    8156.083936
32    8304.255271
33    8317.508781
34    8284.408900
35    8113.887984
36    7994.320313
37    7804.074661
38    7666.315233
39    7585.783972
40    7548.118312
41    7396.360457
42    7147.494972
43    7042.136314
44    6795.958475
45    6663.137499
46    6441.651998
47    6152.979791
Name: 95%, dtype: float64",True,2017-01-06,30684.693932282327,8821.02,9433.631659809991,10549.754538500201,8317.50878111978,2017-01-06 03:00:00,2017-01-06 04:00:00,8606.66,8710.061585217045,9667.897497885255,7752.225672548834,2017-01-06 12:00:00,2017-01-06 12:00:00,139102.19500063555,0.837416951801691,308.87800247910667,0.03814496449552975
