,rainfall,pv_capacity,solar_power,peak_demand,date,prev_demand_min,prev_demand_max,prev_demand_mean,prev_demand_std,prev_temp_min,prev_temp_max,prev_temp_mean,prev_temp_std,max_temp,min_temp,prev_solar_min,prev_solar_max,prev_solar_mean,prev_solar_std,prev_peak_time
18,0.0,1790,480.45,9695.51,2010-01-19,6297.93,9840.73,8526.438958333334,1241.5387647408402,14.7,24.8,20.222916666666666,3.367001291213807,25.3,14.5,0.0,1047.38,353.0290625,399.7363895792946,10:00:00
19,0.0,1790,0.0,10819.11,2010-01-20,6452.98,9695.51,8527.109166666667,1094.8456634279323,14.5,25.3,19.526041666666668,3.5572519513010983,31.2,12.0,0.0,1063.4,367.6110416666666,413.9316893753179,11:00:00
20,0.0,1790,0.0,12758.95,2010-01-21,6356.3,10819.11,8972.363541666668,1472.0354806323046,12.0,31.2,22.068749999999998,6.3324613294801635,31.0,17.4,0.0,1064.95,366.8435416666666,411.9848190641464,16:00:00
21,0.0,1790,0.0,13765.04,2010-01-22,6623.9,12758.95,9957.95125,2025.9135343478317,17.4,31.0,24.431250000000002,4.469430743418312,36.2,21.2,0.0,1056.82,353.0854166666666,400.0447361723241,16:00:00
22,0.0,1790,0.0,12278.96,2010-01-23,7007.97,13765.04,10745.424375,2287.1504989200516,21.2,36.2,27.445833333333336,5.139747420457478,41.1,21.2,0.0,1023.58,341.75125,387.0711203156944,15:00:00
23,3.2,1790,0.0,9004.24,2010-01-24,7228.92,12278.96,9579.312916666668,1708.6122883852559,21.2,41.1,27.927083333333332,6.648523738981568,23.0,17.7,0.0,821.35,271.33885416666664,320.8261580590581,14:00:00
24,0.0,1790,0.0,11418.89,2010-01-25,6476.67,9004.24,8065.268541666667,916.4892100234009,17.7,23.0,20.946875000000002,1.5821950228797779,27.7,19.2,0.0,493.52,169.26760416666667,193.2986320795331,16:00:00
25,0.0,1790,0.0,11504.61,2010-01-26,6570.87,11418.89,9304.5175,1630.0835484990444,19.2,27.7,23.472916666666666,2.4725505466367608,32.1,23.2,0.0,865.25,255.60875,311.3822889654821,16:00:00
26,0.0,1790,7.9,11681.57,2010-01-27,6699.96,11504.61,9294.970833333333,1677.7044110024754,23.2,32.1,26.4875,2.9240473989813083,26.6,21.9,0.0,931.3,300.9521875,348.82765278082684,16:00:00
27,0.8,1790,9.65,11452.11,2010-01-28,6915.36,11681.57,9571.342083333333,1598.0801810935764,21.9,26.6,23.724999999999998,1.1861792767519348,27.1,20.5,0.0,708.17,179.2664583333333,237.51879239192294,13:30:00
28,13.4,1790,0.0,11453.22,2010-01-29,6751.38,11452.11,9474.537083333335,1600.043963455789,20.5,27.1,23.170833333333334,1.7802651408234698,27.4,18.4,0.0,585.53,162.7290625,198.24518853772398,13:30:00
29,0.4,1790,0.0,9461.36,2010-01-30,6644.49,11453.22,9396.950833333334,1643.4784656497968,18.4,27.4,22.895833333333332,3.146964652617296,26.8,20.5,0.0,976.1,323.85270833333334,379.93434769365405,15:30:00
30,0.0,1790,0.0,9749.46,2010-01-31,6502.34,9461.36,8389.761666666667,1037.0163709233914,20.5,26.8,23.289583333333336,1.841511819169739,28.5,20.7,0.0,806.58,259.47729166666664,305.4485466907439,16:00:00
31,0.6,4221,0.0,11580.28,2010-02-01,6531.57,9749.46,8440.618333333334,1170.3968806119137,20.7,28.5,24.666666666666668,2.371491436038864,29.2,19.6,0.0,849.58,257.8384375,310.04666851386946,15:30:00
32,0.0,4221,85.035,10625.12,2010-02-02,6661.03,11580.28,9565.073541666667,1711.507125040943,19.6,29.2,24.458333333333332,2.7556389638867396,26.9,21.1,0.0,924.7,286.23802083333334,339.2861377038868,14:00:00
33,23.0,4221,0.0,11024.02,2010-02-03,6785.97,10625.12,9140.978958333333,1285.0923324642736,21.1,26.9,23.535416666666666,1.3518292702432977,28.0,21.3,0.0,681.2,218.06854166666668,247.31677500503653,12:30:00
34,10.6,4221,11.06,11138.52,2010-02-04,6637.44,11024.02,9389.424375,1490.8698837040652,21.3,28.0,24.146874999999998,1.8861027659215768,27.8,22.3,0.0,846.53,267.0722916666667,318.0801140218071,16:00:00
35,7.8,4221,8.8,11530.39,2010-02-05,6834.13,11138.52,9524.447708333333,1479.5227173440733,22.3,27.8,24.691666666666666,1.4929384609644647,28.4,21.2,0.0,694.8,207.81708333333333,254.53503263216385,13:30:00
36,37.0,4221,156.57,9326.52,2010-02-06,6935.45,11530.39,9615.264375,1553.3533996567344,21.2,28.4,24.723958333333332,1.744626692475868,22.8,20.3,0.0,645.55,183.45770833333333,220.72789938273124,13:30:00
37,21.7,4221,0.0,9282.9,2010-02-07,6546.76,9326.52,8251.320625,921.9029723035682,20.3,22.8,21.517559523809524,0.6307453398526532,25.4,20.1,0.0,538.55,152.35104166666667,185.36841508643752,11:00:00
38,6.4,4221,0.0,11299.68,2010-02-08,6218.93,9282.9,8105.730625,1102.208937825767,20.1,25.4,22.522916666666664,1.5713173201385433,27.6,21.5,0.0,497.83,159.98385416666667,190.66772804351592,17:30:00
39,1.0,4221,0.0,11879.3,2010-02-09,6655.19,11299.68,9514.851666666667,1636.58475693216,21.5,27.6,24.014583333333334,1.9817238985108587,28.5,21.5,0.0,912.4,276.020625,332.4793331917055,16:00:00
40,0.5000000000000012,4221,0.0,12394.02,2010-02-10,6909.9,11879.3,9818.613333333333,1657.6141484847249,21.5,28.5,24.506249999999998,2.2571311343045197,29.8,19.4,0.0,891.4,288.92312499999997,339.04537282127296,16:00:00
41,0.0,4221,0.0,12606.64,2010-02-11,6929.56,12394.02,10028.636458333332,1825.050241168532,19.4,29.8,24.3625,3.485219551068331,30.3,19.4,0.0,992.72,326.31614583333334,382.6046755356555,16:00:00
42,0.0,4221,0.0,13134.81,2010-02-12,6962.71,12606.64,10174.005,1912.6705938333696,19.4,30.3,24.910416666666666,3.5362102315075172,36.8,21.5,0.0,960.4,302.07656249999997,370.22651065052605,15:00:00
43,3.533333333333338,4221,139.55,9696.85,2010-02-13,7095.4,13134.81,10284.141875,2014.2475968319338,21.5,36.8,26.87232142857143,4.936797598400476,26.2,21.4,0.0,928.65,275.97781249999997,345.43322331700654,16:00:00
44,7.066666666666678,4221,0.0,9719.52,2010-02-14,6796.17,9696.85,8661.1725,1031.5454237118454,21.4,26.2,22.96875,1.282642924722396,27.3,20.4,0.0,598.05,158.30947916666665,211.55096878751405,11:00:00
45,10.6,4221,0.0,12043.83,2010-02-15,6505.16,9719.52,8433.374166666666,1136.3270579592631,20.4,27.3,23.080133928571428,2.0580241677276643,32.8,20.1,0.0,561.67,139.17958333333334,168.2223047321524,17:00:00
46,0.0,4221,11.665,10450.24,2010-02-16,6709.39,12043.83,9693.409375000001,1785.8511196225318,20.1,32.8,24.516666666666666,4.0078823045812975,25.1,20.0,0.0,889.83,257.8308333333334,324.9104882794209,16:00:00
47,0.0,4221,0.0,10621.94,2010-02-17,6658.76,10450.24,9010.57875,1323.5424893590807,20.0,25.1,22.31161723163842,1.6106819458821326,24.5,17.4,0.0,665.35,207.745,239.55464763207513,13:30:00
48,0.0,4221,0.0,10150.35,2010-02-18,6462.08,10621.94,8989.191041666667,1393.045241850951,17.4,24.5,21.330208333333335,2.370244165161526,24.2,16.6,0.0,793.78,253.83854166666666,297.92286713988454,16:00:00
49,0.0,4221,74.57500000000002,10138.04,2010-02-19,6526.25,10150.35,8855.477291666666,1249.233949560714,16.6,24.2,20.914583333333333,2.2554887740640788,25.2,16.8,0.0,839.75,246.43322916666668,292.0418317957308,14:00:00
