,rainfall,pv_capacity,solar_power,peak_demand,date,prev_demand_min,prev_demand_max,prev_demand_mean,prev_demand_std,prev_temp_min,prev_temp_max,prev_temp_mean,prev_temp_std,max_temp,min_temp,prev_solar_min,prev_solar_max,prev_solar_mean,prev_solar_std,prev_peak_time
1209,0.0,226959,0.0,8995.18,2013-04-24,6027.25,9109.72,7741.719791666666,823.787861399594,7.6,23.4,14.591666666666667,4.9589735268214845,22.5,8.6,0.0,698.0,195.01333333333332,264.4018146048019,18:30:00
1210,0.0,226959,0.0,8303.07,2013-04-25,6060.7,8995.18,7761.179166666666,786.6393806427528,8.6,22.5,14.145833333333334,4.611223972528626,20.8,9.6,0.0,702.0,197.54541666666668,266.8624858959125,18:30:00
1211,0.0,226959,0.0,8643.5,2013-04-26,6016.14,8303.07,7061.35125,570.9397589291392,9.6,20.8,14.333333333333334,3.7748514601371133,25.2,7.6,0.0,687.83,188.50458333333333,256.65952161775874,18:30:00
1212,0.0,226959,0.0,8179.36,2013-04-27,5757.18,8643.5,7451.0,792.6442501861669,7.6,25.2,15.504166666666668,5.948715517828764,24.7,9.7,0.0,682.5,190.21708333333333,258.58520591667974,18:00:00
1213,0.0,226959,0.0,8338.02,2013-04-28,5671.23,8179.36,7028.030416666667,658.7347251503993,9.7,24.7,16.102083333333333,5.1307371451363855,27.8,9.6,0.0,670.17,183.96833333333333,251.52376118314615,18:30:00
1214,0.0,226959,0.0,9450.0,2013-04-29,5453.05,8338.02,6816.316666666667,763.4216396559865,9.6,27.8,17.264583333333334,6.520360569044829,24.1,10.5,0.0,681.35,187.96,256.9516385472715,18:30:00
1215,0.0,226959,0.0,9426.0,2013-04-30,5741.21,9450.0,7777.521458333334,1110.3297474614592,10.5,24.1,17.577083333333334,4.5686368181205355,21.4,14.8,0.0,654.72,178.5575,244.5050172373878,18:00:00
1216,0.0,230215,0.0,9411.36,2013-05-01,6006.87,9426.0,7967.916875,969.4619356449721,14.8,21.4,17.881249999999998,1.8288068718342265,24.9,13.6,0.0,544.1,120.78708333333333,174.21563194096174,18:00:00
1217,0.0,230215,0.0,9475.88,2013-05-02,6018.61,9411.36,7947.630416666667,936.9544921575916,13.6,24.9,18.185416666666665,2.906704618221234,18.3,10.5,0.0,639.28,166.67583333333332,234.42646875175686,18:00:00
1218,0.0,230215,0.0,9100.52,2013-05-03,5990.89,9475.88,7925.331041666667,931.3687334863209,10.5,18.3,15.06111111111111,1.9376046537061085,21.5,7.5,0.0,563.45,143.46041666666667,203.33427470294237,18:00:00
1219,0.0,230215,0.0,8545.29,2013-05-04,6177.73,9100.52,7901.9139583333335,782.5070102649472,7.5,21.5,14.489583333333334,4.7071805530344015,24.7,9.0,0.0,645.33,178.27041666666665,245.4502707570646,18:00:00
1220,0.0,230215,0.0,8809.98,2013-05-05,5874.71,8545.29,7326.874791666666,689.6556187553374,9.0,24.7,15.685416666666667,4.25195772598295,18.3,8.4,0.0,599.53,118.13875,188.41977442441902,18:00:00
1221,0.0,230215,0.0,9872.25,2013-05-06,5888.63,8809.98,7216.419166666667,788.7344501237774,8.4,18.3,14.191666666666668,2.6508796880596774,18.1,7.3,0.0,604.0,155.37958333333333,217.89369767875476,18:30:00
1222,0.0,230215,0.0,9637.83,2013-05-07,6070.75,9872.25,8090.597916666667,1064.311746697024,7.3,18.1,13.120833333333332,3.666754512164983,19.4,8.6,0.0,535.33,134.39166666666668,190.5288354407205,18:00:00
1223,0.0,230215,0.0,9490.89,2013-05-08,6214.0,9637.83,8136.531666666667,878.3905473959807,8.6,19.4,14.25625,3.7286074207232294,21.4,9.7,0.0,465.77,127.4975,177.4117288424051,18:00:00
1224,0.0,230215,0.0,9353.71,2013-05-09,6191.35,9490.89,8071.662708333333,882.3529054839191,9.7,21.4,14.583333333333334,4.012233067058439,23.8,9.4,0.0,424.83,112.825,158.51064110195625,18:00:00
1225,0.0,230215,0.0,9286.9,2013-05-10,6170.54,9353.71,8041.948958333333,860.8403579537097,9.4,23.8,15.016666666666666,5.010089111762525,22.1,8.7,0.0,614.03,164.63583333333332,230.02337995723468,18:00:00
1226,0.0,230215,0.0,8645.73,2013-05-11,6182.5,9286.9,8033.364583333333,841.1468681431663,8.7,22.1,14.53125,4.6350724133065855,21.8,11.0,0.0,601.5,158.135,223.40649161028654,18:00:00
1227,0.2,230215,0.0,8490.46,2013-05-12,5997.16,8645.73,7458.809791666667,686.8677971886945,11.0,21.8,15.71875,3.7483418319787374,22.5,10.1,0.0,458.23,95.93374999999999,136.82683265563983,18:00:00
1228,0.0,230215,0.0,9898.46,2013-05-13,5870.48,8490.46,7173.203750000001,719.0684493906291,10.1,22.5,15.356250000000001,3.7643855281115024,22.2,10.5,0.0,568.72,148.53875,211.155078280184,18:30:00
1229,0.6,230215,0.0,9727.35,2013-05-14,5971.79,9898.46,8136.26125,1141.6678598504143,10.5,22.2,15.975,4.036983284898909,19.5,8.3,0.0,444.8,87.32708333333333,135.17557476723553,18:00:00
1230,0.0,230215,0.0,9897.72,2013-05-15,6138.75,9727.35,8118.391041666667,955.4770103834171,8.3,19.5,14.372916666666667,2.8841267407549176,19.9,4.1,0.0,511.27,112.99874999999999,173.56120373216316,18:00:00
1231,0.0,230215,0.0,9905.43,2013-05-16,6139.03,9897.72,8193.1825,986.6821888994899,4.1,19.9,12.59375,5.497287774197422,19.7,11.3,0.0,596.25,156.85166666666666,222.37706218132567,18:00:00
1232,0.0,230215,0.0,9746.17,2013-05-17,6087.02,9905.43,8135.69625,1002.4884945158724,11.3,19.7,15.518749999999999,2.679366092861232,18.5,9.3,0.0,535.33,133.99416666666667,189.44850875783473,18:00:00
1233,0.0,230215,0.0,9162.27,2013-05-18,6209.8,9746.17,8184.213541666667,920.4439876459467,9.3,18.5,14.102083333333333,2.805047849808682,18.7,4.9,0.0,603.22,155.14708333333334,219.8462007201837,18:00:00
1234,0.0,230215,0.0,9482.87,2013-05-19,6051.91,9162.27,7653.031875000001,815.0255267185146,4.9,18.7,11.920833333333334,4.646616629257333,18.8,5.4,0.0,595.22,154.07291666666666,219.6492954927491,18:00:00
1235,0.0,230215,0.0,10391.76,2013-05-20,5988.64,9482.87,7562.334374999999,948.9841580856199,5.4,18.8,12.604166666666666,4.170053233668751,19.6,4.8,0.0,589.7,151.53916666666666,216.35893799015318,18:30:00
1236,0.0,230215,0.0,10046.82,2013-05-21,6200.42,10391.76,8453.766041666668,1206.984127919649,4.8,19.6,11.341666666666667,4.988149076127714,21.8,5.0,0.0,585.5,141.02875,205.8342543435621,18:00:00
1237,0.0,230215,0.0,10956.21,2013-05-22,6357.04,10046.82,8385.298958333333,967.6281936738458,5.0,21.8,12.566666666666668,5.740870025743684,16.0,5.0,0.0,574.78,135.4375,196.90896164892945,18:00:00
1238,23.6,230215,0.0,10683.11,2013-05-23,6474.31,10956.21,8880.824999999999,1215.1350236837798,5.0,16.0,10.581249999999999,3.48862322718814,18.3,10.4,0.0,331.17,61.129583333333336,97.4872656213792,18:00:00
1239,12.6,230215,0.0,10287.39,2013-05-24,6412.82,10683.11,8637.901458333334,1120.7810874374184,10.4,18.3,13.55625,2.4566805358693165,17.0,11.7,0.0,237.93,64.15625,89.53829938587673,18:00:00
1240,5.0,230215,0.0,9383.84,2013-05-25,6490.29,10287.39,8647.475,1017.8956084564334,11.7,17.0,13.883333333333333,1.6083999361508103,19.3,8.4,0.0,366.0,100.08208333333334,141.8344675078204,18:00:00
1241,0.2,230215,0.0,9726.19,2013-05-26,6377.22,9383.84,7933.157708333333,784.9627355547083,8.4,19.3,12.825000000000001,3.561107884030212,21.2,5.7,0.0,501.45,131.95916666666668,189.3859757196683,18:00:00
1242,0.0,230215,0.0,10668.16,2013-05-27,6227.03,9726.19,7837.113333333334,961.795761491334,5.7,21.2,11.597916666666668,4.99725412190187,18.8,9.0,0.0,578.03,149.55208333333334,214.30621818063642,18:30:00
1243,2.0,230215,0.0,10366.6,2013-05-28,6371.56,10668.16,8685.098541666666,1206.9125121970628,9.0,18.8,13.866666666666667,3.3877333998785213,19.8,11.5,0.0,418.17,89.46375,132.96655747961114,18:00:00
1244,0.4,230215,0.0,10098.45,2013-05-29,6644.6,10366.6,8660.373958333334,970.7837537602546,11.5,19.8,14.293750000000001,2.29999132745821,20.9,10.5,0.0,318.52,81.11083333333333,118.68691647289506,18:00:00
1245,0.0,230215,0.0,10074.65,2013-05-30,6428.28,10098.45,8495.432291666666,986.876049968293,10.5,20.9,14.102083333333333,3.317682450743535,22.2,8.7,0.0,530.97,130.29333333333332,190.38706794243225,18:00:00
1246,0.0,230215,0.0,9689.83,2013-05-31,6502.66,10074.65,8504.74625,964.2052369248457,8.7,22.2,14.3375,4.049408940321716,23.5,8.8,0.0,527.08,129.61791666666667,192.13989005086594,18:00:00
1247,0.2,232794,0.0,9216.24,2013-06-01,6349.92,9689.83,8299.665208333334,908.0703047484335,8.8,23.5,15.299999999999999,4.930279867762892,21.0,9.5,0.0,541.92,137.56083333333333,198.93623133988518,18:00:00
1248,16.0,232794,0.0,10139.25,2013-06-02,6069.65,9216.24,7771.5685416666665,858.5313124984893,9.5,21.0,15.360416666666666,3.789949732071813,15.2,12.2,0.0,364.02,90.43208333333332,132.84463516195174,18:00:00
1249,17.8,232794,0.0,10769.45,2013-06-03,5997.81,10139.25,7987.804375,1217.4493222078206,12.2,15.2,14.041666666666666,0.8404237364196644,18.5,6.1,0.0,159.12,24.375,37.326007774512654,18:00:00
1250,0.0,232794,0.0,10456.64,2013-06-04,6317.02,10769.45,8687.725833333334,1268.3419463838359,6.1,18.5,12.047916666666666,3.4998473877568785,18.9,6.6,0.0,492.65,117.94416666666666,170.4601343215117,18:00:00
1251,0.0,232794,0.0,10624.74,2013-06-05,6647.3,10456.64,8752.833125,1033.3190691086868,6.6,18.9,12.522916666666667,3.628623769556842,18.6,7.3,0.0,474.35,117.12958333333334,172.76717410961692,18:00:00
1252,0.0,232794,0.0,10293.12,2013-06-06,6613.17,10624.74,8802.946041666666,1088.284093650417,7.3,18.6,12.172916666666666,3.729853090674509,19.9,9.2,0.0,429.5,90.16625,135.78278632911412,18:00:00
1253,0.0,232794,0.0,9655.64,2013-06-07,6364.72,10293.12,8601.855625,1050.8021846430775,9.2,19.9,14.435416666666667,3.6075859544076985,22.0,12.5,0.0,290.73,66.7225,99.73282949321855,18:00:00
1254,0.0,232794,0.0,9405.84,2013-06-08,6223.83,9655.64,8277.261666666667,943.0532092958069,12.5,22.0,16.675,2.7328965227859103,17.8,10.0,0.0,311.52,66.03833333333334,102.21535720864445,18:00:00
1255,0.0,232794,0.0,9169.95,2013-06-09,6340.54,9405.84,7950.051041666667,796.2446737354563,10.0,17.8,14.308333333333332,2.040737594370725,19.2,7.9,0.0,356.95,90.55208333333333,133.21333625506745,18:00:00
1256,0.0,232794,0.0,9909.8,2013-06-10,6124.18,9169.95,7618.489791666667,834.7160284676506,7.9,19.2,12.735416666666666,3.7205861802708853,20.2,8.1,0.0,425.95,102.08375000000001,149.7479158044143,18:00:00
1257,2.0,232794,0.0,10448.13,2013-06-11,6018.77,9909.8,7843.812083333333,1035.6529600865308,8.1,20.2,12.504166666666668,3.7061167572595077,19.3,8.5,0.0,424.95,101.3075,149.3104061977469,18:00:00
1258,0.0,232794,0.0,10953.72,2013-06-12,6272.75,10448.13,8587.471666666666,1153.2987274757415,8.5,19.3,12.497916666666667,3.5034019687455116,14.9,7.4,0.0,525.58,126.48375,186.4794199628497,18:00:00
1259,7.6,232794,0.0,10336.18,2013-06-13,6497.51,10953.72,8979.124166666666,1240.7997748412527,7.4,14.9,10.820833333333333,2.312680891909088,19.6,9.9,0.0,187.52,47.57041666666667,68.4895675301063,18:00:00
1260,0.0,232794,0.0,10234.74,2013-06-14,6493.4,10336.18,8600.271875,1042.2604505422307,9.9,19.6,14.272916666666667,3.196323658373479,18.8,5.9,0.0,502.12,123.0125,181.50810466049938,18:00:00
1261,0.0,232794,0.0,9664.85,2013-06-15,6413.8,10234.74,8577.879375,1026.0588162984893,5.9,18.8,13.639583333333334,3.894062014353546,18.0,11.3,0.0,492.27,114.83583333333333,173.5184778048618,18:00:00
1262,0.2,232794,0.0,10047.6,2013-06-16,6353.98,9664.85,8028.05375,854.628517334261,11.3,18.0,14.554166666666667,1.89904324548625,17.2,5.8,0.0,414.8,83.58666666666666,129.77824419080505,18:00:00
1263,0.0,232794,0.0,11174.29,2013-06-17,6208.38,10047.6,7927.220416666667,1079.8634815212642,5.8,17.2,11.018749999999999,3.5253281875291034,17.0,6.2,0.0,498.88,121.27749999999999,178.28814029005156,18:30:00
1264,0.0,232794,0.0,11271.53,2013-06-18,6436.51,11174.29,9027.072291666667,1362.8004418393818,6.2,17.0,11.116666666666667,3.8034885069755413,17.2,5.4,0.0,313.75,75.635,110.45815947534544,18:00:00
1265,2.6,232794,0.0,11288.59,2013-06-19,6911.66,11271.53,9183.809374999999,1169.3036406984563,5.4,17.2,10.997916666666667,3.4722908976660043,15.9,8.2,0.0,503.67,121.69541666666667,180.21490196498243,18:30:00
1266,0.2,232794,0.0,11260.26,2013-06-20,6746.51,11288.59,9169.857083333334,1226.9948669142293,8.2,15.9,11.2875,2.2538501337781778,15.4,8.0,0.0,370.15,87.69875,133.6934939675649,18:00:00
1267,0.0,232794,0.0,11008.55,2013-06-21,6881.71,11260.26,9251.572083333333,1215.4008520245281,8.0,15.4,10.908333333333333,2.5908047984257907,15.5,6.9,0.0,330.12,80.04041666666667,120.47678778738828,18:30:00
1268,0.0,232794,0.0,10606.61,2013-06-22,6887.77,11008.55,9191.724583333335,1123.7677151628686,6.9,15.5,10.289583333333333,3.186890673230031,11.9,5.9,0.0,334.12,87.90666666666668,127.45488235656107,18:00:00
1269,17.0,232794,0.0,10814.96,2013-06-23,6808.2,10606.61,8792.427291666667,1011.4346340397196,5.9,11.9,9.139583333333333,2.0012485021545636,13.5,10.1,0.0,331.65,82.48041666666667,123.03351223035774,18:00:00
1270,37.6,232794,0.0,11553.75,2013-06-24,6366.79,10814.96,8552.535208333333,1261.202542059691,10.1,13.5,11.1875,0.8342725204019791,13.6,9.4,0.0,238.07,50.72833333333333,77.67340757280853,18:30:00
1271,11.2,232794,0.0,11537.78,2013-06-25,6526.52,11553.75,9315.550416666667,1486.830468064796,9.4,13.6,11.041666666666666,1.33668903962458,15.5,9.2,0.0,334.73,65.53666666666668,108.45321268076911,18:00:00
1272,21.2,232794,0.0,10751.77,2013-06-26,6766.67,11537.78,9360.100833333334,1307.8775975941526,9.2,15.5,11.847916666666668,2.0572642010465745,18.3,14.6,0.0,375.85,71.82208333333334,111.42711766390858,18:00:00
1273,4.2,232794,0.0,10684.59,2013-06-27,6626.67,10751.77,8928.640000000001,1087.789843251375,14.6,18.3,15.854166666666666,1.0784066917947983,18.4,10.5,0.0,340.83,83.15166666666667,121.33620919162138,18:00:00
1274,2.0,232794,0.0,10520.34,2013-06-28,6617.13,10684.59,8869.096041666666,1075.2431105088579,10.5,18.4,14.139583333333334,2.3656891023712325,15.6,10.5,0.0,367.65,89.03791666666666,131.2304772869917,18:00:00
1275,14.2,232794,0.0,10101.67,2013-06-29,6586.29,10520.34,8861.28875,1064.5393908757271,10.5,15.6,13.422916666666666,1.3090908950990385,13.9,12.0,0.0,229.4,44.31833333333333,68.84049916163228,18:00:00
1276,12.8,232794,0.0,10179.56,2013-06-30,6389.75,10101.67,8431.206666666667,1043.3063033500407,12.0,13.9,12.831249999999999,0.528005581047229,15.5,9.0,0.0,147.65,37.27625,53.61504136067027,18:00:00
1277,3.4,236030,0.0,10850.38,2013-07-01,6191.79,10179.56,8141.399791666667,1125.928624359031,9.0,15.5,12.385416666666666,1.5895924251248124,19.7,7.3,0.0,364.1,83.88000000000001,124.5690301322327,18:30:00
1278,0.0,236030,0.0,10749.21,2013-07-02,6376.89,10850.38,8816.338333333333,1285.3705454953263,7.3,19.7,11.666666666666666,4.181740110840215,18.9,5.9,0.0,415.27,111.51625,161.19898459535796,18:30:00
1279,0.0,236030,0.0,10732.79,2013-07-03,6704.83,10749.21,8888.372083333334,1085.1623766347839,5.9,18.9,10.822916666666666,4.2759714378827,19.0,5.1,0.0,512.88,131.27125,190.93584393856466,18:30:00
1280,0.0,236030,0.0,10281.63,2013-07-04,6716.91,10732.79,8900.791041666667,1101.4439855997143,5.1,19.0,10.314583333333333,4.699297801022515,22.6,2.8,0.0,538.38,137.33166666666668,199.6701213420215,18:30:00
1281,0.0,236030,0.0,10056.8,2013-07-05,6764.41,10281.63,8730.601875,952.6781452789577,2.8,22.6,12.277083333333332,6.85541375082755,19.0,4.2,0.0,539.83,136.40166666666667,198.27316784574924,18:30:00
1282,0.0,236030,0.0,10086.19,2013-07-06,6491.03,10056.8,8478.146458333335,960.0937390526201,4.2,19.0,13.116666666666667,4.801521626430314,16.8,3.1,0.0,528.1,133.34125,193.51522036873925,18:30:00
1283,0.0,236030,0.0,10192.17,2013-07-07,6441.49,10086.19,8281.841458333334,993.4268657594895,3.1,16.8,10.13125,4.3873200393474345,17.6,2.8,0.0,557.05,142.76583333333335,206.89403881495258,18:30:00
1284,0.0,236030,0.0,11145.74,2013-07-08,6426.17,10192.17,8164.226041666666,1069.2933477008023,2.8,17.6,9.483333333333333,4.993925387922996,17.9,2.5,0.0,545.85,139.61791666666667,202.04080460743182,18:30:00
1285,0.0,236030,0.0,11506.23,2013-07-09,6576.06,11145.74,9006.625208333333,1335.4771493062335,2.5,17.9,8.764583333333333,5.27077407950323,13.2,5.6,0.0,541.78,137.44,200.0397522275925,18:00:00
1286,2.2,236030,0.0,11075.95,2013-07-10,6939.38,11506.23,9316.392083333334,1216.2205501767198,5.6,13.2,9.458333333333334,2.0718820032668352,15.4,7.5,0.0,319.3,79.20708333333333,115.03273267664618,18:30:00
1287,0.0,236030,0.0,10888.22,2013-07-11,6804.34,11075.95,9163.412708333333,1170.0289460589916,7.5,15.4,10.410416666666666,2.8187245933814338,17.4,4.8,0.0,339.23,66.07375,102.76159690470101,18:30:00
1288,0.0,236030,0.0,10479.13,2013-07-12,6839.4,10888.22,9033.482083333334,1097.5355399818397,4.8,17.4,10.020833333333334,4.1349552125662825,19.6,4.9,0.0,478.15,119.23,174.52116448192655,18:30:00
1289,0.2,236030,0.0,9934.42,2013-07-13,6876.54,10479.13,8918.633125,1014.1351020580034,4.9,19.6,10.61875,4.709549205964862,16.6,4.8,0.0,526.38,130.93791666666667,190.53328549557312,18:00:00
1290,0.0,236030,0.0,10033.81,2013-07-14,6611.5,9934.42,8369.616250000001,900.1890316439209,4.8,16.6,9.933333333333334,4.0131874811507675,18.7,4.5,0.0,412.08,95.75958333333334,139.20276893275545,18:30:00
1291,0.2,236030,0.0,10719.66,2013-07-15,6355.9,10033.81,8040.819791666666,997.2526086618838,4.5,18.7,11.7875,5.0254935186887835,20.1,11.6,0.0,502.5,121.73083333333334,178.01273012491225,18:30:00
1292,0.0,236030,0.0,10249.25,2013-07-16,6332.39,10719.66,8716.298958333333,1248.554456209328,11.6,20.1,14.604166666666666,2.643253824388011,21.6,12.3,0.0,311.6,68.08291666666666,104.16765450226643,18:00:00
1293,0.0,236030,0.0,9758.14,2013-07-17,6508.98,10249.25,8575.605,989.9104653882129,12.3,21.6,15.154166666666667,2.8860602855157405,23.4,9.1,0.0,423.58,93.65583333333332,141.08997807470436,18:00:00
1294,0.0,236030,0.0,9836.08,2013-07-18,6369.21,9758.14,8308.346458333333,885.2940216012613,9.1,23.4,15.541666666666666,4.512527872647265,22.0,8.5,0.0,517.78,130.26624999999999,190.27467915392123,18:30:00
1295,0.0,236030,0.0,9847.06,2013-07-19,6326.85,9836.08,8269.105625,924.2344626883792,8.5,22.0,14.920833333333334,4.251455737335722,19.9,12.2,0.0,508.33,104.54666666666667,162.89805331155753,18:30:00
1296,1.2,236030,0.0,9391.34,2013-07-20,6207.46,9847.06,8325.266875,989.7857087186321,12.2,19.9,15.918750000000001,1.8202941368583403,19.3,9.8,0.0,387.65,71.75333333333333,108.6573220321837,18:00:00
1297,0.0,236030,0.0,10295.26,2013-07-21,6141.98,9391.34,7833.238541666667,869.3005078528058,9.8,19.3,15.15,2.8667573793993144,15.8,4.3,0.0,478.25,113.01916666666666,164.7387417175906,18:30:00
1298,0.0,236030,0.0,11183.61,2013-07-22,6167.26,10295.26,7959.278125,1158.3757633687956,4.3,15.8,10.697916666666666,3.304123122695201,16.7,2.4,0.0,579.58,153.20708333333332,218.42201142594266,18:30:00
1299,0.0,236030,0.0,11264.18,2013-07-23,6464.13,11183.61,8934.333958333335,1355.7187393184918,2.4,16.7,9.0625,5.184207812028553,16.8,1.7,0.0,565.58,141.54,204.48241995132233,18:30:00
1300,0.0,236030,0.0,11053.8,2013-07-24,6756.67,11264.18,9092.342916666666,1230.6162626323203,1.7,16.8,9.585416666666667,5.3395349858623655,16.5,7.1,0.0,568.4,135.07041666666666,198.0570844769882,18:30:00
1301,0.0,236030,0.0,10805.13,2013-07-25,6846.73,11053.8,9081.689791666666,1120.9897226728954,7.1,16.5,12.049999999999999,2.7477650492641192,17.9,5.0,0.0,337.6,84.465,120.69333474166596,18:30:00
1302,0.0,236030,0.0,10395.99,2013-07-26,6824.87,10805.13,8984.673541666667,1107.0516552508163,5.0,17.9,10.216666666666667,4.590894472402692,19.3,4.1,0.0,558.5,146.24166666666667,209.8906733717335,18:30:00
1303,0.0,236030,0.0,9906.67,2013-07-27,6758.11,10395.99,8877.423541666667,1055.5803528572594,4.1,19.3,9.735416666666667,5.156920142353373,18.6,3.7,0.0,595.65,149.77416666666667,216.1876052977995,18:30:00
1304,0.0,236030,0.0,9952.06,2013-07-28,6747.75,9906.67,8317.623125,851.0589859627233,3.7,18.6,10.152083333333334,5.006675950969283,18.8,3.9,0.0,579.35,153.99375,217.4240352264417,18:30:00
1305,0.0,236030,0.0,10165.53,2013-07-29,6400.02,9952.06,8029.93875,959.5493999249213,3.9,18.8,11.308333333333332,5.242779567047664,22.1,5.4,0.0,458.55,115.96041666666667,166.75460790096827,18:30:00
1306,0.0,236030,0.0,10259.55,2013-07-30,6211.91,10165.53,8442.174791666666,1128.4412921879664,5.4,22.1,13.731250000000001,5.686234077025268,19.8,6.7,0.0,589.5,156.7525,220.96726540083574,18:30:00
1307,2.4,236030,0.0,10475.67,2013-07-31,6487.98,10259.55,8534.31125,982.8471171921268,6.7,19.8,13.054166666666667,4.526186612174421,16.6,10.2,0.0,579.53,114.00208333333335,167.5811895446037,18:30:00
1308,0.0,239370,0.0,10454.93,2013-08-01,6465.08,10475.67,8619.598125,1041.323292411,10.2,16.6,13.714583333333332,1.7601969888953652,18.1,5.9,0.0,452.27,120.89541666666666,169.90202371540093,18:30:00
1309,0.2,239370,0.0,9919.0,2013-08-02,6759.44,10454.93,8774.286666666667,1009.0301861927753,5.9,18.1,10.860416666666666,4.009336952841261,19.5,5.1,0.0,558.05,146.21166666666667,205.4356052271258,18:30:00
1310,0.0,239370,0.0,9504.02,2013-08-03,6649.81,9919.0,8586.333333333334,920.604661326857,5.1,19.5,12.11875,5.177556157682642,18.2,6.7,0.0,590.9,136.65958333333333,200.3478479588378,18:30:00
1311,0.0,239370,0.0,9754.09,2013-08-04,6378.31,9504.02,7888.4904166666665,815.5734914012459,6.7,18.2,12.93125,3.2152665254667823,18.2,7.9,0.0,615.88,163.73541666666668,229.8379176465898,18:30:00
1312,0.0,239370,0.0,10399.19,2013-08-05,6110.97,9754.09,7730.65375,1012.6215451303781,7.9,18.2,12.987499999999999,3.3646867642139573,19.9,5.0,0.0,607.65,161.25750000000002,226.1937729639337,18:30:00
1313,0.0,239370,0.0,9941.65,2013-08-06,6207.32,10399.19,8459.512499999999,1165.473252820684,5.0,19.9,12.885416666666666,4.783170389148939,22.4,6.3,0.0,629.42,169.75833333333333,236.29759438257702,18:30:00
1314,0.4,239370,0.0,10253.83,2013-08-07,6452.42,9941.65,8446.901875,937.5344575083942,6.3,22.4,14.68125,5.020199887942075,17.3,8.4,0.0,550.1,136.57833333333335,191.77329696843054,18:30:00
1315,8.6,239370,0.0,11073.49,2013-08-08,6409.14,10253.83,8476.747083333334,1025.8178037369269,8.4,17.3,12.839583333333332,2.44911964933067,13.5,8.8,0.0,585.42,148.14374999999998,210.75269643538897,18:30:00
1316,0.6,239370,0.0,10135.45,2013-08-09,6456.74,11073.49,8968.226458333333,1262.2201346352701,8.8,13.5,11.054166666666667,1.3328833460526082,17.8,6.0,0.0,242.8,67.7975,90.45263196716408,18:30:00
1317,0.0,239370,0.0,8833.34,2013-08-10,6627.09,10135.45,8687.31375,955.4693320520663,6.0,17.8,11.497916666666667,3.6097085155696274,22.7,8.3,0.0,615.22,159.70041666666665,221.65496644040044,18:30:00
1318,0.0,239370,0.0,9185.95,2013-08-11,6298.64,8833.34,7657.986666666667,702.842405159777,8.3,22.7,13.827083333333334,5.082374197387428,21.6,4.6,0.0,649.58,178.83708333333334,245.58496739944945,18:30:00
1319,0.0,239370,0.0,10114.37,2013-08-12,6195.03,9185.95,7520.930416666667,808.6761191719289,4.6,21.6,12.502083333333333,5.53412967972894,24.4,6.7,0.0,658.8,178.69791666666666,247.3876484576325,18:30:00
1320,0.0,239370,0.0,9890.78,2013-08-13,6118.28,10114.37,8331.305624999999,1126.4380646144596,6.7,24.4,14.299999999999999,5.6337886424754275,21.5,2.9,0.0,564.78,113.42833333333334,173.77735151726364,18:30:00
1321,0.0,239370,0.0,9752.57,2013-08-14,6433.38,9890.78,8327.400416666665,910.9751772337121,2.9,21.5,12.1875,6.63140898349536,22.8,6.9,0.0,672.0,186.17541666666668,255.7179060036402,18:30:00
1322,0.0,239370,0.0,10167.86,2013-08-15,6333.63,9752.57,8256.206666666667,902.0895136749286,6.9,22.8,16.152083333333334,4.674511674727438,16.6,5.3,0.0,658.67,178.63041666666666,245.2945296460783,18:30:00
1323,0.0,239370,629.9,9853.55,2013-08-16,6425.67,10167.86,8412.641875,1007.0251946977211,5.3,16.6,11.983333333333334,3.5868752081533657,20.2,2.6,0.0,684.25,189.84583333333333,258.9198391504092,18:30:00
1324,0.0,239370,0.0,8761.89,2013-08-17,6684.6,9853.55,8495.227499999999,881.4080421194062,2.6,20.2,11.772916666666667,6.245091334811833,23.7,6.2,0.0,685.53,191.58416666666665,260.38919568014023,08:00:00
1325,0.0,239370,0.0,8923.93,2013-08-18,6218.55,8761.89,7616.995,677.2881682591469,6.2,23.7,15.920833333333334,5.415735872017856,21.9,4.5,0.0,643.0,169.8925,235.3614133715536,18:30:00
1326,0.0,239370,0.0,10360.79,2013-08-19,5958.32,8923.93,7301.071666666667,770.7637673674895,4.5,21.9,13.927083333333334,6.214627206201248,20.3,8.3,0.0,701.42,195.83875,265.6393029400758,18:30:00
1327,0.0,239370,0.0,11058.37,2013-08-20,5983.64,10360.79,8258.961874999999,1192.777639288133,8.3,20.3,14.291666666666666,3.6112609534287134,15.0,6.5,0.0,604.62,165.88083333333333,224.51263496960019,18:30:00
1328,0.0,239370,0.0,10875.95,2013-08-21,6608.18,11058.37,8787.843958333333,1169.135172340284,6.5,15.0,10.577083333333333,2.5290852423594914,16.5,5.1,0.0,708.67,197.46124999999998,267.89673316787804,19:00:00
1329,0.0,239370,0.0,10764.41,2013-08-22,6803.35,10875.95,8885.361666666666,1085.7312733083263,5.1,16.5,11.002083333333333,3.5848671053639576,17.5,1.8,0.0,691.0,177.27791666666667,244.6909273327714,18:30:00
1330,0.0,239370,0.0,10023.68,2013-08-23,6720.68,10764.41,8897.771875,1080.3978179231035,1.8,17.5,10.268749999999999,5.566203345266059,18.2,10.4,0.0,593.08,160.22458333333333,222.89007706746804,19:00:00
