date,true_peak,pred_peak,true_peak_time,pred_peak_time
2010-01-02,9294.07,9010.12,16:30:00,14:30:00
2010-01-03,8247.61,8414.36,11:00:00,11:30:00
2010-01-04,9468.92,10200.1,11:00:00,15:30:00
2010-01-05,10687.29,10736.14,15:00:00,16:00:00
2010-01-06,10879.15,10706.29,16:00:00,15:30:00
2010-01-07,9864.35,10132.34,12:30:00,15:00:00
2010-01-08,10659.19,10774.1,16:00:00,15:30:00
2010-01-09,11524.52,10525.52,16:00:00,16:00:00
2010-01-10,10976.44,10794.2,15:00:00,17:00:00
2010-01-11,11671.17,12244.08,16:00:00,16:00:00
2010-01-12,13700.02,13227.59,16:00:00,15:30:00
2010-01-13,12199.36,12684.03,12:30:00,15:30:00
2010-01-14,10118.95,9863.77,15:00:00,12:30:00
2010-01-15,10593.74,10806.29,15:00:00,15:30:00
2010-01-16,9625.75,9180.25,13:00:00,15:00:00
2010-01-17,9170.4,9534.73,13:00:00,16:00:00
2010-01-18,9840.73,10721.2,10:00:00,14:30:00
2010-01-19,9695.51,10227.38,11:00:00,15:30:00
2010-01-20,10819.11,11156.15,16:00:00,16:00:00
2010-01-21,12758.95,11688.67,16:00:00,16:00:00
2010-01-22,13765.04,13307.23,15:00:00,15:30:00
2010-01-23,12278.96,12603.46,14:00:00,15:00:00
2010-01-24,9004.24,8810.15,16:00:00,19:30:00
2010-01-25,11418.89,11649.1,16:00:00,16:00:00
2010-01-26,11504.61,10102.15,16:00:00,16:30:00
2010-01-27,11681.57,11601.38,13:30:00,16:00:00
2010-01-28,11452.11,10982.61,13:30:00,15:00:00
2010-01-29,11453.22,12140.76,15:30:00,13:30:00
2010-01-30,9461.36,9115.9,16:00:00,11:00:00
2010-01-31,9749.46,9000.01,15:30:00,16:00:00
2010-02-01,11580.28,11398.55,14:00:00,15:00:00
2010-02-02,10625.12,11162.07,12:30:00,16:00:00
2010-02-03,11024.02,10945.15,16:00:00,15:30:00
2010-02-04,11138.52,11077.23,13:30:00,14:00:00
2010-02-05,11530.39,11170.32,13:30:00,13:30:00
2010-02-06,9326.52,9150.14,11:00:00,10:30:00
2010-02-07,9282.9,9011.0,17:30:00,18:00:00
2010-02-08,11299.68,11389.34,16:00:00,15:30:00
2010-02-09,11879.3,11549.14,16:00:00,15:30:00
2010-02-10,12394.02,12222.74,16:00:00,15:30:00
2010-02-11,12606.64,12608.26,15:00:00,16:00:00
2010-02-12,13134.81,13712.59,16:00:00,15:30:00
2010-02-13,9696.85,9760.78,11:00:00,10:30:00
2010-02-14,9719.52,9078.72,17:00:00,17:30:00
2010-02-15,12043.83,11547.85,16:00:00,13:30:00
2010-02-16,10450.24,11216.72,13:30:00,13:30:00
2010-02-17,10621.94,10835.54,16:00:00,16:00:00
2010-02-18,10150.35,10574.18,14:00:00,15:30:00
2010-02-19,10138.04,10392.46,12:30:00,16:00:00
2010-02-20,9724.24,9574.67,15:30:00,16:00:00
2010-02-21,10992.0,9689.2,17:00:00,17:00:00
2010-02-22,13377.27,13189.0,15:30:00,16:00:00
2010-02-23,11563.93,12454.2,11:30:00,15:30:00
2010-02-24,10103.82,10677.35,11:00:00,14:00:00
2010-02-25,10251.46,10272.42,11:00:00,15:30:00
2010-02-26,10217.14,10229.22,11:00:00,11:30:00
2010-02-27,10028.25,9914.74,16:00:00,16:00:00
2010-02-28,9513.77,9834.13,14:00:00,15:00:00
2010-03-01,9813.83,9837.85,11:00:00,12:30:00
2010-03-02,9559.15,9950.22,10:30:00,13:30:00
2010-03-03,9806.22,10063.75,11:00:00,16:00:00
2010-03-04,10110.66,10418.92,16:00:00,16:00:00
2010-03-05,10338.46,10387.0,09:30:00,13:30:00
2010-03-06,9859.15,9557.3,16:00:00,16:00:00
2010-03-07,9182.18,9136.69,12:00:00,15:30:00
2010-03-08,11054.9,10743.83,16:00:00,15:30:00
2010-03-09,10747.42,11071.76,16:00:00,15:30:00
2010-03-10,9913.53,9938.82,09:30:00,12:30:00
2010-03-11,9612.66,9839.56,11:00:00,11:00:00
2010-03-12,9735.27,9667.49,10:00:00,10:30:00
2010-03-13,8823.41,9049.21,10:00:00,10:30:00
2010-03-14,8559.36,8618.23,19:00:00,19:00:00
2010-03-15,10098.36,10002.43,13:30:00,13:00:00
2010-03-16,10262.78,10358.22,15:30:00,15:30:00
2010-03-17,10325.68,10250.63,15:30:00,15:30:00
2010-03-18,10438.12,10476.4,16:00:00,15:30:00
2010-03-19,10831.75,10451.42,16:00:00,15:30:00
2010-03-20,10045.89,9984.04,16:00:00,16:00:00
2010-03-21,10102.26,10159.88,19:00:00,16:00:00
2010-03-22,10358.94,10255.96,13:30:00,13:00:00
2010-03-23,10861.24,10687.81,16:00:00,15:30:00
2010-03-24,10373.77,10419.93,14:00:00,15:30:00
2010-03-25,10597.84,10673.34,15:30:00,15:30:00
2010-03-26,11592.51,11154.27,15:30:00,15:30:00
2010-03-27,9799.45,10043.54,15:30:00,16:00:00
2010-03-28,9819.44,10139.71,15:30:00,17:00:00
2010-03-29,10652.74,10934.09,11:00:00,16:00:00
2010-03-30,10221.29,10219.99,11:00:00,12:00:00
2010-03-31,9851.39,10052.08,10:00:00,11:00:00
2010-04-01,9634.49,9828.94,13:00:00,10:30:00
2010-04-02,8236.87,8278.49,18:30:00,19:00:00
2010-04-03,8317.03,8392.97,09:30:00,10:00:00
2010-04-04,8240.28,8280.73,18:30:00,19:00:00
2010-04-05,8838.39,8897.03,18:30:00,18:30:00
2010-04-06,9755.45,9853.5,18:30:00,18:30:00
2010-04-07,9789.56,9752.51,18:30:00,18:30:00
2010-04-08,9909.16,9818.8,18:30:00,18:30:00
2010-04-09,9621.02,9806.54,10:30:00,11:00:00
2010-04-10,8946.08,9090.01,18:30:00,18:30:00
2010-04-11,8841.74,8995.66,18:30:00,18:30:00
2010-04-12,9755.15,9996.58,18:30:00,18:30:00
2010-04-13,9805.49,9891.41,18:30:00,18:30:00
2010-04-14,9789.42,9841.66,18:30:00,18:30:00
2010-04-15,9827.25,9920.85,18:30:00,18:30:00
2010-04-16,9673.39,9579.77,12:00:00,11:30:00
2010-04-17,9042.68,8980.01,18:30:00,18:30:00
2010-04-18,9074.94,9031.07,18:30:00,18:30:00
2010-04-19,10219.65,10213.91,18:30:00,18:30:00
2010-04-20,10099.34,10427.12,18:00:00,18:30:00
2010-04-21,10021.37,10125.6,18:30:00,18:30:00
2010-04-22,10192.43,10067.63,18:30:00,18:30:00
2010-04-23,9873.68,9852.02,14:30:00,18:00:00
2010-04-24,8914.15,8897.47,18:30:00,18:30:00
2010-04-25,8702.75,9107.22,18:30:00,18:30:00
2010-04-26,9173.9,8804.72,18:30:00,18:30:00
2010-04-27,10227.81,10297.52,18:30:00,18:30:00
2010-04-28,9914.36,10284.91,18:30:00,18:30:00
2010-04-29,10047.07,10095.03,18:30:00,18:30:00
2010-04-30,9993.32,10162.37,18:00:00,18:30:00
2010-05-01,9130.96,9344.76,18:30:00,18:30:00
2010-05-02,9257.33,9238.42,18:30:00,18:30:00
2010-05-03,10251.33,10381.37,18:00:00,18:30:00
2010-05-04,10125.57,10049.91,18:30:00,18:00:00
2010-05-05,10226.26,10090.0,18:30:00,18:30:00
2010-05-06,10351.52,10322.29,18:30:00,18:30:00
2010-05-07,9959.11,10130.96,18:00:00,18:30:00
2010-05-08,9303.68,9487.87,18:30:00,18:30:00
2010-05-09,9095.66,9352.3,18:30:00,18:30:00
2010-05-10,10268.92,10461.25,18:00:00,18:30:00
2010-05-11,10294.59,10175.06,18:00:00,18:30:00
2010-05-12,10745.74,10766.75,18:00:00,18:30:00
2010-05-13,10747.02,10889.43,18:30:00,18:30:00
2010-05-14,10463.06,10167.39,18:00:00,18:00:00
2010-05-15,9732.1,9653.56,18:00:00,18:30:00
2010-05-16,9919.82,9911.74,18:30:00,18:30:00
2010-05-17,11346.36,10975.05,18:00:00,18:30:00
2010-05-18,11303.47,11258.15,18:00:00,18:30:00
2010-05-19,10968.15,11349.0,18:00:00,18:00:00
2010-05-20,10888.93,10895.1,18:00:00,18:30:00
2010-05-21,10633.79,10639.59,18:00:00,18:30:00
2010-05-22,10304.9,10295.47,18:00:00,18:30:00
2010-05-23,10535.32,9944.51,18:30:00,18:30:00
2010-05-24,11422.97,10985.31,18:00:00,18:30:00
2010-05-25,11196.83,11499.01,18:00:00,18:30:00
2010-05-26,11460.55,11256.13,18:00:00,18:00:00
2010-05-27,11081.58,11134.94,18:30:00,18:30:00
2010-05-28,10598.6,10797.49,18:00:00,18:00:00
2010-05-29,10399.93,10448.41,18:00:00,18:00:00
2010-05-30,10406.22,10733.63,18:00:00,18:30:00
2010-05-31,11422.61,11499.24,18:00:00,18:00:00
2010-06-01,11168.48,11485.42,18:00:00,18:00:00
2010-06-02,11081.29,11159.36,18:00:00,18:00:00
2010-06-03,11260.84,11182.75,18:00:00,18:30:00
2010-06-04,11191.34,10796.0,18:00:00,18:00:00
2010-06-05,10180.12,10399.48,18:00:00,18:30:00
2010-06-06,10840.73,10583.41,18:30:00,18:30:00
2010-06-07,11999.54,11652.76,18:00:00,18:30:00
2010-06-08,11686.68,11634.88,18:00:00,18:00:00
2010-06-09,12065.1,11967.49,18:00:00,18:00:00
2010-06-10,12008.32,12121.45,19:00:00,18:00:00
2010-06-11,11817.31,11938.87,18:00:00,18:00:00
2010-06-12,11293.94,10972.76,18:00:00,18:00:00
2010-06-13,10991.36,11451.99,18:30:00,18:30:00
2010-06-14,11532.19,11057.87,18:30:00,18:30:00
2010-06-15,12095.6,12321.03,18:00:00,18:30:00
2010-06-16,11616.31,11965.85,18:00:00,18:30:00
2010-06-17,11839.86,11579.5,18:00:00,18:30:00
2010-06-18,11528.12,11725.27,18:30:00,18:30:00
2010-06-19,10864.03,11060.04,18:30:00,18:30:00
2010-06-20,10903.94,10973.18,18:30:00,18:30:00
2010-06-21,12119.29,12036.15,18:00:00,18:30:00
2010-06-22,11953.04,12032.25,18:00:00,18:00:00
2010-06-23,11786.99,12069.39,18:00:00,18:00:00
2010-06-24,11362.0,11986.36,18:00:00,18:30:00
2010-06-25,11018.5,11438.34,18:00:00,18:30:00
2010-06-26,10593.48,10902.73,18:30:00,18:30:00
2010-06-27,11560.79,10923.31,18:30:00,18:30:00
2010-06-28,12829.69,12176.48,18:30:00,18:30:00
2010-06-29,13176.33,12847.12,18:30:00,18:30:00
2010-06-30,13037.62,13106.15,18:30:00,18:30:00
2010-07-01,12744.95,13091.0,18:30:00,18:30:00
2010-07-02,12908.12,12810.03,18:00:00,18:30:00
2010-07-03,11682.35,11827.37,18:30:00,18:30:00
2010-07-04,11411.94,11771.09,18:30:00,18:30:00
2010-07-05,12386.49,12145.6,18:00:00,18:30:00
2010-07-06,12195.8,12605.31,18:30:00,18:30:00
2010-07-07,12168.86,12327.63,18:30:00,18:30:00
2010-07-08,12158.8,12319.65,18:30:00,18:30:00
2010-07-09,11570.54,11926.78,18:00:00,18:30:00
2010-07-10,10856.63,10941.75,18:00:00,18:30:00
2010-07-11,10589.15,10879.87,18:30:00,18:30:00
2010-07-12,11579.28,12036.32,18:30:00,18:30:00
2010-07-13,11449.75,11519.01,18:00:00,18:30:00
2010-07-14,11364.2,11558.09,18:30:00,18:00:00
2010-07-15,11661.01,11576.5,18:30:00,18:30:00
2010-07-16,11537.79,11652.02,18:30:00,18:30:00
2010-07-17,10948.32,10953.1,18:30:00,18:30:00
2010-07-18,10978.81,11168.22,18:30:00,18:30:00
2010-07-19,12507.58,12756.3,18:30:00,18:30:00
2010-07-20,12408.64,12694.54,18:30:00,18:30:00
2010-07-21,12612.76,12513.34,18:30:00,18:30:00
2010-07-22,12616.29,12702.99,18:30:00,18:30:00
2010-07-23,11616.84,12138.81,18:30:00,18:30:00
2010-07-24,10890.82,11130.87,18:30:00,18:30:00
2010-07-25,11197.84,11379.9,18:30:00,18:30:00
2010-07-26,12141.07,12478.05,18:30:00,18:30:00
2010-07-27,11931.4,12303.41,18:30:00,19:00:00
2010-07-28,12155.64,12130.62,18:00:00,18:30:00
2010-07-29,11835.47,11546.28,18:30:00,18:30:00
2010-07-30,10719.16,10800.79,18:00:00,18:30:00
2010-07-31,9962.35,10490.6,18:30:00,18:30:00
2010-08-01,10440.03,10629.29,19:00:00,18:30:00
2010-08-02,12508.11,12191.53,18:30:00,18:30:00
2010-08-03,11991.47,12392.33,18:30:00,18:30:00
2010-08-04,11436.13,12181.49,18:30:00,19:00:00
2010-08-05,11874.27,11947.97,19:00:00,18:30:00
2010-08-06,11744.88,11394.21,18:30:00,19:00:00
2010-08-07,11090.3,10932.45,18:30:00,18:30:00
2010-08-08,11285.87,11115.8,18:30:00,18:30:00
2010-08-09,11718.84,12101.16,18:30:00,18:30:00
2010-08-10,12033.49,12490.32,18:30:00,18:30:00
2010-08-11,11699.05,11904.36,18:30:00,18:30:00
2010-08-12,12022.09,11828.39,18:30:00,18:30:00
2010-08-13,10979.31,11449.61,18:30:00,18:30:00
2010-08-14,10155.38,10356.19,18:30:00,18:30:00
2010-08-15,10235.38,10740.95,18:30:00,19:00:00
2010-08-16,11318.06,11845.81,18:30:00,18:30:00
2010-08-17,11679.46,11554.19,19:00:00,18:30:00
2010-08-18,11122.4,11443.49,18:30:00,18:30:00
2010-08-19,10337.06,11340.0,18:30:00,18:30:00
2010-08-20,10509.95,10917.51,18:30:00,18:30:00
2010-08-21,10286.54,10652.24,18:30:00,18:30:00
2010-08-22,10581.45,10457.67,18:30:00,19:00:00
2010-08-23,11866.99,11573.82,18:30:00,19:00:00
2010-08-24,11188.88,11227.42,18:30:00,18:30:00
2010-08-25,11350.87,11092.09,18:30:00,19:00:00
2010-08-26,11600.83,11391.11,18:30:00,18:30:00
2010-08-27,10884.5,11179.47,18:30:00,19:00:00
2010-08-28,10411.14,10309.1,19:00:00,18:30:00
2010-08-29,10361.43,10536.51,19:00:00,18:30:00
2010-08-30,11058.49,11330.59,19:00:00,19:00:00
2010-08-31,10488.34,10591.57,18:30:00,19:00:00
2010-09-01,10077.42,10432.52,18:30:00,18:30:00
2010-09-02,10450.95,10788.8,18:30:00,18:30:00
2010-09-03,10453.49,10277.2,18:30:00,19:00:00
2010-09-04,9475.45,9457.39,18:30:00,18:30:00
2010-09-05,9047.43,9681.97,19:00:00,19:00:00
2010-09-06,10527.06,10940.4,18:30:00,19:00:00
2010-09-07,10922.04,10686.31,19:00:00,18:30:00
2010-09-08,10597.7,10600.92,19:00:00,18:30:00
2010-09-09,11064.42,10606.73,18:30:00,19:00:00
2010-09-10,10165.82,10303.66,19:00:00,19:00:00
2010-09-11,9414.24,9404.22,19:00:00,19:00:00
2010-09-12,9477.37,9269.6,19:00:00,19:00:00
2010-09-13,10106.81,10370.56,18:30:00,18:30:00
2010-09-14,10803.01,11082.25,18:30:00,18:30:00
2010-09-15,10075.24,10359.25,19:00:00,19:00:00
2010-09-16,10383.77,10133.36,19:00:00,19:00:00
2010-09-17,10057.43,9969.55,19:00:00,19:00:00
2010-09-18,9196.06,9391.28,18:30:00,19:00:00
2010-09-19,9545.1,9432.72,19:00:00,19:00:00
2010-09-20,10301.94,10298.81,19:00:00,19:00:00
2010-09-21,10028.83,10159.97,18:30:00,19:00:00
2010-09-22,9885.72,10239.96,19:00:00,19:00:00
2010-09-23,10092.58,10103.66,19:00:00,19:00:00
2010-09-24,9453.68,9441.55,10:30:00,19:00:00
2010-09-25,8667.04,8818.16,19:00:00,19:00:00
2010-09-26,8722.85,8810.53,19:00:00,19:00:00
2010-09-27,9538.07,9677.65,19:00:00,19:00:00
2010-09-28,9532.75,9692.83,19:00:00,19:00:00
2010-09-29,10000.17,9963.18,19:00:00,19:00:00
2010-09-30,10167.92,9942.21,19:00:00,19:00:00
2010-10-01,9699.14,9406.05,19:00:00,09:30:00
2010-10-02,8982.51,8840.9,18:30:00,19:00:00
2010-10-03,8426.31,8473.41,19:00:00,19:00:00
2010-10-04,8660.63,8615.2,19:00:00,19:00:00
2010-10-05,9437.05,9549.92,09:30:00,09:00:00
2010-10-06,9497.1,9585.18,10:00:00,10:00:00
2010-10-07,9350.7,9418.85,18:30:00,19:00:00
2010-10-08,9455.31,9514.5,09:30:00,10:00:00
2010-10-09,8709.7,8818.0,09:30:00,09:30:00
2010-10-10,8645.01,8665.08,19:00:00,19:00:00
2010-10-11,9572.73,9426.44,09:30:00,10:00:00
2010-10-12,9513.18,9651.25,09:30:00,09:30:00
2010-10-13,9497.65,9459.28,09:30:00,10:30:00
2010-10-14,9693.22,9475.35,10:00:00,10:00:00
2010-10-15,9707.93,9385.62,10:00:00,09:30:00
2010-10-16,8917.54,8714.72,09:30:00,09:30:00
2010-10-17,8643.61,8704.67,19:00:00,19:00:00
2010-10-18,9312.96,9415.53,08:30:00,10:30:00
2010-10-19,9590.02,9414.05,09:00:00,09:30:00
2010-10-20,9257.11,9458.68,10:00:00,09:30:00
2010-10-21,9308.17,9316.36,10:30:00,09:30:00
2010-10-22,9467.29,9405.48,09:30:00,11:00:00
2010-10-23,8639.07,8802.74,09:30:00,09:30:00
2010-10-24,8860.55,8643.21,19:00:00,19:00:00
2010-10-25,9531.98,9513.82,09:00:00,10:30:00
2010-10-26,9331.8,9492.86,09:30:00,11:00:00
2010-10-27,9419.44,9405.61,10:00:00,11:00:00
2010-10-28,9380.73,9360.71,10:00:00,10:30:00
2010-10-29,9482.31,9401.0,10:00:00,10:00:00
2010-10-30,8820.41,8818.36,09:30:00,09:30:00
2010-10-31,8539.54,8697.59,19:30:00,19:30:00
2010-11-01,9559.92,9419.92,17:00:00,09:30:00
2010-11-02,9432.07,9432.43,09:30:00,10:30:00
2010-11-03,9088.94,9312.49,10:00:00,09:30:00
2010-11-04,9277.25,9385.91,10:00:00,10:00:00
2010-11-05,9303.26,9247.34,09:30:00,09:30:00
2010-11-06,8842.97,8756.15,09:30:00,09:30:00
2010-11-07,8390.47,8546.81,19:30:00,19:30:00
2010-11-08,9700.59,10138.78,13:30:00,13:30:00
2010-11-09,9535.21,9755.4,11:30:00,13:00:00
2010-11-10,9980.1,10146.72,14:00:00,15:30:00
2010-11-11,10086.74,10142.66,16:00:00,15:00:00
2010-11-12,10688.15,10273.63,15:30:00,15:30:00
2010-11-13,9678.17,9974.48,12:30:00,15:30:00
2010-11-14,9581.36,10395.65,17:30:00,14:30:00
2010-11-15,10320.01,10584.75,10:00:00,16:00:00
2010-11-16,9599.31,10215.0,11:30:00,11:00:00
2010-11-17,9441.06,9558.83,10:00:00,15:30:00
2010-11-18,9509.79,9607.83,11:00:00,12:30:00
2010-11-19,9341.68,9439.85,09:30:00,10:30:00
2010-11-20,8544.23,8845.55,09:30:00,09:30:00
2010-11-21,8140.54,8480.25,19:30:00,11:00:00
2010-11-22,9766.75,9653.81,13:30:00,13:30:00
2010-11-23,9880.44,10206.74,15:30:00,16:00:00
2010-11-24,10228.02,10124.45,15:30:00,15:30:00
2010-11-25,10694.56,10412.67,15:00:00,15:30:00
2010-11-26,10451.54,10762.6,12:30:00,15:30:00
2010-11-27,9268.29,9523.01,11:30:00,15:00:00
2010-11-28,8375.56,9207.73,11:00:00,16:00:00
2010-11-29,9557.18,9620.95,09:30:00,13:30:00
2010-11-30,9524.75,9661.45,11:30:00,11:00:00
2010-12-01,9693.99,9557.03,10:30:00,12:00:00
2010-12-02,9730.46,9754.4,13:30:00,10:30:00
2010-12-03,10123.17,9703.11,11:00:00,10:00:00
2010-12-04,8992.48,8884.29,09:30:00,10:00:00
2010-12-05,8617.11,8480.29,10:30:00,10:30:00
2010-12-06,10352.2,10167.82,13:00:00,15:30:00
2010-12-07,10403.75,10286.99,16:00:00,13:30:00
2010-12-08,11047.46,10355.7,16:00:00,15:30:00
2010-12-09,11358.58,11515.24,15:00:00,15:30:00
2010-12-10,10463.79,10869.6,15:30:00,14:00:00
2010-12-11,8841.9,9361.07,16:00:00,16:00:00
2010-12-12,8886.59,9176.55,17:00:00,17:00:00
2010-12-13,10425.31,10266.04,15:30:00,15:30:00
2010-12-14,10266.99,10647.14,13:30:00,16:00:00
2010-12-15,10960.73,10823.03,15:00:00,15:30:00
2010-12-16,10504.25,10673.53,10:00:00,15:30:00
2010-12-17,9528.89,10526.11,09:30:00,15:30:00
2010-12-18,8438.6,8771.46,09:30:00,10:00:00
2010-12-19,8035.49,8304.48,17:30:00,11:00:00
2010-12-20,8953.04,9537.38,09:30:00,16:00:00
2010-12-21,9213.57,9394.83,15:30:00,12:00:00
2010-12-22,9440.05,9329.01,11:30:00,15:30:00
2010-12-23,10022.04,9598.87,16:00:00,16:00:00
2010-12-24,8844.94,9267.03,10:00:00,11:30:00
2010-12-25,7913.93,7681.95,20:30:00,10:00:00
2010-12-26,8090.36,8688.77,17:00:00,17:00:00
2010-12-27,7907.87,8351.2,10:00:00,11:30:00
2010-12-28,7692.02,8609.78,17:00:00,17:00:00
2010-12-29,9056.48,9559.08,17:00:00,16:30:00
2010-12-30,9802.9,9589.25,16:00:00,16:00:00
2010-12-31,10863.9,10188.47,16:00:00,15:30:00
2011-01-01,10203.4,11403.95,16:00:00,16:00:00
2011-01-02,9333.58,10081.14,14:00:00,15:30:00
2011-01-03,8270.9,8262.05,17:00:00,11:00:00
2011-01-04,9090.95,9179.38,11:00:00,11:30:00
2011-01-05,9307.06,9456.28,14:30:00,15:30:00
2011-01-06,9437.19,9432.83,16:00:00,15:00:00
2011-01-07,9727.93,9534.89,15:00:00,16:00:00
2011-01-08,9224.3,9352.23,15:00:00,15:30:00
2011-01-09,8961.12,8808.63,17:00:00,15:30:00
2011-01-10,10326.02,9451.11,11:30:00,14:00:00
2011-01-11,10176.59,10320.91,10:30:00,14:00:00
2011-01-12,10861.03,10414.7,14:30:00,15:30:00
2011-01-13,10785.96,10688.15,12:30:00,15:30:00
2011-01-14,10927.92,11019.36,16:00:00,16:30:00
2011-01-15,10061.82,10199.51,16:00:00,16:00:00
2011-01-16,10223.97,9794.32,17:30:00,15:00:00
2011-01-17,11802.28,11715.29,13:30:00,15:30:00
2011-01-18,10394.77,10932.14,13:30:00,16:00:00
2011-01-19,10437.28,10379.75,16:00:00,14:00:00
2011-01-20,10747.09,10379.55,16:00:00,15:30:00
2011-01-21,11412.13,10900.33,16:00:00,15:30:00
2011-01-22,9947.44,10013.56,14:30:00,16:30:00
2011-01-23,9648.81,10195.73,15:00:00,17:00:00
2011-01-24,11685.52,12888.38,14:00:00,15:30:00
2011-01-25,12596.04,12076.7,16:00:00,16:30:00
2011-01-26,11907.13,12115.26,17:00:00,16:30:00
2011-01-27,12690.57,12434.61,15:30:00,15:30:00
2011-01-28,10530.45,11072.02,11:00:00,15:30:00
2011-01-29,9071.43,9692.69,16:00:00,15:00:00
2011-01-30,10772.16,10649.49,17:30:00,17:00:00
2011-01-31,13786.2,13572.35,16:00:00,16:00:00
2011-02-01,14579.86,14032.1,16:30:00,15:30:00
2011-02-02,14417.03,14013.85,16:00:00,16:00:00
2011-02-03,14449.88,14453.66,16:00:00,15:30:00
2011-02-04,13810.3,14205.22,15:30:00,16:00:00
2011-02-05,13121.52,12843.11,16:30:00,15:00:00
2011-02-06,11160.58,10921.98,12:00:00,15:30:00
2011-02-07,9775.36,10273.87,12:00:00,13:30:00
2011-02-08,9991.0,10352.52,13:30:00,14:30:00
2011-02-09,10013.91,10167.56,16:00:00,15:30:00
2011-02-10,10642.49,10263.31,16:00:00,16:00:00
2011-02-11,12002.93,11334.0,16:00:00,15:30:00
2011-02-12,9417.02,9757.9,09:30:00,11:00:00
2011-02-13,8589.36,8808.76,17:30:00,11:30:00
2011-02-14,9865.08,10103.48,11:00:00,13:30:00
2011-02-15,9886.5,10058.19,11:00:00,15:00:00
2011-02-16,10140.41,10735.01,13:30:00,16:00:00
2011-02-17,11099.12,11137.15,13:30:00,16:00:00
2011-02-18,10805.98,11002.46,16:00:00,15:30:00
2011-02-19,11298.29,11751.3,16:00:00,16:00:00
2011-02-20,11158.41,11021.09,15:00:00,16:30:00
2011-02-21,10468.74,10074.13,13:30:00,13:30:00
2011-02-22,9683.76,9923.52,09:30:00,10:00:00
2011-02-23,9786.95,10105.96,16:00:00,14:00:00
2011-02-24,10273.97,10429.34,16:00:00,15:30:00
2011-02-25,10200.4,10334.73,15:30:00,16:00:00
2011-02-26,9928.52,10082.24,15:30:00,16:00:00
2011-02-27,9390.94,10145.59,19:30:00,15:30:00
2011-02-28,11078.94,11703.6,14:30:00,16:00:00
2011-03-01,11313.99,11835.29,15:00:00,15:30:00
2011-03-02,9698.59,10688.54,10:00:00,15:30:00
2011-03-03,10127.41,10654.77,15:30:00,16:00:00
2011-03-04,10347.56,9997.41,16:00:00,15:00:00
2011-03-05,8559.58,8904.23,09:30:00,11:00:00
2011-03-06,8271.93,8568.1,19:30:00,19:00:00
2011-03-07,9686.41,9856.62,13:30:00,15:30:00
2011-03-08,10256.14,10305.05,15:30:00,15:30:00
2011-03-09,10295.09,10451.61,16:00:00,16:00:00
2011-03-10,10339.05,10394.17,13:30:00,15:30:00
2011-03-11,10320.32,10241.71,10:30:00,11:00:00
2011-03-12,9528.01,9860.62,14:30:00,15:30:00
2011-03-13,9960.3,9699.86,16:00:00,15:30:00
2011-03-14,10621.83,10297.28,11:00:00,15:30:00
2011-03-15,10089.87,10367.69,13:30:00,16:00:00
2011-03-16,10487.66,10173.49,13:30:00,13:30:00
2011-03-17,10190.6,10458.26,13:30:00,13:30:00
2011-03-18,10011.31,10204.8,09:30:00,14:00:00
2011-03-19,9010.01,9005.05,09:30:00,10:00:00
2011-03-20,8883.68,8833.46,19:00:00,19:00:00
2011-03-21,10358.6,10089.43,12:00:00,13:30:00
2011-03-22,11075.33,10666.04,16:00:00,15:30:00
2011-03-23,10472.73,10892.26,15:30:00,16:00:00
2011-03-24,9630.14,10540.22,14:00:00,15:30:00
2011-03-25,9642.26,9661.92,11:00:00,11:00:00
2011-03-26,8738.9,8884.84,09:30:00,09:30:00
2011-03-27,8687.5,8608.32,18:30:00,19:00:00
2011-03-28,9622.67,9849.06,11:00:00,12:00:00
2011-03-29,9833.71,9817.87,12:00:00,13:30:00
2011-03-30,10055.98,10511.76,13:30:00,16:00:00
2011-03-31,9662.37,9576.63,10:00:00,10:00:00
2011-04-01,9615.64,9763.55,10:00:00,10:30:00
2011-04-02,8600.18,8722.06,09:00:00,09:30:00
2011-04-03,8913.41,8914.04,19:00:00,18:30:00
2011-04-04,9783.7,10025.36,18:30:00,18:30:00
2011-04-05,9787.45,9950.09,18:30:00,18:30:00
2011-04-06,9768.74,9804.91,18:30:00,18:30:00
2011-04-07,9804.25,9801.2,18:30:00,18:30:00
2011-04-08,9592.41,9495.82,18:30:00,18:30:00
2011-04-09,9016.61,8967.8,18:30:00,18:30:00
2011-04-10,9039.94,8927.8,18:30:00,18:30:00
2011-04-11,10034.95,9906.28,18:30:00,18:30:00
2011-04-12,9909.68,9923.93,18:30:00,18:30:00
2011-04-13,9853.82,9865.69,18:30:00,18:30:00
2011-04-14,9754.91,9961.86,18:30:00,18:30:00
2011-04-15,9610.76,9589.65,18:00:00,18:30:00
2011-04-16,9264.93,8868.42,18:30:00,18:30:00
2011-04-17,9285.24,9208.5,18:30:00,18:30:00
2011-04-18,10087.4,9965.86,18:30:00,18:30:00
2011-04-19,10145.13,9970.36,18:30:00,18:30:00
2011-04-20,9986.76,10073.47,18:30:00,18:30:00
2011-04-21,9543.39,9600.58,18:30:00,18:30:00
2011-04-22,8631.36,8604.98,18:30:00,18:30:00
2011-04-23,9004.34,8644.77,18:30:00,18:30:00
2011-04-24,8492.92,8255.66,18:30:00,18:30:00
2011-04-25,8868.57,8805.34,18:30:00,18:30:00
2011-04-26,9354.5,8871.15,18:30:00,18:30:00
2011-04-27,10077.67,10150.42,18:30:00,18:00:00
