date,true_peak,pred_peak,true_peak_time,pred_peak_time
2012-09-12,9218.51,9227.56,19:00:00,19:00:00
2012-09-13,9987.44,9868.84,19:00:00,19:00:00
2012-09-14,9320.27,9474.42,19:00:00,19:00:00
2012-09-15,8835.44,9000.94,19:00:00,19:00:00
2012-09-16,8737.92,8887.86,18:30:00,19:00:00
2012-09-17,9516.14,9625.42,18:30:00,19:00:00
2012-09-18,9577.98,9452.07,18:30:00,19:00:00
2012-09-19,9170.69,9342.18,19:00:00,19:00:00
2012-09-20,9161.64,9259.16,19:00:00,19:00:00
2012-09-21,8740.35,8694.85,19:00:00,19:00:00
2012-09-22,8219.22,8400.62,19:00:00,19:00:00
2012-09-23,8144.59,8756.35,19:00:00,19:00:00
2012-09-24,9064.93,9170.24,19:00:00,19:00:00
2012-09-25,9058.66,9486.41,19:00:00,19:00:00
2012-09-26,8955.99,9027.01,19:00:00,19:00:00
2012-09-27,8864.65,9193.01,19:00:00,19:00:00
2012-09-28,8862.64,9271.4,18:30:00,15:30:00
2012-09-29,7971.47,8078.92,19:00:00,19:00:00
2012-09-30,7766.57,8726.12,19:00:00,19:00:00
2012-10-01,8220.07,8705.75,19:00:00,19:00:00
2012-10-02,8956.05,9022.75,19:00:00,19:00:00
2012-10-03,8830.36,9022.38,19:00:00,19:00:00
2012-10-04,9037.95,9213.95,19:00:00,19:00:00
2012-10-05,9102.02,9493.83,12:30:00,15:00:00
2012-10-06,8324.22,7854.11,18:30:00,19:00:00
2012-10-07,8082.64,8068.25,19:00:00,19:00:00
2012-10-08,8726.69,9110.06,18:30:00,19:00:00
2012-10-09,8715.65,8959.93,19:00:00,08:00:00
2012-10-10,8617.89,8993.17,19:00:00,08:00:00
2012-10-11,8978.86,9264.06,19:00:00,19:00:00
2012-10-12,9434.51,9175.34,08:30:00,08:00:00
2012-10-13,8257.34,8539.33,08:30:00,09:30:00
2012-10-14,8157.89,8067.29,19:00:00,19:00:00
2012-10-15,8562.86,8846.24,19:00:00,09:00:00
2012-10-16,8912.52,9355.18,17:00:00,16:00:00
2012-10-17,8571.28,8821.51,09:30:00,10:00:00
2012-10-18,8560.95,8500.32,19:00:00,09:00:00
2012-10-19,9000.51,9214.81,16:00:00,16:00:00
2012-10-20,7976.82,8456.39,09:30:00,16:00:00
2012-10-21,7705.9,7805.26,19:00:00,19:00:00
2012-10-22,8540.04,8745.39,19:00:00,19:00:00
2012-10-23,8370.29,8793.75,19:00:00,08:00:00
2012-10-24,8466.74,8704.06,19:00:00,09:00:00
2012-10-25,8974.71,9244.95,17:00:00,16:00:00
2012-10-26,8595.23,8686.09,10:00:00,09:30:00
2012-10-27,7694.94,7870.58,09:30:00,09:30:00
2012-10-28,7757.22,7558.81,19:00:00,19:30:00
2012-10-29,8486.27,8603.16,17:00:00,09:30:00
2012-10-30,8662.14,8692.98,16:00:00,16:00:00
2012-10-31,9180.57,9675.02,16:00:00,16:00:00
2012-11-01,9117.7,9897.89,14:00:00,16:00:00
2012-11-02,8432.05,8547.45,09:30:00,09:30:00
2012-11-03,7878.17,7777.63,09:30:00,09:30:00
2012-11-04,8003.54,7690.61,19:30:00,19:30:00
2012-11-05,9423.99,9856.26,16:00:00,16:00:00
2012-11-06,9503.09,10317.07,14:00:00,16:00:00
2012-11-07,9101.17,9304.83,11:30:00,10:00:00
2012-11-08,9230.62,8945.63,10:00:00,11:00:00
2012-11-09,9129.08,8767.64,10:00:00,10:00:00
2012-11-10,7796.4,7894.44,08:30:00,09:30:00
2012-11-11,7606.3,7491.66,19:30:00,19:30:00
2012-11-12,8603.5,8810.87,16:00:00,16:00:00
2012-11-13,8513.34,8713.57,10:00:00,09:30:00
2012-11-14,8637.33,8562.69,09:30:00,09:00:00
2012-11-15,8912.74,8856.72,16:30:00,16:00:00
2012-11-16,8812.35,8844.87,09:30:00,09:30:00
2012-11-17,7905.25,7965.85,09:30:00,09:30:00
2012-11-18,7692.39,7502.26,19:30:00,19:30:00
2012-11-19,8488.29,8712.77,09:30:00,09:00:00
2012-11-20,8430.17,8633.86,10:30:00,09:00:00
2012-11-21,8687.25,8887.21,16:30:00,16:00:00
2012-11-22,8636.24,8719.23,09:30:00,09:30:00
2012-11-23,8617.55,8807.72,10:00:00,09:30:00
2012-11-24,8089.64,8083.45,16:00:00,09:30:00
2012-11-25,9240.74,9457.31,17:00:00,17:00:00
2012-11-26,10245.85,10531.94,14:00:00,16:00:00
2012-11-27,9593.67,10357.83,11:30:00,16:00:00
2012-11-28,9209.98,9140.31,11:00:00,10:00:00
2012-11-29,10587.76,9800.68,16:00:00,16:00:00
2012-11-30,11913.49,11874.17,16:00:00,16:00:00
2012-12-01,10659.26,10448.09,17:00:00,15:30:00
2012-12-02,8122.79,8328.7,15:00:00,11:30:00
2012-12-03,9180.14,8883.93,10:00:00,10:00:00
2012-12-04,9084.81,8748.9,16:00:00,10:00:00
2012-12-05,8551.15,8407.76,16:00:00,09:30:00
2012-12-06,8611.1,8614.46,16:00:00,09:00:00
2012-12-07,8918.6,8753.99,11:00:00,10:00:00
2012-12-08,8745.96,8501.91,16:00:00,16:00:00
2012-12-09,8042.71,8121.77,10:00:00,12:00:00
2012-12-10,8776.49,8556.62,10:00:00,09:30:00
2012-12-11,8653.31,8486.87,10:00:00,09:00:00
2012-12-12,9047.87,8656.98,16:00:00,10:00:00
2012-12-13,9524.34,9168.65,16:00:00,16:00:00
2012-12-14,9688.49,9931.15,16:00:00,16:00:00
2012-12-15,8335.01,8387.15,09:30:00,16:00:00
2012-12-16,9269.43,9174.23,17:00:00,17:30:00
2012-12-17,9027.78,9180.67,09:30:00,09:30:00
2012-12-18,9988.96,9284.93,16:00:00,16:00:00
2012-12-19,10437.47,9788.45,16:00:00,16:00:00
2012-12-20,10225.79,10855.8,13:30:00,15:30:00
2012-12-21,8954.61,8916.36,10:00:00,10:00:00
2012-12-22,8625.01,8058.51,17:00:00,16:00:00
2012-12-23,9679.33,8905.03,15:00:00,17:30:00
2012-12-24,10543.27,10419.85,14:30:00,16:00:00
2012-12-25,7006.52,7553.32,00:00:00,10:00:00
2012-12-26,6746.09,6611.18,20:00:00,22:30:00
2012-12-27,7790.37,7858.21,17:00:00,17:00:00
2012-12-28,8235.98,9199.23,12:00:00,16:00:00
2012-12-29,7426.61,7243.89,16:00:00,17:30:00
2012-12-30,7324.85,7370.96,20:00:00,20:00:00
2012-12-31,9205.53,9537.99,16:30:00,16:00:00
2013-01-01,8840.88,9290.26,17:00:00,17:30:00
2013-01-02,8612.44,8102.59,11:30:00,14:00:00
2013-01-03,9068.26,8980.65,17:00:00,16:00:00
2013-01-04,10011.36,10169.31,16:30:00,16:00:00
2013-01-05,10203.36,9882.63,16:00:00,16:00:00
2013-01-06,9593.61,9307.96,15:30:00,17:30:00
2013-01-07,11012.95,10450.09,16:00:00,16:00:00
2013-01-08,12972.78,12888.07,16:00:00,16:00:00
2013-01-09,9314.95,10385.05,10:30:00,10:00:00
2013-01-10,9345.61,9250.4,16:00:00,16:00:00
2013-01-11,11841.88,10961.06,16:00:00,16:00:00
2013-01-12,10186.12,11056.01,14:30:00,16:00:00
2013-01-13,8310.1,8374.71,17:00:00,17:30:00
2013-01-14,8739.53,8748.16,09:30:00,16:00:00
2013-01-15,9108.81,9174.4,16:30:00,16:00:00
2013-01-16,10531.31,10571.24,15:30:00,16:00:00
2013-01-17,11476.07,10803.77,16:00:00,16:00:00
2013-01-18,13787.85,13113.44,15:30:00,16:00:00
2013-01-19,8502.22,8720.07,11:00:00,11:00:00
2013-01-20,8041.14,7943.24,17:30:00,17:30:00
2013-01-21,10117.8,10327.86,16:00:00,16:00:00
2013-01-22,11044.9,11145.85,13:00:00,16:00:00
2013-01-23,9568.2,9597.87,13:30:00,14:00:00
2013-01-24,10531.6,9872.77,16:00:00,16:00:00
2013-01-25,11367.57,10893.34,16:00:00,16:00:00
2013-01-26,9362.05,9571.95,15:30:00,15:00:00
2013-01-27,8048.45,8582.59,10:00:00,13:00:00
2013-01-28,8449.77,8695.52,17:00:00,11:00:00
2013-01-29,9661.3,10184.1,11:00:00,16:00:00
2013-01-30,9514.28,9629.78,16:00:00,16:00:00
2013-01-31,10928.47,10684.67,17:00:00,16:00:00
2013-02-01,9679.53,10084.16,09:30:00,12:30:00
2013-02-02,7982.33,8076.94,09:30:00,09:30:00
2013-02-03,7706.25,7884.61,20:00:00,20:00:00
2013-02-04,9047.93,9304.44,14:00:00,16:00:00
2013-02-05,9383.88,9454.12,16:00:00,16:00:00
2013-02-06,9595.78,9792.63,16:00:00,16:00:00
2013-02-07,10178.97,10298.66,16:00:00,16:00:00
2013-02-08,11109.74,10988.37,16:00:00,16:00:00
2013-02-09,9670.57,9940.33,15:30:00,16:00:00
2013-02-10,9158.62,9374.8,14:30:00,16:00:00
2013-02-11,9241.59,9360.54,11:00:00,11:00:00
2013-02-12,9148.64,9228.2,16:00:00,16:00:00
2013-02-13,9049.0,9149.67,16:00:00,16:00:00
2013-02-14,9389.07,9581.79,16:00:00,16:00:00
2013-02-15,9395.34,9392.5,09:30:00,11:00:00
2013-02-16,8262.74,8342.41,10:00:00,09:30:00
2013-02-17,8113.38,8037.1,18:00:00,19:30:00
2013-02-18,9541.32,9774.82,14:00:00,16:00:00
2013-02-19,10195.97,10369.23,16:00:00,16:00:00
2013-02-20,9958.8,9767.09,16:00:00,16:00:00
2013-02-21,9767.03,9683.0,15:30:00,16:00:00
2013-02-22,9516.66,9512.54,11:00:00,11:00:00
2013-02-23,8447.03,8330.43,10:00:00,09:30:00
2013-02-24,9322.43,8981.94,17:00:00,17:30:00
2013-02-25,11186.0,11050.15,15:00:00,16:00:00
2013-02-26,10286.76,10682.55,15:00:00,16:00:00
2013-02-27,10570.92,10319.56,16:00:00,16:00:00
2013-02-28,9810.37,9923.91,11:00:00,13:30:00
2013-03-01,9031.37,8857.38,09:30:00,09:30:00
2013-03-02,8049.88,7952.51,09:30:00,09:30:00
2013-03-03,7907.98,7760.29,19:30:00,19:30:00
2013-03-04,9041.68,9286.68,13:00:00,13:30:00
2013-03-05,9268.57,9409.91,15:30:00,16:00:00
2013-03-06,9561.33,9698.98,16:00:00,16:00:00
2013-03-07,10045.54,9943.24,16:00:00,16:00:00
2013-03-08,9557.36,9677.57,16:00:00,16:00:00
2013-03-09,8563.92,8727.47,16:00:00,16:00:00
2013-03-10,8635.91,8667.16,16:00:00,17:30:00
2013-03-11,9826.19,9927.99,15:30:00,16:00:00
2013-03-12,9726.27,9784.28,16:00:00,16:00:00
2013-03-13,9833.87,9956.18,16:00:00,16:00:00
2013-03-14,9295.76,9527.72,16:00:00,13:30:00
2013-03-15,9234.87,9337.49,10:00:00,11:00:00
2013-03-16,8628.77,8500.48,16:00:00,16:00:00
2013-03-17,7755.92,7763.71,19:00:00,19:00:00
2013-03-18,8747.61,8708.5,16:30:00,17:00:00
2013-03-19,8639.07,8747.0,15:30:00,16:00:00
2013-03-20,8856.15,8907.11,16:00:00,16:00:00
2013-03-21,9018.88,9358.13,14:00:00,16:00:00
2013-03-22,9709.58,10346.04,15:30:00,16:00:00
2013-03-23,8637.83,8763.95,16:00:00,16:00:00
2013-03-24,9203.29,8678.52,19:00:00,19:00:00
2013-03-25,10080.21,9725.18,16:00:00,16:00:00
2013-03-26,10017.53,9950.39,16:00:00,16:00:00
2013-03-27,10724.86,10475.24,16:00:00,16:00:00
2013-03-28,10068.48,10430.44,13:30:00,15:30:00
2013-03-29,7492.19,7337.47,18:30:00,19:00:00
2013-03-30,7589.82,7495.29,18:30:00,19:00:00
2013-03-31,7419.82,7379.0,19:00:00,19:00:00
2013-04-01,7829.62,7877.29,18:30:00,18:30:00
2013-04-02,8691.5,8745.44,15:30:00,18:30:00
2013-04-03,8719.31,8724.25,09:30:00,18:30:00
2013-04-04,8717.34,8846.65,18:30:00,18:30:00
2013-04-05,8682.62,8814.27,09:30:00,09:30:00
2013-04-06,7915.21,8025.94,18:30:00,09:30:00
2013-04-07,8404.87,8247.98,18:30:00,18:30:00
2013-04-08,9178.61,9001.46,18:30:00,18:30:00
2013-04-09,9163.18,8965.25,18:30:00,18:30:00
2013-04-10,9231.82,9001.8,18:30:00,18:30:00
2013-04-11,9120.32,9155.61,18:30:00,18:30:00
2013-04-12,8990.35,8735.02,18:30:00,11:00:00
2013-04-13,8362.15,8323.72,18:30:00,18:30:00
2013-04-14,8427.33,8734.77,18:30:00,18:30:00
2013-04-15,9381.59,9250.93,18:30:00,18:30:00
2013-04-16,9246.27,9092.17,18:30:00,18:30:00
2013-04-17,9155.64,9025.66,18:30:00,18:30:00
2013-04-18,9311.58,9112.78,18:30:00,18:30:00
2013-04-19,9053.09,9047.23,18:30:00,18:30:00
2013-04-20,8701.94,8771.26,18:30:00,18:30:00
2013-04-21,8633.92,8755.09,18:30:00,18:30:00
2013-04-22,9198.55,9221.39,18:30:00,18:30:00
2013-04-23,9109.72,9155.03,18:30:00,18:30:00
2013-04-24,8995.18,9226.73,18:30:00,18:30:00
2013-04-25,8303.07,8340.86,18:30:00,18:30:00
2013-04-26,8643.5,8843.69,18:00:00,18:30:00
2013-04-27,8179.36,8600.5,18:30:00,18:30:00
2013-04-28,8338.02,8733.89,18:30:00,18:30:00
2013-04-29,9450.0,9352.73,18:00:00,18:30:00
2013-04-30,9426.0,9241.01,18:00:00,18:30:00
2013-05-01,9411.36,9184.57,18:00:00,18:00:00
2013-05-02,9475.88,9469.79,18:00:00,18:30:00
2013-05-03,9100.52,9124.56,18:00:00,18:00:00
2013-05-04,8545.29,8730.96,18:00:00,18:30:00
2013-05-05,8809.98,9076.38,18:30:00,18:30:00
2013-05-06,9872.25,9935.41,18:00:00,18:30:00
2013-05-07,9637.83,9736.17,18:00:00,18:30:00
2013-05-08,9490.89,9565.3,18:00:00,18:30:00
2013-05-09,9353.71,9609.17,18:00:00,18:00:00
2013-05-10,9286.9,9379.7,18:00:00,18:00:00
2013-05-11,8645.73,8962.6,18:00:00,18:30:00
2013-05-12,8490.46,8948.8,18:30:00,18:30:00
2013-05-13,9898.46,9686.62,18:00:00,18:00:00
2013-05-14,9727.35,9874.11,18:00:00,18:30:00
2013-05-15,9897.72,10028.62,18:00:00,18:30:00
2013-05-16,9905.43,9949.08,18:00:00,18:30:00
2013-05-17,9746.17,9718.71,18:00:00,18:00:00
2013-05-18,9162.27,9340.68,18:00:00,18:30:00
2013-05-19,9482.87,9555.93,18:30:00,18:30:00
2013-05-20,10391.76,10375.52,18:00:00,18:30:00
2013-05-21,10046.82,10219.85,18:00:00,18:00:00
2013-05-22,10956.21,10683.8,18:00:00,18:30:00
2013-05-23,10683.11,10600.4,18:00:00,18:30:00
2013-05-24,10287.39,10113.97,18:00:00,18:00:00
2013-05-25,9383.84,9363.66,18:00:00,18:30:00
2013-05-26,9726.19,9601.37,18:30:00,18:30:00
2013-05-27,10668.16,10724.18,18:00:00,18:00:00
2013-05-28,10366.6,10365.18,18:00:00,18:00:00
2013-05-29,10098.45,10154.21,18:00:00,18:00:00
2013-05-30,10074.65,10240.77,18:00:00,18:00:00
2013-05-31,9689.83,9897.01,18:00:00,18:00:00
2013-06-01,9216.24,9363.02,18:00:00,18:00:00
2013-06-02,10139.25,9838.41,18:00:00,18:30:00
2013-06-03,10769.45,10859.75,18:00:00,18:30:00
2013-06-04,10456.64,10892.28,18:00:00,18:30:00
2013-06-05,10624.74,10673.83,18:00:00,18:00:00
2013-06-06,10293.12,10513.18,18:00:00,18:00:00
2013-06-07,9655.64,10175.35,18:00:00,18:00:00
2013-06-08,9405.84,10009.89,18:00:00,18:30:00
2013-06-09,9169.95,9979.12,18:00:00,18:30:00
2013-06-10,9909.8,10466.28,18:00:00,18:00:00
2013-06-11,10448.13,10701.64,18:00:00,18:00:00
2013-06-12,10953.72,10918.68,18:00:00,18:30:00
2013-06-13,10336.18,10763.34,18:00:00,18:30:00
2013-06-14,10234.74,10518.86,18:00:00,18:00:00
2013-06-15,9664.85,9835.46,18:00:00,18:30:00
2013-06-16,10047.6,10089.32,18:30:00,18:30:00
2013-06-17,11174.29,11412.6,18:00:00,18:30:00
2013-06-18,11271.53,11350.46,18:30:00,18:30:00
2013-06-19,11288.59,11292.15,18:00:00,18:30:00
2013-06-20,11260.26,11393.2,18:30:00,18:30:00
2013-06-21,11008.55,11193.36,18:00:00,18:30:00
2013-06-22,10606.61,10368.36,18:00:00,18:30:00
2013-06-23,10814.96,10349.67,18:30:00,18:30:00
2013-06-24,11553.75,11448.7,18:00:00,18:30:00
2013-06-25,11537.78,11339.12,18:00:00,18:30:00
2013-06-26,10751.77,11444.09,18:00:00,18:30:00
2013-06-27,10684.59,10917.56,18:00:00,18:30:00
2013-06-28,10520.34,10607.67,18:00:00,18:00:00
2013-06-29,10101.67,10085.72,18:00:00,18:30:00
2013-06-30,10179.56,10217.27,18:30:00,18:30:00
2013-07-01,10850.38,10940.77,18:30:00,18:30:00
2013-07-02,10749.21,11060.67,18:30:00,18:30:00
2013-07-03,10732.79,10924.66,18:30:00,18:30:00
2013-07-04,10281.63,10929.02,18:30:00,18:30:00
2013-07-05,10056.8,10481.16,18:30:00,18:30:00
2013-07-06,10086.19,10152.17,18:30:00,18:30:00
2013-07-07,10192.17,10343.27,18:30:00,18:30:00
2013-07-08,11145.74,11363.76,18:00:00,18:30:00
2013-07-09,11506.23,11488.24,18:30:00,18:30:00
2013-07-10,11075.95,11299.01,18:30:00,18:30:00
2013-07-11,10888.22,11145.32,18:30:00,18:30:00
2013-07-12,10479.13,10739.14,18:00:00,18:30:00
2013-07-13,9934.42,10024.24,18:30:00,18:30:00
2013-07-14,10033.81,10183.43,18:30:00,18:30:00
2013-07-15,10719.66,10805.17,18:00:00,18:30:00
2013-07-16,10249.25,10403.09,18:00:00,18:30:00
2013-07-17,9758.14,10178.68,18:30:00,18:30:00
2013-07-18,9836.08,10141.67,18:30:00,18:30:00
2013-07-19,9847.06,9991.52,18:00:00,18:00:00
2013-07-20,9391.34,9690.69,18:30:00,18:30:00
2013-07-21,10295.26,10112.06,18:30:00,18:30:00
2013-07-22,11183.61,11382.04,18:30:00,18:30:00
2013-07-23,11264.18,11276.69,18:30:00,18:30:00
2013-07-24,11053.8,11062.93,18:30:00,18:30:00
2013-07-25,10805.13,11094.14,18:30:00,18:30:00
2013-07-26,10395.99,10760.26,18:30:00,18:30:00
2013-07-27,9906.67,10071.19,18:30:00,18:30:00
2013-07-28,9952.06,9906.25,18:30:00,18:30:00
2013-07-29,10165.53,10483.08,18:30:00,18:30:00
2013-07-30,10259.55,10358.91,18:30:00,18:30:00
2013-07-31,10475.67,10546.68,18:30:00,18:30:00
2013-08-01,10454.93,10861.48,18:30:00,18:30:00
2013-08-02,9919.0,10439.5,18:30:00,18:30:00
2013-08-03,9504.02,9844.46,18:30:00,18:30:00
2013-08-04,9754.09,9945.16,18:30:00,18:30:00
2013-08-05,10399.19,10586.37,18:30:00,18:30:00
2013-08-06,9941.65,10301.46,18:30:00,18:30:00
2013-08-07,10253.83,10565.05,18:30:00,18:30:00
2013-08-08,11073.49,10958.72,18:30:00,19:00:00
2013-08-09,10135.45,10325.48,18:30:00,18:30:00
2013-08-10,8833.34,9318.99,18:30:00,18:30:00
2013-08-11,9185.95,9344.84,18:30:00,18:30:00
2013-08-12,10114.37,10161.42,18:30:00,18:30:00
2013-08-13,9890.78,10200.91,18:30:00,18:30:00
2013-08-14,9752.57,9834.53,18:30:00,18:30:00
2013-08-15,10167.86,10179.52,18:30:00,19:00:00
2013-08-16,9853.55,9951.14,08:00:00,18:30:00
2013-08-17,8761.89,9129.16,18:30:00,18:30:00
2013-08-18,8923.93,9081.92,18:30:00,19:00:00
2013-08-19,10360.79,10173.84,18:30:00,18:30:00
2013-08-20,11058.37,10813.78,19:00:00,19:00:00
2013-08-21,10875.95,10711.46,18:30:00,19:00:00
2013-08-22,10764.41,10596.25,19:00:00,19:00:00
2013-08-23,10023.68,9859.84,18:30:00,18:30:00
2013-08-24,8859.34,8868.22,18:30:00,18:30:00
2013-08-25,8814.15,9005.99,19:00:00,19:00:00
2013-08-26,9807.87,9735.59,18:30:00,18:30:00
2013-08-27,9587.2,9657.23,18:30:00,18:30:00
2013-08-28,9292.08,9407.14,18:30:00,18:30:00
2013-08-29,9504.16,9324.1,18:30:00,18:30:00
2013-08-30,8803.5,8837.98,18:30:00,18:30:00
2013-08-31,8389.39,8494.29,18:30:00,18:30:00
2013-09-01,8396.76,8835.88,19:00:00,19:00:00
2013-09-02,9212.16,9355.04,18:30:00,18:30:00
2013-09-03,9133.97,9225.31,18:30:00,18:30:00
2013-09-04,9104.76,9073.48,18:30:00,19:00:00
2013-09-05,9206.67,9255.5,18:30:00,19:00:00
2013-09-06,8779.48,8751.64,18:30:00,18:30:00
2013-09-07,8295.42,8530.93,18:30:00,19:00:00
2013-09-08,8455.74,8289.16,18:30:00,19:00:00
2013-09-09,9031.5,8983.4,18:30:00,19:00:00
2013-09-10,9031.59,9034.78,18:30:00,18:30:00
2013-09-11,8789.15,8815.99,18:30:00,19:00:00
2013-09-12,9044.67,9023.49,18:30:00,19:00:00
2013-09-13,9010.42,9298.5,18:30:00,19:00:00
2013-09-14,8300.83,8271.21,19:00:00,19:00:00
2013-09-15,8493.29,8325.91,18:30:00,19:00:00
2013-09-16,9916.19,9225.14,18:30:00,19:00:00
2013-09-17,9032.22,8943.29,18:30:00,19:00:00
2013-09-18,8739.23,8640.45,19:00:00,19:00:00
2013-09-19,8915.92,8746.19,19:00:00,19:00:00
2013-09-20,8716.7,8732.03,18:30:00,19:00:00
2013-09-21,8220.71,8226.81,19:00:00,19:00:00
2013-09-22,8272.04,8382.75,19:00:00,19:00:00
2013-09-23,8936.38,9034.18,19:00:00,19:00:00
2013-09-24,8763.9,8997.44,19:00:00,19:00:00
2013-09-25,9081.59,9189.41,19:00:00,19:00:00
2013-09-26,8808.32,8828.96,19:00:00,19:00:00
2013-09-27,8617.56,8334.46,19:00:00,19:00:00
2013-09-28,8062.53,8009.96,19:00:00,19:00:00
2013-09-29,8086.26,8005.81,19:00:00,19:00:00
2013-09-30,9076.25,9270.16,19:00:00,19:00:00
2013-10-01,9007.87,9101.6,12:30:00,14:00:00
2013-10-02,8694.09,8348.89,19:00:00,19:00:00
2013-10-03,9072.29,8783.4,19:00:00,19:00:00
2013-10-04,8513.44,8585.48,19:00:00,19:00:00
2013-10-05,7892.76,8140.28,19:00:00,19:00:00
2013-10-06,7672.24,8332.78,19:00:00,19:00:00
2013-10-07,7797.91,7578.41,19:00:00,19:00:00
2013-10-08,8493.27,8453.82,19:00:00,19:00:00
2013-10-09,8640.71,8769.54,16:30:00,19:00:00
2013-10-10,9971.55,10017.8,16:30:00,16:00:00
2013-10-11,8551.3,8590.04,09:30:00,09:30:00
2013-10-12,8144.21,8078.14,19:00:00,19:00:00
2013-10-13,8694.04,8494.95,17:00:00,19:00:00
2013-10-14,8421.82,8424.35,19:00:00,19:00:00
2013-10-15,8310.83,8800.19,07:00:00,08:00:00
2013-10-16,8332.06,8658.46,16:30:00,16:00:00
2013-10-17,8998.59,9408.41,16:00:00,16:00:00
2013-10-18,8437.73,8427.76,09:00:00,08:30:00
2013-10-19,7617.38,7703.56,19:00:00,09:30:00
2013-10-20,8016.86,8343.39,19:00:00,19:00:00
2013-10-21,10085.15,10589.57,16:00:00,16:00:00
2013-10-22,9113.84,9607.41,16:30:00,16:00:00
2013-10-23,9909.27,9748.78,16:00:00,16:00:00
2013-10-24,8337.41,8154.32,10:00:00,09:00:00
2013-10-25,8241.39,8513.14,07:30:00,08:30:00
2013-10-26,7518.72,7628.5,19:00:00,09:30:00
2013-10-27,7684.24,7472.4,19:00:00,19:00:00
2013-10-28,8621.79,8436.25,17:00:00,09:30:00
2013-10-29,8591.29,8580.03,10:30:00,12:30:00
2013-10-30,8192.79,8328.81,19:00:00,09:00:00
2013-10-31,8317.45,8409.19,16:00:00,09:00:00
2013-11-01,8529.98,8415.64,10:00:00,09:30:00
2013-11-02,8131.02,8231.3,19:00:00,17:00:00
2013-11-03,7989.74,8227.41,16:00:00,17:00:00
2013-11-04,8345.44,8408.1,19:00:00,08:30:00
2013-11-05,8377.87,8501.13,09:30:00,07:30:00
2013-11-06,8502.07,8569.58,17:00:00,16:00:00
2013-11-07,9524.84,9807.43,16:00:00,16:00:00
2013-11-08,10049.8,10493.47,16:00:00,16:00:00
2013-11-09,8409.67,8292.0,14:30:00,11:00:00
2013-11-10,7809.94,7593.65,18:00:00,19:30:00
2013-11-11,8741.97,8571.48,17:00:00,19:00:00
2013-11-12,8710.85,8621.29,09:30:00,09:00:00
2013-11-13,8421.3,8473.57,16:00:00,16:00:00
2013-11-14,8543.4,8454.79,17:00:00,09:30:00
2013-11-15,8699.87,8604.6,10:00:00,09:30:00
2013-11-16,7742.42,7600.41,09:30:00,09:30:00
2013-11-17,7901.19,7362.23,19:00:00,19:30:00
2013-11-18,8649.72,8555.32,17:00:00,09:00:00
2013-11-19,8587.93,8631.24,17:00:00,16:00:00
2013-11-20,9118.65,9352.01,16:30:00,16:00:00
2013-11-21,9143.02,9177.75,15:30:00,16:00:00
2013-11-22,8854.99,9068.36,10:00:00,11:00:00
2013-11-23,8017.55,7941.27,09:30:00,09:30:00
2013-11-24,7566.82,7452.28,19:30:00,19:30:00
2013-11-25,8571.38,8573.82,10:00:00,09:00:00
2013-11-26,8520.63,8528.77,17:00:00,09:00:00
2013-11-27,8733.85,8856.54,16:30:00,16:00:00
2013-11-28,9568.13,10159.44,16:00:00,16:00:00
2013-11-29,8846.69,9164.05,11:00:00,09:30:00
2013-11-30,7661.6,7783.32,09:30:00,09:30:00
2013-12-01,7672.2,7227.63,19:30:00,20:00:00
2013-12-02,8960.2,8965.48,16:00:00,16:00:00
2013-12-03,9405.77,9568.18,16:30:00,16:00:00
2013-12-04,9995.99,10367.93,16:30:00,16:00:00
2013-12-05,8716.19,8914.86,10:00:00,09:00:00
2013-12-06,8167.21,8444.8,09:30:00,09:00:00
2013-12-07,7619.31,7637.7,09:30:00,09:30:00
2013-12-08,8197.83,7991.26,20:00:00,20:00:00
2013-12-09,10142.8,10461.94,16:00:00,16:00:00
2013-12-10,10333.89,9653.73,16:00:00,16:00:00
2013-12-11,9521.9,8934.4,16:00:00,16:00:00
2013-12-12,9209.04,8840.37,16:00:00,16:00:00
2013-12-13,10037.55,9476.05,16:00:00,16:00:00
2013-12-14,8127.58,8055.31,10:30:00,09:30:00
2013-12-15,7938.09,7284.32,16:00:00,20:00:00
2013-12-16,9312.92,8836.48,15:30:00,10:00:00
2013-12-17,9822.61,9312.65,16:00:00,16:00:00
2013-12-18,9900.81,9694.04,16:00:00,16:00:00
2013-12-19,10291.22,10004.62,16:00:00,16:00:00
2013-12-20,11916.82,11569.73,16:30:00,16:00:00
2013-12-21,9101.27,8924.48,16:00:00,15:00:00
2013-12-22,10546.32,9582.25,17:00:00,17:00:00
2013-12-23,10457.39,11416.16,13:00:00,15:30:00
2013-12-24,8182.43,8003.12,10:00:00,09:30:00
2013-12-25,6899.69,6701.5,10:00:00,10:00:00
2013-12-26,7252.09,7020.28,20:00:00,20:00:00
2013-12-27,7978.24,7990.78,16:00:00,16:30:00
2013-12-28,8140.19,7534.19,17:30:00,17:30:00
2013-12-29,7249.09,7403.35,18:00:00,10:30:00
2013-12-30,8100.55,7970.18,17:00:00,17:00:00
2013-12-31,8363.62,8686.65,16:00:00,16:00:00
2014-01-01,7753.16,8021.97,17:00:00,17:00:00
2014-01-02,9811.47,9624.07,14:00:00,16:00:00
2014-01-03,9562.18,9099.41,16:00:00,16:00:00
2014-01-04,8108.13,8269.98,16:00:00,16:00:00
2014-01-05,8466.4,8153.36,17:30:00,17:30:00
