,rainfall,solar_exposure,min_temperature,max_temperature,peak_power
2014-01-29,0.0,30.8,16.8,31.0,11278.09
2014-01-30,0.0,30.7,16.8,29.0,11004.94
2014-01-31,0.0,30.2,15.5,30.7,11335.48
2014-02-01,0.0,25.0,21.5,27.3,9897.56
2014-02-02,0.0,27.3,21.5,28.4,9732.0
2014-02-03,0.0,29.6,18.6,28.5,11095.83
2014-02-04,0.0,4.9,18.3,24.6,9532.46
2014-02-05,0.0,17.3,17.0,22.5,8735.29
2014-02-06,0.0,12.5,14.3,23.1,8860.39
2014-02-07,0.0,29.4,11.6,26.8,9718.76
2014-02-08,0.0,28.9,14.6,29.3,9478.43
2014-02-09,0.0,29.2,17.5,29.3,9901.44
2014-02-10,0.0,13.6,19.1,24.4,10179.52
2014-02-11,0.0,12.0,19.8,25.3,10052.42
2014-02-12,0.0,11.0,22.0,26.3,10419.07
2014-02-13,0.6,19.2,18.6,28.6,10436.14
2014-02-14,1.2,7.5,20.2,24.1,9568.52
2014-02-15,1.8,5.9,20.7,25.9,8441.51
2014-02-16,5.0,3.2,19.2,24.7,8355.52
2014-02-17,17.8,12.9,17.3,24.6,9106.93
2014-02-18,0.0,14.7,16.7,25.3,9398.5
2014-02-19,0.0,3.4,19.9,27.6,9814.5
2014-02-20,27.4,27.4,16.4,27.7,9072.56
2014-02-21,0.0,27.1,16.1,24.6,8780.35
2014-02-22,0.0,20.5,17.8,23.6,7895.98
2014-02-23,0.0,18.1,17.8,23.7,7968.06
2014-02-24,0.0,23.8,18.5,26.8,9665.07
2014-02-25,0.0,23.3,16.6,27.2,9924.94
2014-02-26,0.0,17.7,17.0,33.1,10113.55
2014-02-27,4.6,4.5,19.1,21.7,9302.16
2014-02-28,0.0,3.3,18.3,21.1,8950.72
2014-03-01,3.4,6.3,17.7,22.7,8136.16
2014-03-02,37.8,9.7,17.6,22.6,7831.32
2014-03-03,0.0,14.3,16.6,24.8,8934.83
2014-03-04,0.2,10.3,17.7,25.4,9158.66
2014-03-05,0.0,19.2,15.2,29.6,9384.05
2014-03-06,0.8,9.7,18.7,25.1,9145.19
2014-03-07,0.0,15.7,17.7,27.6,9346.45
2014-03-08,0.6,20.1,18.0,27.4,7953.0
2014-03-09,0.0,19.4,18.1,26.7,8146.35
2014-03-10,0.0,20.6,18.6,27.6,9649.68
2014-03-11,0.0,20.7,16.7,27.1,9653.68
2014-03-12,0.0,16.3,16.2,28.4,9459.83
2014-03-13,6.4,15.9,18.1,23.9,9118.17
2014-03-14,0.0,17.7,16.0,27.0,9331.15
2014-03-15,0.0,14.6,17.4,28.5,8081.18
2014-03-16,10.4,13.3,15.3,27.7,7818.77
2014-03-17,1.4,22.9,10.6,27.0,8741.49
2014-03-18,0.0,20.6,13.0,29.7,9302.47
2014-03-19,0.0,19.5,15.1,26.2,9478.3
2014-03-20,0.0,17.0,17.5,27.0,9494.72
2014-03-21,0.0,14.2,18.5,26.8,9192.19
2014-03-22,0.0,17.5,15.9,28.8,8187.03
2014-03-23,0.0,15.9,19.9,28.1,8401.23
2014-03-24,0.0,2.9,16.5,21.3,9017.14
2014-03-25,65.0,15.9,15.6,25.7,8829.54
2014-03-26,0.0,4.9,19.0,24.6,9188.0
2014-03-27,8.4,3.5,18.4,21.0,9247.8
2014-03-28,4.0,6.9,16.9,24.1,9073.15
2014-03-29,2.8,13.9,19.0,24.6,8070.02
2014-03-30,0.0,16.5,18.0,25.4,8258.93
2014-03-31,3.4,15.2,16.0,24.5,9116.18
2014-04-01,0.0,14.9,15.0,27.3,9139.24
2014-04-02,0.0,18.7,15.6,27.0,9331.91
2014-04-03,0.0,16.4,16.4,27.9,9563.73
2014-04-04,0.6,3.2,18.6,22.0,9026.3
2014-04-05,7.2,12.9,16.7,24.3,7996.13
2014-04-06,0.0,7.8,16.9,21.6,8203.03
2014-04-07,5.6,11.3,14.7,20.9,9074.65
2014-04-08,0.6,8.7,14.5,22.9,9100.55
2014-04-09,0.0,12.5,13.2,23.5,9265.07
2014-04-10,0.0,3.8,15.5,20.4,9391.29
2014-04-11,6.6,11.7,18.2,26.4,9126.25
2014-04-12,12.0,7.4,16.9,21.4,8220.59
2014-04-13,0.4,9.1,15.1,20.4,8251.32
2014-04-14,0.0,11.9,11.7,19.6,9199.8
2014-04-15,0.0,13.0,12.4,21.2,9071.96
2014-04-16,1.6,12.1,13.9,21.2,9018.59
2014-04-17,0.6,15.4,11.6,22.0,8766.31
2014-04-18,0.0,16.4,11.5,25.2,7802.17
2014-04-19,0.0,15.0,11.3,19.8,7939.75
2014-04-20,0.0,15.7,9.7,22.7,7601.37
2014-04-21,0.0,16.0,10.3,23.6,8224.06
2014-04-22,0.0,15.0,9.1,24.1,8899.68
2014-04-23,0.0,14.7,8.5,25.5,8847.83
2014-04-24,0.0,14.1,10.1,28.7,8877.55
2014-04-25,0.0,6.8,12.8,21.2,8093.5
2014-04-26,0.4,6.6,12.2,22.9,8213.54
2014-04-27,0.0,6.0,14.0,18.6,8556.37
2014-04-28,0.0,9.6,13.4,21.2,9331.71
2014-04-29,0.0,13.5,10.2,25.8,9347.03
2014-04-30,3.2,12.0,13.9,23.0,9249.56
2014-05-01,0.0,14.6,9.8,20.9,9349.65
2014-05-02,0.0,11.0,11.0,21.0,9170.62
2014-05-03,2.8,6.1,10.7,14.6,9262.79
2014-05-04,3.4,13.1,10.4,19.4,9240.78
2014-05-05,0.0,13.0,6.8,19.5,10022.32
2014-05-06,0.0,13.2,9.0,21.6,9851.82
2014-05-07,0.0,12.9,10.3,18.6,9847.12
2014-05-08,0.0,11.7,8.6,19.0,9901.55
2014-05-09,0.6,10.8,10.4,20.1,9577.3
2014-05-10,0.0,10.6,7.5,22.6,8860.59
2014-05-11,0.2,11.2,13.3,21.6,8530.42
2014-05-12,0.0,11.6,9.9,20.4,9716.3
2014-05-13,0.0,11.4,11.3,22.7,9700.66
2014-05-14,0.2,12.1,9.5,22.4,9701.89
2014-05-15,0.0,12.7,7.4,23.3,9659.0
2014-05-16,0.0,12.7,7.6,24.7,9392.25
2014-05-17,0.0,12.3,8.2,24.5,8680.0
2014-05-18,0.0,8.7,8.2,22.7,8824.61
2014-05-19,0.0,11.4,9.6,25.0,9628.32
2014-05-20,0.0,10.2,9.8,24.1,9635.56
2014-05-21,0.0,10.9,10.1,21.8,9571.67
2014-05-22,0.0,11.7,10.6,25.5,9556.78
2014-05-23,0.0,11.3,8.8,24.8,9132.05
2014-05-24,0.0,10.1,9.9,23.7,8506.52
2014-05-25,0.0,10.1,11.4,25.5,8506.14
2014-05-26,0.0,11.0,10.6,25.0,9686.7
2014-05-27,0.0,9.8,12.0,23.6,9449.41
2014-05-28,0.0,11.2,10.6,23.1,9479.88
2014-05-29,0.0,9.5,9.9,20.3,9539.05
2014-05-30,0.0,10.0,11.7,19.6,9316.94
2014-05-31,0.0,7.9,13.2,20.8,8768.65
2014-06-01,0.2,3.8,12.2,19.2,9210.37
2014-06-02,4.0,8.3,10.0,20.8,9791.11
2014-06-03,0.0,10.8,5.7,19.0,9943.32
2014-06-04,0.0,10.3,7.0,20.4,10006.57
2014-06-05,8.6,4.6,14.2,18.8,9987.09
2014-06-06,2.0,6.0,11.9,16.3,9873.11
2014-06-07,0.0,10.6,8.2,18.3,9115.08
2014-06-08,0.0,9.2,8.0,17.0,9234.09
2014-06-09,0.0,7.7,5.8,17.9,9889.58
2014-06-10,7.2,6.2,9.7,17.6,10563.78
2014-06-11,0.4,6.7,6.9,18.0,10327.05
2014-06-12,0.0,9.8,8.7,19.8,10176.26
2014-06-13,0.0,6.7,7.3,20.2,10117.23
2014-06-14,3.2,6.9,10.2,19.4,9265.63
2014-06-15,0.4,5.9,7.5,17.3,9906.52
2014-06-16,0.0,10.4,4.6,19.0,10702.96
2014-06-17,0.0,10.3,5.3,18.7,10458.78
2014-06-18,0.0,10.3,7.3,17.9,10371.94
2014-06-19,0.0,10.4,6.9,19.6,10255.66
2014-06-20,0.0,6.4,8.2,20.8,9875.13
2014-06-21,0.6,10.3,7.3,19.8,9298.63
2014-06-22,0.0,7.2,6.8,19.3,9672.95
2014-06-23,0.0,4.5,5.8,16.2,11079.9
2014-06-24,0.0,10.5,10.9,16.1,11108.77
2014-06-25,0.0,10.5,5.2,17.7,10483.98
2014-06-26,0.0,10.5,4.6,20.7,10211.71
2014-06-27,0.0,9.8,4.2,19.6,10049.87
2014-06-28,0.0,10.0,7.0,21.4,9649.97
2014-06-29,0.0,10.5,9.3,16.1,10079.5
2014-06-30,0.0,10.7,8.6,15.0,11265.85
2014-07-01,0.0,10.6,4.8,17.8,11050.83
2014-07-02,0.0,10.5,4.7,18.3,10902.47
2014-07-03,0.0,10.9,2.7,18.9,10929.12
2014-07-04,0.0,11.1,2.3,20.8,10253.76
2014-07-05,0.0,10.5,2.4,17.4,9866.52
2014-07-06,0.0,10.7,6.5,16.8,10127.61
2014-07-07,0.0,10.9,4.4,18.1,10989.26
2014-07-08,0.0,11.1,4.0,18.2,11068.34
2014-07-09,0.0,11.0,0.2,20.4,10715.74
2014-07-10,0.2,11.0,3.6,16.5,11066.85
2014-07-11,0.0,11.1,6.0,17.3,10437.06
2014-07-12,0.0,10.8,0.7,17.7,10031.22
2014-07-13,0.0,11.1,5.1,14.6,10627.93
2014-07-14,0.0,9.7,2.8,16.7,11282.96
2014-07-15,0.4,4.9,8.8,14.9,11235.57
2014-07-16,2.0,7.3,6.0,17.8,10778.58
2014-07-17,0.6,10.9,3.5,18.9,10874.11
2014-07-18,0.0,11.3,4.3,15.0,11246.99
2014-07-19,0.0,9.2,7.7,14.8,10449.17
2014-07-20,0.0,7.2,6.3,15.2,10445.28
2014-07-21,0.0,10.8,7.0,16.4,11125.12
2014-07-22,0.0,10.8,5.8,17.6,10913.8
2014-07-23,0.0,11.2,4.7,18.0,10870.97
2014-07-24,0.0,8.0,4.7,18.6,10881.26
2014-07-25,0.2,4.2,5.4,19.4,10260.63
2014-07-26,4.6,6.7,7.2,18.3,9603.47
2014-07-27,1.0,12.3,4.7,19.2,9669.33
2014-07-28,0.0,10.7,5.8,17.8,10586.7
2014-07-29,0.0,10.7,12.2,22.7,9935.86
2014-07-30,0.0,12.2,8.3,23.1,9521.6
2014-07-31,0.0,13.0,7.1,24.5,9344.26
2014-08-01,0.0,11.4,7.0,18.4,10020.93
2014-08-02,0.0,13.2,4.4,14.3,10100.38
2014-08-03,0.0,11.6,2.1,15.4,10443.39
2014-08-04,0.0,12.9,2.4,17.7,10885.23
2014-08-05,0.0,13.4,3.6,18.3,10683.85
2014-08-06,0.0,13.6,1.8,20.7,10463.99
2014-08-07,0.0,12.2,5.2,17.7,10724.37
2014-08-08,0.0,10.2,6.3,16.5,10297.68
2014-08-09,0.2,13.0,5.1,21.6,9318.92
2014-08-10,0.2,10.1,5.3,21.7,9560.34
2014-08-11,0.0,10.4,4.4,12.8,11576.82
2014-08-12,1.0,10.6,5.8,14.1,11421.16
2014-08-13,5.8,13.9,5.3,14.8,10998.63
2014-08-14,0.0,13.5,5.1,16.8,10740.72
2014-08-15,0.0,13.8,4.5,17.6,10103.93
2014-08-16,0.0,7.7,4.9,16.2,9845.86
2014-08-17,22.2,5.7,11.1,16.2,9766.93
2014-08-18,57.8,4.7,11.0,14.4,11196.49
2014-08-19,47.0,8.5,12.2,17.2,11041.98
2014-08-20,1.8,12.3,9.2,15.6,10613.01
2014-08-21,0.0,12.0,8.4,16.2,10543.45
2014-08-22,0.2,13.2,8.9,17.2,9743.71
2014-08-23,0.0,9.3,7.1,16.9,9420.01
2014-08-24,0.6,14.2,8.4,19.7,9194.98
2014-08-25,0.0,15.0,7.0,19.8,10123.1
2014-08-26,2.4,5.3,10.4,14.9,10611.36
2014-08-27,26.4,12.0,10.9,16.4,10397.76
2014-08-28,12.8,12.4,9.4,17.3,10223.29
2014-08-29,0.8,11.1,8.2,17.1,10002.85
2014-08-30,0.0,5.9,12.2,16.6,9365.13
2014-08-31,0.0,16.7,10.3,19.5,8872.39
2014-09-01,0.0,16.3,8.2,23.5,9461.96
2014-09-02,0.0,7.9,8.6,16.7,10376.23
2014-09-03,1.6,15.3,9.1,15.5,10513.66
2014-09-04,0.0,11.2,8.7,16.1,10468.05
2014-09-05,0.6,14.6,8.7,16.4,10037.55
2014-09-06,4.2,9.7,9.1,16.9,9255.14
2014-09-07,2.0,12.2,10.2,17.1,9053.16
2014-09-08,0.2,15.5,8.7,19.1,9633.98
2014-09-09,0.0,17.2,8.4,23.8,9171.66
2014-09-10,6.8,17.4,11.9,22.5,9054.3
2014-09-11,0.0,19.2,7.2,24.8,9093.57
2014-09-12,0.0,7.6,13.6,16.1,9227.04
2014-09-13,0.0,11.7,12.3,17.7,8426.83
2014-09-14,0.0,19.2,9.7,23.8,8512.19
2014-09-15,0.0,18.0,10.8,20.4,9249.36
2014-09-16,0.0,13.3,13.0,22.0,8898.36
2014-09-17,0.0,20.1,9.6,20.8,8998.41
2014-09-18,0.0,20.8,6.3,17.4,9360.05
2014-09-19,0.0,19.5,6.0,20.0,9068.96
2014-09-20,0.0,18.5,5.7,17.6,8441.67
2014-09-21,0.0,17.8,10.3,18.6,8463.02
2014-09-22,0.0,19.2,9.0,20.1,9106.04
2014-09-23,0.0,20.2,7.3,21.4,9010.31
2014-09-24,0.0,18.8,8.4,25.2,8947.56
2014-09-25,0.0,9.2,14.7,23.2,9097.13
2014-09-26,3.2,16.5,13.2,18.4,8668.19
2014-09-27,0.0,17.1,10.5,19.1,8021.02
2014-09-28,0.0,21.1,8.0,24.1,7887.85
2014-09-29,0.0,21.2,10.2,31.3,8842.28
2014-09-30,0.0,15.5,12.7,33.0,8975.59
2014-10-01,0.0,21.9,11.3,24.3,8710.65
2014-10-02,0.0,22.1,8.1,24.9,8719.77
2014-10-03,0.0,17.1,10.3,19.7,8382.94
2014-10-04,0.0,18.2,12.2,22.7,7858.37
2014-10-05,0.0,22.7,11.3,32.7,7794.43
2014-10-06,0.0,21.9,16.9,25.2,8001.54
2014-10-07,0.0,21.2,17.2,26.1,8546.08
2014-10-08,0.0,17.6,14.8,19.1,8344.42
2014-10-09,0.0,17.8,12.1,21.5,8475.11
2014-10-10,0.0,19.5,10.2,23.8,8176.85
2014-10-11,0.0,23.8,11.3,29.1,7752.19
2014-10-12,0.0,24.0,10.8,28.5,7815.41
2014-10-13,0.0,10.9,14.3,24.4,8653.24
2014-10-14,9.8,9.5,10.4,18.2,8786.44
2014-10-15,78.4,6.7,9.7,16.3,8919.31
2014-10-16,0.6,23.3,6.0,22.0,8783.95
2014-10-17,0.0,17.9,9.5,18.5,8421.5
2014-10-18,0.0,21.8,10.4,20.2,7530.75
2014-10-19,0.0,25.9,9.1,25.3,7747.09
2014-10-20,0.0,11.2,13.1,19.5,8543.82
2014-10-21,0.4,7.0,13.8,17.7,8539.16
2014-10-22,0.0,24.8,12.8,21.4,8360.24
2014-10-23,0.0,26.1,12.0,28.8,8875.8
2014-10-24,0.0,21.9,17.9,27.5,8959.76
2014-10-25,0.4,25.9,15.9,26.8,8054.19
2014-10-26,0.0,26.5,15.7,31.8,8115.82
2014-10-27,0.0,17.1,17.3,31.7,9175.22
2014-10-28,0.0,19.6,11.2,27.6,8518.35
2014-10-29,0.0,26.9,12.8,22.8,8398.96
2014-10-30,0.0,26.7,12.4,30.9,9184.29
2014-10-31,0.0,26.1,12.5,31.9,9930.88
2014-11-01,0.0,22.1,17.9,34.8,9191.26
2014-11-02,0.0,27.5,11.6,20.7,7528.87
2014-11-03,0.0,21.0,11.4,20.6,8255.35
2014-11-04,0.0,23.5,13.2,22.1,8392.62
2014-11-05,0.0,12.2,14.5,24.8,8530.83
2014-11-06,7.8,23.8,13.0,20.6,8349.75
2014-11-07,0.0,28.5,13.5,22.4,8377.34
2014-11-08,0.0,29.6,11.6,24.0,7728.74
2014-11-09,0.0,28.9,13.6,23.4,7804.12
2014-11-10,0.0,14.4,17.4,22.0,8664.01
2014-11-11,0.0,8.7,13.5,21.0,8429.08
2014-11-12,0.0,18.3,15.9,22.0,8487.1
2014-11-13,0.0,21.7,18.2,22.9,8932.04
2014-11-14,0.0,26.3,15.5,37.4,11321.23
2014-11-15,0.0,10.8,18.3,21.8,7852.71
2014-11-16,6.8,17.0,15.2,27.9,7590.31
2014-11-17,0.2,29.0,11.2,24.6,8493.72
2014-11-18,0.0,27.9,15.7,23.5,8652.36
2014-11-19,0.0,21.3,15.7,23.4,8772.86
2014-11-20,0.0,25.5,16.5,30.3,10426.47
2014-11-21,0.0,27.0,19.7,38.1,11724.94
2014-11-22,0.0,26.0,18.2,26.0,8817.19
2014-11-23,0.0,24.6,17.6,33.2,10685.71
2014-11-24,0.0,13.4,20.6,30.2,10815.72
2014-11-25,8.8,15.7,19.2,24.0,9021.42
2014-11-26,0.0,14.1,18.4,23.3,8797.23
2014-11-27,2.6,5.3,17.4,20.0,8597.9
2014-11-28,0.2,26.3,11.9,22.9,8496.3
2014-11-29,0.0,30.7,12.9,26.6,8233.56
2014-11-30,0.0,23.1,15.1,28.7,8355.58
2014-12-01,3.8,20.0,18.2,28.3,9886.64
2014-12-02,6.6,28.0,18.7,30.9,10680.28
2014-12-03,0.6,20.5,20.1,31.9,11079.36
2014-12-04,30.0,13.1,19.3,29.4,10287.0
2014-12-05,28.0,20.8,18.9,28.4,10099.04
2014-12-06,1.8,16.9,18.5,27.1,8255.67
2014-12-07,39.8,20.3,16.9,28.4,8077.69
2014-12-08,3.8,21.1,17.1,29.9,9586.84
2014-12-09,0.8,14.9,20.1,23.6,9278.46
2014-12-10,0.0,11.2,18.2,24.5,9354.04
2014-12-11,13.0,3.9,16.4,21.3,8951.63
2014-12-12,22.6,23.1,17.1,20.9,8182.41
2014-12-13,0.0,23.2,13.7,21.5,7467.23
2014-12-14,0.0,31.3,13.2,23.6,7730.14
2014-12-15,0.0,31.8,14.8,25.5,9325.31
2014-12-16,0.0,20.9,18.0,25.5,9243.44
2014-12-17,0.0,18.6,17.9,21.4,8718.3
2014-12-18,0.0,21.6,17.5,25.7,9129.38
2014-12-19,0.0,27.5,17.6,21.0,8453.17
2014-12-20,0.0,27.6,16.3,23.1,7687.13
2014-12-21,0.0,30.6,13.9,25.7,8377.39
2014-12-22,0.0,26.8,18.0,27.6,9603.89
2014-12-23,1.4,15.3,20.5,27.1,8798.05
2014-12-24,3.4,21.1,19.6,23.5,8499.42
2014-12-25,0.0,19.0,19.3,27.8,7458.77
2014-12-26,13.6,29.9,19.1,28.1,6863.19
2014-12-27,0.0,8.7,18.4,21.3,6939.38
2014-12-28,0.0,10.8,17.9,24.1,7115.13
2014-12-29,0.0,30.6,15.4,27.7,8554.99
2014-12-30,0.4,33.3,18.0,33.3,8864.77
2014-12-31,0.0,26.4,18.9,24.4,8148.76
2015-01-01,0.0,30.6,17.8,29.1,9324.24
2015-01-02,0.0,19.3,20.8,26.2,9337.47
2015-01-03,0.0,31.4,20.4,29.4,9793.2
2015-01-04,0.0,23.5,21.4,33.2,9690.85
2015-01-05,0.2,15.5,20.1,24.9,9246.73
2015-01-06,0.1,24.6,19.1,27.5,10029.46
2015-01-07,0.0,29.2,19.6,29.5,10351.72
2015-01-08,0.0,31.7,17.4,28.7,10628.78
2015-01-09,0.2,21.6,20.8,32.9,11096.85
2015-01-10,1.4,14.3,20.4,28.3,8952.69
2015-01-11,37.2,3.4,20.0,21.3,7669.94
2015-01-12,3.4,15.2,19.2,23.5,8789.77
2015-01-13,1.0,21.9,18.5,26.9,9648.03
2015-01-14,1.0,28.3,22.3,32.0,10647.05
2015-01-15,0.0,28.4,21.2,26.8,9748.21
2015-01-16,0.0,29.6,19.0,30.1,10098.17
2015-01-17,0.0,32.2,15.8,33.8,9501.17
2015-01-18,0.0,30.6,18.6,27.1,8777.76
2015-01-19,0.0,3.8,17.9,21.9,8807.57
2015-01-20,0.6,21.1,17.8,24.8,8799.27
2015-01-21,2.8,26.5,19.2,28.1,9781.66
2015-01-22,0.0,27.1,19.4,27.8,10334.18
2015-01-23,0.0,28.1,21.2,29.9,11325.38
2015-01-24,0.0,23.5,21.6,30.2,9881.47
2015-01-25,1.4,29.7,20.0,35.1,10044.85
2015-01-26,0.0,3.2,17.8,21.1,7723.76
2015-01-27,22.6,3.5,17.2,19.7,8965.99
2015-01-28,39.2,5.1,14.8,20.4,8544.53
2015-01-29,15.2,27.0,13.2,22.5,8246.89
2015-01-30,0.0,27.6,10.7,25.6,8364.1
2015-01-31,0.0,28.5,13.7,24.5,7610.84
2015-02-01,0.0,20.5,17.1,24.5,7868.91
2015-02-02,0.0,23.1,18.3,23.8,8598.42
2015-02-03,0.0,26.1,15.6,23.6,8619.4
2015-02-04,0.0,17.1,14.5,23.8,8472.51
2015-02-05,2.4,12.9,16.5,22.8,8532.66
2015-02-06,0.0,19.5,14.5,23.5,8704.23
2015-02-07,0.2,21.0,17.6,26.5,8300.24
2015-02-08,0.0,27.6,16.1,32.9,10062.66
2015-02-09,0.0,11.2,21.3,25.0,9596.05
2015-02-10,0.4,18.1,19.8,27.5,10403.79
2015-02-11,1.2,22.1,19.3,28.0,10519.23
2015-02-12,0.0,23.8,17.8,28.1,10150.83
2015-02-13,21.2,17.1,19.1,25.8,9428.67
2015-02-14,0.0,14.9,17.9,26.9,8481.55
2015-02-15,0.6,20.0,18.4,28.7,8824.72
2015-02-16,1.6,24.5,19.2,27.7,10418.14
2015-02-17,0.0,26.0,17.6,27.8,10295.2
2015-02-18,0.0,24.8,17.9,27.4,10237.62
2015-02-19,0.0,12.8,19.6,26.8,9739.22
2015-02-20,0.0,15.4,18.7,26.6,9737.28
2015-02-21,1.6,8.4,19.1,24.9,8471.54
2015-02-22,9.8,15.4,19.0,27.0,8700.4
2015-02-23,1.2,16.5,19.2,27.2,10110.71
2015-02-24,0.6,18.0,20.0,24.1,9284.38
2015-02-25,0.0,9.4,19.1,22.4,8916.7
2015-02-26,2.0,13.0,19.0,26.3,9311.82
2015-02-27,0.0,20.0,18.4,26.1,9622.95
2015-02-28,0.0,20.0,17.1,27.5,9021.82
2015-03-01,0.0,14.7,18.3,34.9,9884.55
2015-03-02,2.4,9.9,15.4,22.6,8865.87
2015-03-03,0.4,20.5,13.2,26.8,9688.25
2015-03-04,0.0,20.0,19.7,27.4,10367.29
2015-03-05,0.0,22.6,15.6,25.6,8928.92
2015-03-06,0.0,23.7,12.2,29.0,8817.3
2015-03-07,0.0,15.8,15.6,24.5,8035.8
2015-03-08,0.0,21.7,17.5,24.9,8423.87
2015-03-09,0.0,24.0,16.8,31.6,10364.38
2015-03-10,0.0,11.8,19.2,24.0,9495.47
2015-03-11,0.0,19.1,18.3,28.4,10241.56
2015-03-12,5.0,19.9,17.7,25.9,9493.47
2015-03-13,0.2,3.5,16.2,21.7,8749.66
2015-03-14,0.0,21.4,13.1,23.6,7757.6
2015-03-15,0.0,14.0,14.4,22.2,7788.97
2015-03-16,0.0,15.0,13.0,21.8,8539.93
2015-03-17,0.0,11.2,9.9,22.0,8700.28
2015-03-18,0.0,16.6,15.8,27.0,9537.38
2015-03-19,0.0,21.9,15.8,26.8,10322.3
2015-03-20,0.0,11.9,16.2,28.4,9896.77
2015-03-21,0.2,10.9,17.2,21.0,7875.62
2015-03-22,3.0,6.6,16.7,23.7,8069.16
2015-03-23,0.6,17.4,14.8,26.1,9378.67
2015-03-24,0.0,3.7,17.0,25.1,9332.58
2015-03-25,10.6,15.8,12.1,21.7,8514.8
2015-03-26,0.2,20.5,13.5,26.3,8671.48
2015-03-27,0.0,21.3,12.4,25.1,8178.8
2015-03-28,0.0,19.5,8.0,21.1,7636.5
2015-03-29,0.0,16.6,10.7,24.0,7976.73
2015-03-30,0.0,9.5,15.5,23.6,8686.62
2015-03-31,0.2,8.6,14.4,21.1,8551.77
2015-04-01,9.4,14.6,14.4,23.2,8765.3
2015-04-02,0.0,13.6,13.8,27.4,8822.98
2015-04-03,0.6,3.5,16.1,18.4,7527.73
2015-04-04,18.8,3.5,14.0,17.6,7723.44
2015-04-05,8.8,17.7,14.0,22.5,7529.52
2015-04-06,0.0,14.4,12.8,25.1,8069.82
2015-04-07,1.4,15.7,11.6,21.5,8786.49
2015-04-08,0.2,12.6,13.1,20.8,8835.61
2015-04-09,0.0,13.7,12.0,19.8,8764.33
2015-04-10,0.0,11.7,13.3,19.7,8581.61
2015-04-11,6.8,11.0,12.1,20.4,7964.89
2015-04-12,0.2,13.1,11.2,21.0,8032.67
2015-04-13,0.0,13.7,11.4,19.5,8902.39
2015-04-14,0.0,15.5,9.8,22.0,8859.53
2015-04-15,0.0,16.3,10.9,25.3,9083.6
2015-04-16,7.4,14.5,12.8,29.9,9310.82
2015-04-17,2.4,4.9,18.0,20.0,9037.16
2015-04-18,1.4,11.3,17.3,26.7,8344.53
2015-04-19,4.8,15.2,12.9,21.4,8551.46
2015-04-20,4.6,2.9,11.8,15.7,9777.55
2015-04-21,79.0,3.1,12.6,14.4,9691.27
2015-04-22,72.8,3.5,12.0,17.0,9156.62
2015-04-23,61.0,12.1,11.1,20.6,9057.07
2015-04-24,0.2,13.5,11.9,24.4,8768.42
2015-04-25,0.0,12.9,9.5,23.5,8308.86
2015-04-26,14.0,5.5,10.5,16.9,8989.72
2015-04-27,0.4,13.3,8.9,18.3,9645.22
2015-04-28,0.0,14.8,7.7,17.9,9580.34
2015-04-29,0.0,9.6,8.0,17.6,9594.61
2015-04-30,5.4,8.0,12.6,18.1,9616.76
2015-05-01,3.0,7.8,11.8,19.3,9409.06
2015-05-02,18.0,7.4,12.9,21.5,8676.44
2015-05-03,26.4,7.1,16.8,20.5,8675.62
2015-05-04,0.2,7.9,12.3,20.6,9376.33
2015-05-05,0.0,13.7,12.0,26.2,9174.81
2015-05-06,0.0,14.0,10.7,19.2,9456.9
2015-05-07,0.0,13.8,7.8,18.7,9705.84
2015-05-08,0.0,13.6,6.6,19.7,9334.85
2015-05-09,0.0,13.4,6.8,19.6,8705.76
2015-05-10,0.0,11.6,4.5,19.7,8702.92
2015-05-11,0.0,12.1,13.5,20.2,9646.57
2015-05-12,0.0,13.1,6.1,20.8,9626.15
2015-05-13,0.0,12.2,6.6,15.6,10627.02
2015-05-14,0.2,12.9,1.9,16.9,10517.3
2015-05-15,0.0,11.9,9.2,18.2,9822.28
2015-05-16,0.0,12.1,10.2,18.4,9059.4
2015-05-17,0.0,10.3,7.0,18.5,9278.38
2015-05-18,0.0,7.8,8.0,18.6,10185.62
2015-05-19,0.2,5.2,11.3,20.1,9912.22
2015-05-20,1.4,10.9,12.2,23.7,9555.85
2015-05-21,0.2,9.7,10.7,19.6,9758.05
2015-05-22,6.2,5.4,10.8,16.2,10168.37
2015-05-23,17.2,11.3,6.9,17.1,9447.19
2015-05-24,0.0,11.8,6.3,17.7,9862.62
2015-05-25,0.0,9.5,6.2,17.3,10759.81
2015-05-26,0.0,11.0,4.3,17.5,10788.09
2015-05-27,0.0,10.0,7.2,19.9,10280.13
2015-05-28,0.0,9.9,6.5,21.3,10068.78
2015-05-29,0.0,3.4,9.4,18.4,9758.49
2015-05-30,0.0,6.4,6.7,17.3,9378.07
2015-05-31,0.2,4.4,5.4,14.5,9899.19
2015-06-01,0.0,11.3,4.7,14.4,11462.1
2015-06-02,0.0,11.2,2.7,14.9,11625.47
2015-06-03,0.0,10.7,3.8,16.5,11410.1
2015-06-04,0.4,11.0,4.2,16.7,11258.43
2015-06-05,0.6,9.7,4.9,15.4,11092.6
2015-06-06,0.0,10.6,6.7,19.4,9585.37
2015-06-07,0.0,10.8,4.8,20.5,9134.77
2015-06-08,0.0,11.0,7.1,21.4,9335.91
2015-06-09,0.0,9.5,6.2,20.8,10245.71
2015-06-10,0.0,4.4,5.7,14.5,11118.81
